2026-04-17T00:00:00.039045+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T05:36:45.023789+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T05:37:24.869687+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T05:38:05.177242+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T05:38:45.845693+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T05:40:21.513220+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T05:41:07.354611+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T05:41:46.854302+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T05:42:26.965897+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T05:43:09.462603+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T05:44:42.068411+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T05:45:28.463925+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T05:46:08.115999+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-17T05:48:26.947312+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-17T05:49:13.938303+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T05:49:54.569214+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T05:50:44.874363+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T05:51:25.649071+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T05:52:07.242296+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T05:52:47.183594+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T05:53:28.454813+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T05:54:10.693522+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T05:54:55.963210+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T05:55:36.454190+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T05:56:17.131030+00:00 | Kiss Me More | Doja Cat Feat. Sza | source:amperwave-api
2026-04-17T05:56:57.304962+00:00 | Kiss Me More | Doja Cat Feat. Sza | source:amperwave-api
2026-04-17T05:57:36.120769+00:00 | Kiss Me More | Doja Cat Feat. Sza | source:amperwave-api
2026-04-17T05:58:16.310776+00:00 | Kiss Me More | Doja Cat Feat. Sza | source:amperwave-api
2026-04-17T05:58:57.216788+00:00 | Kiss Me More | Doja Cat Feat. Sza | source:amperwave-api
2026-04-17T05:59:38.086157+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T06:01:13.774280+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T06:01:58.581412+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T06:02:42.461477+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T06:03:24.115044+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T06:04:09.135018+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T06:04:49.593296+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T06:05:31.559888+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-17T06:06:14.589460+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-17T06:06:58.562942+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-17T06:07:38.723018+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-17T06:08:19.230758+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T06:08:59.558084+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T06:09:40.678887+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T06:10:20.898268+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T06:11:06.165544+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T06:11:51.001410+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T06:12:32.129741+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T06:13:14.493962+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T06:14:42.403565+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T06:15:23.420316+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T06:16:03.226047+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T06:16:42.198337+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T06:17:21.407441+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T06:18:01.676188+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T06:19:10.051763+00:00 | Dancing With A Stranger | Sam Smith Ft. Normani | source:amperwave-api
2026-04-17T06:19:51.853061+00:00 | Dancing With A Stranger | Sam Smith Ft. Normani | source:amperwave-api
2026-04-17T06:20:33.215250+00:00 | Dancing With A Stranger | Sam Smith Ft. Normani | source:amperwave-api
2026-04-17T06:21:16.379940+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T06:21:59.019611+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T06:23:18.866956+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T06:24:00.812876+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T06:24:41.086254+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T06:25:24.911850+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T06:27:03.365554+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T06:27:47.457737+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T06:28:26.362388+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T06:29:06.195627+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T06:30:24.042186+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-17T06:31:23.983751+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-17T06:32:07.743497+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-17T06:32:51.156191+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-17T06:33:33.553826+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T06:34:12.582741+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T06:34:53.106945+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T06:35:35.118018+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T06:36:17.729719+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T06:36:58.106265+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T06:37:38.331112+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T06:38:18.641601+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T06:39:01.497768+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T06:39:41.462329+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T06:40:21.635292+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T06:41:01.990305+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T06:41:43.418530+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T06:42:24.962716+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T06:43:48.324432+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T06:44:40.844745+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-17T06:45:28.998142+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-17T06:46:12.976060+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-17T06:46:54.438215+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T06:47:43.617283+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T06:48:29.511608+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T06:49:13.399853+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T06:49:55.780513+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T06:50:38.301657+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T06:51:20.814722+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T06:52:01.777022+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T06:52:44.380518+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T06:53:27.805008+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T06:54:09.445761+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T06:54:52.489075+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T06:55:33.201407+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T06:56:13.522903+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-17T06:56:51.755137+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-17T06:58:09.489447+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-17T06:58:47.948134+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-17T06:59:29.132095+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-17T07:00:09.533776+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T07:00:49.724653+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T07:02:17.181365+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T07:03:04.276933+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T07:03:45.932777+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-17T07:04:25.328998+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-17T07:05:05.160973+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-17T07:06:15.764061+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T07:06:58.449069+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T07:07:38.417478+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T07:08:19.298104+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T07:09:01.338239+00:00 | Go | Blackpink | source:amperwave-api
2026-04-17T07:10:22.931800+00:00 | Go | Blackpink | source:amperwave-api
2026-04-17T07:11:07.417042+00:00 | Go | Blackpink | source:amperwave-api
2026-04-17T07:11:49.829467+00:00 | Go | Blackpink | source:amperwave-api
2026-04-17T07:12:34.595065+00:00 | Better Now | Post Malone | source:amperwave-api
2026-04-17T07:13:21.948269+00:00 | Better Now | Post Malone | source:amperwave-api
2026-04-17T07:14:53.409880+00:00 | Better Now | Post Malone | source:amperwave-api
2026-04-17T07:15:32.316520+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T07:16:13.285587+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T07:16:55.573729+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T07:17:37.651333+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T07:18:19.003129+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T07:18:58.873611+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T07:19:42.698315+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T07:20:29.979120+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T07:21:12.432617+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T07:21:51.313615+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T07:22:31.049358+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T07:23:13.266620+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T07:23:51.225666+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T07:24:30.709587+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T07:25:13.137183+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T07:25:54.237486+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T07:26:39.209064+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T07:27:59.491644+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T07:28:39.680682+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T07:29:21.682403+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T07:30:03.833166+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T07:30:46.130900+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T07:31:28.015895+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T07:32:10.422119+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T07:32:50.251484+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T07:33:29.921557+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T07:34:13.306509+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T07:34:54.350938+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T07:35:36.773616+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T07:36:18.753828+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T07:37:01.811474+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T07:37:41.981663+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T07:38:23.891133+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T07:39:02.866322+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T07:39:45.975177+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T07:40:25.128764+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T07:41:51.508834+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T07:42:32.275647+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T07:43:12.940532+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-17T07:43:54.529775+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-17T07:45:20.777761+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-17T07:46:04.754373+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-17T07:46:43.694091+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T07:47:25.119192+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T07:48:05.770687+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T07:49:41.251079+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T07:50:20.683379+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T07:51:01.813920+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T07:52:31.718684+00:00 | Good 4 U | Olivia Rodrigo | source:amperwave-api
2026-04-17T07:53:12.621338+00:00 | Good 4 U | Olivia Rodrigo | source:amperwave-api
2026-04-17T07:53:56.083325+00:00 | Good 4 U | Olivia Rodrigo | source:amperwave-api
2026-04-17T07:54:36.971290+00:00 | Good 4 U | Olivia Rodrigo | source:amperwave-api
2026-04-17T07:56:01.829790+00:00 | The Monster (Feat. Rihanna) | Eminem | source:amperwave-api
2026-04-17T07:56:44.343464+00:00 | The Monster (Feat. Rihanna) | Eminem | source:amperwave-api
2026-04-17T07:57:25.190108+00:00 | The Monster (Feat. Rihanna) | Eminem | source:amperwave-api
2026-04-17T07:58:06.085137+00:00 | The Monster (Feat. Rihanna) | Eminem | source:amperwave-api
2026-04-17T07:58:43.424849+00:00 | The Monster (Feat. Rihanna) | Eminem | source:amperwave-api
2026-04-17T07:59:24.622390+00:00 | The Monster (Feat. Rihanna) | Eminem | source:amperwave-api
2026-04-17T08:00:05.698799+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T08:00:46.041966+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T08:01:26.449860+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T08:02:09.901973+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T08:02:50.875562+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-17T08:03:30.536905+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-17T08:04:08.716378+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-17T08:04:47.764949+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T08:05:28.516053+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T08:06:08.425876+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T08:06:50.999524+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T08:07:35.922863+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T08:08:57.934749+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-17T08:09:40.526576+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-17T08:10:21.948027+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-17T08:11:02.325323+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-17T08:11:43.923332+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T08:12:25.812262+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T08:13:06.791263+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T08:13:46.527115+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T08:14:28.737036+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T08:15:11.644922+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T08:15:52.990628+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T08:16:32.147281+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T08:17:13.534695+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T08:17:54.917060+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T08:18:34.800170+00:00 | See You Again (Feat. Charlie Puth) | Wiz Khalifa | source:amperwave-api
2026-04-17T08:19:20.322449+00:00 | See You Again (Feat. Charlie Puth) | Wiz Khalifa | source:amperwave-api
2026-04-17T08:20:03.069140+00:00 | See You Again (Feat. Charlie Puth) | Wiz Khalifa | source:amperwave-api
2026-04-17T08:20:45.309705+00:00 | See You Again (Feat. Charlie Puth) | Wiz Khalifa | source:amperwave-api
2026-04-17T08:22:15.734068+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T08:22:54.374760+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T08:23:32.761612+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T08:24:15.725086+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T08:24:54.909691+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T08:25:59.573693+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T08:26:43.856365+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T08:27:25.241446+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T08:28:07.593954+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T08:28:48.441145+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T08:30:01.765378+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T08:30:43.414216+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T08:31:26.506768+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T08:32:08.178045+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T08:32:50.897418+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T08:34:20.087710+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T08:35:01.987953+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T08:35:42.331098+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T08:36:22.743137+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T08:37:18.967738+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T08:38:00.800449+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T08:38:41.440574+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T08:39:25.876126+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T08:40:04.458565+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T08:40:46.007699+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T08:41:27.507791+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T08:42:06.935817+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T08:42:48.849711+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T08:43:29.434762+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-17T08:44:08.957806+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-17T08:44:49.096372+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-17T08:45:28.494519+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-17T08:46:08.199738+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-17T08:46:50.157560+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-17T08:47:29.998941+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-17T08:48:09.314725+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-17T08:48:51.625998+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T08:49:33.988448+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T08:50:53.728762+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T08:51:37.934466+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T08:52:17.626864+00:00 | Snooze | Sza | source:amperwave-api
2026-04-17T08:53:00.925057+00:00 | Snooze | Sza | source:amperwave-api
2026-04-17T08:53:40.099271+00:00 | Snooze | Sza | source:amperwave-api
2026-04-17T08:54:20.905086+00:00 | Snooze | Sza | source:amperwave-api
2026-04-17T08:54:58.475559+00:00 | Snooze | Sza | source:amperwave-api
2026-04-17T08:55:41.386707+00:00 | Where Have You Been | Rihanna | source:amperwave-api
2026-04-17T08:56:22.385152+00:00 | Where Have You Been | Rihanna | source:amperwave-api
2026-04-17T08:57:05.578742+00:00 | Where Have You Been | Rihanna | source:amperwave-api
2026-04-17T08:57:46.737388+00:00 | Where Have You Been | Rihanna | source:amperwave-api
2026-04-17T08:58:27.050146+00:00 | Where Have You Been | Rihanna | source:amperwave-api
2026-04-17T08:59:08.694367+00:00 | Where Have You Been | Rihanna | source:amperwave-api
2026-04-17T08:59:49.340806+00:00 | You Broke Me First | Tate Mcrae | source:amperwave-api
2026-04-17T09:00:31.305975+00:00 | You Broke Me First | Tate Mcrae | source:amperwave-api
2026-04-17T09:01:10.411609+00:00 | You Broke Me First | Tate Mcrae | source:amperwave-api
2026-04-17T09:01:52.219321+00:00 | You Broke Me First | Tate Mcrae | source:amperwave-api
2026-04-17T09:02:33.439204+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T09:03:55.231433+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T09:04:40.831801+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T09:05:22.257934+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-17T09:06:03.320999+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-17T09:06:43.862014+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-17T09:08:01.757841+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T09:08:43.496683+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T09:09:23.053565+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T09:10:03.573428+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T09:11:18.422088+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T09:12:07.570322+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T09:12:48.509032+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T09:13:27.191457+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T09:14:49.775379+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T09:15:31.562762+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T09:16:10.937785+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T09:16:52.737656+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T09:18:19.550469+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T09:19:05.073094+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T09:19:45.570427+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T09:20:25.688650+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T09:21:15.891886+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T09:21:56.229771+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-17T09:22:39.276620+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-17T09:23:20.327394+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-17T09:24:04.045018+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-17T09:24:45.103439+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-17T09:25:25.458034+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-17T09:26:05.139914+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-17T09:26:45.300347+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-17T09:27:24.130731+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-17T09:28:05.010705+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-17T09:28:42.335454+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-17T09:29:24.049414+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-17T09:30:47.290707+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T09:31:43.969896+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T09:32:24.326743+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T09:33:04.849677+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T09:33:47.917188+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T09:34:30.816011+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
