2026-04-19T00:00:34.508963+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-19T04:50:45.957066+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-19T04:51:57.994064+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-19T04:52:34.617463+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-19T04:53:11.158667+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-19T04:53:45.730898+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-19T04:54:24.912478+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-19T04:54:59.811107+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-19T04:55:35.022711+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-19T04:56:33.561692+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-19T04:57:09.024177+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-19T04:57:43.908792+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-19T04:58:32.031051+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-19T04:59:08.766373+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-19T04:59:44.050154+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-19T05:00:34.435468+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-19T05:01:11.587928+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-19T05:01:46.229140+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-19T05:02:20.773504+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-19T05:02:56.245515+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-19T05:03:31.194945+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-19T05:04:06.951067+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-19T05:04:43.703179+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T05:05:19.056104+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T05:05:53.750162+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T05:06:28.610952+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T05:07:03.379282+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T05:07:38.001607+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T05:08:12.849934+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T05:08:48.626877+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T05:09:36.012134+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T05:10:12.140452+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T05:10:46.674066+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T05:11:41.020056+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-19T05:12:17.565551+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-19T05:12:53.225661+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-19T05:13:44.144500+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-19T05:14:20.533103+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-19T05:14:55.033721+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-19T05:15:52.071801+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-19T05:16:28.655648+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-19T05:17:06.100776+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-19T05:18:01.423676+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-19T05:18:36.400436+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-19T05:19:11.126575+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-19T05:20:09.597321+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-19T05:20:45.709706+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-19T05:21:20.426857+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-19T05:21:55.570023+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-19T05:22:31.071888+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-19T05:23:07.035981+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-19T05:23:42.117951+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-19T05:24:24.331052+00:00 | Wake Me Up | Avicii | source:amperwave-api
2026-04-19T05:24:59.832217+00:00 | Wake Me Up | Avicii | source:amperwave-api
2026-04-19T05:25:39.152761+00:00 | Wake Me Up | Avicii | source:amperwave-api
2026-04-19T05:26:14.086764+00:00 | Wake Me Up | Avicii | source:amperwave-api
2026-04-19T05:26:53.955726+00:00 | Wake Me Up | Avicii | source:amperwave-api
2026-04-19T05:27:29.862082+00:00 | Wake Me Up | Avicii | source:amperwave-api
2026-04-19T05:28:32.099245+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-19T05:29:07.565951+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-19T05:29:42.988534+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-19T05:30:39.369046+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-19T05:31:15.358119+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-19T05:31:50.735051+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-19T05:32:45.725167+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-19T05:33:23.437074+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-19T05:33:58.383783+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-19T05:34:46.107962+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-19T05:35:22.317647+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-19T05:35:57.667390+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-19T05:36:43.124996+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-19T05:37:20.517328+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-19T05:37:55.740200+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-19T05:38:40.296105+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-19T05:39:16.189697+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-19T05:39:52.371145+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-19T05:40:27.738420+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-19T05:41:05.358717+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-19T05:41:40.461071+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-19T05:42:15.573076+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-19T05:42:50.112255+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-19T05:43:26.181822+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-19T05:44:01.205820+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-19T05:44:37.115044+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-19T05:45:12.177114+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-19T05:45:47.609391+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-19T05:46:22.733945+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-19T05:46:58.387519+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-19T05:47:36.021011+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-19T05:48:12.200186+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-19T05:48:47.746043+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-19T05:49:32.961398+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-19T05:50:08.733463+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-19T05:50:44.640935+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-19T05:51:24.073386+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-19T05:52:00.726793+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-19T05:52:36.530408+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-19T05:53:21.141895+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-19T05:53:56.941453+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T05:54:32.192942+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T05:55:17.746368+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T05:55:53.824547+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T05:56:28.833194+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T05:57:13.809047+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T05:57:51.293855+00:00 | Flowers | Miley Cyrus | source:amperwave-api
2026-04-19T05:58:26.242043+00:00 | Flowers | Miley Cyrus | source:amperwave-api
2026-04-19T05:59:01.044007+00:00 | Flowers | Miley Cyrus | source:amperwave-api
2026-04-19T05:59:36.216571+00:00 | Flowers | Miley Cyrus | source:amperwave-api
2026-04-19T06:00:12.155529+00:00 | Flowers | Miley Cyrus | source:amperwave-api
2026-04-19T06:00:47.473050+00:00 | Flowers | Miley Cyrus | source:amperwave-api
2026-04-19T06:01:22.365772+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T06:01:57.048269+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T06:02:31.999398+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T06:03:07.303369+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T06:03:42.372111+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T06:04:17.436080+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T06:04:52.651615+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-19T06:05:29.030045+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-19T06:06:35.737992+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-19T06:07:13.886471+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-19T06:07:48.673333+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-19T06:08:34.183814+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-19T06:09:10.113035+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-19T06:09:45.120045+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-19T06:10:35.431299+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-19T06:11:12.575215+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-19T06:11:48.268787+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-19T06:12:30.234933+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T06:13:06.084886+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T06:13:41.469276+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T06:14:22.823523+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T06:14:58.081558+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T06:15:33.702013+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T06:16:12.049111+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T06:16:48.799518+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T06:17:24.126121+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T06:17:59.693196+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T06:18:34.322830+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T06:19:08.670244+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-19T06:19:43.900254+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-19T06:20:18.639666+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-19T06:20:53.037425+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-19T06:21:27.623172+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-19T06:22:02.258581+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-19T06:22:36.630032+00:00 | Dark Horse (Feat. Juicy J) | Katy Perry | source:amperwave-api
2026-04-19T06:23:11.600562+00:00 | Dark Horse (Feat. Juicy J) | Katy Perry | source:amperwave-api
2026-04-19T06:23:45.989322+00:00 | Dark Horse (Feat. Juicy J) | Katy Perry | source:amperwave-api
2026-04-19T06:24:30.461678+00:00 | Dark Horse (Feat. Juicy J) | Katy Perry | source:amperwave-api
2026-04-19T06:25:05.901155+00:00 | Dark Horse (Feat. Juicy J) | Katy Perry | source:amperwave-api
2026-04-19T06:25:40.670195+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-19T06:26:28.629615+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-19T06:27:29.261335+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-19T06:28:27.741621+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-19T06:29:04.019196+00:00 | Swim | Bts | source:amperwave-api
2026-04-19T06:29:39.481023+00:00 | Swim | Bts | source:amperwave-api
2026-04-19T06:30:28.321859+00:00 | Swim | Bts | source:amperwave-api
2026-04-19T06:31:05.705448+00:00 | Swim | Bts | source:amperwave-api
2026-04-19T06:31:41.609131+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-19T06:32:35.383808+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-19T06:33:14.748402+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-19T06:33:50.325669+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-19T06:34:37.105918+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-19T06:35:12.620433+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-19T06:35:47.976499+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-19T06:36:22.848966+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-19T06:36:57.707354+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-19T06:37:32.895066+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-19T06:38:09.959720+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-19T06:38:45.039298+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-19T06:39:21.412838+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-19T06:39:57.000532+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-19T06:40:32.356952+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-19T06:41:07.343787+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-19T06:41:42.364623+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-19T06:42:18.718828+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-19T06:42:53.757334+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-19T06:43:33.933907+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-19T06:44:09.110410+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-19T06:44:44.277552+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-19T06:45:34.463887+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-19T06:46:09.398243+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-19T06:46:43.826041+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-19T06:47:29.798024+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-19T06:48:04.457122+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-19T06:48:39.369867+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-19T06:49:30.433727+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-19T06:50:06.134943+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-19T06:50:41.840332+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-19T06:51:23.289729+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-19T06:51:59.344263+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T06:52:34.274868+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T06:53:14.210375+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T06:53:50.045026+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T06:54:25.313183+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T06:55:00.409822+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T06:55:35.192827+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T06:56:11.015300+00:00 | Calm Down | Rema Ft/Selena Gomez | source:amperwave-api
2026-04-19T06:56:46.243627+00:00 | Calm Down | Rema Ft/Selena Gomez | source:amperwave-api
2026-04-19T06:57:21.396531+00:00 | Calm Down | Rema Ft/Selena Gomez | source:amperwave-api
2026-04-19T06:57:56.249254+00:00 | Calm Down | Rema Ft/Selena Gomez | source:amperwave-api
2026-04-19T06:58:32.356355+00:00 | Calm Down | Rema Ft/Selena Gomez | source:amperwave-api
2026-04-19T06:59:06.853618+00:00 | Calm Down | Rema Ft/Selena Gomez | source:amperwave-api
2026-04-19T06:59:42.481167+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-19T07:00:17.592411+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-19T07:00:57.325347+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-19T07:01:34.600520+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-19T07:02:10.747771+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-19T07:02:45.048329+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-19T07:03:44.644200+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-19T07:04:19.735593+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-19T07:04:54.678587+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-19T07:06:01.678031+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-19T07:06:37.601598+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-19T07:07:14.254925+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-19T07:08:06.767418+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-19T07:08:42.305771+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-19T07:09:18.063380+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-19T07:10:15.196251+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-19T07:10:50.486895+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T07:11:25.701498+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T07:12:19.959557+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T07:12:54.838021+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T07:13:29.455423+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T07:14:04.105285+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-19T07:14:39.209574+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-19T07:15:14.423149+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-19T07:15:49.601641+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-19T07:16:25.075924+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-19T07:16:59.876721+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-19T07:17:34.680980+00:00 | Clarity (Feat. Foxes) | Zedd | source:amperwave-api
2026-04-19T07:18:11.434112+00:00 | Clarity (Feat. Foxes) | Zedd | source:amperwave-api
2026-04-19T07:18:47.123178+00:00 | Clarity (Feat. Foxes) | Zedd | source:amperwave-api
2026-04-19T07:19:21.864461+00:00 | Clarity (Feat. Foxes) | Zedd | source:amperwave-api
2026-04-19T07:19:56.748982+00:00 | Clarity (Feat. Foxes) | Zedd | source:amperwave-api
2026-04-19T07:20:31.986139+00:00 | Clarity (Feat. Foxes) | Zedd | source:amperwave-api
2026-04-19T07:21:31.760766+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T07:22:08.492909+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T07:22:43.085099+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T07:23:37.034853+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T07:24:12.553204+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T07:24:47.440515+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T07:25:43.876412+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-19T07:26:24.971341+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-19T07:26:59.775914+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-19T07:27:44.624201+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-19T07:28:20.426801+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-19T07:28:55.343531+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-19T07:29:45.691373+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-19T07:30:20.781510+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-19T07:30:55.561100+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-19T07:31:46.171124+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-19T07:32:21.714340+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T07:32:59.914286+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T07:33:34.885580+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T07:34:10.762190+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T07:34:46.465171+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T07:35:23.533881+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-19T07:35:58.740296+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-19T07:36:33.370522+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-19T07:37:08.966358+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-19T07:37:43.784570+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-19T07:38:18.874670+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-19T07:38:54.372063+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-19T07:39:29.344997+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-19T07:40:30.501304+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-19T07:41:08.179564+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-19T07:41:43.593668+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-19T07:42:25.240210+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-19T07:43:01.206652+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-19T07:43:36.529984+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-19T07:44:17.706961+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-19T07:44:53.410098+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-19T07:45:28.188905+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-19T07:46:14.914088+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-19T07:46:50.451100+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-19T07:47:26.236683+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-19T07:48:10.958701+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-19T07:48:46.446547+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T07:49:21.162322+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T07:50:09.653519+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T07:50:45.714117+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T07:51:21.026602+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T07:51:56.330641+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T07:52:32.422035+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-19T07:53:07.542605+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-19T07:53:42.811072+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-19T07:54:18.274379+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-19T07:54:55.995710+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-19T07:55:31.649725+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-19T07:56:06.089306+00:00 | Work It | Missy Elliott | source:amperwave-api
2026-04-19T07:56:41.372631+00:00 | Work It | Missy Elliott | source:amperwave-api
2026-04-19T07:57:15.740942+00:00 | Work It | Missy Elliott | source:amperwave-api
2026-04-19T07:57:50.616952+00:00 | Work It | Missy Elliott | source:amperwave-api
2026-04-19T07:58:35.951960+00:00 | Work It | Missy Elliott | source:amperwave-api
2026-04-19T07:59:12.139635+00:00 | Work It | Missy Elliott | source:amperwave-api
2026-04-19T07:59:47.050812+00:00 | Work It | Missy Elliott | source:amperwave-api
2026-04-19T08:00:33.288173+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-19T08:01:08.077253+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-19T08:01:43.382302+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-19T08:02:34.664358+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-19T08:03:10.656034+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T08:03:46.834180+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T08:04:24.238751+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T08:04:59.259507+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T08:05:34.614888+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T08:06:11.722627+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-19T08:06:47.325605+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-19T08:07:22.325622+00:00 | Opalite | Taylor Swift | source:amperwave-api
