2026-04-19T00:00:32.534191+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-19T04:59:06.305825+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-19T04:59:42.331958+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T05:00:25.287362+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T05:01:09.620331+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T05:01:44.202637+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T05:02:19.206093+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T05:02:54.201668+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T05:03:29.341889+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T05:04:04.677662+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T05:04:40.092982+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T05:05:17.338625+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T05:05:52.092695+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T05:06:26.942717+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-19T05:07:01.314201+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-19T05:07:36.403164+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-19T05:08:10.918146+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-19T05:08:46.251318+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-19T05:09:28.706632+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-19T05:10:10.327261+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-19T05:10:45.032725+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-19T05:11:36.652553+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-19T05:12:15.562017+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-19T05:12:51.115832+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-19T05:13:38.358093+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-19T05:14:17.821384+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-19T05:14:53.140081+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-19T05:16:26.393931+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-19T05:17:03.864817+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-19T05:17:57.142691+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-19T05:18:34.899819+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-19T05:19:09.494268+00:00 | Wake Me Up | Avicii | source:amperwave-api
2026-04-19T05:20:01.850072+00:00 | Wake Me Up | Avicii | source:amperwave-api
2026-04-19T05:20:44.069131+00:00 | Wake Me Up | Avicii | source:amperwave-api
2026-04-19T05:21:18.671606+00:00 | Wake Me Up | Avicii | source:amperwave-api
2026-04-19T05:21:53.805855+00:00 | Wake Me Up | Avicii | source:amperwave-api
2026-04-19T05:22:28.741236+00:00 | Wake Me Up | Avicii | source:amperwave-api
2026-04-19T05:23:05.355308+00:00 | Wake Me Up | Avicii | source:amperwave-api
2026-04-19T05:23:39.937931+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-19T05:24:22.139581+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-19T05:24:57.602379+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-19T05:25:37.475113+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-19T05:26:12.457654+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-19T05:26:52.156067+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-19T05:27:27.702883+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-19T05:29:05.922071+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-19T05:29:41.184716+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-19T05:30:29.994291+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-19T05:31:13.517647+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-19T05:31:48.314956+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-19T05:32:38.803059+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-19T05:33:21.437188+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-19T05:33:56.490462+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-19T05:34:40.673911+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-19T05:35:20.202046+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-19T05:35:55.339613+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-19T05:36:36.816742+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-19T05:37:18.022944+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-19T05:37:54.025806+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-19T05:38:34.020955+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-19T05:39:13.593553+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-19T05:39:50.175291+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-19T05:40:25.718411+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-19T05:41:01.251512+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-19T05:41:38.520827+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-19T05:42:13.690633+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-19T05:42:48.585510+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-19T05:43:23.326258+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-19T05:43:58.819329+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-19T05:44:35.145415+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-19T05:45:10.425494+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-19T05:45:45.745159+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-19T05:46:20.821539+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-19T05:46:56.360993+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-19T05:47:33.509267+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-19T05:48:10.314311+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-19T05:48:45.423325+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-19T05:49:23.130753+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-19T05:50:06.390418+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-19T05:50:42.575224+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T05:51:21.309312+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T05:51:57.485204+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T05:52:34.087434+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T05:53:16.510938+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T05:53:55.314673+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T05:54:30.485408+00:00 | Flowers | Miley Cyrus | source:amperwave-api
2026-04-19T05:55:11.745081+00:00 | Flowers | Miley Cyrus | source:amperwave-api
2026-04-19T05:55:51.792231+00:00 | Flowers | Miley Cyrus | source:amperwave-api
2026-04-19T05:56:26.868702+00:00 | Flowers | Miley Cyrus | source:amperwave-api
2026-04-19T05:57:06.873168+00:00 | Flowers | Miley Cyrus | source:amperwave-api
2026-04-19T05:57:49.129780+00:00 | Whats My Name (Clean) | Rihanna Ft Drake | source:amperwave-api
2026-04-19T05:58:24.194652+00:00 | Whats My Name (Clean) | Rihanna Ft Drake | source:amperwave-api
2026-04-19T05:58:59.252420+00:00 | Whats My Name (Clean) | Rihanna Ft Drake | source:amperwave-api
2026-04-19T05:59:34.297602+00:00 | Whats My Name (Clean) | Rihanna Ft Drake | source:amperwave-api
2026-04-19T06:00:10.032007+00:00 | Whats My Name (Clean) | Rihanna Ft Drake | source:amperwave-api
2026-04-19T06:00:45.433938+00:00 | Whats My Name (Clean) | Rihanna Ft Drake | source:amperwave-api
2026-04-19T06:01:20.516301+00:00 | Whats My Name (Clean) | Rihanna Ft Drake | source:amperwave-api
2026-04-19T06:01:55.450250+00:00 | Whats My Name (Clean) | Rihanna Ft Drake | source:amperwave-api
2026-04-19T06:02:30.219409+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T06:03:05.487250+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T06:03:40.004439+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T06:04:15.677961+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T06:04:50.382167+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T06:05:25.989859+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T06:07:10.830370+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-19T06:07:46.835687+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-19T06:08:26.641737+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-19T06:09:07.862236+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-19T06:09:43.584339+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-19T06:10:30.702281+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-19T06:11:10.963717+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-19T06:11:46.217142+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-19T06:12:27.508175+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-19T06:13:03.844504+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-19T06:13:39.186198+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T06:14:18.480308+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T06:14:56.427666+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T06:15:31.295712+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T06:16:09.055262+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T06:16:46.823531+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T06:17:22.361544+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T06:17:58.194012+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T06:18:32.310825+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T06:19:06.980738+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T06:19:42.117499+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T06:20:17.069970+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-19T06:20:51.242201+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-19T06:21:25.888160+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-19T06:22:00.726820+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-19T06:22:34.960581+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-19T06:23:09.798471+00:00 | Dark Horse (Feat. Juicy J) | Katy Perry | source:amperwave-api
2026-04-19T06:23:44.140925+00:00 | Dark Horse (Feat. Juicy J) | Katy Perry | source:amperwave-api
2026-04-19T06:24:22.683158+00:00 | Dark Horse (Feat. Juicy J) | Katy Perry | source:amperwave-api
2026-04-19T06:25:04.199377+00:00 | Dark Horse (Feat. Juicy J) | Katy Perry | source:amperwave-api
2026-04-19T06:25:39.122884+00:00 | Dark Horse (Feat. Juicy J) | Katy Perry | source:amperwave-api
2026-04-19T06:26:23.192416+00:00 | Dark Horse (Feat. Juicy J) | Katy Perry | source:amperwave-api
2026-04-19T06:27:12.217122+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-19T06:28:23.925124+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-19T06:29:01.935421+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-19T06:29:37.151514+00:00 | Swim | Bts | source:amperwave-api
2026-04-19T06:30:21.190922+00:00 | Swim | Bts | source:amperwave-api
2026-04-19T06:31:04.154277+00:00 | Swim | Bts | source:amperwave-api
2026-04-19T06:31:39.966246+00:00 | Swim | Bts | source:amperwave-api
2026-04-19T06:32:25.275806+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-19T06:33:13.087799+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-19T06:33:48.172874+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-19T06:34:29.067211+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-19T06:35:10.889694+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-19T06:35:45.408138+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-19T06:36:21.351823+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-19T06:36:55.617946+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-19T06:37:30.993828+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-19T06:38:07.826555+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-19T06:38:43.234551+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-19T06:39:19.525422+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-19T06:39:55.253236+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-19T06:40:29.766149+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-19T06:41:05.482850+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-19T06:41:40.061945+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-19T06:42:16.237590+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-19T06:42:51.877657+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-19T06:43:29.585662+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-19T06:44:07.376225+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-19T06:44:41.950047+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-19T06:45:24.965409+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-19T06:46:07.614099+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-19T06:46:42.073838+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-19T06:47:24.851524+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-19T06:48:03.017302+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-19T06:48:37.603501+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-19T06:49:26.512881+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-19T06:50:03.796770+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-19T06:50:40.133880+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-19T06:51:18.525243+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-19T06:51:57.119280+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-19T06:52:32.630376+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-19T06:53:12.115765+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-19T06:53:47.381099+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-19T06:54:23.703152+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-19T06:54:58.720942+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-19T06:55:33.268467+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T06:56:07.884951+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T06:56:44.098059+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T06:57:19.370971+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T06:57:54.486832+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T06:58:29.909927+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T06:59:05.142229+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T06:59:40.213268+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-19T07:00:15.541006+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-19T07:00:50.812836+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-19T07:01:31.850391+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-19T07:02:08.432110+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-19T07:02:43.198385+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-19T07:03:34.287410+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-19T07:04:17.989154+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-19T07:04:52.863703+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-19T07:06:35.141705+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-19T07:07:11.243177+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-19T07:08:00.482462+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-19T07:08:40.262808+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-19T07:09:15.905895+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-19T07:10:06.122478+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-19T07:10:48.289139+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T07:11:23.900583+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T07:12:12.332192+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T07:12:52.945652+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T07:13:27.535211+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T07:14:02.468177+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-19T07:14:37.386805+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-19T07:15:12.006689+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-19T07:15:47.511838+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-19T07:16:22.991140+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-19T07:16:58.037021+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-19T07:17:33.081043+00:00 | Clarity (Feat. Foxes) | Zedd | source:amperwave-api
2026-04-19T07:18:08.539573+00:00 | Clarity (Feat. Foxes) | Zedd | source:amperwave-api
2026-04-19T07:18:45.347616+00:00 | Clarity (Feat. Foxes) | Zedd | source:amperwave-api
2026-04-19T07:19:20.266691+00:00 | Clarity (Feat. Foxes) | Zedd | source:amperwave-api
2026-04-19T07:19:54.646594+00:00 | Clarity (Feat. Foxes) | Zedd | source:amperwave-api
2026-04-19T07:20:29.522171+00:00 | Clarity (Feat. Foxes) | Zedd | source:amperwave-api
2026-04-19T07:22:06.391321+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T07:22:41.268266+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T07:23:29.445171+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T07:24:10.421991+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T07:24:45.678463+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-19T07:25:36.693739+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-19T07:26:16.980806+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-19T07:26:57.536993+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-19T07:27:39.988829+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-19T07:28:18.245024+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-19T07:28:53.231326+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-19T07:29:40.175119+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-19T07:30:18.794725+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-19T07:30:53.617312+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-19T07:31:39.690548+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T07:32:19.761338+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T07:32:57.483770+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T07:33:33.065750+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T07:34:08.399308+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-19T07:34:44.242028+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-19T07:35:20.879348+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-19T07:35:56.635273+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-19T07:36:31.590369+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-19T07:37:07.292745+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-19T07:37:42.010577+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-19T07:38:17.190646+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-19T07:38:51.970506+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-19T07:39:27.808143+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-19T07:41:06.333902+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-19T07:41:41.156700+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-19T07:42:20.665785+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-19T07:42:59.283243+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-19T07:43:34.164539+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-19T07:44:11.825148+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-19T07:44:51.346807+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-19T07:45:26.528837+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-19T07:46:10.025405+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-19T07:46:48.900139+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-19T07:47:23.460885+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-19T07:48:04.399330+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-19T07:48:44.573726+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T07:49:19.061381+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T07:50:00.830568+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T07:50:43.882565+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T07:51:19.217855+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T07:51:53.634589+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T07:52:30.084293+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-19T07:53:05.626907+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-19T07:53:41.237711+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-19T07:54:15.914857+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-19T07:54:51.376815+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-19T07:55:28.500749+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-19T07:56:04.601961+00:00 | Work It | Missy Elliott | source:amperwave-api
2026-04-19T07:56:39.456385+00:00 | Work It | Missy Elliott | source:amperwave-api
2026-04-19T07:57:14.168650+00:00 | Work It | Missy Elliott | source:amperwave-api
2026-04-19T07:57:48.668174+00:00 | Work It | Missy Elliott | source:amperwave-api
2026-04-19T07:58:30.264201+00:00 | Work It | Missy Elliott | source:amperwave-api
2026-04-19T07:59:10.452459+00:00 | Work It | Missy Elliott | source:amperwave-api
2026-04-19T07:59:44.954557+00:00 | Work It | Missy Elliott | source:amperwave-api
2026-04-19T08:00:25.420257+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-19T08:01:06.592311+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-19T08:01:40.810396+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-19T08:02:24.904336+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-19T08:03:09.145806+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T08:03:44.636609+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T08:04:22.241071+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T08:04:57.188312+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T08:05:32.383986+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T08:06:08.768925+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-19T08:06:45.498815+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-19T08:07:20.700442+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-19T08:07:57.826633+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-19T08:08:37.573500+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-19T08:09:12.646046+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-19T08:09:48.238593+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-19T08:10:23.112811+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-19T08:10:57.930963+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-19T08:11:33.198337+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-19T08:12:08.391764+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-19T08:12:42.713084+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-19T08:13:17.622496+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-19T08:13:52.978116+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-19T08:14:28.712835+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-19T08:15:03.589956+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-19T08:15:38.285841+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-19T08:16:26.157923+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-19T08:17:05.077311+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-19T08:17:40.023238+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-19T08:18:16.668661+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
