2026-04-17T00:00:36.583164+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T05:58:12.678925+00:00 | Kiss Me More (Feat. Sza) | Doja Cat | source:amperwave-api
2026-04-17T05:58:53.437221+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T05:59:34.470744+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T06:01:53.228238+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T06:02:38.609075+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T06:03:20.063386+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T06:04:03.447209+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T06:04:46.661680+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-17T06:05:26.990610+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-17T06:06:10.029820+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-17T06:06:52.886853+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-17T06:07:34.391660+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T06:08:15.122162+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T06:08:57.278244+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T06:09:34.703312+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T06:10:16.766102+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T06:10:59.618005+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T06:11:47.257352+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T06:12:28.398393+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T06:13:09.363577+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T06:15:20.871369+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T06:15:59.319981+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T06:16:39.185761+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T06:17:17.749752+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T06:17:58.146322+00:00 | Dancing With A Stranger (Feat. Normani) | Sam Smith | source:amperwave-api
2026-04-17T06:18:59.405535+00:00 | Dancing With A Stranger (Feat. Normani) | Sam Smith | source:amperwave-api
2026-04-17T06:19:46.241588+00:00 | Dancing With A Stranger (Feat. Normani) | Sam Smith | source:amperwave-api
2026-04-17T06:20:28.198400+00:00 | Dancing With A Stranger (Feat. Normani) | Sam Smith | source:amperwave-api
2026-04-17T06:21:11.147599+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T06:21:54.563846+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T06:23:57.789055+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T06:24:37.537082+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T06:25:21.914218+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T06:27:42.250784+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T06:28:23.649251+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-17T06:29:02.339468+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-17T06:29:42.274122+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-17T06:31:16.601169+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T06:32:01.831742+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T06:32:47.832373+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T06:33:28.600130+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T06:34:10.281702+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T06:34:49.561081+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T06:35:31.469806+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T06:36:12.262166+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T06:36:55.050148+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T06:37:35.902495+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T06:38:14.758608+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T06:38:57.362388+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T06:39:38.169488+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T06:40:18.791611+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T06:40:59.377431+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T06:41:40.123896+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T06:42:21.701286+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T06:43:01.035822+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T06:44:32.701553+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-17T06:45:24.766948+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-17T06:46:09.983086+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T06:46:48.748105+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T06:47:40.013021+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T06:48:21.803469+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T06:49:08.954540+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T06:49:51.181750+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T06:50:33.114894+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T06:51:16.521413+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T06:51:56.653186+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T06:52:41.714081+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T06:53:22.148070+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T06:54:04.740420+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T06:54:47.310789+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T06:55:29.592232+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-17T06:56:10.994422+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-17T06:56:48.651341+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-17T06:58:44.893396+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T06:59:25.319798+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T07:00:05.918882+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T07:00:45.845672+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T07:03:01.101835+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-17T07:03:41.091350+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-17T07:04:22.531307+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-17T07:05:01.337203+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-17T07:06:54.470374+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T07:07:35.425815+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T07:08:15.982723+00:00 | Go | Blackpink | source:amperwave-api
2026-04-17T07:08:58.048845+00:00 | Go | Blackpink | source:amperwave-api
2026-04-17T07:11:01.713968+00:00 | Go | Blackpink | source:amperwave-api
2026-04-17T07:11:46.706239+00:00 | Better Now | Post Malone | source:amperwave-api
2026-04-17T07:12:29.829201+00:00 | Better Now | Post Malone | source:amperwave-api
2026-04-17T07:13:12.372832+00:00 | Better Now | Post Malone | source:amperwave-api
2026-04-17T07:14:50.166232+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T07:15:29.498590+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T07:16:08.865578+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T07:16:51.616167+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T07:17:34.577268+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T07:18:14.269757+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T07:18:56.213330+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T07:19:36.910659+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T07:20:25.553100+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T07:21:08.029729+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T07:21:48.641120+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T07:22:27.164618+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T07:23:08.664678+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T07:23:48.965744+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T07:24:26.773395+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T07:25:09.106243+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T07:25:50.886468+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T07:26:35.015026+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T07:28:36.330631+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T07:29:16.302938+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T07:29:58.364667+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T07:30:41.922581+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T07:31:24.675108+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T07:32:06.021619+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T07:32:47.202949+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T07:33:26.740487+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T07:34:08.620966+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T07:34:51.097745+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T07:35:32.212226+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T07:36:13.335901+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T07:36:58.627544+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T07:37:38.309176+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T07:38:19.719341+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T07:38:59.305454+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T07:39:40.732554+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T07:40:21.561038+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T07:42:29.454155+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T07:43:08.401558+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T07:43:50.197902+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T07:46:01.932646+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-17T07:46:40.766845+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-17T07:47:20.114127+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-17T07:48:02.182941+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-17T07:49:31.151536+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T07:50:16.780681+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T07:50:58.543999+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T07:53:08.881535+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T07:53:48.392361+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T07:54:32.948553+00:00 | Good 4 U | Olivia Rodrigo | source:amperwave-api
2026-04-17T07:56:41.650836+00:00 | Good 4 U | Olivia Rodrigo | source:amperwave-api
2026-04-17T07:57:20.423441+00:00 | Good 4 U | Olivia Rodrigo | source:amperwave-api
2026-04-17T07:58:02.600520+00:00 | The Monster (Feat. Rihanna) | Eminem | source:amperwave-api
2026-04-17T07:58:41.211390+00:00 | The Monster (Feat. Rihanna) | Eminem | source:amperwave-api
2026-04-17T07:59:18.669517+00:00 | The Monster (Feat. Rihanna) | Eminem | source:amperwave-api
2026-04-17T08:00:01.813016+00:00 | The Monster (Feat. Rihanna) | Eminem | source:amperwave-api
2026-04-17T08:00:42.358040+00:00 | The Monster (Feat. Rihanna) | Eminem | source:amperwave-api
2026-04-17T08:01:22.275578+00:00 | The Monster (Feat. Rihanna) | Eminem | source:amperwave-api
2026-04-17T08:02:04.745655+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T08:02:47.467298+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T08:03:27.154408+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T08:04:04.856566+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T08:04:43.870351+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T08:05:25.454608+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-17T08:06:05.288696+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-17T08:06:47.780599+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-17T08:07:32.684466+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T08:09:37.557484+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T08:10:16.723600+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T08:10:58.658125+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-17T08:11:40.459507+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-17T08:12:22.000576+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-17T08:13:03.760844+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-17T08:13:43.859735+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-17T08:14:24.588267+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T08:15:07.500789+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T08:15:49.776607+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T08:16:28.908200+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T08:17:10.441973+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T08:17:51.021178+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T08:18:31.714293+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T08:19:14.087783+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T08:19:59.298326+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T08:20:41.588868+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T08:22:52.073947+00:00 | See You Again (Feat. Charlie Puth) | Wiz Khalifa | source:amperwave-api
2026-04-17T08:23:29.149123+00:00 | See You Again (Feat. Charlie Puth) | Wiz Khalifa | source:amperwave-api
2026-04-17T08:24:09.017548+00:00 | See You Again (Feat. Charlie Puth) | Wiz Khalifa | source:amperwave-api
2026-04-17T08:24:51.698451+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T08:25:48.426698+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T08:26:38.843852+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T08:27:22.855961+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T08:28:02.336743+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T08:28:45.203317+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T08:30:38.981827+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T08:31:23.381896+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T08:32:04.007168+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T08:32:46.557151+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T08:34:11.622457+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T08:34:57.045455+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T08:35:38.581459+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T08:36:19.063742+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T08:37:10.516307+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T08:37:57.715992+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T08:38:37.998508+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T08:39:22.386208+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T08:40:01.634204+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T08:40:41.968797+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T08:41:23.721437+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T08:42:03.457927+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T08:42:45.589392+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T08:43:25.499922+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T08:44:06.274403+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T08:44:46.276101+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T08:45:24.957377+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T08:46:04.611526+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T08:46:44.933875+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-17T08:47:26.114067+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-17T08:48:05.831591+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-17T08:48:47.405546+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-17T08:49:29.782608+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-17T08:51:32.419410+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-17T08:52:14.544006+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-17T08:52:54.416938+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T08:53:37.055815+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T08:54:17.121770+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T08:54:55.325454+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T08:55:36.504570+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T08:56:18.350753+00:00 | Snooze | Sza | source:amperwave-api
2026-04-17T08:57:00.330229+00:00 | Snooze | Sza | source:amperwave-api
2026-04-17T08:57:43.088186+00:00 | Snooze | Sza | source:amperwave-api
2026-04-17T08:58:24.066629+00:00 | Snooze | Sza | source:amperwave-api
2026-04-17T08:59:04.697881+00:00 | Snooze | Sza | source:amperwave-api
2026-04-17T08:59:45.655884+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T09:00:26.771887+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T09:01:07.355600+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T09:01:48.546781+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T09:02:30.885464+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-17T09:03:09.517180+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-17T09:04:37.188216+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-17T09:05:19.107703+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T09:05:59.222116+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T09:06:39.326228+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T09:07:58.409014+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T09:08:40.043675+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T09:09:20.113844+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T09:10:00.674262+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T09:12:04.446747+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T09:12:45.518638+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T09:13:24.170157+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T09:15:27.842415+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T09:16:05.997814+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T09:16:48.437550+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T09:19:01.245724+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T09:19:42.010029+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-17T09:20:22.974024+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-17T09:21:08.473840+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-17T09:21:52.863300+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-17T09:22:34.940171+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-17T09:23:16.138341+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-17T09:23:56.559146+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-17T09:24:41.126939+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-17T09:25:21.036247+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-17T09:26:01.247690+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T09:26:42.129683+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T09:27:21.382341+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T09:28:00.595022+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T09:28:39.759090+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T09:29:20.325638+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T09:30:00.684837+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T09:31:39.092774+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T09:32:20.994524+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T09:33:01.305490+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T09:33:43.484219+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T09:34:27.296154+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T09:35:07.803421+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T09:35:50.722852+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T09:36:32.458525+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T09:37:12.538765+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T09:37:54.932027+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T09:38:35.412598+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T09:39:15.631740+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T09:39:54.428387+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T09:40:35.863015+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T09:41:16.551743+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T09:41:57.048784+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T09:42:38.009830+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T09:43:17.240279+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T09:43:57.895878+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T09:44:42.000250+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T09:45:42.963935+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T09:46:24.692089+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T09:47:07.740322+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T09:49:17.936638+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T09:49:58.435758+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T09:50:41.408945+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-17T09:51:23.495590+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-17T09:53:02.728213+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-17T09:53:43.185642+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-17T09:54:23.823374+00:00 | Save Your Tears | The Weeknd | source:amperwave-api
2026-04-17T09:56:35.444886+00:00 | Save Your Tears | The Weeknd | source:amperwave-api
2026-04-17T09:57:18.352442+00:00 | Save Your Tears | The Weeknd | source:amperwave-api
2026-04-17T09:57:58.718402+00:00 | Omg | Usher | source:amperwave-api
2026-04-17T10:00:05.149078+00:00 | Omg | Usher | source:amperwave-api
2026-04-17T10:00:46.969163+00:00 | Omg | Usher | source:amperwave-api
2026-04-17T10:01:27.695428+00:00 | Omg | Usher | source:amperwave-api
2026-04-17T10:02:11.884189+00:00 | Omg | Usher | source:amperwave-api
2026-04-17T10:02:53.789466+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T10:03:36.384124+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T10:04:18.095868+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T10:05:01.999579+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T10:05:45.367869+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T10:06:28.155263+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T10:07:09.498380+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T10:07:52.137660+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T10:08:31.707906+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T10:09:11.102362+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-17T10:09:51.563206+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-17T10:10:34.938497+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-17T10:12:40.740680+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T10:13:23.183501+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T10:14:02.019507+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T10:14:42.757227+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
