2026-04-14T00:04:54.601704+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:40:54.654429+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:41:29.880103+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:42:05.360687+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:42:41.044811+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:43:15.925166+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:43:50.648857+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:44:26.326626+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:45:00.955483+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:45:37.181501+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:46:27.938053+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:47:05.105281+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:48:02.110080+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:48:36.898032+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:49:11.566164+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:50:10.350951+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:50:46.555967+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:51:21.349153+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:51:56.187221+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:52:47.457687+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:53:22.878059+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:54:20.331805+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:54:57.623444+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:55:33.813740+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:56:09.509880+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:56:44.455817+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:57:19.905142+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:57:55.154934+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:58:30.152418+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:59:04.933235+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:59:40.348031+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:00:16.819317+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:00:57.245546+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:01:37.261820+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:02:19.136447+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:03:04.790322+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-14T04:03:40.992214+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-14T04:04:37.136412+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-14T04:05:14.330064+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-14T04:05:49.398731+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-14T04:06:24.637837+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-14T04:06:59.865581+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-14T04:07:53.619993+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-14T04:08:28.866025+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T04:09:23.725543+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T04:09:59.312263+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T04:10:34.200981+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T04:11:09.264997+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-14T04:11:44.343054+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-14T04:12:19.930406+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-14T04:12:57.628693+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-14T04:13:33.446357+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-14T04:14:08.845733+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T04:14:43.827107+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T04:15:19.303932+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T04:15:54.598425+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T04:16:29.848475+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T04:17:05.560412+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T04:17:59.761430+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T04:18:34.851904+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T04:19:10.438836+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T04:20:05.377337+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T04:20:42.206232+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T04:21:18.547372+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T04:21:54.212796+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T04:22:46.826325+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T04:23:22.623018+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-14T04:24:16.589055+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-14T04:24:51.641383+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-14T04:25:27.535532+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-14T04:26:02.276154+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-14T04:26:37.759635+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-14T04:27:13.026077+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T04:27:48.191373+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T04:28:23.299965+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T04:28:58.378046+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T04:29:32.905092+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T04:30:09.518409+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-14T04:30:45.008647+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-14T04:31:30.874058+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-14T04:32:06.684975+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-14T04:33:03.189679+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-14T04:33:39.880097+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-14T04:34:38.333014+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-14T04:35:14.566163+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-14T04:36:08.496938+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-14T04:36:43.138949+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-14T04:37:35.859680+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-14T04:38:15.464787+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-14T04:38:50.217586+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-14T04:39:25.275739+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-14T04:40:00.141046+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-14T04:40:34.903603+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T04:41:12.055504+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T04:41:47.955395+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T04:42:22.984716+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T04:42:57.969125+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T04:43:32.798679+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T04:44:08.183330+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T04:44:43.726069+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T04:45:19.447791+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T04:45:59.977008+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T04:46:55.247915+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T04:47:48.683667+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T04:48:33.921961+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T04:49:25.410066+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T04:50:01.224849+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-14T04:51:01.783210+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-14T04:51:36.748870+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-14T04:52:12.332545+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-14T04:52:46.919651+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-14T04:53:21.800427+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-14T04:54:11.628650+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-14T04:54:47.185899+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-14T04:55:22.374379+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-14T04:55:57.288359+00:00 | I Like You (A Happier Song) | Post Malone Ft Doja Cat | source:amperwave-api
2026-04-14T04:56:32.420317+00:00 | I Like You (A Happier Song) | Post Malone Ft Doja Cat | source:amperwave-api
2026-04-14T04:57:09.251751+00:00 | I Like You (A Happier Song) | Post Malone Ft Doja Cat | source:amperwave-api
2026-04-14T04:57:44.238442+00:00 | I Like You (A Happier Song) | Post Malone Ft Doja Cat | source:amperwave-api
2026-04-14T04:58:19.247452+00:00 | I Like You (A Happier Song) | Post Malone Ft Doja Cat | source:amperwave-api
2026-04-14T04:58:53.843806+00:00 | I Like You (A Happier Song) | Post Malone Ft Doja Cat | source:amperwave-api
2026-04-14T04:59:28.703690+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-14T05:00:04.603283+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-14T05:00:40.814038+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-14T05:01:26.763045+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-14T05:02:01.902347+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-14T05:02:56.291628+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-14T05:03:31.737312+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-14T05:04:28.626725+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-14T05:05:05.717948+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-14T05:05:40.705616+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-14T05:06:16.357047+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T05:06:51.298483+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T05:07:25.856900+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T05:08:19.256246+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T05:08:54.793816+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T05:09:29.797217+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T05:10:05.087603+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T05:10:40.788171+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T05:11:15.962067+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T05:11:51.855407+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T05:12:26.819776+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T05:13:01.669566+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T05:13:36.688123+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T05:14:11.963268+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T05:14:47.289891+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T05:15:21.924277+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T05:15:57.270091+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T05:16:32.341742+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T05:17:07.875487+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T05:18:04.085496+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T05:18:39.282175+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T05:19:15.086652+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T05:19:49.970723+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T05:20:24.928414+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T05:21:21.276372+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T05:21:58.106703+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T05:22:54.982612+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T05:23:30.753021+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T05:24:06.060589+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T05:24:41.873036+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T05:25:17.649039+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T05:25:52.317546+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T05:26:27.617079+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T05:27:03.232122+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T05:27:39.033447+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T05:28:14.328427+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T05:28:50.129775+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-14T05:29:24.540457+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-14T05:29:59.849783+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-14T05:30:35.061782+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-14T05:31:10.884115+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-14T05:31:45.546415+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-14T05:32:27.926442+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-14T05:33:02.668968+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-14T05:33:37.342820+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-14T05:34:35.221304+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-14T05:35:10.869252+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-14T05:36:06.445034+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-14T05:36:41.468977+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-14T05:37:22.382335+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T05:37:57.533676+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T05:38:53.304302+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T05:39:29.897446+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T05:40:24.471995+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T05:40:59.704977+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T05:41:34.409074+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T05:42:10.474486+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T05:42:48.370740+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T05:43:24.190084+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T05:43:59.503402+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T05:44:34.359193+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T05:45:09.326793+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T05:45:45.062160+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T05:46:19.832122+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T05:46:54.822196+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T05:47:30.933264+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T05:48:06.180015+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T05:49:01.989284+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T05:49:43.444318+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T05:50:45.034646+00:00 | Attention | Charlie Puth | source:amperwave-api
2026-04-14T05:51:20.558804+00:00 | Attention | Charlie Puth | source:amperwave-api
2026-04-14T05:52:15.748288+00:00 | Attention | Charlie Puth | source:amperwave-api
2026-04-14T05:52:57.884484+00:00 | Attention | Charlie Puth | source:amperwave-api
2026-04-14T05:53:49.863681+00:00 | Attention | Charlie Puth | source:amperwave-api
2026-04-14T05:54:24.712210+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-14T05:55:22.878229+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-14T05:55:58.365939+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-14T05:56:33.670503+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-14T05:57:13.800510+00:00 | Hips Dont Lie (Feat. Wyclef Jean) | Shakira | source:amperwave-api
2026-04-14T05:57:48.972248+00:00 | Hips Dont Lie (Feat. Wyclef Jean) | Shakira | source:amperwave-api
2026-04-14T05:58:23.568925+00:00 | Hips Dont Lie (Feat. Wyclef Jean) | Shakira | source:amperwave-api
2026-04-14T05:58:58.511706+00:00 | Hips Dont Lie (Feat. Wyclef Jean) | Shakira | source:amperwave-api
2026-04-14T05:59:33.735722+00:00 | Hips Dont Lie (Feat. Wyclef Jean) | Shakira | source:amperwave-api
2026-04-14T06:00:10.078878+00:00 | Hips Dont Lie (Feat. Wyclef Jean) | Shakira | source:amperwave-api
2026-04-14T06:00:45.186750+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T06:01:20.901865+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T06:01:56.309608+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T06:02:32.063746+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T06:03:07.457942+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T06:03:42.424653+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-14T06:04:17.438844+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-14T06:04:52.405667+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-14T06:05:44.210836+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-14T06:06:19.593293+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-14T06:06:54.493667+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T06:07:30.179043+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T06:08:05.980641+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T06:08:59.736123+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T06:09:35.685689+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T06:10:33.882678+00:00 | Stateside Ft Zara Larsson | Pink Pantheress | source:amperwave-api
2026-04-14T06:11:09.678685+00:00 | Stateside Ft Zara Larsson | Pink Pantheress | source:amperwave-api
2026-04-14T06:11:45.292387+00:00 | Stateside Ft Zara Larsson | Pink Pantheress | source:amperwave-api
2026-04-14T06:12:20.500533+00:00 | Stateside Ft Zara Larsson | Pink Pantheress | source:amperwave-api
2026-04-14T06:12:55.348796+00:00 | Stateside Ft Zara Larsson | Pink Pantheress | source:amperwave-api
2026-04-14T06:13:30.337056+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T06:14:05.493704+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T06:14:40.134425+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T06:15:15.173211+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T06:15:49.991179+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T06:16:24.588591+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T06:16:59.392948+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-14T06:17:34.522591+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-14T06:18:28.942541+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-14T06:19:03.753628+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-14T06:19:38.467068+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T06:20:14.810473+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T06:20:49.688396+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T06:21:44.585634+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T06:22:20.172420+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-14T06:22:54.791142+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-14T06:23:51.166719+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-14T06:24:26.222126+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-14T06:25:01.365468+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-14T06:25:36.028742+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T06:26:35.189641+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T06:27:11.165326+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T06:27:47.025084+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T06:28:22.896796+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T06:28:57.474111+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T06:29:32.661644+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T06:30:08.701166+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T06:30:44.387686+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T06:31:20.041081+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T06:31:55.330259+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-14T06:32:30.916864+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-14T06:33:05.504291+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-14T06:33:40.398467+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-14T06:34:27.889016+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-14T06:35:02.469721+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-14T06:36:01.346301+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T06:36:38.683144+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T06:38:12.355290+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T06:38:47.097155+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T06:39:21.626800+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T06:39:57.306467+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T06:41:04.712155+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T06:41:58.476122+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T06:42:36.589967+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T06:43:11.782040+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T06:43:46.383713+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T06:44:23.274408+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T06:44:58.124306+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T06:45:52.133455+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T06:46:27.124929+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T06:47:01.574058+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T06:47:41.362166+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T06:48:34.382356+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-14T06:49:21.541628+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-14T06:49:57.138317+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-14T06:50:39.463364+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-14T06:51:26.274508+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-14T06:52:10.877808+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-14T06:52:57.751167+00:00 | Adore You | Harry Styles | source:amperwave-api
2026-04-14T06:53:39.341032+00:00 | Adore You | Harry Styles | source:amperwave-api
2026-04-14T06:54:13.585442+00:00 | Adore You | Harry Styles | source:amperwave-api
2026-04-14T06:55:16.870439+00:00 | Adore You | Harry Styles | source:amperwave-api
2026-04-14T06:55:52.105736+00:00 | Adore You | Harry Styles | source:amperwave-api
2026-04-14T06:56:57.287665+00:00 | Stay | The Kid Laroi Ft. Justin Bieber | source:amperwave-api
2026-04-14T06:57:43.202444+00:00 | Stay | The Kid Laroi Ft. Justin Bieber | source:amperwave-api
2026-04-14T06:58:35.662191+00:00 | Dj Got Us Fallin In Love (Ft. Pitbull) | Usher / Pitbull | source:amperwave-api
2026-04-14T06:59:13.926520+00:00 | Dj Got Us Fallin In Love (Ft. Pitbull) | Usher / Pitbull | source:amperwave-api
2026-04-14T06:59:50.287128+00:00 | Dj Got Us Fallin In Love (Ft. Pitbull) | Usher / Pitbull | source:amperwave-api
2026-04-14T07:00:44.561653+00:00 | Dj Got Us Fallin In Love (Ft. Pitbull) | Usher / Pitbull | source:amperwave-api
