2026-04-17T00:00:01.811179+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T05:44:43.807797+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-17T05:45:30.123432+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-17T05:46:10.121731+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-17T05:47:38.709699+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T05:48:28.822657+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T05:49:16.009489+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T05:49:56.875748+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T05:50:46.264348+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T05:51:28.070711+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T05:52:08.425439+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T05:52:50.410468+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T05:53:29.914100+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T05:54:12.143706+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T05:54:57.123458+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T05:55:37.919592+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T05:56:18.243394+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T05:56:58.505692+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-17T05:57:38.283863+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-17T05:58:19.159746+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-17T05:58:59.154908+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-17T05:59:40.613016+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-17T06:01:18.009610+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T06:02:00.394032+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T06:02:43.869323+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T06:03:26.749081+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T06:04:10.709778+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-17T06:04:52.402157+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-17T06:05:34.498371+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-17T06:06:16.659490+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-17T06:07:00.495714+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T06:07:39.970939+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T06:08:21.845585+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T06:09:00.716937+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T06:09:42.099460+00:00 | Go | Blackpink | source:amperwave-api
2026-04-17T06:10:23.450819+00:00 | Go | Blackpink | source:amperwave-api
2026-04-17T06:11:10.779272+00:00 | Go | Blackpink | source:amperwave-api
2026-04-17T06:11:53.005107+00:00 | Go | Blackpink | source:amperwave-api
2026-04-17T06:12:34.345840+00:00 | Better Now | Post Malone | source:amperwave-api
2026-04-17T06:13:15.869720+00:00 | Better Now | Post Malone | source:amperwave-api
2026-04-17T06:14:45.292658+00:00 | Better Now | Post Malone | source:amperwave-api
2026-04-17T06:15:24.404242+00:00 | Better Now | Post Malone | source:amperwave-api
2026-04-17T06:16:04.657512+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T06:16:43.413366+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T06:17:23.424701+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T06:18:03.891058+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T06:19:11.890461+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T06:19:53.239939+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T06:20:35.241545+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T06:21:18.890168+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T06:22:01.051488+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T06:23:20.670455+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T06:24:02.922630+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T06:24:42.792675+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T06:25:27.473241+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T06:27:04.881991+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T06:27:48.642953+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T06:28:27.560394+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T06:29:08.083332+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T06:30:38.512676+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T06:31:25.782617+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T06:32:12.082319+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T06:32:53.265260+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T06:33:35.365198+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T06:34:14.158634+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T06:34:55.739470+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T06:35:37.496620+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T06:36:20.114686+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T06:37:00.581409+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T06:37:40.012425+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T06:38:20.416586+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T06:39:04.005536+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T06:39:42.774079+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T06:40:22.757950+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T06:41:04.413364+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T06:41:45.006233+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T06:42:26.393617+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-17T06:43:57.001500+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-17T06:44:48.406843+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-17T06:45:31.301068+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T06:46:14.449394+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T06:47:04.474383+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T06:47:46.906176+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T06:48:31.774048+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T06:49:15.927211+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T06:49:58.198766+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T06:50:40.884369+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T06:51:22.570048+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T06:52:04.889426+00:00 | Good 4 U | Olivia Rodrigo | source:amperwave-api
2026-04-17T06:52:46.951144+00:00 | Good 4 U | Olivia Rodrigo | source:amperwave-api
2026-04-17T06:53:29.651359+00:00 | Good 4 U | Olivia Rodrigo | source:amperwave-api
2026-04-17T06:54:10.974081+00:00 | Good 4 U | Olivia Rodrigo | source:amperwave-api
2026-04-17T06:54:53.975160+00:00 | The Monster | Eminem Ft Rihanna | source:amperwave-api
2026-04-17T06:55:34.701699+00:00 | The Monster | Eminem Ft Rihanna | source:amperwave-api
2026-04-17T06:56:14.339539+00:00 | The Monster | Eminem Ft Rihanna | source:amperwave-api
2026-04-17T06:56:53.131696+00:00 | The Monster | Eminem Ft Rihanna | source:amperwave-api
2026-04-17T06:58:10.973022+00:00 | The Monster | Eminem Ft Rihanna | source:amperwave-api
2026-04-17T06:58:49.760874+00:00 | The Monster | Eminem Ft Rihanna | source:amperwave-api
2026-04-17T06:59:31.314099+00:00 | Thinking Out Loud | Ed Sheeran | source:amperwave-api
2026-04-17T07:00:11.085210+00:00 | Thinking Out Loud | Ed Sheeran | source:amperwave-api
2026-04-17T07:00:52.405030+00:00 | Thinking Out Loud | Ed Sheeran | source:amperwave-api
2026-04-17T07:02:20.191186+00:00 | Thinking Out Loud | Ed Sheeran | source:amperwave-api
2026-04-17T07:03:06.018645+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T07:03:48.831673+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T07:04:26.254042+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T07:05:06.775308+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T07:06:18.011994+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-17T07:06:59.817769+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-17T07:07:40.936648+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-17T07:08:21.456653+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T07:09:03.709582+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T07:10:25.761907+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T07:11:10.231174+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T07:11:51.917433+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-17T07:12:36.395097+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-17T07:13:24.845693+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-17T07:14:55.213106+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T07:15:33.344662+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T07:16:15.274067+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T07:16:57.457566+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T07:17:39.659056+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T07:18:21.529659+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T07:19:00.341609+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T07:19:46.383789+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T07:20:32.138823+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T07:21:13.885673+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T07:21:52.651539+00:00 | See You Again | Wiz Khalifa Ft Charlie Puth | source:amperwave-api
2026-04-17T07:22:32.672550+00:00 | See You Again | Wiz Khalifa Ft Charlie Puth | source:amperwave-api
2026-04-17T07:23:14.470549+00:00 | See You Again | Wiz Khalifa Ft Charlie Puth | source:amperwave-api
2026-04-17T07:23:52.478096+00:00 | See You Again | Wiz Khalifa Ft Charlie Puth | source:amperwave-api
2026-04-17T07:24:33.281712+00:00 | See You Again | Wiz Khalifa Ft Charlie Puth | source:amperwave-api
2026-04-17T07:25:14.654761+00:00 | See You Again | Wiz Khalifa Ft Charlie Puth | source:amperwave-api
2026-04-17T07:25:57.995693+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T07:26:40.917725+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T07:28:02.154221+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T07:28:41.397745+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T07:29:23.137911+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T07:30:05.672042+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T07:30:49.237613+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T07:31:29.851826+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T07:32:13.249157+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T07:32:51.978008+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T07:33:32.682540+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T07:34:15.181612+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T07:34:57.236907+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T07:35:38.882687+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T07:36:20.465124+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T07:37:03.133513+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T07:37:43.890698+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T07:38:25.452262+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T07:39:05.093899+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T07:39:47.496576+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T07:40:27.528006+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T07:41:53.688998+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T07:42:33.521043+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T07:43:14.319484+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T07:43:56.289568+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T07:45:23.248847+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T07:46:05.890530+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-17T07:46:44.997371+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-17T07:47:27.181950+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-17T07:49:42.497818+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-17T07:50:22.057617+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-17T07:51:05.261573+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-17T07:52:33.666526+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T07:53:13.975629+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T07:53:57.629287+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T07:54:38.257549+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T07:56:06.147806+00:00 | Snooze | Sza | source:amperwave-api
2026-04-17T07:56:46.286056+00:00 | Snooze | Sza | source:amperwave-api
2026-04-17T07:57:27.479629+00:00 | Snooze | Sza | source:amperwave-api
2026-04-17T07:58:07.574261+00:00 | Snooze | Sza | source:amperwave-api
2026-04-17T07:58:44.602725+00:00 | Where Have You Been | Rihanna | source:amperwave-api
2026-04-17T07:59:26.559047+00:00 | Where Have You Been | Rihanna | source:amperwave-api
2026-04-17T08:00:07.820074+00:00 | Where Have You Been | Rihanna | source:amperwave-api
2026-04-17T08:00:47.901107+00:00 | Where Have You Been | Rihanna | source:amperwave-api
2026-04-17T08:01:28.834704+00:00 | Where Have You Been | Rihanna | source:amperwave-api
2026-04-17T08:02:11.469455+00:00 | Where Have You Been | Rihanna | source:amperwave-api
2026-04-17T08:02:52.911496+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T08:03:31.808552+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T08:04:10.112302+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T08:04:49.957552+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T08:05:30.084387+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-17T08:06:09.782508+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-17T08:06:53.559060+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-17T08:07:37.892355+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-17T08:09:00.589647+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T08:09:42.537029+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T08:10:23.815799+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T08:11:03.444155+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T08:11:45.391116+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T08:12:28.299180+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T08:13:08.539723+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T08:13:47.977565+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T08:14:31.600541+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T08:15:15.476529+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T08:15:55.156845+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T08:16:34.198139+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T08:17:16.712927+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T08:17:57.313971+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T08:18:37.099891+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T08:19:22.198514+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T08:20:05.851414+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T08:20:50.930108+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T08:22:17.281049+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-17T08:22:55.290069+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-17T08:23:34.961032+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-17T08:24:17.296316+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-17T08:24:55.764761+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-17T08:26:02.395492+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-17T08:26:46.689222+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-17T08:27:26.652154+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-17T08:28:08.962781+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-17T08:28:50.373093+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T08:30:04.886408+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T08:30:46.689425+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T08:31:28.661556+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T08:32:10.793114+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T08:34:21.688528+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T08:35:04.047045+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T08:35:44.865025+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T08:36:24.665814+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T08:37:21.735605+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T08:38:02.219294+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T08:38:43.631261+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T08:39:27.351207+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T08:40:06.149858+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T08:40:47.434872+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T08:41:28.592247+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T08:42:09.120485+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T08:42:50.675508+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T08:43:31.398336+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T08:44:10.090469+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T08:44:50.725428+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T08:45:29.710515+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T08:46:09.601138+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T08:46:51.323090+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T08:47:31.246813+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T08:48:12.513323+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T08:48:53.263321+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T08:49:36.099221+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T08:50:55.659659+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-17T08:51:39.579607+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-17T08:52:19.387945+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-17T08:53:02.889700+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-17T08:53:43.198086+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-17T08:54:22.088620+00:00 | Save Your Tears | The Weeknd | source:amperwave-api
2026-04-17T08:55:00.474299+00:00 | Save Your Tears | The Weeknd | source:amperwave-api
2026-04-17T08:55:43.285581+00:00 | Save Your Tears | The Weeknd | source:amperwave-api
2026-04-17T08:56:24.115167+00:00 | Save Your Tears | The Weeknd | source:amperwave-api
2026-04-17T08:57:06.922306+00:00 | Save Your Tears | The Weeknd | source:amperwave-api
2026-04-17T08:57:48.333959+00:00 | Omg | Usher Ft Will.I.Am | source:amperwave-api
2026-04-17T08:58:28.609305+00:00 | Omg | Usher Ft Will.I.Am | source:amperwave-api
2026-04-17T08:59:11.749752+00:00 | Omg | Usher Ft Will.I.Am | source:amperwave-api
2026-04-17T08:59:51.767666+00:00 | Omg | Usher Ft Will.I.Am | source:amperwave-api
2026-04-17T09:00:32.757610+00:00 | Omg | Usher Ft Will.I.Am | source:amperwave-api
2026-04-17T09:01:13.084927+00:00 | Omg | Usher Ft Will.I.Am | source:amperwave-api
2026-04-17T09:01:55.105557+00:00 | Omg | Usher Ft Will.I.Am | source:amperwave-api
2026-04-17T09:02:35.367432+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T09:04:01.950122+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T09:04:42.364307+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T09:05:23.497065+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T09:06:05.183987+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T09:06:46.298298+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T09:08:06.034077+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T09:08:44.985973+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-17T09:09:24.789422+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-17T09:10:05.783140+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-17T09:11:23.516722+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-17T09:12:09.340672+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T09:12:49.909477+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T09:13:28.569022+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T09:14:53.498251+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T09:15:32.757273+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T09:16:13.756869+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T09:16:54.726839+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T09:18:25.075648+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T09:19:07.150260+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T09:19:47.019137+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T09:20:27.614616+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T09:21:18.009706+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T09:21:57.989584+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T09:22:40.487080+00:00 | Dynamite | Taio Cruz | source:amperwave-api
2026-04-17T09:23:22.375095+00:00 | Dynamite | Taio Cruz | source:amperwave-api
2026-04-17T09:24:06.185918+00:00 | Dynamite | Taio Cruz | source:amperwave-api
2026-04-17T09:24:46.971073+00:00 | Dynamite | Taio Cruz | source:amperwave-api
2026-04-17T09:25:27.012675+00:00 | Dynamite | Taio Cruz | source:amperwave-api
2026-04-17T09:26:06.677194+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T09:26:46.706786+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T09:27:26.098590+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T09:28:05.967894+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T09:28:45.057792+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T09:29:26.911175+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T09:30:57.074852+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T09:31:45.390452+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T09:32:26.241399+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T09:33:06.604049+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T09:33:50.620218+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T09:34:33.341109+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T09:35:14.457684+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T09:35:56.251056+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T09:36:38.143186+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T09:37:19.195955+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T09:38:01.273523+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T09:38:41.202789+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T09:39:19.839828+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T09:39:59.836241+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T09:40:41.667425+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T09:41:21.968574+00:00 | The Way I R | Timbaland Ft Keri Hilson | source:amperwave-api
