2026-04-18T00:00:02.293474+00:00 | Hips Dont Lie (Feat. Wyclef Jean) | Shakira | source:amperwave-api
2026-04-18T05:31:21.852338+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-18T05:31:57.880983+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-18T05:32:34.535993+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-18T05:33:11.479670+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-18T05:34:02.148788+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-18T05:34:43.200991+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T05:35:26.762808+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T05:36:02.896174+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T05:36:40.508896+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T05:37:23.624279+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T05:38:32.814779+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-18T05:39:10.248464+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-18T05:39:45.651815+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-18T05:40:21.109844+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-18T05:41:26.458871+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T05:42:02.272719+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T05:43:05.247937+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T05:43:40.770671+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T05:44:16.448413+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T05:45:24.263803+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-18T05:46:01.996186+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-18T05:46:38.179905+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-18T05:47:39.156384+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T05:48:14.965013+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T05:48:50.105006+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T05:49:55.555609+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T05:50:33.793285+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T05:51:10.442767+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T05:51:46.285478+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-18T05:52:24.035944+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-18T05:53:00.419805+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-18T05:53:36.549992+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-18T05:54:12.435022+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-18T05:54:48.013493+00:00 | Attention | Charlie Puth | source:amperwave-api
2026-04-18T05:55:25.172194+00:00 | Attention | Charlie Puth | source:amperwave-api
2026-04-18T05:56:02.296787+00:00 | Attention | Charlie Puth | source:amperwave-api
2026-04-18T05:56:38.878743+00:00 | Attention | Charlie Puth | source:amperwave-api
2026-04-18T05:57:14.797208+00:00 | Attention | Charlie Puth | source:amperwave-api
2026-04-18T05:57:51.165873+00:00 | Luther | Kendrick Lamar Ft Sza | source:amperwave-api
2026-04-18T05:58:26.923270+00:00 | Luther | Kendrick Lamar Ft Sza | source:amperwave-api
2026-04-18T05:59:30.174590+00:00 | Luther | Kendrick Lamar Ft Sza | source:amperwave-api
2026-04-18T06:00:08.898216+00:00 | Luther | Kendrick Lamar Ft Sza | source:amperwave-api
2026-04-18T06:00:45.285209+00:00 | Luther | Kendrick Lamar Ft Sza | source:amperwave-api
2026-04-18T06:01:52.730908+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-18T06:02:32.408899+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-18T06:03:08.891097+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-18T06:04:07.576507+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-18T06:04:42.998801+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-18T06:05:19.055118+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-18T06:06:23.935540+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-18T06:07:04.965087+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-18T06:07:42.157526+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-18T06:08:45.257286+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-18T06:09:22.773124+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-18T06:09:58.881695+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-18T06:11:05.793130+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-18T06:11:46.895779+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-18T06:12:23.277574+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-18T06:12:58.916386+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-18T06:13:34.306169+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-18T06:14:09.543434+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-18T06:14:45.964248+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-18T06:15:21.577485+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-18T06:15:59.314891+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T06:16:35.397105+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T06:17:13.548199+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T06:17:48.819707+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T06:18:25.169700+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T06:19:01.737573+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T06:19:38.582868+00:00 | Swim | Bts | source:amperwave-api
2026-04-18T06:20:46.596640+00:00 | Swim | Bts | source:amperwave-api
2026-04-18T06:21:25.439758+00:00 | Swim | Bts | source:amperwave-api
2026-04-18T06:22:02.004935+00:00 | Swim | Bts | source:amperwave-api
2026-04-18T06:23:04.765951+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T06:23:42.324787+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T06:24:19.645830+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T06:25:18.078337+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-18T06:25:54.085234+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-18T06:26:30.486391+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-18T06:27:30.809848+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-18T06:28:09.166148+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-18T06:28:45.357576+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-18T06:29:38.930467+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-18T06:30:16.053254+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-18T06:30:51.462692+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-18T06:31:58.569930+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T06:32:37.067304+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T06:33:13.124995+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T06:33:48.572593+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T06:34:30.417047+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T06:35:07.374428+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-18T06:35:43.459373+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-18T06:36:20.303171+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-18T06:36:58.077487+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-18T06:37:34.308122+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-18T06:38:09.792071+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-18T06:38:45.564784+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-18T06:39:20.991937+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-18T06:39:57.708222+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-18T06:40:36.497485+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-18T06:41:13.070044+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-18T06:41:49.230592+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T06:42:40.662407+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T06:43:16.719050+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T06:43:52.971279+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T06:44:47.628077+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T06:45:24.110061+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T06:45:59.796286+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T06:47:00.303250+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T06:47:37.846208+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T06:48:15.630559+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T06:49:11.855832+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T06:49:47.065597+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T06:50:22.816443+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T06:51:22.646026+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T06:51:59.010752+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T06:52:35.274233+00:00 | Sunflower | Post Malone | source:amperwave-api
2026-04-18T06:53:12.654722+00:00 | Sunflower | Post Malone | source:amperwave-api
2026-04-18T06:53:48.739850+00:00 | Sunflower | Post Malone | source:amperwave-api
2026-04-18T06:54:24.232585+00:00 | Sunflower | Post Malone | source:amperwave-api
2026-04-18T06:54:59.989814+00:00 | Sunflower | Post Malone | source:amperwave-api
2026-04-18T06:55:36.022712+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-18T06:56:10.533985+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-18T06:56:46.860212+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-18T06:57:22.564964+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-18T06:57:58.652667+00:00 | I Gotta Feeling | Black Eyed Peas | source:amperwave-api
2026-04-18T06:58:34.373589+00:00 | I Gotta Feeling | Black Eyed Peas | source:amperwave-api
2026-04-18T06:59:11.136840+00:00 | I Gotta Feeling | Black Eyed Peas | source:amperwave-api
2026-04-18T06:59:47.432324+00:00 | I Gotta Feeling | Black Eyed Peas | source:amperwave-api
2026-04-18T07:00:45.109903+00:00 | I Gotta Feeling | Black Eyed Peas | source:amperwave-api
2026-04-18T07:01:30.406423+00:00 | I Gotta Feeling | Black Eyed Peas | source:amperwave-api
2026-04-18T07:02:07.319220+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-18T07:03:01.709123+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-18T07:03:45.859830+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-18T07:04:21.857574+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-18T07:05:11.737050+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-18T07:05:47.253604+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-18T07:06:22.480056+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-18T07:07:20.007613+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-18T07:07:56.920027+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-18T07:08:32.805261+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-18T07:09:25.865995+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T07:10:02.053767+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T07:10:37.755420+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T07:11:29.998768+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T07:12:06.305570+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-18T07:12:42.272233+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-18T07:13:18.980901+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-18T07:13:54.332523+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-18T07:14:32.378378+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-18T07:15:07.412424+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-18T07:15:42.935876+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-18T07:16:18.604514+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-18T07:16:54.606882+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-18T07:17:30.289007+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-18T07:18:05.226878+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T07:18:40.591183+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T07:19:17.211335+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T07:19:53.383486+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T07:20:36.981757+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T07:21:13.009128+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T07:21:49.070418+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T07:22:48.563227+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T07:23:24.965873+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T07:24:00.536755+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T07:24:54.326593+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-18T07:25:30.688466+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-18T07:26:06.785047+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-18T07:27:01.380655+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-18T07:27:37.410909+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-18T07:28:18.998518+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-18T07:29:01.779472+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-18T07:29:37.110787+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-18T07:30:14.018822+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-18T07:31:17.072122+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-18T07:32:06.541211+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-18T07:32:42.420252+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T07:33:18.157822+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T07:33:53.465783+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T07:34:28.634866+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T07:35:03.733050+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T07:35:39.041907+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T07:36:15.031327+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T07:36:51.090030+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-18T07:37:26.659239+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-18T07:38:02.232709+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-18T07:38:37.253535+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-18T07:39:13.898146+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-18T07:39:49.405211+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-18T07:40:36.045621+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-18T07:41:12.750459+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-18T07:41:49.561735+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-18T07:42:33.146848+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-18T07:43:09.439943+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-18T07:43:45.525919+00:00 | Stateside Ft Zara Larsson | Pink Pantheress | source:amperwave-api
2026-04-18T07:44:30.024234+00:00 | Stateside Ft Zara Larsson | Pink Pantheress | source:amperwave-api
2026-04-18T07:45:05.623790+00:00 | Stateside Ft Zara Larsson | Pink Pantheress | source:amperwave-api
2026-04-18T07:45:41.336338+00:00 | Stateside Ft Zara Larsson | Pink Pantheress | source:amperwave-api
2026-04-18T07:46:29.356771+00:00 | Stateside Ft Zara Larsson | Pink Pantheress | source:amperwave-api
2026-04-18T07:47:05.888749+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T07:47:41.605892+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T07:48:21.498801+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T07:48:59.204565+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T07:49:35.824272+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T07:50:15.642409+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T07:50:51.348697+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-18T07:51:26.756744+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-18T07:52:01.864373+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-18T07:52:37.563150+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-18T07:53:13.271613+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-18T07:53:49.292418+00:00 | The Hills | The Weeknd | source:amperwave-api
2026-04-18T07:54:25.463169+00:00 | The Hills | The Weeknd | source:amperwave-api
2026-04-18T07:55:01.627372+00:00 | The Hills | The Weeknd | source:amperwave-api
2026-04-18T07:55:37.769409+00:00 | The Hills | The Weeknd | source:amperwave-api
2026-04-18T07:56:14.086121+00:00 | The Hills | The Weeknd | source:amperwave-api
2026-04-18T07:56:50.208113+00:00 | The Hills | The Weeknd | source:amperwave-api
2026-04-18T07:57:25.933634+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-18T07:58:02.297069+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-18T07:58:37.897824+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-18T07:59:31.066090+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-18T08:00:07.641102+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-18T08:00:43.438497+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-18T08:01:30.340647+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-18T08:02:06.746706+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-18T08:02:41.663760+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-18T08:03:31.825731+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-18T08:04:09.203308+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-18T08:04:44.993579+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-18T08:05:28.161350+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-18T08:06:03.676857+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-18T08:06:40.100066+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T08:07:24.631413+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T08:08:00.225735+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T08:08:36.408585+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T08:09:18.251995+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T08:09:56.148852+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T08:10:31.745194+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T08:11:10.962885+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T08:11:47.935156+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T08:12:23.615489+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T08:12:59.246009+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T08:13:35.332228+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T08:14:10.928794+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-18T08:14:46.825429+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-18T08:15:23.194122+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-18T08:15:59.335428+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-18T08:16:34.861495+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-18T08:17:38.917849+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T08:18:14.852026+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T08:18:52.265053+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T08:19:34.263688+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T08:20:11.408822+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T08:20:46.826537+00:00 | Swim | Bts | source:amperwave-api
2026-04-18T08:21:38.423627+00:00 | Swim | Bts | source:amperwave-api
2026-04-18T08:22:14.282573+00:00 | Swim | Bts | source:amperwave-api
2026-04-18T08:22:49.572668+00:00 | Swim | Bts | source:amperwave-api
2026-04-18T08:23:39.089310+00:00 | Go | Blackpink | source:amperwave-api
2026-04-18T08:24:14.680320+00:00 | Go | Blackpink | source:amperwave-api
2026-04-18T08:24:50.164502+00:00 | Go | Blackpink | source:amperwave-api
2026-04-18T08:25:44.039212+00:00 | Go | Blackpink | source:amperwave-api
2026-04-18T08:26:19.122341+00:00 | Go | Blackpink | source:amperwave-api
2026-04-18T08:26:55.421004+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T08:27:51.287042+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T08:28:27.639134+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T08:29:02.640954+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T08:29:44.859404+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T08:30:31.956271+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-18T08:31:08.263614+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-18T08:31:44.467848+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-18T08:32:20.543640+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T08:32:57.803597+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T08:33:33.259440+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T08:34:17.827898+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T08:34:53.416030+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T08:35:29.313045+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T08:36:33.392841+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T08:37:08.814393+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T08:37:44.423416+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T08:38:30.739938+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-18T08:39:07.736498+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-18T08:39:42.841111+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-18T08:40:34.753517+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-18T08:41:09.786825+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-18T08:41:45.286508+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-18T08:42:35.408808+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-18T08:43:11.256759+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-18T08:43:46.851499+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-18T08:44:33.605704+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T08:45:08.789546+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T08:45:44.242262+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T08:46:31.808653+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T08:47:07.314572+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T08:47:42.590165+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T08:48:17.778134+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-18T08:48:52.645577+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-18T08:49:27.957664+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-18T08:50:03.309889+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-18T08:50:39.244267+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-18T08:51:15.173462+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-18T08:51:51.446520+00:00 | Rockstar (Feat. 21 Savage) | Post Malone | source:amperwave-api
2026-04-18T08:52:26.415175+00:00 | Rockstar (Feat. 21 Savage) | Post Malone | source:amperwave-api
2026-04-18T08:53:01.410028+00:00 | Rockstar (Feat. 21 Savage) | Post Malone | source:amperwave-api
2026-04-18T08:53:36.585356+00:00 | Rockstar (Feat. 21 Savage) | Post Malone | source:amperwave-api
2026-04-18T08:54:12.023931+00:00 | Rockstar (Feat. 21 Savage) | Post Malone | source:amperwave-api
2026-04-18T08:54:48.728280+00:00 | Sunroof | Nicky Youre | source:amperwave-api
2026-04-18T08:55:33.058558+00:00 | Sunroof | Nicky Youre | source:amperwave-api
2026-04-18T08:56:08.065964+00:00 | Sunroof | Nicky Youre | source:amperwave-api
2026-04-18T08:56:44.198110+00:00 | Sunroof | Nicky Youre | source:amperwave-api
2026-04-18T08:57:28.841889+00:00 | Sunroof | Nicky Youre | source:amperwave-api
