2026-04-14T00:04:54.290095+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:41:29.544726+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:42:05.042491+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:42:40.757737+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:43:15.627112+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:43:50.156385+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:44:26.012226+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:45:00.615568+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:45:36.535544+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:46:27.359380+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:47:04.766454+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:48:01.443508+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:48:36.586665+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:49:11.209165+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:50:09.875647+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:50:46.284234+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:51:20.921071+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:51:55.760304+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:52:47.069773+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:53:22.585544+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:54:19.910589+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:54:57.208823+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:55:33.384940+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:56:09.114608+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:56:44.195084+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:57:19.625937+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:57:54.837052+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:58:29.877460+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:59:04.596726+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T03:59:40.039102+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:00:16.481486+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:00:56.896999+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:01:35.366266+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:02:18.537361+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:03:04.407842+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:03:40.606431+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:04:35.650858+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:05:13.978351+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:05:49.032645+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:06:24.105980+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:06:59.513597+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:07:53.332050+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:08:28.527625+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:09:23.008605+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:09:58.997795+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:10:33.782016+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:11:08.938147+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:11:44.050896+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:12:19.585591+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:12:57.308712+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:13:33.082745+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:14:08.361387+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:14:43.431464+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:15:19.033629+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:15:54.324826+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:16:29.545159+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:17:05.239224+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:17:59.454278+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:18:34.452691+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:19:10.077865+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:20:04.925231+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:20:41.927343+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:21:18.182204+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:21:53.823454+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:22:46.364663+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:23:21.920571+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:24:16.192725+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:24:51.277690+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:25:27.134875+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:26:01.969851+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:26:37.375426+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:27:12.718921+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:27:47.830335+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:28:22.805796+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:28:58.025918+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:29:32.540449+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:30:08.362856+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:30:44.519513+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:31:30.441161+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:32:06.370305+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:33:02.802537+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:33:39.565487+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:34:36.351590+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:35:14.298103+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:36:08.166434+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:36:42.859270+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:37:18.059237+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:38:15.100055+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:38:49.891037+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:39:24.836210+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:39:59.744732+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:40:34.419140+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:41:11.714545+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:41:47.706336+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:42:22.715298+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:42:57.640094+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:43:32.400467+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:44:07.875367+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:44:43.300084+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:45:18.836107+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:45:59.577856+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:46:54.956635+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:47:30.079418+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:48:33.502477+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:49:24.947854+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:50:00.787896+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:51:01.483954+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:51:36.414092+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:52:12.066955+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:52:46.540463+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:53:21.472225+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:54:10.996902+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:54:46.951049+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:55:22.085925+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:55:56.923719+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:56:32.130120+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:57:08.764583+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:57:43.804922+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:58:18.782571+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:58:53.564065+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T04:59:28.378929+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T05:00:04.020476+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T05:00:40.489837+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T05:01:26.335945+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T05:02:01.564158+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-14T05:02:55.952708+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-14T05:03:31.420323+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-14T05:04:27.839206+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-14T05:05:05.374181+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-14T05:05:40.357013+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-14T05:06:15.917249+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-14T05:06:50.829154+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-14T05:07:25.524037+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-14T05:08:18.945543+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T05:08:54.376753+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T05:09:29.503710+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T05:10:04.585827+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T05:10:40.358281+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-14T05:11:15.599258+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-14T05:11:51.303355+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-14T05:12:26.474526+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-14T05:13:01.135643+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T05:13:36.400550+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T05:14:11.627726+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T05:14:46.922908+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T05:15:21.649816+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T05:15:56.855264+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T05:16:31.890350+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T05:17:07.532434+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T05:18:03.764855+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T05:18:38.919833+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T05:19:14.667677+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T05:19:49.556846+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T05:20:24.683696+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T05:21:20.864518+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T05:21:57.743129+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T05:22:54.554578+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-14T05:23:30.201717+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-14T05:24:05.779933+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-14T05:24:41.592310+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-14T05:25:17.256939+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-14T05:25:52.049741+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-14T05:26:27.352660+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-14T05:27:02.852820+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-14T05:27:38.726029+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T05:28:13.982887+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T05:28:49.765751+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T05:29:24.205782+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T05:29:59.581064+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T05:30:34.720853+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-14T05:31:10.545494+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-14T05:31:45.268849+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-14T05:32:27.568759+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-14T05:33:02.322942+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-14T05:33:37.008403+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-14T05:34:34.717736+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-14T05:35:10.520003+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-14T05:36:06.205238+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-14T05:36:41.113870+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-14T05:37:21.862187+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-14T05:37:57.225301+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-14T05:38:52.600915+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-14T05:39:29.388650+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-14T05:40:24.131798+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-14T05:40:59.393182+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T05:41:34.121250+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T05:42:09.871022+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T05:42:47.982245+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T05:43:23.834126+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T05:43:59.024059+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T05:44:34.048304+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T05:45:09.032834+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T05:45:44.688783+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T05:46:19.508934+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T05:46:54.498322+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T05:47:30.571829+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T05:48:05.854233+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T05:49:01.560641+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T05:49:43.156145+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T05:50:36.240668+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-14T05:51:19.968554+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-14T05:52:15.253989+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-14T05:52:57.602829+00:00 | Break Free (Feat. Zedd) | Ariana Grande | source:amperwave-api
2026-04-14T05:53:49.355854+00:00 | Break Free (Feat. Zedd) | Ariana Grande | source:amperwave-api
2026-04-14T05:54:24.341656+00:00 | Break Free (Feat. Zedd) | Ariana Grande | source:amperwave-api
2026-04-14T05:55:22.454500+00:00 | Break Free (Feat. Zedd) | Ariana Grande | source:amperwave-api
2026-04-14T05:55:58.006876+00:00 | I Like You (A Happier Song) | Post Malone Ft Doja Cat | source:amperwave-api
2026-04-14T05:56:33.252755+00:00 | I Like You (A Happier Song) | Post Malone Ft Doja Cat | source:amperwave-api
2026-04-14T05:57:13.401572+00:00 | I Like You (A Happier Song) | Post Malone Ft Doja Cat | source:amperwave-api
2026-04-14T05:57:48.686922+00:00 | I Like You (A Happier Song) | Post Malone Ft Doja Cat | source:amperwave-api
2026-04-14T05:58:23.122655+00:00 | I Like You (A Happier Song) | Post Malone Ft Doja Cat | source:amperwave-api
2026-04-14T05:58:58.159560+00:00 | I Like You (A Happier Song) | Post Malone Ft Doja Cat | source:amperwave-api
2026-04-14T05:59:33.308980+00:00 | Toxic (2003) | Britney Spears | source:amperwave-api
2026-04-14T06:00:09.795903+00:00 | Toxic (2003) | Britney Spears | source:amperwave-api
2026-04-14T06:00:44.853500+00:00 | Toxic (2003) | Britney Spears | source:amperwave-api
2026-04-14T06:01:20.607183+00:00 | Toxic (2003) | Britney Spears | source:amperwave-api
2026-04-14T06:01:55.948154+00:00 | Toxic (2003) | Britney Spears | source:amperwave-api
2026-04-14T06:02:31.625981+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-14T06:03:07.053230+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-14T06:03:42.160978+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-14T06:04:17.118030+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-14T06:04:51.988128+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-14T06:05:43.670526+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-14T06:06:19.354486+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-14T06:06:54.261317+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-14T06:07:29.392731+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-14T06:08:05.640524+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-14T06:08:59.257901+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T06:09:35.444702+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T06:10:33.553608+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T06:11:09.277508+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T06:11:45.005694+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T06:12:20.080792+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T06:12:55.026182+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T06:13:29.934332+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T06:14:05.119634+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T06:14:39.871685+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T06:15:14.919930+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T06:15:49.683247+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T06:16:24.273116+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T06:16:59.050514+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T06:17:34.236842+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T06:18:28.338935+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T06:19:03.503697+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T06:19:38.059109+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T06:20:14.464580+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T06:20:49.348566+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T06:21:44.042866+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T06:22:19.872119+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T06:22:54.530961+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T06:23:50.875154+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T06:24:25.738459+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T06:25:00.934363+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T06:25:35.713389+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T06:26:34.783672+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T06:27:10.879268+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T06:27:46.348238+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T06:28:22.617064+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T06:28:57.215526+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T06:29:32.384186+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T06:30:08.102868+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T06:30:43.890091+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T06:31:19.612104+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T06:31:55.043390+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T06:32:30.596588+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-14T06:33:05.129612+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-14T06:33:40.109325+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-14T06:34:27.514112+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-14T06:35:02.209411+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-14T06:36:00.722195+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-14T06:36:38.430144+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-14T06:37:13.904584+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-14T06:38:12.015233+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-14T06:38:46.717393+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-14T06:39:21.312960+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-14T06:39:56.955369+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-14T06:41:04.431295+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T06:41:58.157650+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T06:42:36.230455+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T06:43:11.434181+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T06:43:46.122250+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T06:44:22.977584+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T06:44:57.866563+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T06:45:51.852895+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T06:46:26.769209+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T06:47:01.280662+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T06:47:41.102060+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T06:48:34.134520+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T06:49:21.201253+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T06:49:56.827769+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T06:50:39.185990+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T06:51:25.819492+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T06:52:10.569103+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T06:52:57.467704+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T06:53:38.982021+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T06:54:13.298013+00:00 | Attention | Charlie Puth | source:amperwave-api
2026-04-14T06:55:16.462874+00:00 | Attention | Charlie Puth | source:amperwave-api
2026-04-14T06:55:51.625460+00:00 | Attention | Charlie Puth | source:amperwave-api
2026-04-14T06:56:56.541629+00:00 | Attention | Charlie Puth | source:amperwave-api
2026-04-14T06:57:42.717677+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-14T06:58:35.149968+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-14T06:59:13.605561+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-14T06:59:49.895304+00:00 | Hips Dont Lie (Feat. Wyclef Jean) | Shakira | source:amperwave-api
2026-04-14T07:00:44.282716+00:00 | Hips Dont Lie (Feat. Wyclef Jean) | Shakira | source:amperwave-api
2026-04-14T07:01:19.683755+00:00 | Hips Dont Lie (Feat. Wyclef Jean) | Shakira | source:amperwave-api
2026-04-14T07:02:00.032013+00:00 | Hips Dont Lie (Feat. Wyclef Jean) | Shakira | source:amperwave-api
2026-04-14T07:02:35.092637+00:00 | Hips Dont Lie (Feat. Wyclef Jean) | Shakira | source:amperwave-api
2026-04-14T07:03:25.056963+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T07:04:20.688908+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T07:05:15.697541+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T07:06:27.469131+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-14T07:07:03.921795+00:00 | Need Your Love | One Republic | source:amperwave-api
