2026-04-15T00:00:16.554426+00:00 | Buy U A Drank | T-Pain | source:amperwave-api
2026-04-15T06:09:00.105818+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-15T06:09:40.308598+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-15T06:10:38.211704+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-15T06:11:12.864983+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-15T06:11:50.801686+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-15T06:12:25.797590+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-15T06:13:23.083536+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-15T06:13:58.916654+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T06:14:33.492253+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T06:15:08.071204+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T06:15:43.282250+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T06:16:39.664577+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-15T06:17:15.008188+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-15T06:17:50.115236+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-15T06:18:24.547664+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-15T06:19:00.051870+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-15T06:19:34.993546+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-15T06:20:10.081037+00:00 | Rockstar (Feat. 21 Savage) | Post Malone | source:amperwave-api
2026-04-15T06:20:45.167314+00:00 | Rockstar (Feat. 21 Savage) | Post Malone | source:amperwave-api
2026-04-15T06:21:20.179167+00:00 | Rockstar (Feat. 21 Savage) | Post Malone | source:amperwave-api
2026-04-15T06:21:55.352965+00:00 | Rockstar (Feat. 21 Savage) | Post Malone | source:amperwave-api
2026-04-15T06:22:31.705438+00:00 | Rockstar (Feat. 21 Savage) | Post Malone | source:amperwave-api
2026-04-15T06:23:06.097868+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-15T06:23:41.458447+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-15T06:24:26.818083+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-15T06:25:02.626480+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-15T06:25:37.915351+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-15T06:26:29.974251+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-15T06:27:04.886738+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-15T06:27:45.466894+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T06:28:21.549937+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T06:28:56.898379+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T06:29:54.377082+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T06:30:29.362366+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T06:31:04.337567+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T06:31:40.421606+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T06:32:38.841320+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T06:33:16.362116+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T06:33:52.725793+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T06:34:27.920128+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T06:35:02.679741+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T06:35:36.960202+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T06:36:14.746366+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T06:36:51.284519+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T06:37:26.827606+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T06:38:01.413391+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-15T06:38:36.033085+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-15T06:39:11.787848+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-15T06:39:47.163367+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-15T06:40:29.112881+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-15T06:41:04.877897+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-15T06:41:40.695594+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-15T06:42:15.837372+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-15T06:42:51.526777+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T06:43:49.383972+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T06:44:24.301738+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T06:44:59.130495+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T06:45:54.745450+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T06:46:33.127951+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T06:47:07.885392+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T06:47:43.330521+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T06:48:42.161721+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-15T06:49:17.581400+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-15T06:49:52.813589+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-15T06:50:28.116119+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-15T06:51:04.042016+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-15T06:51:44.460861+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-15T06:52:19.604146+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-15T06:52:54.770227+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T06:53:30.769905+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T06:54:05.196605+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T06:54:40.227120+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T06:55:15.073117+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T06:55:49.712852+00:00 | Big Energy | Latto | source:amperwave-api
2026-04-15T06:56:29.013313+00:00 | Big Energy | Latto | source:amperwave-api
2026-04-15T06:57:04.518073+00:00 | Big Energy | Latto | source:amperwave-api
2026-04-15T06:58:02.304601+00:00 | Big Energy | Latto | source:amperwave-api
2026-04-15T06:58:37.645053+00:00 | Just Dance | Lady Gaga | source:amperwave-api
2026-04-15T06:59:12.713208+00:00 | Just Dance | Lady Gaga | source:amperwave-api
2026-04-15T06:59:48.259294+00:00 | Just Dance | Lady Gaga | source:amperwave-api
2026-04-15T07:00:23.615949+00:00 | Just Dance | Lady Gaga | source:amperwave-api
2026-04-15T07:01:22.739898+00:00 | Just Dance | Lady Gaga | source:amperwave-api
2026-04-15T07:01:58.449923+00:00 | Just Dance | Lady Gaga | source:amperwave-api
2026-04-15T07:02:34.121087+00:00 | Just Dance | Lady Gaga | source:amperwave-api
2026-04-15T07:03:09.161273+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T07:03:44.743617+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T07:04:20.229087+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T07:04:55.535703+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T07:05:34.220540+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T07:06:09.706639+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T07:06:43.770331+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T07:07:18.627634+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T07:07:53.777700+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T07:08:28.587194+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T07:09:04.172181+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T07:09:39.051016+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T07:10:14.013051+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T07:10:48.941524+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T07:11:37.621794+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-15T07:12:26.858289+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-15T07:13:01.485737+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-15T07:13:36.583607+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-15T07:14:11.649676+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-15T07:14:46.997529+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T07:15:21.628093+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T07:15:56.490371+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T07:16:31.099295+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T07:17:05.301878+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T07:18:05.546490+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-15T07:18:40.344861+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-15T07:19:17.038406+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-15T07:19:52.791132+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-15T07:20:27.373860+00:00 | Psycho (Feat. Ty Dolla Sign) | Post Malone | source:amperwave-api
2026-04-15T07:21:02.984007+00:00 | Psycho (Feat. Ty Dolla Sign) | Post Malone | source:amperwave-api
2026-04-15T07:21:38.078809+00:00 | Psycho (Feat. Ty Dolla Sign) | Post Malone | source:amperwave-api
2026-04-15T07:22:13.280829+00:00 | Psycho (Feat. Ty Dolla Sign) | Post Malone | source:amperwave-api
2026-04-15T07:22:48.307740+00:00 | Psycho (Feat. Ty Dolla Sign) | Post Malone | source:amperwave-api
2026-04-15T07:23:23.809136+00:00 | Psycho (Feat. Ty Dolla Sign) | Post Malone | source:amperwave-api
2026-04-15T07:23:59.013257+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-15T07:24:33.961944+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-15T07:25:08.960085+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-15T07:25:43.967547+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-15T07:26:19.562255+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-15T07:26:55.340621+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-15T07:27:32.933866+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-15T07:28:27.761774+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T07:29:03.572196+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T07:29:38.421056+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T07:30:33.720846+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T07:31:08.958440+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T07:31:50.011209+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-15T07:32:26.444029+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-15T07:33:01.166326+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-15T07:33:36.326971+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-15T07:34:11.507848+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-15T07:34:46.579475+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T07:35:22.132330+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T07:35:56.583740+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T07:36:31.505515+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T07:37:30.389733+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T07:38:05.335182+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-15T07:38:40.500334+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-15T07:39:15.491696+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-15T07:39:51.140254+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-15T07:40:26.288509+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-15T07:41:02.175531+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-15T07:41:36.761116+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T07:42:11.452923+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T07:42:47.309594+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T07:43:22.708109+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T07:43:57.490030+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T07:44:32.394176+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-15T07:45:07.555621+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-15T07:46:04.239067+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-15T07:46:39.765040+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-15T07:47:15.964048+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-15T07:47:51.172618+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-15T07:48:27.128896+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-15T07:49:25.205987+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-15T07:50:00.610932+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-15T07:50:35.179603+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-15T07:51:12.923387+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T07:51:49.058045+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T07:52:41.842053+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T07:53:17.348755+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T07:53:52.596871+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T07:54:28.051297+00:00 | Lil Boo Thang | Paul Russell | source:amperwave-api
2026-04-15T07:55:02.426707+00:00 | Lil Boo Thang | Paul Russell | source:amperwave-api
2026-04-15T07:55:37.156664+00:00 | Lil Boo Thang | Paul Russell | source:amperwave-api
2026-04-15T07:56:12.160115+00:00 | Love The Way You Lie (Feat. Rihanna) | Eminem | source:amperwave-api
2026-04-15T07:56:46.913446+00:00 | Love The Way You Lie (Feat. Rihanna) | Eminem | source:amperwave-api
2026-04-15T07:57:21.782842+00:00 | Love The Way You Lie (Feat. Rihanna) | Eminem | source:amperwave-api
2026-04-15T07:57:58.077974+00:00 | Love The Way You Lie (Feat. Rihanna) | Eminem | source:amperwave-api
2026-04-15T07:58:32.825943+00:00 | Love The Way You Lie (Feat. Rihanna) | Eminem | source:amperwave-api
2026-04-15T07:59:13.290021+00:00 | Love The Way You Lie (Feat. Rihanna) | Eminem | source:amperwave-api
2026-04-15T07:59:48.593674+00:00 | Love The Way You Lie (Feat. Rihanna) | Eminem | source:amperwave-api
2026-04-15T08:00:28.612087+00:00 | Love The Way You Lie (Feat. Rihanna) | Eminem | source:amperwave-api
2026-04-15T08:01:04.758246+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T08:02:04.634455+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T08:02:40.590465+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T08:03:36.197329+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T08:04:11.575198+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T08:05:11.081423+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T08:05:46.373089+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T08:06:43.935442+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T08:07:18.689389+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T08:08:15.311695+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-15T08:08:50.467685+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-15T08:09:25.316939+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-15T08:10:05.357277+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-15T08:10:47.497684+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-15T08:11:28.015303+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-15T08:12:03.350411+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-15T08:12:38.627492+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-15T08:13:13.161239+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T08:13:47.836253+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T08:14:23.859970+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T08:15:23.511820+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T08:16:01.862480+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T08:16:58.228246+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T08:17:35.469889+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T08:18:33.874294+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T08:19:08.777064+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T08:19:43.638110+00:00 | Shape Of You | Ed Sheeran | source:amperwave-api
2026-04-15T08:20:42.574107+00:00 | Shape Of You | Ed Sheeran | source:amperwave-api
2026-04-15T08:21:17.165799+00:00 | Shape Of You | Ed Sheeran | source:amperwave-api
2026-04-15T08:21:52.627103+00:00 | Shape Of You | Ed Sheeran | source:amperwave-api
2026-04-15T08:22:27.771747+00:00 | Shape Of You | Ed Sheeran | source:amperwave-api
2026-04-15T08:23:02.711025+00:00 | Shape Of You | Ed Sheeran | source:amperwave-api
2026-04-15T08:23:37.251207+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-15T08:24:11.955234+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-15T08:24:46.755660+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-15T08:25:21.844501+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-15T08:25:56.512233+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-15T08:26:31.602025+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-15T08:27:06.704775+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-15T08:27:42.045649+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T08:28:18.888662+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T08:28:55.095606+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T08:29:30.189966+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T08:30:05.778890+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T08:30:41.072769+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-15T08:31:28.727627+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-15T08:32:05.518229+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-15T08:33:01.367813+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-15T08:33:38.386156+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-15T08:34:13.328476+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T08:34:49.361898+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T08:35:24.788676+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T08:36:22.669318+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T08:36:57.415540+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-15T08:37:32.777416+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-15T08:38:07.851334+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-15T08:38:42.863207+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-15T08:39:39.211308+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-15T08:40:14.503529+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-15T08:40:49.364244+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-15T08:41:24.540684+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-15T08:41:59.582820+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T08:42:34.814470+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T08:43:14.963102+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T08:43:49.748010+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T08:44:24.986730+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T08:45:00.637916+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-15T08:45:36.688024+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-15T08:46:12.018864+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-15T08:46:47.386184+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-15T08:47:28.149516+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-15T08:48:02.631359+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-15T08:48:38.072624+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-15T08:49:13.253766+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-15T08:49:48.877083+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T08:50:24.038725+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T08:51:16.503628+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T08:51:51.769432+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T08:52:38.674121+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T08:53:13.961931+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-15T08:53:49.471354+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-15T08:54:24.326926+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-15T08:54:59.583776+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-15T08:55:52.425135+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-15T08:56:28.337039+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-15T08:57:03.430058+00:00 | We Cant Be Friends | Ariana Grande | source:amperwave-api
2026-04-15T08:57:38.331670+00:00 | We Cant Be Friends | Ariana Grande | source:amperwave-api
2026-04-15T08:58:13.540315+00:00 | We Cant Be Friends | Ariana Grande | source:amperwave-api
2026-04-15T08:58:48.261586+00:00 | We Cant Be Friends | Ariana Grande | source:amperwave-api
2026-04-15T08:59:23.328639+00:00 | We Cant Be Friends | Ariana Grande | source:amperwave-api
2026-04-15T08:59:58.476580+00:00 | We Cant Be Friends | Ariana Grande | source:amperwave-api
2026-04-15T09:00:33.951131+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-15T09:01:08.856822+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-15T09:01:44.181554+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-15T09:02:19.368515+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-15T09:02:54.450635+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-15T09:03:32.036601+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-15T09:04:07.295061+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-15T09:05:03.892702+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-15T09:05:38.889029+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-15T09:06:14.249378+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-15T09:06:51.256099+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-15T09:07:26.407294+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T09:08:01.070306+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T09:09:00.124894+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T09:09:35.315094+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T09:10:13.034234+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T09:10:58.097187+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-15T09:11:49.235908+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-15T09:12:24.749107+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T09:12:59.425224+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T09:13:34.138411+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T09:14:08.809923+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T09:14:43.733664+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T09:15:18.499244+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T09:15:53.682945+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T09:16:30.404899+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T09:17:06.333159+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T09:17:44.860980+00:00 | Give Me Everything (Feat. Ne-Yo, Afrojack | Pitbull | source:amperwave-api
2026-04-15T09:18:21.922736+00:00 | Give Me Everything (Feat. Ne-Yo, Afrojack | Pitbull | source:amperwave-api
2026-04-15T09:18:59.055678+00:00 | Give Me Everything (Feat. Ne-Yo, Afrojack | Pitbull | source:amperwave-api
2026-04-15T09:19:43.008032+00:00 | Give Me Everything (Feat. Ne-Yo, Afrojack | Pitbull | source:amperwave-api
