2026-04-16T00:00:00.908056+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T03:23:55.115669+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T03:24:32.875339+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T03:25:11.503984+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T03:25:50.622658+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T03:26:29.659603+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T03:27:40.445321+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T03:28:29.560311+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T03:29:09.240382+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T03:29:49.892160+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T03:30:28.163611+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T03:31:07.397536+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T03:31:46.928004+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T03:33:52.051696+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T03:34:30.042157+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T03:35:08.721312+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T03:35:46.927400+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T03:36:24.864217+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T03:37:03.486049+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T03:37:42.195835+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T03:38:23.182376+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T03:39:03.183220+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T03:39:41.283455+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T03:40:19.340867+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T03:40:59.669871+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T03:41:37.484480+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T03:42:15.335780+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T03:42:52.044404+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T03:43:26.887232+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T03:44:02.991844+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T03:44:37.875728+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T03:45:13.028531+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T03:45:47.713986+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T03:46:51.860691+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T03:47:33.645066+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T03:48:11.053554+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T03:48:50.398645+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T03:49:29.076926+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T03:50:08.430445+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T03:50:49.127834+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T03:51:26.893601+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T03:52:05.006002+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T03:52:42.782365+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T03:53:22.563274+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T03:54:01.533656+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T03:55:11.216920+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T03:56:01.955234+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T03:56:42.656090+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T03:57:23.118643+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T03:58:03.074506+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T03:58:45.330712+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T03:59:26.751461+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:00:10.199202+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:00:50.838184+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:01:31.620941+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:02:10.622430+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:02:51.353441+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:05:04.277135+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:05:43.566491+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:06:22.858672+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:07:06.963557+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:07:47.582847+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:08:27.413364+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:09:08.539698+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:09:53.869401+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:10:34.510408+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:11:16.563854+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:11:55.734544+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:12:35.404266+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:13:17.184962+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:13:58.390252+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:14:41.937550+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:15:23.051302+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:16:02.685680+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:17:36.284245+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:18:17.133352+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:18:58.817681+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:19:39.354390+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:20:19.697526+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:21:00.771418+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:22:05.179343+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:22:46.613711+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:23:29.896318+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:24:12.435733+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:24:53.997777+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:25:35.576723+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:26:17.438133+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:27:17.842643+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:28:06.738903+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:28:46.692926+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:29:27.033587+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:30:07.538906+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:30:47.400164+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:31:30.798676+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:32:13.217389+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:32:55.139771+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:33:36.830434+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:34:19.017128+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:34:58.244033+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:35:41.146890+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:36:21.311771+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:37:01.513148+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:37:42.915369+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:38:23.874502+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:39:06.537366+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:39:50.934699+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:40:29.829662+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:41:49.039693+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:42:40.769361+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:43:21.504024+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:44:05.480101+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:44:46.970935+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:45:26.218274+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:46:06.046442+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:46:41.554092+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:47:17.305335+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:47:53.773918+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:48:34.503162+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:50:45.729120+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:51:21.830038+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:51:58.300838+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:52:33.554257+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:53:09.648090+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:54:27.778181+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:55:14.246265+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:55:54.883518+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:56:33.461929+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:57:14.558218+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:57:55.357788+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:58:35.895852+00:00 | Smells Like Teen Spirit | Nirvana | source:amperwave-api
2026-04-16T04:59:14.893250+00:00 | Bodies | Drowning Pool | source:amperwave-api
2026-04-16T04:59:53.032306+00:00 | Bodies | Drowning Pool | source:amperwave-api
2026-04-16T05:00:32.796707+00:00 | Bodies | Drowning Pool | source:amperwave-api
2026-04-16T05:01:14.857156+00:00 | Bodies | Drowning Pool | source:amperwave-api
2026-04-16T05:01:56.931855+00:00 | Bodies | Drowning Pool | source:amperwave-api
2026-04-16T05:02:37.537958+00:00 | Bodies | Drowning Pool | source:amperwave-api
2026-04-16T05:03:20.005137+00:00 | Are You Gonna Go My Way | Lenny Kravitz | source:amperwave-api
2026-04-16T05:04:01.528084+00:00 | Are You Gonna Go My Way | Lenny Kravitz | source:amperwave-api
2026-04-16T05:04:43.764132+00:00 | Are You Gonna Go My Way | Lenny Kravitz | source:amperwave-api
2026-04-16T05:05:23.361736+00:00 | Are You Gonna Go My Way | Lenny Kravitz | source:amperwave-api
2026-04-16T05:06:02.744059+00:00 | Are You Gonna Go My Way | Lenny Kravitz | source:amperwave-api
2026-04-16T05:06:43.399507+00:00 | Mayday | Three Days Grace | source:amperwave-api
2026-04-16T05:08:02.524106+00:00 | Mayday | Three Days Grace | source:amperwave-api
2026-04-16T05:08:39.359658+00:00 | Mayday | Three Days Grace | source:amperwave-api
2026-04-16T05:09:19.028317+00:00 | Mayday | Three Days Grace | source:amperwave-api
2026-04-16T05:09:57.818083+00:00 | Mayday | Three Days Grace | source:amperwave-api
2026-04-16T05:10:38.243363+00:00 | You Give Love A Bad Name | Bon Jovi | source:amperwave-api
2026-04-16T05:11:19.163743+00:00 | You Give Love A Bad Name | Bon Jovi | source:amperwave-api
2026-04-16T05:12:27.364935+00:00 | You Give Love A Bad Name | Bon Jovi | source:amperwave-api
2026-04-16T05:13:13.396543+00:00 | You Give Love A Bad Name | Bon Jovi | source:amperwave-api
2026-04-16T05:13:54.595661+00:00 | You Give Love A Bad Name | Bon Jovi | source:amperwave-api
2026-04-16T05:14:33.759945+00:00 | You Give Love A Bad Name | Bon Jovi | source:amperwave-api
2026-04-16T05:15:18.850603+00:00 | You Give Love A Bad Name | Bon Jovi | source:amperwave-api
2026-04-16T05:16:01.091827+00:00 | Addicted | Saving Abel | source:amperwave-api
2026-04-16T05:16:40.903712+00:00 | Addicted | Saving Abel | source:amperwave-api
2026-04-16T05:17:47.591658+00:00 | Addicted | Saving Abel | source:amperwave-api
2026-04-16T05:18:31.748219+00:00 | Addicted | Saving Abel | source:amperwave-api
2026-04-16T05:19:10.555961+00:00 | Addicted | Saving Abel | source:amperwave-api
2026-04-16T05:19:53.706654+00:00 | Lithium | Nirvana | source:amperwave-api
2026-04-16T05:20:32.080184+00:00 | Lithium | Nirvana | source:amperwave-api
2026-04-16T05:21:13.291384+00:00 | Lithium | Nirvana | source:amperwave-api
2026-04-16T05:21:52.511030+00:00 | Lithium | Nirvana | source:amperwave-api
2026-04-16T05:22:30.806117+00:00 | Lithium | Nirvana | source:amperwave-api
2026-04-16T05:23:09.032215+00:00 | Lithium | Nirvana | source:amperwave-api
2026-04-16T05:23:49.105921+00:00 | Broken Mirror | Architects | source:amperwave-api
2026-04-16T05:24:30.115176+00:00 | Broken Mirror | Architects | source:amperwave-api
2026-04-16T05:25:11.978068+00:00 | Broken Mirror | Architects | source:amperwave-api
2026-04-16T05:25:48.947977+00:00 | Broken Mirror | Architects | source:amperwave-api
2026-04-16T05:26:28.782060+00:00 | Broken Mirror | Architects | source:amperwave-api
2026-04-16T05:27:08.453256+00:00 | Kashmir | Led Zeppelin | source:amperwave-api
2026-04-16T05:27:47.458308+00:00 | Kashmir | Led Zeppelin | source:amperwave-api
2026-04-16T05:28:27.404865+00:00 | Kashmir | Led Zeppelin | source:amperwave-api
2026-04-16T05:29:07.405575+00:00 | Kashmir | Led Zeppelin | source:amperwave-api
2026-04-16T05:29:50.534000+00:00 | Kashmir | Led Zeppelin | source:amperwave-api
2026-04-16T05:30:31.340177+00:00 | Kashmir | Led Zeppelin | source:amperwave-api
2026-04-16T05:31:09.769487+00:00 | Kashmir | Led Zeppelin | source:amperwave-api
2026-04-16T05:31:49.724350+00:00 | Kashmir | Led Zeppelin | source:amperwave-api
2026-04-16T05:32:54.019786+00:00 | Kashmir | Led Zeppelin | source:amperwave-api
2026-04-16T05:33:40.357131+00:00 | Kashmir | Led Zeppelin | source:amperwave-api
2026-04-16T05:34:20.432478+00:00 | Kashmir | Led Zeppelin | source:amperwave-api
2026-04-16T05:35:01.085522+00:00 | Kashmir | Led Zeppelin | source:amperwave-api
2026-04-16T05:35:42.861564+00:00 | Kashmir | Led Zeppelin | source:amperwave-api
2026-04-16T05:36:22.299103+00:00 | Kashmir | Led Zeppelin | source:amperwave-api
2026-04-16T05:37:02.642262+00:00 | Kashmir | Led Zeppelin | source:amperwave-api
2026-04-16T05:37:42.232836+00:00 | Footsteps (Go Higher) | Pop Evil | source:amperwave-api
2026-04-16T05:38:23.671268+00:00 | Footsteps (Go Higher) | Pop Evil | source:amperwave-api
2026-04-16T05:39:07.734914+00:00 | Footsteps (Go Higher) | Pop Evil | source:amperwave-api
2026-04-16T05:39:46.975668+00:00 | Footsteps (Go Higher) | Pop Evil | source:amperwave-api
2026-04-16T05:40:27.455428+00:00 | Footsteps (Go Higher) | Pop Evil | source:amperwave-api
2026-04-16T05:41:09.854177+00:00 | Footsteps (Go Higher) | Pop Evil | source:amperwave-api
2026-04-16T05:41:49.297470+00:00 | My Own Worst Enemy | Lit | source:amperwave-api
2026-04-16T05:42:29.809836+00:00 | My Own Worst Enemy | Lit | source:amperwave-api
2026-04-16T05:43:08.885285+00:00 | My Own Worst Enemy | Lit | source:amperwave-api
2026-04-16T05:43:48.378057+00:00 | My Own Worst Enemy | Lit | source:amperwave-api
2026-04-16T05:44:29.105436+00:00 | Your Favorite Toy | Foo Fighters | source:amperwave-api
2026-04-16T05:45:11.028344+00:00 | Your Favorite Toy | Foo Fighters | source:amperwave-api
2026-04-16T05:45:50.334520+00:00 | Your Favorite Toy | Foo Fighters | source:amperwave-api
2026-04-16T05:46:35.081034+00:00 | Your Favorite Toy | Foo Fighters | source:amperwave-api
2026-04-16T05:47:48.935592+00:00 | Run To The Hills | Iron Maiden | source:amperwave-api
2026-04-16T05:48:41.556254+00:00 | Run To The Hills | Iron Maiden | source:amperwave-api
2026-04-16T05:49:22.990272+00:00 | Run To The Hills | Iron Maiden | source:amperwave-api
2026-04-16T05:50:03.375584+00:00 | Run To The Hills | Iron Maiden | source:amperwave-api
2026-04-16T05:50:48.944062+00:00 | Run To The Hills | Iron Maiden | source:amperwave-api
2026-04-16T05:51:29.515620+00:00 | American Idiot | Green Day | source:amperwave-api
2026-04-16T05:52:07.954342+00:00 | American Idiot | Green Day | source:amperwave-api
2026-04-16T05:52:47.448523+00:00 | American Idiot | Green Day | source:amperwave-api
2026-04-16T05:53:28.460777+00:00 | American Idiot | Green Day | source:amperwave-api
2026-04-16T05:54:09.415777+00:00 | Kerosene | The Warning | source:amperwave-api
2026-04-16T05:54:48.514020+00:00 | Kerosene | The Warning | source:amperwave-api
2026-04-16T05:55:28.987680+00:00 | Kerosene | The Warning | source:amperwave-api
2026-04-16T05:56:08.981914+00:00 | Kerosene | The Warning | source:amperwave-api
2026-04-16T05:56:51.835442+00:00 | Kerosene | The Warning | source:amperwave-api
2026-04-16T05:57:33.689053+00:00 | Kerosene | The Warning | source:amperwave-api
2026-04-16T05:58:16.973958+00:00 | The Unforgiven | Metallica | source:amperwave-api
2026-04-16T05:58:57.226005+00:00 | The Unforgiven | Metallica | source:amperwave-api
2026-04-16T05:59:36.661531+00:00 | The Unforgiven | Metallica | source:amperwave-api
2026-04-16T06:00:16.578668+00:00 | The Unforgiven | Metallica | source:amperwave-api
2026-04-16T06:00:59.607698+00:00 | The Unforgiven | Metallica | source:amperwave-api
2026-04-16T06:01:41.082187+00:00 | The Unforgiven | Metallica | source:amperwave-api
2026-04-16T06:02:22.021618+00:00 | The Unforgiven | Metallica | source:amperwave-api
2026-04-16T06:03:45.682101+00:00 | The Unforgiven | Metallica | source:amperwave-api
2026-04-16T06:04:26.307799+00:00 | Fake It | Seether | source:amperwave-api
2026-04-16T06:05:08.519756+00:00 | Fake It | Seether | source:amperwave-api
2026-04-16T06:05:48.838031+00:00 | Fake It | Seether | source:amperwave-api
2026-04-16T06:06:29.852367+00:00 | Fake It | Seether | source:amperwave-api
2026-04-16T06:07:09.556136+00:00 | Fake It | Seether | source:amperwave-api
2026-04-16T06:07:50.745179+00:00 | Bound For The Floor | Local H | source:amperwave-api
2026-04-16T06:08:29.934948+00:00 | Bound For The Floor | Local H | source:amperwave-api
2026-04-16T06:09:10.374932+00:00 | Bound For The Floor | Local H | source:amperwave-api
2026-04-16T06:09:49.575310+00:00 | Bound For The Floor | Local H | source:amperwave-api
2026-04-16T06:10:29.964023+00:00 | Bound For The Floor | Local H | source:amperwave-api
2026-04-16T06:11:10.907168+00:00 | Bound For The Floor | Local H | source:amperwave-api
2026-04-16T06:11:54.341772+00:00 | Drag Me | From Ashes To New | source:amperwave-api
2026-04-16T06:12:34.151395+00:00 | Drag Me | From Ashes To New | source:amperwave-api
2026-04-16T06:13:14.323584+00:00 | Drag Me | From Ashes To New | source:amperwave-api
2026-04-16T06:13:53.984186+00:00 | Drag Me | From Ashes To New | source:amperwave-api
2026-04-16T06:14:35.214416+00:00 | Drag Me | From Ashes To New | source:amperwave-api
2026-04-16T06:15:16.041801+00:00 | Dude (Looks Like A Lady) | Aerosmith | source:amperwave-api
2026-04-16T06:15:58.078633+00:00 | Dude (Looks Like A Lady) | Aerosmith | source:amperwave-api
2026-04-16T06:16:37.747201+00:00 | Dude (Looks Like A Lady) | Aerosmith | source:amperwave-api
2026-04-16T06:18:52.069661+00:00 | Dude (Looks Like A Lady) | Aerosmith | source:amperwave-api
2026-04-16T06:19:31.012604+00:00 | Dude (Looks Like A Lady) | Aerosmith | source:amperwave-api
2026-04-16T06:20:11.827651+00:00 | Dude (Looks Like A Lady) | Aerosmith | source:amperwave-api
2026-04-16T06:20:52.253127+00:00 | Dude (Looks Like A Lady) | Aerosmith | source:amperwave-api
2026-04-16T06:21:33.057448+00:00 | Loser | 3 Doors Down | source:amperwave-api
2026-04-16T06:22:13.266490+00:00 | Loser | 3 Doors Down | source:amperwave-api
2026-04-16T06:23:31.157299+00:00 | Loser | 3 Doors Down | source:amperwave-api
2026-04-16T06:24:18.734194+00:00 | Loser | 3 Doors Down | source:amperwave-api
2026-04-16T06:25:00.132355+00:00 | Loser | 3 Doors Down | source:amperwave-api
2026-04-16T06:25:42.266616+00:00 | Better Man | Pearl Jam | source:amperwave-api
2026-04-16T06:26:21.173390+00:00 | Better Man | Pearl Jam | source:amperwave-api
2026-04-16T06:27:01.868067+00:00 | Better Man | Pearl Jam | source:amperwave-api
2026-04-16T06:27:41.941594+00:00 | Better Man | Pearl Jam | source:amperwave-api
2026-04-16T06:28:59.090784+00:00 | Better Man | Pearl Jam | source:amperwave-api
2026-04-16T06:29:54.437442+00:00 | Shallow | Magnolia Park | source:amperwave-api
2026-04-16T06:30:33.881997+00:00 | Shallow | Magnolia Park | source:amperwave-api
2026-04-16T06:31:14.616745+00:00 | Shallow | Magnolia Park | source:amperwave-api
2026-04-16T06:31:55.904938+00:00 | Shallow | Magnolia Park | source:amperwave-api
2026-04-16T06:32:35.636233+00:00 | Shallow | Magnolia Park | source:amperwave-api
2026-04-16T06:33:15.796885+00:00 | Shallow | Magnolia Park | source:amperwave-api
2026-04-16T06:33:56.509973+00:00 | War Pigs/Lukes Wall | Black Sabbath | source:amperwave-api
2026-04-16T06:34:37.557305+00:00 | War Pigs/Lukes Wall | Black Sabbath | source:amperwave-api
2026-04-16T06:35:18.282727+00:00 | War Pigs/Lukes Wall | Black Sabbath | source:amperwave-api
2026-04-16T06:35:58.097813+00:00 | War Pigs/Lukes Wall | Black Sabbath | source:amperwave-api
2026-04-16T06:36:38.057685+00:00 | War Pigs/Lukes Wall | Black Sabbath | source:amperwave-api
2026-04-16T06:37:18.088366+00:00 | War Pigs/Lukes Wall | Black Sabbath | source:amperwave-api
2026-04-16T06:37:58.037500+00:00 | War Pigs/Lukes Wall | Black Sabbath | source:amperwave-api
2026-04-16T06:38:39.289404+00:00 | War Pigs/Lukes Wall | Black Sabbath | source:amperwave-api
2026-04-16T06:39:19.332232+00:00 | War Pigs/Lukes Wall | Black Sabbath | source:amperwave-api
2026-04-16T06:40:00.113436+00:00 | War Pigs/Lukes Wall | Black Sabbath | source:amperwave-api
2026-04-16T06:40:40.742791+00:00 | War Pigs/Lukes Wall | Black Sabbath | source:amperwave-api
2026-04-16T06:41:19.796514+00:00 | War Pigs/Lukes Wall | Black Sabbath | source:amperwave-api
2026-04-16T06:41:57.999876+00:00 | War Pigs/Lukes Wall | Black Sabbath | source:amperwave-api
2026-04-16T06:42:36.851648+00:00 | War Pigs/Lukes Wall | Black Sabbath | source:amperwave-api
2026-04-16T06:43:15.974024+00:00 | When I Wake Up | The Pretty Reckless | source:amperwave-api
2026-04-16T06:43:56.816852+00:00 | When I Wake Up | The Pretty Reckless | source:amperwave-api
2026-04-16T06:45:42.831518+00:00 | When I Wake Up | The Pretty Reckless | source:amperwave-api
2026-04-16T06:46:21.047816+00:00 | When I Wake Up | The Pretty Reckless | source:amperwave-api
2026-04-16T06:47:01.010445+00:00 | Break Stuff | Limp Bizkit | source:amperwave-api
2026-04-16T06:47:41.227328+00:00 | Break Stuff | Limp Bizkit | source:amperwave-api
2026-04-16T06:48:20.225448+00:00 | Break Stuff | Limp Bizkit | source:amperwave-api
2026-04-16T06:48:59.755067+00:00 | Break Stuff | Limp Bizkit | source:amperwave-api
2026-04-16T06:49:37.316916+00:00 | Who Will You Follow | Evanescence | source:amperwave-api
2026-04-16T06:50:15.565713+00:00 | Who Will You Follow | Evanescence | source:amperwave-api
2026-04-16T06:50:51.711175+00:00 | Who Will You Follow | Evanescence | source:amperwave-api
2026-04-16T06:51:27.528587+00:00 | Who Will You Follow | Evanescence | source:amperwave-api
2026-04-16T06:52:03.015926+00:00 | Who Will You Follow | Evanescence | source:amperwave-api
2026-04-16T06:52:38.591560+00:00 | Who Will You Follow | Evanescence | source:amperwave-api
2026-04-16T06:53:14.097841+00:00 | Who Will You Follow | Evanescence | source:amperwave-api
2026-04-16T06:54:48.998879+00:00 | Limelight | Rush | source:amperwave-api
2026-04-16T06:55:24.376728+00:00 | Limelight | Rush | source:amperwave-api
2026-04-16T06:55:59.732433+00:00 | Limelight | Rush | source:amperwave-api
2026-04-16T06:56:35.704623+00:00 | Limelight | Rush | source:amperwave-api
2026-04-16T06:57:10.733830+00:00 | Limelight | Rush | source:amperwave-api
2026-04-16T06:59:19.850243+00:00 | Cant Stop | Red Hot Chili Peppers | source:amperwave-api
2026-04-16T06:59:55.788684+00:00 | Cant Stop | Red Hot Chili Peppers | source:amperwave-api
2026-04-16T07:00:30.858735+00:00 | Cant Stop | Red Hot Chili Peppers | source:amperwave-api
2026-04-16T07:01:05.941807+00:00 | Cant Stop | Red Hot Chili Peppers | source:amperwave-api
