2026-04-13T00:00:32.776040+00:00 | Show Me How To Live | Audioslave | source:amperwave-api
2026-04-13T05:22:03.496352+00:00 | Comfortably Numb | Pink Floyd | source:amperwave-api
2026-04-13T05:22:38.903217+00:00 | Comfortably Numb | Pink Floyd | source:amperwave-api
2026-04-13T05:23:37.475318+00:00 | Use Somebody | Kings Of Leon | source:amperwave-api
2026-04-13T05:24:12.037090+00:00 | Use Somebody | Kings Of Leon | source:amperwave-api
2026-04-13T05:24:47.685464+00:00 | Use Somebody | Kings Of Leon | source:amperwave-api
2026-04-13T05:25:22.998406+00:00 | Use Somebody | Kings Of Leon | source:amperwave-api
2026-04-13T05:25:57.751507+00:00 | Use Somebody | Kings Of Leon | source:amperwave-api
2026-04-13T05:26:32.573311+00:00 | Use Somebody | Kings Of Leon | source:amperwave-api
2026-04-13T05:27:07.352375+00:00 | Cumbersome | Seven Mary Three | source:amperwave-api
2026-04-13T05:27:42.197719+00:00 | Cumbersome | Seven Mary Three | source:amperwave-api
2026-04-13T05:28:17.956198+00:00 | Cumbersome | Seven Mary Three | source:amperwave-api
2026-04-13T05:28:53.921543+00:00 | Cumbersome | Seven Mary Three | source:amperwave-api
2026-04-13T05:29:29.313647+00:00 | Cumbersome | Seven Mary Three | source:amperwave-api
2026-04-13T05:30:29.671370+00:00 | Cumbersome | Seven Mary Three | source:amperwave-api
2026-04-13T05:31:05.242133+00:00 | Shallow | Magnolia Park | source:amperwave-api
2026-04-13T05:32:03.760863+00:00 | Shallow | Magnolia Park | source:amperwave-api
2026-04-13T05:32:39.412974+00:00 | Shallow | Magnolia Park | source:amperwave-api
2026-04-13T05:33:39.191749+00:00 | Shallow | Magnolia Park | source:amperwave-api
2026-04-13T05:34:15.826145+00:00 | Shallow | Magnolia Park | source:amperwave-api
2026-04-13T05:34:50.852448+00:00 | Flying High Again | Ozzy Osbourne | source:amperwave-api
2026-04-13T05:35:25.687059+00:00 | Flying High Again | Ozzy Osbourne | source:amperwave-api
2026-04-13T05:36:00.769739+00:00 | Flying High Again | Ozzy Osbourne | source:amperwave-api
2026-04-13T05:36:35.364118+00:00 | Flying High Again | Ozzy Osbourne | source:amperwave-api
2026-04-13T05:37:11.607090+00:00 | Flying High Again | Ozzy Osbourne | source:amperwave-api
2026-04-13T05:37:48.568110+00:00 | Flying High Again | Ozzy Osbourne | source:amperwave-api
2026-04-13T05:38:48.638385+00:00 | Flying High Again | Ozzy Osbourne | source:amperwave-api
2026-04-13T05:39:23.359137+00:00 | Flying High Again | Ozzy Osbourne | source:amperwave-api
2026-04-13T05:39:58.365160+00:00 | Name In Blood | Black Label Society | source:amperwave-api
2026-04-13T05:40:33.861396+00:00 | Name In Blood | Black Label Society | source:amperwave-api
2026-04-13T05:41:08.975456+00:00 | Name In Blood | Black Label Society | source:amperwave-api
2026-04-13T05:41:43.753957+00:00 | Name In Blood | Black Label Society | source:amperwave-api
2026-04-13T05:42:18.409100+00:00 | Name In Blood | Black Label Society | source:amperwave-api
2026-04-13T05:42:53.734795+00:00 | Name In Blood | Black Label Society | source:amperwave-api
2026-04-13T05:43:28.664052+00:00 | Name In Blood | Black Label Society | source:amperwave-api
2026-04-13T05:44:03.197870+00:00 | Under The Bridge | Red Hot Chili Peppers | source:amperwave-api
2026-04-13T05:44:38.276797+00:00 | Under The Bridge | Red Hot Chili Peppers | source:amperwave-api
2026-04-13T05:45:13.032099+00:00 | Under The Bridge | Red Hot Chili Peppers | source:amperwave-api
2026-04-13T05:45:48.158815+00:00 | Under The Bridge | Red Hot Chili Peppers | source:amperwave-api
2026-04-13T05:46:33.697557+00:00 | Under The Bridge | Red Hot Chili Peppers | source:amperwave-api
2026-04-13T05:47:08.617817+00:00 | Under The Bridge | Red Hot Chili Peppers | source:amperwave-api
2026-04-13T05:47:43.463766+00:00 | Under The Bridge | Red Hot Chili Peppers | source:amperwave-api
2026-04-13T05:48:39.012831+00:00 | Demonic Depression | Volbeat | source:amperwave-api
2026-04-13T05:49:13.764621+00:00 | Demonic Depression | Volbeat | source:amperwave-api
2026-04-13T05:49:50.412149+00:00 | Demonic Depression | Volbeat | source:amperwave-api
2026-04-13T05:50:25.300045+00:00 | Demonic Depression | Volbeat | source:amperwave-api
2026-04-13T05:50:59.944418+00:00 | Demonic Depression | Volbeat | source:amperwave-api
2026-04-13T05:51:34.741016+00:00 | Demonic Depression | Volbeat | source:amperwave-api
2026-04-13T05:52:09.748054+00:00 | Demonic Depression | Volbeat | source:amperwave-api
2026-04-13T05:52:44.694784+00:00 | Foxey Lady | The Jimi Hendrix Experience | source:amperwave-api
2026-04-13T05:53:38.618816+00:00 | Foxey Lady | The Jimi Hendrix Experience | source:amperwave-api
2026-04-13T05:54:13.298759+00:00 | Foxey Lady | The Jimi Hendrix Experience | source:amperwave-api
2026-04-13T05:54:53.257992+00:00 | Foxey Lady | The Jimi Hendrix Experience | source:amperwave-api
2026-04-13T05:55:28.917871+00:00 | Foxey Lady | The Jimi Hendrix Experience | source:amperwave-api
2026-04-13T05:56:04.220554+00:00 | I Will Not Bow | Breaking Benjamin | source:amperwave-api
2026-04-13T05:56:38.797159+00:00 | I Will Not Bow | Breaking Benjamin | source:amperwave-api
2026-04-13T05:57:14.338205+00:00 | I Will Not Bow | Breaking Benjamin | source:amperwave-api
2026-04-13T05:57:48.998604+00:00 | I Will Not Bow | Breaking Benjamin | source:amperwave-api
2026-04-13T05:58:24.385721+00:00 | I Will Not Bow | Breaking Benjamin | source:amperwave-api
2026-04-13T05:58:59.144010+00:00 | I Will Not Bow | Breaking Benjamin | source:amperwave-api
2026-04-13T05:59:33.852884+00:00 | Cold Hard Bitch | Jet | source:amperwave-api
2026-04-13T06:00:08.993629+00:00 | Cold Hard Bitch | Jet | source:amperwave-api
2026-04-13T06:00:44.082162+00:00 | Cold Hard Bitch | Jet | source:amperwave-api
2026-04-13T06:01:19.087734+00:00 | Cold Hard Bitch | Jet | source:amperwave-api
2026-04-13T06:01:54.357387+00:00 | Cold Hard Bitch | Jet | source:amperwave-api
2026-04-13T06:02:30.943298+00:00 | Cold Hard Bitch | Jet | source:amperwave-api
2026-04-13T06:03:05.724706+00:00 | Cold Hard Bitch | Jet | source:amperwave-api
2026-04-13T06:03:40.369155+00:00 | Inside Out | Eve 6 | source:amperwave-api
2026-04-13T06:04:15.013189+00:00 | Inside Out | Eve 6 | source:amperwave-api
2026-04-13T06:04:50.103456+00:00 | Inside Out | Eve 6 | source:amperwave-api
2026-04-13T06:05:49.703385+00:00 | Inside Out | Eve 6 | source:amperwave-api
2026-04-13T06:06:26.098253+00:00 | Inside Out | Eve 6 | source:amperwave-api
2026-04-13T06:07:02.126818+00:00 | Inside Out | Eve 6 | source:amperwave-api
2026-04-13T06:07:56.693758+00:00 | Zombified | Falling In Reverse | source:amperwave-api
2026-04-13T06:08:31.642960+00:00 | Zombified | Falling In Reverse | source:amperwave-api
2026-04-13T06:09:07.360979+00:00 | Zombified | Falling In Reverse | source:amperwave-api
2026-04-13T06:09:42.479031+00:00 | Zombified | Falling In Reverse | source:amperwave-api
2026-04-13T06:10:41.668451+00:00 | Zombified | Falling In Reverse | source:amperwave-api
2026-04-13T06:11:16.791981+00:00 | Whole Lotta Love | Led Zeppelin | source:amperwave-api
2026-04-13T06:11:51.557364+00:00 | Whole Lotta Love | Led Zeppelin | source:amperwave-api
2026-04-13T06:12:26.634276+00:00 | Whole Lotta Love | Led Zeppelin | source:amperwave-api
2026-04-13T06:13:01.879897+00:00 | Whole Lotta Love | Led Zeppelin | source:amperwave-api
2026-04-13T06:13:36.659888+00:00 | Whole Lotta Love | Led Zeppelin | source:amperwave-api
2026-04-13T06:14:12.377713+00:00 | Whole Lotta Love | Led Zeppelin | source:amperwave-api
2026-04-13T06:14:47.172444+00:00 | Whole Lotta Love | Led Zeppelin | source:amperwave-api
2026-04-13T06:15:22.178288+00:00 | Whole Lotta Love | Led Zeppelin | source:amperwave-api
2026-04-13T06:15:57.995721+00:00 | Whole Lotta Love | Led Zeppelin | source:amperwave-api
2026-04-13T06:16:33.178602+00:00 | Whole Lotta Love | Led Zeppelin | source:amperwave-api
2026-04-13T06:17:28.540551+00:00 | Whole Lotta Love | Led Zeppelin | source:amperwave-api
2026-04-13T06:18:28.471638+00:00 | Whole Lotta Love | Led Zeppelin | source:amperwave-api
2026-04-13T06:19:03.557729+00:00 | I Am Machine | Three Days Grace | source:amperwave-api
2026-04-13T06:19:38.223866+00:00 | I Am Machine | Three Days Grace | source:amperwave-api
2026-04-13T06:20:16.441730+00:00 | I Am Machine | Three Days Grace | source:amperwave-api
2026-04-13T06:20:51.575149+00:00 | I Am Machine | Three Days Grace | source:amperwave-api
2026-04-13T06:21:26.139197+00:00 | I Am Machine | Three Days Grace | source:amperwave-api
2026-04-13T06:22:26.012198+00:00 | Far Behind | Candlebox | source:amperwave-api
2026-04-13T06:23:01.127116+00:00 | Far Behind | Candlebox | source:amperwave-api
2026-04-13T06:23:35.956756+00:00 | Far Behind | Candlebox | source:amperwave-api
2026-04-13T06:24:11.282683+00:00 | Far Behind | Candlebox | source:amperwave-api
2026-04-13T06:25:08.023658+00:00 | Far Behind | Candlebox | source:amperwave-api
2026-04-13T06:25:42.403634+00:00 | Far Behind | Candlebox | source:amperwave-api
2026-04-13T06:26:39.149082+00:00 | Broken Mirror | Architects | source:amperwave-api
2026-04-13T06:27:14.656943+00:00 | Broken Mirror | Architects | source:amperwave-api
2026-04-13T06:27:48.836911+00:00 | Broken Mirror | Architects | source:amperwave-api
2026-04-13T06:28:23.964010+00:00 | Broken Mirror | Architects | source:amperwave-api
2026-04-13T06:28:58.900443+00:00 | Broken Mirror | Architects | source:amperwave-api
2026-04-13T06:29:33.925507+00:00 | Knockin On Heavens Door | Guns N Roses | source:amperwave-api
2026-04-13T06:30:10.618067+00:00 | Knockin On Heavens Door | Guns N Roses | source:amperwave-api
2026-04-13T06:30:45.256527+00:00 | Knockin On Heavens Door | Guns N Roses | source:amperwave-api
2026-04-13T06:31:20.749497+00:00 | Knockin On Heavens Door | Guns N Roses | source:amperwave-api
2026-04-13T06:31:55.886348+00:00 | Knockin On Heavens Door | Guns N Roses | source:amperwave-api
2026-04-13T06:32:30.481170+00:00 | Knockin On Heavens Door | Guns N Roses | source:amperwave-api
2026-04-13T06:33:05.820290+00:00 | Knockin On Heavens Door | Guns N Roses | source:amperwave-api
2026-04-13T06:33:41.246685+00:00 | Knockin On Heavens Door | Guns N Roses | source:amperwave-api
2026-04-13T06:34:30.118025+00:00 | Knockin On Heavens Door | Guns N Roses | source:amperwave-api
2026-04-13T06:35:05.201480+00:00 | Knockin On Heavens Door | Guns N Roses | source:amperwave-api
2026-04-13T06:35:39.760089+00:00 | Knockin On Heavens Door | Guns N Roses | source:amperwave-api
2026-04-13T06:36:33.350138+00:00 | Knockin On Heavens Door | Guns N Roses | source:amperwave-api
2026-04-13T06:37:08.102796+00:00 | Toxicity | System Of A Down | source:amperwave-api
2026-04-13T06:37:45.757337+00:00 | Toxicity | System Of A Down | source:amperwave-api
2026-04-13T06:38:21.033416+00:00 | Toxicity | System Of A Down | source:amperwave-api
2026-04-13T06:39:19.051722+00:00 | Toxicity | System Of A Down | source:amperwave-api
2026-04-13T06:39:55.320609+00:00 | Toxicity | System Of A Down | source:amperwave-api
2026-04-13T06:40:30.393605+00:00 | Toxicity | System Of A Down | source:amperwave-api
2026-04-13T06:41:25.265560+00:00 | Even Flow | Pearl Jam | source:amperwave-api
2026-04-13T06:42:00.003881+00:00 | Even Flow | Pearl Jam | source:amperwave-api
2026-04-13T06:42:34.962091+00:00 | Even Flow | Pearl Jam | source:amperwave-api
2026-04-13T06:43:09.322073+00:00 | Even Flow | Pearl Jam | source:amperwave-api
2026-04-13T06:43:44.229246+00:00 | Even Flow | Pearl Jam | source:amperwave-api
2026-04-13T06:44:19.193636+00:00 | Even Flow | Pearl Jam | source:amperwave-api
2026-04-13T06:44:54.085556+00:00 | Even Flow | Pearl Jam | source:amperwave-api
2026-04-13T06:45:29.145885+00:00 | Even Flow | Pearl Jam | source:amperwave-api
2026-04-13T06:46:04.373956+00:00 | This Land | Des Rocs | source:amperwave-api
2026-04-13T06:46:38.891463+00:00 | This Land | Des Rocs | source:amperwave-api
2026-04-13T06:47:13.815217+00:00 | This Land | Des Rocs | source:amperwave-api
2026-04-13T06:47:49.626212+00:00 | This Land | Des Rocs | source:amperwave-api
2026-04-13T06:48:24.401911+00:00 | This Land | Des Rocs | source:amperwave-api
2026-04-13T06:49:09.941864+00:00 | Bringin On The Heartbreak | Def Leppard | source:amperwave-api
2026-04-13T06:49:45.363394+00:00 | Bringin On The Heartbreak | Def Leppard | source:amperwave-api
2026-04-13T06:50:29.181480+00:00 | Bringin On The Heartbreak | Def Leppard | source:amperwave-api
2026-04-13T06:51:04.494551+00:00 | Bringin On The Heartbreak | Def Leppard | source:amperwave-api
2026-04-13T06:51:39.719323+00:00 | Bringin On The Heartbreak | Def Leppard | source:amperwave-api
2026-04-13T06:52:15.618682+00:00 | Bringin On The Heartbreak | Def Leppard | source:amperwave-api
2026-04-13T06:52:50.453692+00:00 | Bringin On The Heartbreak | Def Leppard | source:amperwave-api
2026-04-13T06:53:25.390185+00:00 | Bringin On The Heartbreak | Def Leppard | source:amperwave-api
2026-04-13T06:54:06.372981+00:00 | Bodies | Drowning Pool | source:amperwave-api
2026-04-13T06:54:41.474098+00:00 | Bodies | Drowning Pool | source:amperwave-api
2026-04-13T06:55:40.310049+00:00 | Bodies | Drowning Pool | source:amperwave-api
2026-04-13T06:56:15.433984+00:00 | Bodies | Drowning Pool | source:amperwave-api
2026-04-13T06:56:49.765697+00:00 | Bodies | Drowning Pool | source:amperwave-api
2026-04-13T06:57:24.787323+00:00 | Drag Me | From Ashes To New | source:amperwave-api
2026-04-13T06:58:00.224721+00:00 | Drag Me | From Ashes To New | source:amperwave-api
2026-04-13T06:58:58.727390+00:00 | Drag Me | From Ashes To New | source:amperwave-api
2026-04-13T06:59:33.640103+00:00 | Drag Me | From Ashes To New | source:amperwave-api
2026-04-13T07:00:09.305153+00:00 | In The End | Linkin Park | source:amperwave-api
2026-04-13T07:00:44.036831+00:00 | In The End | Linkin Park | source:amperwave-api
2026-04-13T07:01:19.291377+00:00 | In The End | Linkin Park | source:amperwave-api
2026-04-13T07:01:53.709487+00:00 | In The End | Linkin Park | source:amperwave-api
2026-04-13T07:02:29.577785+00:00 | In The End | Linkin Park | source:amperwave-api
2026-04-13T07:03:04.739775+00:00 | In The End | Linkin Park | source:amperwave-api
2026-04-13T07:03:39.894102+00:00 | In The End | Linkin Park | source:amperwave-api
2026-04-13T07:04:15.280263+00:00 | Dead And Bloated | Stone Temple Pilots | source:amperwave-api
2026-04-13T07:04:50.485180+00:00 | Dead And Bloated | Stone Temple Pilots | source:amperwave-api
2026-04-13T07:05:25.354642+00:00 | Dead And Bloated | Stone Temple Pilots | source:amperwave-api
2026-04-13T07:06:00.110588+00:00 | Dead And Bloated | Stone Temple Pilots | source:amperwave-api
2026-04-13T07:06:35.030803+00:00 | Dead And Bloated | Stone Temple Pilots | source:amperwave-api
2026-04-13T07:07:29.060032+00:00 | Dead And Bloated | Stone Temple Pilots | source:amperwave-api
2026-04-13T07:08:04.682654+00:00 | Dead And Bloated | Stone Temple Pilots | source:amperwave-api
2026-04-13T07:08:39.477766+00:00 | Dead And Bloated | Stone Temple Pilots | source:amperwave-api
2026-04-13T07:09:15.307173+00:00 | Kerosene | The Warning | source:amperwave-api
2026-04-13T07:09:51.770350+00:00 | Kerosene | The Warning | source:amperwave-api
2026-04-13T07:10:49.298848+00:00 | Kerosene | The Warning | source:amperwave-api
2026-04-13T07:11:27.354278+00:00 | Kerosene | The Warning | source:amperwave-api
2026-04-13T07:12:02.148945+00:00 | Kerosene | The Warning | source:amperwave-api
2026-04-13T07:12:38.636835+00:00 | Rebel Yell | Billy Idol | source:amperwave-api
2026-04-13T07:13:13.493959+00:00 | Rebel Yell | Billy Idol | source:amperwave-api
2026-04-13T07:13:48.483596+00:00 | Rebel Yell | Billy Idol | source:amperwave-api
2026-04-13T07:14:23.847094+00:00 | Rebel Yell | Billy Idol | source:amperwave-api
2026-04-13T07:15:01.783065+00:00 | Rebel Yell | Billy Idol | source:amperwave-api
2026-04-13T07:15:37.124595+00:00 | Rebel Yell | Billy Idol | source:amperwave-api
2026-04-13T07:16:12.237217+00:00 | Rebel Yell | Billy Idol | source:amperwave-api
2026-04-13T07:16:47.727869+00:00 | Rebel Yell | Billy Idol | source:amperwave-api
2026-04-13T07:17:22.406711+00:00 | Rebel Yell | Billy Idol | source:amperwave-api
2026-04-13T07:17:57.710329+00:00 | Rebel Yell | Billy Idol | source:amperwave-api
2026-04-13T07:18:33.126510+00:00 | Rebel Yell | Billy Idol | source:amperwave-api
2026-04-13T07:19:08.106792+00:00 | Rebel Yell | Billy Idol | source:amperwave-api
2026-04-13T07:19:42.922544+00:00 | Rebel Yell | Billy Idol | source:amperwave-api
2026-04-13T07:20:18.317905+00:00 | S.O.S. (Sawed Off Shotgun) | The Glorious Sons | source:amperwave-api
2026-04-13T07:20:53.689020+00:00 | S.O.S. (Sawed Off Shotgun) | The Glorious Sons | source:amperwave-api
2026-04-13T07:21:29.005764+00:00 | S.O.S. (Sawed Off Shotgun) | The Glorious Sons | source:amperwave-api
2026-04-13T07:22:04.113002+00:00 | S.O.S. (Sawed Off Shotgun) | The Glorious Sons | source:amperwave-api
2026-04-13T07:22:39.173973+00:00 | S.O.S. (Sawed Off Shotgun) | The Glorious Sons | source:amperwave-api
2026-04-13T07:23:13.581705+00:00 | S.O.S. (Sawed Off Shotgun) | The Glorious Sons | source:amperwave-api
2026-04-13T07:23:48.733045+00:00 | Got The Life | Korn | source:amperwave-api
2026-04-13T07:24:29.702634+00:00 | Got The Life | Korn | source:amperwave-api
2026-04-13T07:25:04.282462+00:00 | Got The Life | Korn | source:amperwave-api
2026-04-13T07:25:39.331164+00:00 | Got The Life | Korn | source:amperwave-api
2026-04-13T07:26:14.371549+00:00 | Got The Life | Korn | source:amperwave-api
2026-04-13T07:26:49.105567+00:00 | Got The Life | Korn | source:amperwave-api
2026-04-13T07:27:23.803703+00:00 | Twisting The Knife | Ice Nine Kills | source:amperwave-api
2026-04-13T07:28:24.123111+00:00 | Twisting The Knife | Ice Nine Kills | source:amperwave-api
2026-04-13T07:28:58.759396+00:00 | Twisting The Knife | Ice Nine Kills | source:amperwave-api
2026-04-13T07:29:40.414263+00:00 | T.N.T. | Ac/Dc | source:amperwave-api
2026-04-13T07:30:15.917909+00:00 | T.N.T. | Ac/Dc | source:amperwave-api
2026-04-13T07:30:50.580131+00:00 | T.N.T. | Ac/Dc | source:amperwave-api
2026-04-13T07:31:26.345712+00:00 | T.N.T. | Ac/Dc | source:amperwave-api
2026-04-13T07:32:01.587682+00:00 | T.N.T. | Ac/Dc | source:amperwave-api
2026-04-13T07:32:36.462411+00:00 | T.N.T. | Ac/Dc | source:amperwave-api
2026-04-13T07:33:11.414356+00:00 | T.N.T. | Ac/Dc | source:amperwave-api
2026-04-13T07:33:46.047211+00:00 | T.N.T. | Ac/Dc | source:amperwave-api
2026-04-13T07:34:21.129673+00:00 | Gasoline | Story Of The Year | source:amperwave-api
2026-04-13T07:34:55.652391+00:00 | Gasoline | Story Of The Year | source:amperwave-api
2026-04-13T07:35:31.252492+00:00 | Gasoline | Story Of The Year | source:amperwave-api
2026-04-13T07:36:06.359287+00:00 | Gasoline | Story Of The Year | source:amperwave-api
2026-04-13T07:36:41.453986+00:00 | Gasoline | Story Of The Year | source:amperwave-api
2026-04-13T07:37:16.339238+00:00 | Gasoline | Story Of The Year | source:amperwave-api
2026-04-13T07:37:52.292541+00:00 | Nothing Else Matters | Metallica | source:amperwave-api
2026-04-13T07:38:27.678510+00:00 | Nothing Else Matters | Metallica | source:amperwave-api
2026-04-13T07:39:02.556584+00:00 | Nothing Else Matters | Metallica | source:amperwave-api
2026-04-13T07:39:37.729829+00:00 | Nothing Else Matters | Metallica | source:amperwave-api
2026-04-13T07:40:12.999503+00:00 | Nothing Else Matters | Metallica | source:amperwave-api
2026-04-13T07:40:47.557972+00:00 | Nothing Else Matters | Metallica | source:amperwave-api
2026-04-13T07:41:28.068642+00:00 | Nothing Else Matters | Metallica | source:amperwave-api
2026-04-13T07:42:03.353708+00:00 | Nothing Else Matters | Metallica | source:amperwave-api
2026-04-13T07:42:38.024151+00:00 | Nothing Else Matters | Metallica | source:amperwave-api
2026-04-13T07:43:31.844090+00:00 | Nothing Else Matters | Metallica | source:amperwave-api
2026-04-13T07:44:07.433496+00:00 | Profane Prophecy | The Black Crowes | source:amperwave-api
2026-04-13T07:44:42.808765+00:00 | Profane Prophecy | The Black Crowes | source:amperwave-api
2026-04-13T07:45:17.348627+00:00 | Profane Prophecy | The Black Crowes | source:amperwave-api
2026-04-13T07:45:52.245052+00:00 | Profane Prophecy | The Black Crowes | source:amperwave-api
2026-04-13T07:46:49.507054+00:00 | Profane Prophecy | The Black Crowes | source:amperwave-api
2026-04-13T07:47:25.200603+00:00 | Profane Prophecy | The Black Crowes | source:amperwave-api
2026-04-13T07:47:59.962175+00:00 | Mr. Crowley | Ozzy Osbourne | source:amperwave-api
2026-04-13T07:48:34.754196+00:00 | Mr. Crowley | Ozzy Osbourne | source:amperwave-api
2026-04-13T07:49:29.934418+00:00 | Mr. Crowley | Ozzy Osbourne | source:amperwave-api
2026-04-13T07:50:05.637383+00:00 | Mr. Crowley | Ozzy Osbourne | source:amperwave-api
2026-04-13T07:50:41.902933+00:00 | Mr. Crowley | Ozzy Osbourne | source:amperwave-api
2026-04-13T07:51:16.969766+00:00 | Mr. Crowley | Ozzy Osbourne | source:amperwave-api
2026-04-13T07:52:06.099438+00:00 | Mr. Crowley | Ozzy Osbourne | source:amperwave-api
2026-04-13T07:52:55.462491+00:00 | The Devils Bleeding Crown | Volbeat | source:amperwave-api
2026-04-13T07:53:30.721382+00:00 | The Devils Bleeding Crown | Volbeat | source:amperwave-api
2026-04-13T07:54:05.238386+00:00 | The Devils Bleeding Crown | Volbeat | source:amperwave-api
2026-04-13T07:54:40.035159+00:00 | The Devils Bleeding Crown | Volbeat | source:amperwave-api
2026-04-13T07:55:19.654454+00:00 | The Devils Bleeding Crown | Volbeat | source:amperwave-api
2026-04-13T07:55:54.649957+00:00 | The Devils Bleeding Crown | Volbeat | source:amperwave-api
2026-04-13T07:56:29.308444+00:00 | The Devils Bleeding Crown | Volbeat | source:amperwave-api
2026-04-13T07:57:27.376690+00:00 | Go Away | Weezer | source:amperwave-api
2026-04-13T07:58:03.398185+00:00 | Go Away | Weezer | source:amperwave-api
2026-04-13T07:58:38.354885+00:00 | Go Away | Weezer | source:amperwave-api
2026-04-13T07:59:13.721595+00:00 | Go Away | Weezer | source:amperwave-api
2026-04-13T07:59:49.156096+00:00 | Go Away | Weezer | source:amperwave-api
2026-04-13T08:00:42.513272+00:00 | Savior | Rise Against | source:amperwave-api
2026-04-13T08:01:17.294072+00:00 | Savior | Rise Against | source:amperwave-api
2026-04-13T08:02:17.877711+00:00 | Savior | Rise Against | source:amperwave-api
2026-04-13T08:02:54.974476+00:00 | Savior | Rise Against | source:amperwave-api
2026-04-13T08:03:49.270903+00:00 | Savior | Rise Against | source:amperwave-api
2026-04-13T08:04:24.375992+00:00 | Plowed | Sponge | source:amperwave-api
2026-04-13T08:05:20.022044+00:00 | Plowed | Sponge | source:amperwave-api
2026-04-13T08:05:54.820516+00:00 | Plowed | Sponge | source:amperwave-api
2026-04-13T08:06:29.967231+00:00 | Plowed | Sponge | source:amperwave-api
2026-04-13T08:07:04.752425+00:00 | Plowed | Sponge | source:amperwave-api
2026-04-13T08:07:39.526705+00:00 | A Symptom Of Being Human | Shinedown | source:amperwave-api
2026-04-13T08:08:14.682905+00:00 | A Symptom Of Being Human | Shinedown | source:amperwave-api
2026-04-13T08:08:49.962395+00:00 | A Symptom Of Being Human | Shinedown | source:amperwave-api
2026-04-13T08:09:24.315941+00:00 | A Symptom Of Being Human | Shinedown | source:amperwave-api
2026-04-13T08:09:58.927727+00:00 | A Symptom Of Being Human | Shinedown | source:amperwave-api
2026-04-13T08:10:33.784554+00:00 | A Symptom Of Being Human | Shinedown | source:amperwave-api
2026-04-13T08:11:09.411097+00:00 | A Symptom Of Being Human | Shinedown | source:amperwave-api
2026-04-13T08:11:44.694924+00:00 | Nothin But A Good Time | Poison | source:amperwave-api
2026-04-13T08:12:19.846540+00:00 | Nothin But A Good Time | Poison | source:amperwave-api
2026-04-13T08:12:55.639924+00:00 | Nothin But A Good Time | Poison | source:amperwave-api
2026-04-13T08:13:30.782621+00:00 | Nothin But A Good Time | Poison | source:amperwave-api
2026-04-13T08:14:05.896847+00:00 | Nothin But A Good Time | Poison | source:amperwave-api
2026-04-13T08:15:03.624067+00:00 | Nothin But A Good Time | Poison | source:amperwave-api
2026-04-13T08:15:38.967588+00:00 | Nothin But A Good Time | Poison | source:amperwave-api
2026-04-13T08:16:32.912955+00:00 | Nothin But A Good Time | Poison | source:amperwave-api
2026-04-13T08:17:13.862120+00:00 | Nothin But A Good Time | Poison | source:amperwave-api
2026-04-13T08:17:48.901457+00:00 | Nothin But A Good Time | Poison | source:amperwave-api
2026-04-13T08:18:26.278331+00:00 | Bad Company | Five Finger Death Punch | source:amperwave-api
2026-04-13T08:19:01.306066+00:00 | Bad Company | Five Finger Death Punch | source:amperwave-api
2026-04-13T08:20:00.320855+00:00 | Bad Company | Five Finger Death Punch | source:amperwave-api
2026-04-13T08:20:34.792450+00:00 | Bad Company | Five Finger Death Punch | source:amperwave-api
2026-04-13T08:21:09.718602+00:00 | Bad Company | Five Finger Death Punch | source:amperwave-api
2026-04-13T08:21:45.516593+00:00 | Bad Company | Five Finger Death Punch | source:amperwave-api
2026-04-13T08:22:20.106819+00:00 | Them Bones | Alice In Chains | source:amperwave-api
2026-04-13T08:22:54.753927+00:00 | Them Bones | Alice In Chains | source:amperwave-api
2026-04-13T08:23:29.588458+00:00 | Them Bones | Alice In Chains | source:amperwave-api
2026-04-13T08:24:04.488507+00:00 | Them Bones | Alice In Chains | source:amperwave-api
2026-04-13T08:24:39.918170+00:00 | Them Bones | Alice In Chains | source:amperwave-api
2026-04-13T08:25:14.720229+00:00 | Like A Woman Can | Halestorm | source:amperwave-api
2026-04-13T08:25:49.682909+00:00 | Like A Woman Can | Halestorm | source:amperwave-api
2026-04-13T08:26:24.610942+00:00 | Like A Woman Can | Halestorm | source:amperwave-api
2026-04-13T08:26:59.228765+00:00 | Like A Woman Can | Halestorm | source:amperwave-api
2026-04-13T08:27:34.105939+00:00 | Like A Woman Can | Halestorm | source:amperwave-api
2026-04-13T08:28:08.916238+00:00 | Like A Woman Can | Halestorm | source:amperwave-api
2026-04-13T08:28:44.134760+00:00 | Panama | Van Halen | source:amperwave-api
2026-04-13T08:29:28.826407+00:00 | Panama | Van Halen | source:amperwave-api
2026-04-13T08:30:03.873044+00:00 | Panama | Van Halen | source:amperwave-api
2026-04-13T08:30:38.953991+00:00 | Panama | Van Halen | source:amperwave-api
2026-04-13T08:31:15.209199+00:00 | Panama | Van Halen | source:amperwave-api
2026-04-13T08:31:50.294414+00:00 | Panama | Van Halen | source:amperwave-api
2026-04-13T08:32:49.096178+00:00 | Panama | Van Halen | source:amperwave-api
2026-04-13T08:33:25.796604+00:00 | When Im Gone | 3 Doors Down | source:amperwave-api
2026-04-13T08:34:22.486689+00:00 | When Im Gone | 3 Doors Down | source:amperwave-api
2026-04-13T08:34:57.042027+00:00 | When Im Gone | 3 Doors Down | source:amperwave-api
2026-04-13T08:35:53.577497+00:00 | When Im Gone | 3 Doors Down | source:amperwave-api
