2026-04-17T00:00:37.520429+00:00 | Kashmir | Led Zeppelin | source:amperwave-api
2026-04-17T05:45:25.917520+00:00 | Stairway To Heaven | Led Zeppelin | source:amperwave-api
2026-04-17T05:46:06.331977+00:00 | Stairway To Heaven | Led Zeppelin | source:amperwave-api
2026-04-17T05:46:47.488375+00:00 | Stairway To Heaven | Led Zeppelin | source:amperwave-api
2026-04-17T05:48:22.192203+00:00 | Cold Hard Bitch | Jet | source:amperwave-api
2026-04-17T05:49:10.998493+00:00 | Cold Hard Bitch | Jet | source:amperwave-api
2026-04-17T05:49:52.396804+00:00 | Cold Hard Bitch | Jet | source:amperwave-api
2026-04-17T05:50:42.134502+00:00 | Cold Hard Bitch | Jet | source:amperwave-api
2026-04-17T05:51:22.578197+00:00 | Cold Hard Bitch | Jet | source:amperwave-api
2026-04-17T05:52:05.584600+00:00 | Like A Woman Can | Halestorm | source:amperwave-api
2026-04-17T05:52:44.286689+00:00 | Like A Woman Can | Halestorm | source:amperwave-api
2026-04-17T05:53:26.396254+00:00 | Like A Woman Can | Halestorm | source:amperwave-api
2026-04-17T05:54:08.958714+00:00 | Like A Woman Can | Halestorm | source:amperwave-api
2026-04-17T05:54:51.665554+00:00 | Like A Woman Can | Halestorm | source:amperwave-api
2026-04-17T05:55:34.429615+00:00 | Like A Woman Can | Halestorm | source:amperwave-api
2026-04-17T05:56:15.333543+00:00 | Pardon Me | Incubus | source:amperwave-api
2026-04-17T05:56:55.096491+00:00 | Pardon Me | Incubus | source:amperwave-api
2026-04-17T05:57:33.914017+00:00 | Pardon Me | Incubus | source:amperwave-api
2026-04-17T05:58:13.948772+00:00 | Pardon Me | Incubus | source:amperwave-api
2026-04-17T05:58:54.685524+00:00 | Pardon Me | Incubus | source:amperwave-api
2026-04-17T05:59:35.811909+00:00 | Crazy Bitch | Buckcherry | source:amperwave-api
2026-04-17T06:00:51.646194+00:00 | Crazy Bitch | Buckcherry | source:amperwave-api
2026-04-17T06:01:55.681249+00:00 | Crazy Bitch | Buckcherry | source:amperwave-api
2026-04-17T06:02:40.113155+00:00 | Sabotage | Beastie Boys | source:amperwave-api
2026-04-17T06:03:21.260577+00:00 | Sabotage | Beastie Boys | source:amperwave-api
2026-04-17T06:04:05.442512+00:00 | Sabotage | Beastie Boys | source:amperwave-api
2026-04-17T06:04:47.880642+00:00 | Sabotage | Beastie Boys | source:amperwave-api
2026-04-17T06:05:28.733985+00:00 | Sabotage | Beastie Boys | source:amperwave-api
2026-04-17T06:06:12.101852+00:00 | Under You | Foo Fighters | source:amperwave-api
2026-04-17T06:06:55.003513+00:00 | Under You | Foo Fighters | source:amperwave-api
2026-04-17T06:07:35.916704+00:00 | Under You | Foo Fighters | source:amperwave-api
2026-04-17T06:08:16.514177+00:00 | Under You | Foo Fighters | source:amperwave-api
2026-04-17T06:08:58.191274+00:00 | Under You | Foo Fighters | source:amperwave-api
2026-04-17T06:09:36.511429+00:00 | Round And Round | Ratt | source:amperwave-api
2026-04-17T06:10:18.642332+00:00 | Round And Round | Ratt | source:amperwave-api
2026-04-17T06:11:00.725229+00:00 | Round And Round | Ratt | source:amperwave-api
2026-04-17T06:11:48.164396+00:00 | Round And Round | Ratt | source:amperwave-api
2026-04-17T06:12:29.974871+00:00 | Round And Round | Ratt | source:amperwave-api
2026-04-17T06:13:11.177590+00:00 | Round And Round | Ratt | source:amperwave-api
2026-04-17T06:15:22.084807+00:00 | Round And Round | Ratt | source:amperwave-api
2026-04-17T06:16:00.345026+00:00 | Mudshovel | Staind | source:amperwave-api
2026-04-17T06:16:40.289255+00:00 | Mudshovel | Staind | source:amperwave-api
2026-04-17T06:17:18.891195+00:00 | Mudshovel | Staind | source:amperwave-api
2026-04-17T06:17:59.157557+00:00 | Mudshovel | Staind | source:amperwave-api
2026-04-17T06:19:07.544132+00:00 | Mudshovel | Staind | source:amperwave-api
2026-04-17T06:19:48.402418+00:00 | Mudshovel | Staind | source:amperwave-api
2026-04-17T06:20:31.305012+00:00 | Mudshovel | Staind | source:amperwave-api
2026-04-17T06:21:12.646289+00:00 | Machinehead | Bush | source:amperwave-api
2026-04-17T06:21:55.581003+00:00 | Machinehead | Bush | source:amperwave-api
2026-04-17T06:23:04.292126+00:00 | Machinehead | Bush | source:amperwave-api
2026-04-17T06:23:59.292269+00:00 | Machinehead | Bush | source:amperwave-api
2026-04-17T06:24:38.666581+00:00 | Machinehead | Bush | source:amperwave-api
2026-04-17T06:25:23.020874+00:00 | Broken Mirror | Architects | source:amperwave-api
2026-04-17T06:27:43.728186+00:00 | Broken Mirror | Architects | source:amperwave-api
2026-04-17T06:28:24.855517+00:00 | Hells Bells | Ac/Dc | source:amperwave-api
2026-04-17T06:29:03.868718+00:00 | Hells Bells | Ac/Dc | source:amperwave-api
2026-04-17T06:29:43.153929+00:00 | Hells Bells | Ac/Dc | source:amperwave-api
2026-04-17T06:31:17.949564+00:00 | Hells Bells | Ac/Dc | source:amperwave-api
2026-04-17T06:32:04.277377+00:00 | Hells Bells | Ac/Dc | source:amperwave-api
2026-04-17T06:32:48.685634+00:00 | Hells Bells | Ac/Dc | source:amperwave-api
2026-04-17T06:33:30.288607+00:00 | Hells Bells | Ac/Dc | source:amperwave-api
2026-04-17T06:34:11.174828+00:00 | Hells Bells | Ac/Dc | source:amperwave-api
2026-04-17T06:34:50.895566+00:00 | Hells Bells | Ac/Dc | source:amperwave-api
2026-04-17T06:35:33.189465+00:00 | Hells Bells | Ac/Dc | source:amperwave-api
2026-04-17T06:36:14.211315+00:00 | No One Knows | Queens Of The Stone Age | source:amperwave-api
2026-04-17T06:36:56.130253+00:00 | No One Knows | Queens Of The Stone Age | source:amperwave-api
2026-04-17T06:37:36.878120+00:00 | No One Knows | Queens Of The Stone Age | source:amperwave-api
2026-04-17T06:38:15.925064+00:00 | No One Knows | Queens Of The Stone Age | source:amperwave-api
2026-04-17T06:38:58.465827+00:00 | No One Knows | Queens Of The Stone Age | source:amperwave-api
2026-04-17T06:39:39.298340+00:00 | No One Knows | Queens Of The Stone Age | source:amperwave-api
2026-04-17T06:40:19.914322+00:00 | Come As You Are | Nirvana | source:amperwave-api
2026-04-17T06:41:00.459558+00:00 | Come As You Are | Nirvana | source:amperwave-api
2026-04-17T06:41:41.084985+00:00 | Come As You Are | Nirvana | source:amperwave-api
2026-04-17T06:42:23.024447+00:00 | Come As You Are | Nirvana | source:amperwave-api
2026-04-17T06:43:01.976508+00:00 | Come As You Are | Nirvana | source:amperwave-api
2026-04-17T06:44:38.801335+00:00 | Safe And Sound | Shinedown | source:amperwave-api
2026-04-17T06:45:26.557874+00:00 | Safe And Sound | Shinedown | source:amperwave-api
2026-04-17T06:46:11.337732+00:00 | Safe And Sound | Shinedown | source:amperwave-api
2026-04-17T06:46:51.199468+00:00 | Safe And Sound | Shinedown | source:amperwave-api
2026-04-17T06:47:41.302192+00:00 | Jump | Van Halen | source:amperwave-api
2026-04-17T06:48:22.727725+00:00 | Jump | Van Halen | source:amperwave-api
2026-04-17T06:49:10.065829+00:00 | Jump | Van Halen | source:amperwave-api
2026-04-17T06:49:52.615385+00:00 | Jump | Van Halen | source:amperwave-api
2026-04-17T06:50:34.159510+00:00 | Jump | Van Halen | source:amperwave-api
2026-04-17T06:51:18.274564+00:00 | How You Remind Me | Nickelback | source:amperwave-api
2026-04-17T06:51:58.367256+00:00 | How You Remind Me | Nickelback | source:amperwave-api
2026-04-17T06:52:42.720207+00:00 | How You Remind Me | Nickelback | source:amperwave-api
2026-04-17T06:53:23.771140+00:00 | How You Remind Me | Nickelback | source:amperwave-api
2026-04-17T06:54:06.106352+00:00 | How You Remind Me | Nickelback | source:amperwave-api
2026-04-17T06:54:48.438813+00:00 | Break Me Down | Tim Montana | source:amperwave-api
2026-04-17T06:55:31.250132+00:00 | Break Me Down | Tim Montana | source:amperwave-api
2026-04-17T06:56:12.177827+00:00 | Break Me Down | Tim Montana | source:amperwave-api
2026-04-17T06:56:50.137133+00:00 | Break Me Down | Tim Montana | source:amperwave-api
2026-04-17T06:57:56.193333+00:00 | Break Me Down | Tim Montana | source:amperwave-api
2026-04-17T06:58:45.822058+00:00 | Basket Case | Green Day | source:amperwave-api
2026-04-17T06:59:26.983615+00:00 | Basket Case | Green Day | source:amperwave-api
2026-04-17T07:00:07.354841+00:00 | Basket Case | Green Day | source:amperwave-api
2026-04-17T07:00:47.566653+00:00 | Basket Case | Green Day | source:amperwave-api
2026-04-17T07:02:02.637987+00:00 | A Little Bit Off | Five Finger Death Punch | source:amperwave-api
2026-04-17T07:03:02.161135+00:00 | A Little Bit Off | Five Finger Death Punch | source:amperwave-api
2026-04-17T07:03:42.572946+00:00 | A Little Bit Off | Five Finger Death Punch | source:amperwave-api
2026-04-17T07:04:24.003819+00:00 | Tomorrow | Silverchair | source:amperwave-api
2026-04-17T07:05:03.199240+00:00 | Tomorrow | Silverchair | source:amperwave-api
2026-04-17T07:06:07.348924+00:00 | Tomorrow | Silverchair | source:amperwave-api
2026-04-17T07:06:55.994563+00:00 | Tomorrow | Silverchair | source:amperwave-api
2026-04-17T07:07:36.486967+00:00 | Tomorrow | Silverchair | source:amperwave-api
2026-04-17T07:08:17.664971+00:00 | Tomorrow | Silverchair | source:amperwave-api
2026-04-17T07:08:59.021685+00:00 | Kerosene | The Warning | source:amperwave-api
2026-04-17T07:10:09.970103+00:00 | Kerosene | The Warning | source:amperwave-api
2026-04-17T07:11:03.840798+00:00 | Kerosene | The Warning | source:amperwave-api
2026-04-17T07:11:47.733090+00:00 | Kerosene | The Warning | source:amperwave-api
2026-04-17T07:12:32.001516+00:00 | Mama, Im Coming Home | Ozzy Osbourne | source:amperwave-api
2026-04-17T07:13:14.626709+00:00 | Mama, Im Coming Home | Ozzy Osbourne | source:amperwave-api
2026-04-17T07:14:51.625371+00:00 | Mama, Im Coming Home | Ozzy Osbourne | source:amperwave-api
2026-04-17T07:15:30.268875+00:00 | Mama, Im Coming Home | Ozzy Osbourne | source:amperwave-api
2026-04-17T07:16:10.625117+00:00 | Mama, Im Coming Home | Ozzy Osbourne | source:amperwave-api
2026-04-17T07:16:53.105510+00:00 | Mama, Im Coming Home | Ozzy Osbourne | source:amperwave-api
2026-04-17T07:17:36.005918+00:00 | Mama, Im Coming Home | Ozzy Osbourne | source:amperwave-api
2026-04-17T07:18:15.357641+00:00 | Mama, Im Coming Home | Ozzy Osbourne | source:amperwave-api
2026-04-17T07:18:57.513684+00:00 | Boom | P.O.D. | source:amperwave-api
2026-04-17T07:19:38.358457+00:00 | Boom | P.O.D. | source:amperwave-api
2026-04-17T07:20:27.363611+00:00 | Boom | P.O.D. | source:amperwave-api
2026-04-17T07:21:09.201664+00:00 | Boom | P.O.D. | source:amperwave-api
2026-04-17T07:21:49.716896+00:00 | Turn The Page | Metallica | source:amperwave-api
2026-04-17T07:22:28.994109+00:00 | Turn The Page | Metallica | source:amperwave-api
2026-04-17T07:23:11.273696+00:00 | Turn The Page | Metallica | source:amperwave-api
2026-04-17T07:23:50.082730+00:00 | Turn The Page | Metallica | source:amperwave-api
2026-04-17T07:24:28.149800+00:00 | Turn The Page | Metallica | source:amperwave-api
2026-04-17T07:25:10.685627+00:00 | Turn The Page | Metallica | source:amperwave-api
2026-04-17T07:25:52.118788+00:00 | Turn The Page | Metallica | source:amperwave-api
2026-04-17T07:26:36.557582+00:00 | Turn The Page | Metallica | source:amperwave-api
2026-04-17T07:27:49.814087+00:00 | Drag Me | From Ashes To New | source:amperwave-api
2026-04-17T07:28:37.738881+00:00 | Drag Me | From Ashes To New | source:amperwave-api
2026-04-17T07:29:18.455468+00:00 | Drag Me | From Ashes To New | source:amperwave-api
2026-04-17T07:29:59.489910+00:00 | Drag Me | From Ashes To New | source:amperwave-api
2026-04-17T07:30:43.064855+00:00 | Sweet Emotion | Aerosmith | source:amperwave-api
2026-04-17T07:31:25.878738+00:00 | Sweet Emotion | Aerosmith | source:amperwave-api
2026-04-17T07:32:07.390185+00:00 | Sweet Emotion | Aerosmith | source:amperwave-api
2026-04-17T07:32:48.371692+00:00 | Sweet Emotion | Aerosmith | source:amperwave-api
2026-04-17T07:33:27.727873+00:00 | Sweet Emotion | Aerosmith | source:amperwave-api
2026-04-17T07:34:10.247735+00:00 | Sweet Emotion | Aerosmith | source:amperwave-api
2026-04-17T07:34:52.253616+00:00 | Sweet Emotion | Aerosmith | source:amperwave-api
2026-04-17T07:35:33.966882+00:00 | Sweet Emotion | Aerosmith | source:amperwave-api
2026-04-17T07:36:14.399838+00:00 | When I Wake Up | The Pretty Reckless | source:amperwave-api
2026-04-17T07:36:59.855992+00:00 | When I Wake Up | The Pretty Reckless | source:amperwave-api
2026-04-17T07:37:39.529361+00:00 | When I Wake Up | The Pretty Reckless | source:amperwave-api
2026-04-17T07:38:21.097099+00:00 | When I Wake Up | The Pretty Reckless | source:amperwave-api
2026-04-17T07:39:01.295292+00:00 | When I Wake Up | The Pretty Reckless | source:amperwave-api
2026-04-17T07:39:41.901127+00:00 | Daughter | Pearl Jam | source:amperwave-api
2026-04-17T07:40:22.576359+00:00 | Daughter | Pearl Jam | source:amperwave-api
2026-04-17T07:42:30.856114+00:00 | Daughter | Pearl Jam | source:amperwave-api
2026-04-17T07:43:09.761946+00:00 | Demonic Depression | Volbeat | source:amperwave-api
2026-04-17T07:43:51.256898+00:00 | Demonic Depression | Volbeat | source:amperwave-api
2026-04-17T07:46:02.958539+00:00 | Demonic Depression | Volbeat | source:amperwave-api
2026-04-17T07:46:41.960884+00:00 | She Talks To Angels | The Black Crowes | source:amperwave-api
2026-04-17T07:47:22.047488+00:00 | She Talks To Angels | The Black Crowes | source:amperwave-api
2026-04-17T07:48:03.287870+00:00 | She Talks To Angels | The Black Crowes | source:amperwave-api
2026-04-17T07:49:32.195043+00:00 | She Talks To Angels | The Black Crowes | source:amperwave-api
2026-04-17T07:50:17.984659+00:00 | She Talks To Angels | The Black Crowes | source:amperwave-api
2026-04-17T07:50:59.536853+00:00 | She Talks To Angels | The Black Crowes | source:amperwave-api
2026-04-17T07:53:10.415331+00:00 | Chop Suey! | System Of A Down | source:amperwave-api
2026-04-17T07:53:50.012349+00:00 | Chop Suey! | System Of A Down | source:amperwave-api
2026-04-17T07:54:33.811762+00:00 | Chop Suey! | System Of A Down | source:amperwave-api
2026-04-17T07:55:49.707499+00:00 | When Legends Rise (Live) | Godsmack | source:amperwave-api
2026-04-17T07:56:42.686864+00:00 | When Legends Rise (Live) | Godsmack | source:amperwave-api
2026-04-17T07:57:21.337568+00:00 | When Legends Rise (Live) | Godsmack | source:amperwave-api
2026-04-17T07:58:04.040613+00:00 | When Legends Rise (Live) | Godsmack | source:amperwave-api
2026-04-17T07:58:41.969653+00:00 | When Legends Rise (Live) | Godsmack | source:amperwave-api
2026-04-17T07:59:20.416765+00:00 | When Legends Rise (Live) | Godsmack | source:amperwave-api
2026-04-17T08:00:03.005080+00:00 | I Will Not Bow | Breaking Benjamin | source:amperwave-api
2026-04-17T08:00:43.459194+00:00 | I Will Not Bow | Breaking Benjamin | source:amperwave-api
2026-04-17T08:01:23.328204+00:00 | I Will Not Bow | Breaking Benjamin | source:amperwave-api
2026-04-17T08:02:06.351517+00:00 | I Will Not Bow | Breaking Benjamin | source:amperwave-api
2026-04-17T08:02:48.605756+00:00 | I Will Not Bow | Breaking Benjamin | source:amperwave-api
2026-04-17T08:03:28.228943+00:00 | I Will Not Bow | Breaking Benjamin | source:amperwave-api
2026-04-17T08:04:06.763950+00:00 | Rusty Cage | Soundgarden | source:amperwave-api
2026-04-17T08:04:45.056838+00:00 | Rusty Cage | Soundgarden | source:amperwave-api
2026-04-17T08:05:26.880092+00:00 | Rusty Cage | Soundgarden | source:amperwave-api
2026-04-17T08:06:06.350117+00:00 | Rusty Cage | Soundgarden | source:amperwave-api
2026-04-17T08:06:49.168818+00:00 | Rusty Cage | Soundgarden | source:amperwave-api
2026-04-17T08:07:34.334201+00:00 | Rusty Cage | Soundgarden | source:amperwave-api
2026-04-17T08:08:46.244893+00:00 | The Spell | Mammoth | source:amperwave-api
2026-04-17T08:09:38.588748+00:00 | The Spell | Mammoth | source:amperwave-api
2026-04-17T08:10:18.651539+00:00 | The Spell | Mammoth | source:amperwave-api
2026-04-17T08:10:59.692869+00:00 | The Spell | Mammoth | source:amperwave-api
2026-04-17T08:11:41.366693+00:00 | The Spell | Mammoth | source:amperwave-api
2026-04-17T08:12:22.926775+00:00 | Sweet Child O Mine | Guns N Roses | source:amperwave-api
2026-04-17T08:13:04.639631+00:00 | Sweet Child O Mine | Guns N Roses | source:amperwave-api
2026-04-17T08:13:44.798945+00:00 | Sweet Child O Mine | Guns N Roses | source:amperwave-api
2026-04-17T08:14:25.823403+00:00 | Sweet Child O Mine | Guns N Roses | source:amperwave-api
2026-04-17T08:15:08.994856+00:00 | Sweet Child O Mine | Guns N Roses | source:amperwave-api
2026-04-17T08:15:50.926706+00:00 | Sweet Child O Mine | Guns N Roses | source:amperwave-api
2026-04-17T08:16:30.000351+00:00 | Sweet Child O Mine | Guns N Roses | source:amperwave-api
2026-04-17T08:17:11.333726+00:00 | Sweet Child O Mine | Guns N Roses | source:amperwave-api
2026-04-17T08:17:52.502942+00:00 | Sweet Child O Mine | Guns N Roses | source:amperwave-api
2026-04-17T08:18:33.039173+00:00 | Sweet Child O Mine | Guns N Roses | source:amperwave-api
2026-04-17T08:19:15.146658+00:00 | Sweet Child O Mine | Guns N Roses | source:amperwave-api
2026-04-17T08:20:00.866072+00:00 | Nice To Know You | Incubus | source:amperwave-api
2026-04-17T08:20:43.179381+00:00 | Nice To Know You | Incubus | source:amperwave-api
2026-04-17T08:22:06.231797+00:00 | Nice To Know You | Incubus | source:amperwave-api
2026-04-17T08:22:52.856042+00:00 | Nice To Know You | Incubus | source:amperwave-api
2026-04-17T08:23:30.566172+00:00 | Nice To Know You | Incubus | source:amperwave-api
2026-04-17T08:24:13.342656+00:00 | Nice To Know You | Incubus | source:amperwave-api
2026-04-17T08:24:52.717059+00:00 | Everlong | Foo Fighters | source:amperwave-api
2026-04-17T08:25:53.728358+00:00 | Everlong | Foo Fighters | source:amperwave-api
2026-04-17T08:26:40.311016+00:00 | Everlong | Foo Fighters | source:amperwave-api
2026-04-17T08:27:23.793150+00:00 | Everlong | Foo Fighters | source:amperwave-api
2026-04-17T08:28:04.993648+00:00 | Everlong | Foo Fighters | source:amperwave-api
2026-04-17T08:28:46.328434+00:00 | Everlong | Foo Fighters | source:amperwave-api
2026-04-17T08:29:54.711727+00:00 | Shallow | Magnolia Park | source:amperwave-api
2026-04-17T08:30:40.418697+00:00 | Shallow | Magnolia Park | source:amperwave-api
2026-04-17T08:31:24.707071+00:00 | Shallow | Magnolia Park | source:amperwave-api
2026-04-17T08:32:05.794964+00:00 | Shallow | Magnolia Park | source:amperwave-api
2026-04-17T08:32:47.799661+00:00 | Eruption/You Really Got Me | Van Halen | source:amperwave-api
2026-04-17T08:34:16.759141+00:00 | Eruption/You Really Got Me | Van Halen | source:amperwave-api
2026-04-17T08:34:58.147388+00:00 | Eruption/You Really Got Me | Van Halen | source:amperwave-api
2026-04-17T08:35:40.043853+00:00 | Eruption/You Really Got Me | Van Halen | source:amperwave-api
2026-04-17T08:36:20.179629+00:00 | Eruption/You Really Got Me | Van Halen | source:amperwave-api
2026-04-17T08:37:14.544755+00:00 | Eruption/You Really Got Me | Van Halen | source:amperwave-api
2026-04-17T08:37:58.808524+00:00 | Eruption/You Really Got Me | Van Halen | source:amperwave-api
2026-04-17T08:38:39.136539+00:00 | Eruption/You Really Got Me | Van Halen | source:amperwave-api
2026-04-17T08:39:23.390432+00:00 | Boulevard Of Broken Dreams | Green Day | source:amperwave-api
2026-04-17T08:40:02.582900+00:00 | Boulevard Of Broken Dreams | Green Day | source:amperwave-api
2026-04-17T08:40:43.345092+00:00 | Boulevard Of Broken Dreams | Green Day | source:amperwave-api
2026-04-17T08:41:25.173570+00:00 | Boulevard Of Broken Dreams | Green Day | source:amperwave-api
2026-04-17T08:42:04.695416+00:00 | Boulevard Of Broken Dreams | Green Day | source:amperwave-api
2026-04-17T08:42:46.556266+00:00 | Boulevard Of Broken Dreams | Green Day | source:amperwave-api
2026-04-17T08:43:26.608801+00:00 | Boulevard Of Broken Dreams | Green Day | source:amperwave-api
2026-04-17T08:44:07.310103+00:00 | Say It Aint So | Weezer | source:amperwave-api
2026-04-17T08:44:47.181696+00:00 | Say It Aint So | Weezer | source:amperwave-api
2026-04-17T08:45:26.572750+00:00 | Say It Aint So | Weezer | source:amperwave-api
2026-04-17T08:46:05.692434+00:00 | Say It Aint So | Weezer | source:amperwave-api
2026-04-17T08:46:47.722376+00:00 | Say It Aint So | Weezer | source:amperwave-api
2026-04-17T08:47:27.797506+00:00 | Say It Aint So | Weezer | source:amperwave-api
2026-04-17T08:48:06.889094+00:00 | This Land | Des Rocs | source:amperwave-api
2026-04-17T08:48:49.061367+00:00 | This Land | Des Rocs | source:amperwave-api
2026-04-17T08:49:30.919109+00:00 | This Land | Des Rocs | source:amperwave-api
2026-04-17T08:50:39.027531+00:00 | This Land | Des Rocs | source:amperwave-api
2026-04-17T08:51:34.979142+00:00 | The Spirit Of Radio | Rush | source:amperwave-api
2026-04-17T08:52:16.110731+00:00 | The Spirit Of Radio | Rush | source:amperwave-api
2026-04-17T08:52:58.438488+00:00 | The Spirit Of Radio | Rush | source:amperwave-api
2026-04-17T08:53:38.226681+00:00 | The Spirit Of Radio | Rush | source:amperwave-api
2026-04-17T08:54:18.080709+00:00 | The Spirit Of Radio | Rush | source:amperwave-api
2026-04-17T08:54:56.243840+00:00 | The Spirit Of Radio | Rush | source:amperwave-api
2026-04-17T08:55:38.120863+00:00 | The Spirit Of Radio | Rush | source:amperwave-api
2026-04-17T08:56:19.525082+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T08:57:01.880342+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T08:57:44.901815+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T08:58:24.983107+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T08:59:06.421188+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T08:59:46.809084+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:00:28.619815+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:01:08.468961+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:01:49.634335+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:02:31.776608+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:03:10.537289+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:04:38.332944+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:05:20.426555+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:06:00.489896+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:06:42.090521+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:07:59.568006+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:08:41.010890+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:09:21.049960+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:10:01.862017+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:11:10.625067+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:12:05.555543+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:12:46.895043+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:13:25.468913+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:15:29.941115+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:16:07.694393+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:16:51.313812+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:19:02.322698+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:19:43.608564+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:20:24.053540+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:21:11.035905+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:21:53.787967+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:22:36.441344+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:23:17.655226+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:23:58.680545+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:24:42.229608+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:25:22.178927+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:26:02.505646+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:26:43.074917+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:27:22.319098+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:28:02.710128+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:28:40.512200+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:29:22.308025+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:30:02.184773+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:31:41.249957+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:32:22.433660+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:33:03.069452+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:33:45.130697+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:34:28.741876+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:35:10.364312+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:35:51.927646+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:36:33.373853+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:37:14.576206+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:37:56.219221+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:38:36.618889+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:39:16.531423+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:39:56.148084+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:40:37.260312+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:41:17.964820+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:41:58.282811+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:42:40.044505+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:43:18.564884+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:43:59.427136+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:44:52.533771+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T09:45:44.244468+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
