2026-04-14T00:04:55.663063+00:00 | I Love It | Icona Pop Feat. Charli Xcx | source:amperwave-api
2026-04-14T05:33:57.242142+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T05:34:36.080499+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T05:35:12.080380+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T05:36:07.498805+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T05:36:42.406589+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T05:37:23.371130+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T05:37:58.575600+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T05:38:54.812479+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T05:39:31.138455+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T05:40:25.731873+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T05:41:00.695712+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T05:41:35.526610+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T05:42:12.618914+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T05:42:49.586219+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T05:43:25.085132+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T05:44:00.463692+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T05:44:35.484250+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T05:45:10.310380+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T05:45:46.104686+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T05:46:20.895543+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T05:46:55.936600+00:00 | Dont Start Now | Dua Lipa | source:amperwave-api
2026-04-14T05:47:32.096681+00:00 | Dont Start Now | Dua Lipa | source:amperwave-api
2026-04-14T05:48:07.193553+00:00 | Dont Start Now | Dua Lipa | source:amperwave-api
2026-04-14T05:49:03.244405+00:00 | Dont Start Now | Dua Lipa | source:amperwave-api
2026-04-14T05:49:44.640995+00:00 | Ice Cold Lakes | The Fray | source:amperwave-api
2026-04-14T05:50:46.234852+00:00 | Ice Cold Lakes | The Fray | source:amperwave-api
2026-04-14T05:51:21.474688+00:00 | Ice Cold Lakes | The Fray | source:amperwave-api
2026-04-14T05:52:17.398057+00:00 | Ice Cold Lakes | The Fray | source:amperwave-api
2026-04-14T05:52:58.811227+00:00 | Creepin | Metro Boomin Ft. The Weekend | source:amperwave-api
2026-04-14T05:53:50.930450+00:00 | Creepin | Metro Boomin Ft. The Weekend | source:amperwave-api
2026-04-14T05:54:25.717776+00:00 | Creepin | Metro Boomin Ft. The Weekend | source:amperwave-api
2026-04-14T05:55:24.075233+00:00 | Creepin | Metro Boomin Ft. The Weekend | source:amperwave-api
2026-04-14T05:55:59.269732+00:00 | Creepin | Metro Boomin Ft. The Weekend | source:amperwave-api
2026-04-14T05:56:34.565506+00:00 | Just Like Fire | Pink | source:amperwave-api
2026-04-14T05:57:14.749902+00:00 | Just Like Fire | Pink | source:amperwave-api
2026-04-14T05:57:50.005464+00:00 | Just Like Fire | Pink | source:amperwave-api
2026-04-14T05:58:24.435470+00:00 | Just Like Fire | Pink | source:amperwave-api
2026-04-14T05:58:59.621887+00:00 | Just Like Fire | Pink | source:amperwave-api
2026-04-14T05:59:34.783437+00:00 | Just Like Fire | Pink | source:amperwave-api
2026-04-14T06:00:11.456382+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T06:00:46.367097+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T06:01:21.766429+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T06:01:57.334212+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T06:02:33.133119+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T06:03:08.567113+00:00 | Shape Of You | Ed Sheeran | source:amperwave-api
2026-04-14T06:03:43.563752+00:00 | Shape Of You | Ed Sheeran | source:amperwave-api
2026-04-14T06:04:18.789951+00:00 | Shape Of You | Ed Sheeran | source:amperwave-api
2026-04-14T06:04:53.359723+00:00 | Shape Of You | Ed Sheeran | source:amperwave-api
2026-04-14T06:05:45.450306+00:00 | Shape Of You | Ed Sheeran | source:amperwave-api
2026-04-14T06:06:20.844511+00:00 | Shape Of You | Ed Sheeran | source:amperwave-api
2026-04-14T06:06:55.462775+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-14T06:07:32.563148+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-14T06:08:06.875373+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-14T06:09:01.156358+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-14T06:09:36.636857+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-14T06:10:35.097459+00:00 | Swim | Bts | source:amperwave-api
2026-04-14T06:11:11.030025+00:00 | Swim | Bts | source:amperwave-api
2026-04-14T06:11:46.620045+00:00 | Swim | Bts | source:amperwave-api
2026-04-14T06:12:21.821670+00:00 | Swim | Bts | source:amperwave-api
2026-04-14T06:12:56.457992+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-14T06:13:31.252346+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-14T06:14:06.496302+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-14T06:14:41.096398+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-14T06:15:16.093512+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-14T06:15:50.913026+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T06:16:25.825035+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T06:17:00.386441+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T06:17:35.434336+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T06:18:30.090927+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T06:19:04.953267+00:00 | Without Me | Halsey | source:amperwave-api
2026-04-14T06:19:40.748684+00:00 | Without Me | Halsey | source:amperwave-api
2026-04-14T06:20:15.906878+00:00 | Without Me | Halsey | source:amperwave-api
2026-04-14T06:20:50.689209+00:00 | Without Me | Halsey | source:amperwave-api
2026-04-14T06:21:45.707173+00:00 | Without Me | Halsey | source:amperwave-api
2026-04-14T06:22:21.207707+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T06:22:55.963062+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T06:23:52.204721+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T06:24:27.365040+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T06:25:02.321628+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T06:25:36.859420+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T06:26:37.072232+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T06:27:12.146961+00:00 | Wake Me Up | Avicii | source:amperwave-api
2026-04-14T06:27:48.888528+00:00 | Wake Me Up | Avicii | source:amperwave-api
2026-04-14T06:28:23.852818+00:00 | Wake Me Up | Avicii | source:amperwave-api
2026-04-14T06:28:58.471434+00:00 | Wake Me Up | Avicii | source:amperwave-api
2026-04-14T06:29:33.481317+00:00 | Wake Me Up | Avicii | source:amperwave-api
2026-04-14T06:30:09.968809+00:00 | Wake Me Up | Avicii | source:amperwave-api
2026-04-14T06:30:45.745029+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T06:31:21.076285+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T06:31:56.484908+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T06:32:31.827941+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T06:33:06.641359+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T06:33:41.535515+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T06:34:28.953902+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T06:35:03.576027+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T06:36:04.346811+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T06:36:39.551718+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T06:37:38.305029+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-14T06:38:13.507380+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-14T06:38:47.961831+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-14T06:39:23.022375+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-14T06:39:58.516154+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-14T06:41:05.748148+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-14T06:41:59.534594+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T06:42:37.630968+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T06:43:12.847365+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T06:43:47.234430+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T06:44:24.424487+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T06:44:59.016315+00:00 | Calm Down | Rema Ft/Selena Gomez | source:amperwave-api
2026-04-14T06:45:53.201869+00:00 | Calm Down | Rema Ft/Selena Gomez | source:amperwave-api
2026-04-14T06:46:28.033149+00:00 | Calm Down | Rema Ft/Selena Gomez | source:amperwave-api
2026-04-14T06:47:02.615742+00:00 | Calm Down | Rema Ft/Selena Gomez | source:amperwave-api
2026-04-14T06:47:42.236314+00:00 | Calm Down | Rema Ft/Selena Gomez | source:amperwave-api
2026-04-14T06:48:35.402529+00:00 | Calm Down | Rema Ft/Selena Gomez | source:amperwave-api
2026-04-14T06:49:22.716272+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-14T06:49:58.112512+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-14T06:50:40.689919+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-14T06:51:27.193194+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-14T06:52:12.379233+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-14T06:52:59.117567+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-14T06:53:40.269935+00:00 | Promiscuous | Timbaland And Nelly Furtado | source:amperwave-api
2026-04-14T06:54:14.426855+00:00 | Promiscuous | Timbaland And Nelly Furtado | source:amperwave-api
2026-04-14T06:55:17.976686+00:00 | Promiscuous | Timbaland And Nelly Furtado | source:amperwave-api
2026-04-14T06:55:53.116346+00:00 | Promiscuous | Timbaland And Nelly Furtado | source:amperwave-api
2026-04-14T06:56:58.708317+00:00 | Wake Up Calling | Papa Roach | source:amperwave-api
2026-04-14T06:57:44.379350+00:00 | Wake Up Calling | Papa Roach | source:amperwave-api
2026-04-14T06:58:37.757616+00:00 | Wake Up Calling | Papa Roach | source:amperwave-api
2026-04-14T06:59:15.159810+00:00 | Wake Up Calling | Papa Roach | source:amperwave-api
2026-04-14T06:59:51.255902+00:00 | Wake Up Calling | Papa Roach | source:amperwave-api
2026-04-14T07:00:45.576578+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T07:01:21.526823+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T07:02:01.364188+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T07:02:36.516458+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T07:03:26.523375+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T07:04:22.095832+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T07:05:17.103086+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T07:06:29.472980+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T07:07:05.235066+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T07:08:10.046269+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T07:09:00.089842+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T07:10:02.282038+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T07:10:36.448809+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T07:11:26.238250+00:00 | World On Fire | King And Country | source:amperwave-api
2026-04-14T07:12:20.449422+00:00 | World On Fire | King And Country | source:amperwave-api
2026-04-14T07:13:25.721889+00:00 | World On Fire | King And Country | source:amperwave-api
2026-04-14T07:14:00.747770+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-14T07:14:57.640209+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-14T07:15:33.213274+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-14T07:16:12.337802+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-14T07:16:48.010614+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T07:17:27.412638+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T07:18:02.229959+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T07:18:37.109344+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T07:19:16.043518+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T07:19:51.619508+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T07:20:26.384164+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-14T07:21:01.809327+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-14T07:21:36.899501+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-14T07:22:38.186153+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-14T07:23:20.295039+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T07:24:06.809473+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T07:24:44.464137+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T07:25:42.557908+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T07:26:18.022667+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T07:27:14.702046+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T07:27:57.965831+00:00 | Mirrors | Justin Timberlake | source:amperwave-api
2026-04-14T07:28:47.601092+00:00 | Mirrors | Justin Timberlake | source:amperwave-api
2026-04-14T07:29:23.916639+00:00 | Mirrors | Justin Timberlake | source:amperwave-api
2026-04-14T07:30:25.319445+00:00 | Mirrors | Justin Timberlake | source:amperwave-api
2026-04-14T07:31:00.288401+00:00 | Mirrors | Justin Timberlake | source:amperwave-api
2026-04-14T07:31:54.920179+00:00 | Mirrors | Justin Timberlake | source:amperwave-api
2026-04-14T07:32:30.806319+00:00 | The Thing I Love | Max And Andy Grammer | source:amperwave-api
2026-04-14T07:33:05.694257+00:00 | The Thing I Love | Max And Andy Grammer | source:amperwave-api
2026-04-14T07:33:42.437519+00:00 | The Thing I Love | Max And Andy Grammer | source:amperwave-api
2026-04-14T07:34:17.198749+00:00 | The Thing I Love | Max And Andy Grammer | source:amperwave-api
2026-04-14T07:34:53.041918+00:00 | The Thing I Love | Max And Andy Grammer | source:amperwave-api
2026-04-14T07:35:27.668896+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T07:36:04.380855+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T07:36:39.455076+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T07:37:14.524357+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T07:37:49.433848+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T07:38:28.279856+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-14T07:39:03.035342+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-14T07:39:38.030174+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-14T07:40:31.526041+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-14T07:41:07.622108+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-14T07:41:42.679961+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-14T07:42:17.654750+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-14T07:42:52.636759+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-14T07:43:27.794406+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-14T07:44:03.375224+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-14T07:44:53.186929+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-14T07:45:28.420932+00:00 | Thankful | Forrest Frank | source:amperwave-api
2026-04-14T07:46:26.488968+00:00 | Thankful | Forrest Frank | source:amperwave-api
2026-04-14T07:47:01.725564+00:00 | Thankful | Forrest Frank | source:amperwave-api
2026-04-14T07:47:36.817784+00:00 | Poker Face | Lady Gaga | source:amperwave-api
2026-04-14T07:48:11.433764+00:00 | Poker Face | Lady Gaga | source:amperwave-api
2026-04-14T07:48:46.324212+00:00 | Poker Face | Lady Gaga | source:amperwave-api
2026-04-14T07:49:21.206327+00:00 | Poker Face | Lady Gaga | source:amperwave-api
2026-04-14T07:49:56.013236+00:00 | Poker Face | Lady Gaga | source:amperwave-api
2026-04-14T07:50:31.097115+00:00 | Poker Face | Lady Gaga | source:amperwave-api
2026-04-14T07:51:05.989385+00:00 | Poker Face | Lady Gaga | source:amperwave-api
2026-04-14T07:51:41.931088+00:00 | Ice Cold Lakes | The Fray | source:amperwave-api
2026-04-14T07:52:16.864273+00:00 | Ice Cold Lakes | The Fray | source:amperwave-api
2026-04-14T07:52:51.661879+00:00 | Ice Cold Lakes | The Fray | source:amperwave-api
2026-04-14T07:53:28.031641+00:00 | Ice Cold Lakes | The Fray | source:amperwave-api
2026-04-14T07:54:27.031612+00:00 | Apt | Rose And Bruno Mars | source:amperwave-api
2026-04-14T07:55:02.657235+00:00 | Apt | Rose And Bruno Mars | source:amperwave-api
2026-04-14T07:55:59.458767+00:00 | Apt | Rose And Bruno Mars | source:amperwave-api
2026-04-14T07:56:34.587327+00:00 | Apt | Rose And Bruno Mars | source:amperwave-api
2026-04-14T07:57:09.813154+00:00 | Apt | Rose And Bruno Mars | source:amperwave-api
2026-04-14T07:57:45.552208+00:00 | Something Just Like This | Chainsmokers And Coldplay | source:amperwave-api
2026-04-14T07:58:21.297437+00:00 | Something Just Like This | Chainsmokers And Coldplay | source:amperwave-api
2026-04-14T07:59:56.139348+00:00 | Something Just Like This | Chainsmokers And Coldplay | source:amperwave-api
2026-04-14T08:00:32.566791+00:00 | Something Just Like This | Chainsmokers And Coldplay | source:amperwave-api
2026-04-14T08:01:10.394089+00:00 | Something Just Like This | Chainsmokers And Coldplay | source:amperwave-api
2026-04-14T08:01:47.371457+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T08:02:49.601530+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T08:03:24.623104+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T08:03:59.063976+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T08:04:33.731503+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T08:05:08.431690+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T08:05:45.034869+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T08:06:19.738862+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T08:06:55.855033+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T08:07:31.077295+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T08:08:05.938792+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T08:08:41.810832+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T08:09:16.939961+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T08:09:51.646107+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T08:10:35.159589+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T08:11:10.304017+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T08:12:00.297641+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T08:12:35.591777+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T08:13:32.180590+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T08:14:07.223563+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T08:14:42.229575+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T08:15:17.484862+00:00 | Clarity | Zedd Feat. Foxes | source:amperwave-api
2026-04-14T08:15:53.078609+00:00 | Clarity | Zedd Feat. Foxes | source:amperwave-api
2026-04-14T08:16:38.086405+00:00 | Clarity | Zedd Feat. Foxes | source:amperwave-api
2026-04-14T08:17:13.368063+00:00 | Clarity | Zedd Feat. Foxes | source:amperwave-api
2026-04-14T08:18:10.677821+00:00 | Clarity | Zedd Feat. Foxes | source:amperwave-api
2026-04-14T08:18:45.775514+00:00 | Clarity | Zedd Feat. Foxes | source:amperwave-api
2026-04-14T08:19:20.653373+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T08:19:55.407518+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T08:20:30.592992+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T08:21:06.918358+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T08:21:41.532674+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T08:22:16.113351+00:00 | Theres Nothing Holdin Me Back | Shawn Mendes | source:amperwave-api
2026-04-14T08:22:51.183431+00:00 | Theres Nothing Holdin Me Back | Shawn Mendes | source:amperwave-api
2026-04-14T08:23:25.764441+00:00 | Theres Nothing Holdin Me Back | Shawn Mendes | source:amperwave-api
2026-04-14T08:24:01.343884+00:00 | Theres Nothing Holdin Me Back | Shawn Mendes | source:amperwave-api
2026-04-14T08:24:36.821205+00:00 | Theres Nothing Holdin Me Back | Shawn Mendes | source:amperwave-api
2026-04-14T08:25:30.373740+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T08:26:05.479315+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T08:27:02.289713+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T08:27:38.052902+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T08:28:13.140965+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T08:28:48.481603+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T08:29:25.080358+00:00 | Firework | Katy Perry | source:amperwave-api
2026-04-14T08:30:22.112026+00:00 | Firework | Katy Perry | source:amperwave-api
2026-04-14T08:30:57.119083+00:00 | Firework | Katy Perry | source:amperwave-api
2026-04-14T08:31:31.740298+00:00 | Firework | Katy Perry | source:amperwave-api
2026-04-14T08:32:07.080017+00:00 | Firework | Katy Perry | source:amperwave-api
2026-04-14T08:32:42.064704+00:00 | Firework | Katy Perry | source:amperwave-api
2026-04-14T08:33:36.953608+00:00 | Swim | Bts | source:amperwave-api
2026-04-14T08:34:11.542413+00:00 | Swim | Bts | source:amperwave-api
2026-04-14T08:34:46.235551+00:00 | Swim | Bts | source:amperwave-api
2026-04-14T08:35:21.376582+00:00 | Swim | Bts | source:amperwave-api
2026-04-14T08:35:56.186851+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T08:36:31.109166+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T08:37:07.482353+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T08:37:42.610101+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T08:38:18.037277+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T08:38:54.742122+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T08:39:31.714759+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T08:40:31.203828+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T08:41:05.985418+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T08:42:03.493709+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T08:42:38.842184+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T08:43:35.931508+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T08:44:12.776942+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T08:45:07.199088+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T08:45:45.945477+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T08:46:43.650178+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T08:47:19.086111+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T08:48:12.390972+00:00 | Where Is The Love? | Black Eyed Peas | source:amperwave-api
2026-04-14T08:48:47.498311+00:00 | Where Is The Love? | Black Eyed Peas | source:amperwave-api
2026-04-14T08:49:22.926354+00:00 | Where Is The Love? | Black Eyed Peas | source:amperwave-api
2026-04-14T08:49:58.296163+00:00 | Where Is The Love? | Black Eyed Peas | source:amperwave-api
2026-04-14T08:50:34.035750+00:00 | Where Is The Love? | Black Eyed Peas | source:amperwave-api
2026-04-14T08:51:09.007444+00:00 | Where Is The Love? | Black Eyed Peas | source:amperwave-api
2026-04-14T08:51:44.889110+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T08:52:19.832422+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T08:52:55.337205+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T08:53:30.409351+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T08:54:05.447274+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T08:54:39.946630+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T08:55:29.642284+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-14T08:56:04.652197+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-14T08:57:01.159902+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-14T08:57:35.689054+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-14T08:58:37.510188+00:00 | Wake Up Calling | Papa Roach | source:amperwave-api
2026-04-14T08:59:13.700236+00:00 | Wake Up Calling | Papa Roach | source:amperwave-api
2026-04-14T09:00:12.061655+00:00 | Wake Up Calling | Papa Roach | source:amperwave-api
2026-04-14T09:00:49.543627+00:00 | Wake Up Calling | Papa Roach | source:amperwave-api
2026-04-14T09:01:24.938452+00:00 | Wake Up Calling | Papa Roach | source:amperwave-api
2026-04-14T09:02:00.174118+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T09:02:35.455489+00:00 | Man I Need | Olivia Dean | source:amperwave-api
