2026-04-17T00:00:03.505904+00:00 | Stay | The Kid Laroi Ft. Justin Bieber | source:amperwave-api
2026-04-17T05:04:07.471789+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T05:04:45.684389+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T05:05:27.081204+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T05:06:09.911669+00:00 | Wake Me Up | Avicii | source:amperwave-api
2026-04-17T05:06:51.929164+00:00 | Wake Me Up | Avicii | source:amperwave-api
2026-04-17T05:07:30.279586+00:00 | Wake Me Up | Avicii | source:amperwave-api
2026-04-17T05:08:08.793607+00:00 | Wake Me Up | Avicii | source:amperwave-api
2026-04-17T05:08:50.710348+00:00 | Wake Me Up | Avicii | source:amperwave-api
2026-04-17T05:09:30.219082+00:00 | Wake Me Up | Avicii | source:amperwave-api
2026-04-17T05:10:12.213394+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-17T05:10:51.189091+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-17T05:11:33.927308+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-17T05:12:16.492136+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-17T05:13:01.004631+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-17T05:13:40.876561+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-17T05:14:21.756059+00:00 | Dancing With A Stranger | Sam Smith Ft. Normani | source:amperwave-api
2026-04-17T05:15:03.068074+00:00 | Dancing With A Stranger | Sam Smith Ft. Normani | source:amperwave-api
2026-04-17T05:15:43.858900+00:00 | Dancing With A Stranger | Sam Smith Ft. Normani | source:amperwave-api
2026-04-17T05:16:25.029524+00:00 | Dancing With A Stranger | Sam Smith Ft. Normani | source:amperwave-api
2026-04-17T05:17:59.557462+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T05:18:41.740320+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T05:19:21.033490+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T05:20:01.176559+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T05:20:45.819910+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-17T05:21:27.375840+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-17T05:22:14.326963+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-17T05:22:53.233731+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-17T05:23:35.005282+00:00 | The Thing I Love | Max And Andy Grammer | source:amperwave-api
2026-04-17T05:24:16.470185+00:00 | The Thing I Love | Max And Andy Grammer | source:amperwave-api
2026-04-17T05:24:59.040351+00:00 | The Thing I Love | Max And Andy Grammer | source:amperwave-api
2026-04-17T05:25:40.783658+00:00 | The Thing I Love | Max And Andy Grammer | source:amperwave-api
2026-04-17T05:26:28.231866+00:00 | The Thing I Love | Max And Andy Grammer | source:amperwave-api
2026-04-17T05:27:08.929493+00:00 | The Thing I Love | Max And Andy Grammer | source:amperwave-api
2026-04-17T05:27:48.864786+00:00 | The Thing I Love | Max And Andy Grammer | source:amperwave-api
2026-04-17T05:28:28.752542+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T05:29:09.888836+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T05:29:52.317551+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T05:30:35.947827+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T05:31:56.897837+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T05:32:40.117750+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T05:33:27.040628+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T05:34:07.085361+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T05:34:50.334795+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T05:36:09.410373+00:00 | Diamonds | Rihanna | source:amperwave-api
2026-04-17T05:36:49.199704+00:00 | Diamonds | Rihanna | source:amperwave-api
2026-04-17T05:37:27.297470+00:00 | Diamonds | Rihanna | source:amperwave-api
2026-04-17T05:38:08.383997+00:00 | Diamonds | Rihanna | source:amperwave-api
2026-04-17T05:38:50.412634+00:00 | Diamonds | Rihanna | source:amperwave-api
2026-04-17T05:40:29.057661+00:00 | Ice Cold Lakes | The Fray | source:amperwave-api
2026-04-17T05:41:10.665813+00:00 | Ice Cold Lakes | The Fray | source:amperwave-api
2026-04-17T05:41:50.213364+00:00 | Ice Cold Lakes | The Fray | source:amperwave-api
2026-04-17T05:42:32.724633+00:00 | Ice Cold Lakes | The Fray | source:amperwave-api
2026-04-17T05:44:05.698052+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T05:44:51.718374+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T05:45:32.124483+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T05:46:13.477032+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T05:47:47.663692+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T05:48:36.288400+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T05:49:17.605601+00:00 | Stressed Out | Twenty One Pilots | source:amperwave-api
2026-04-17T05:49:59.111805+00:00 | Stressed Out | Twenty One Pilots | source:amperwave-api
2026-04-17T05:50:48.394844+00:00 | Stressed Out | Twenty One Pilots | source:amperwave-api
2026-04-17T05:51:29.491866+00:00 | Stressed Out | Twenty One Pilots | source:amperwave-api
2026-04-17T05:52:10.069344+00:00 | World On Fire | King And Country | source:amperwave-api
2026-04-17T05:52:52.304530+00:00 | World On Fire | King And Country | source:amperwave-api
2026-04-17T05:53:32.180334+00:00 | World On Fire | King And Country | source:amperwave-api
2026-04-17T05:54:15.472158+00:00 | World On Fire | King And Country | source:amperwave-api
2026-04-17T05:55:00.089001+00:00 | World On Fire | King And Country | source:amperwave-api
2026-04-17T05:55:40.517172+00:00 | Flowers | Miley Cyrus | source:amperwave-api
2026-04-17T05:56:20.811195+00:00 | Flowers | Miley Cyrus | source:amperwave-api
2026-04-17T05:57:00.331139+00:00 | Flowers | Miley Cyrus | source:amperwave-api
2026-04-17T05:57:40.413819+00:00 | Flowers | Miley Cyrus | source:amperwave-api
2026-04-17T05:58:20.657060+00:00 | Flowers | Miley Cyrus | source:amperwave-api
2026-04-17T05:59:01.732255+00:00 | Thrill Me | Rob Thomas | source:amperwave-api
2026-04-17T05:59:42.395103+00:00 | Thrill Me | Rob Thomas | source:amperwave-api
2026-04-17T06:01:20.300292+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T06:02:05.284279+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T06:02:46.826965+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T06:03:30.066068+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T06:04:13.241600+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T06:04:53.978553+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T06:05:36.817177+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T06:06:19.687625+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T06:07:01.917315+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T06:07:43.025398+00:00 | Latch | Disclosure Feat. Sam Smith | source:amperwave-api
2026-04-17T06:08:24.807759+00:00 | Latch | Disclosure Feat. Sam Smith | source:amperwave-api
2026-04-17T06:09:01.997444+00:00 | Latch | Disclosure Feat. Sam Smith | source:amperwave-api
2026-04-17T06:09:43.596041+00:00 | Latch | Disclosure Feat. Sam Smith | source:amperwave-api
2026-04-17T06:10:25.667923+00:00 | Latch | Disclosure Feat. Sam Smith | source:amperwave-api
2026-04-17T06:11:13.877159+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T06:11:55.166136+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T06:12:36.135481+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T06:13:18.346112+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T06:14:47.225146+00:00 | Without Me | Halsey | source:amperwave-api
2026-04-17T06:15:26.108007+00:00 | Without Me | Halsey | source:amperwave-api
2026-04-17T06:16:06.780078+00:00 | Without Me | Halsey | source:amperwave-api
2026-04-17T06:16:45.285755+00:00 | Without Me | Halsey | source:amperwave-api
2026-04-17T06:17:25.373092+00:00 | Without Me | Halsey | source:amperwave-api
2026-04-17T06:18:06.143720+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T06:19:13.904347+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T06:19:54.996076+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T06:20:37.688773+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-17T06:21:22.023228+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-17T06:22:03.398840+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-17T06:23:23.759480+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-17T06:24:05.239788+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T06:24:45.587048+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T06:25:30.246823+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T06:27:08.530385+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T06:27:50.739072+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T06:28:29.304207+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T06:29:09.915475+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T06:30:40.801258+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T06:31:28.081635+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T06:32:14.262618+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T06:32:56.221150+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T06:33:37.210679+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T06:34:16.440425+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T06:34:58.547207+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T06:35:39.167155+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T06:36:22.361200+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T06:37:02.701877+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T06:37:41.787579+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T06:38:23.101124+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T06:39:05.343298+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T06:39:45.587631+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T06:40:26.921297+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T06:41:07.423372+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T06:41:47.286283+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T06:42:28.777503+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T06:43:59.490515+00:00 | Last Friday Night (T.G.I.F)** | Katy Perry | source:amperwave-api
2026-04-17T06:44:51.623678+00:00 | Last Friday Night (T.G.I.F)** | Katy Perry | source:amperwave-api
2026-04-17T06:45:36.954118+00:00 | Last Friday Night (T.G.I.F)** | Katy Perry | source:amperwave-api
2026-04-17T06:46:16.556470+00:00 | Last Friday Night (T.G.I.F)** | Katy Perry | source:amperwave-api
2026-04-17T06:47:07.447144+00:00 | Last Friday Night (T.G.I.F)** | Katy Perry | source:amperwave-api
2026-04-17T06:47:48.865819+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T06:48:35.724024+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T06:49:17.413951+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T06:50:00.754278+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T06:50:42.628663+00:00 | Want To Want Me | Jason Derulo | source:amperwave-api
2026-04-17T06:51:24.355858+00:00 | Want To Want Me | Jason Derulo | source:amperwave-api
2026-04-17T06:52:08.739305+00:00 | Want To Want Me | Jason Derulo | source:amperwave-api
2026-04-17T06:52:48.700204+00:00 | Want To Want Me | Jason Derulo | source:amperwave-api
2026-04-17T06:53:31.517368+00:00 | Want To Want Me | Jason Derulo | source:amperwave-api
2026-04-17T06:54:13.116145+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T06:54:56.010077+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T06:55:37.506744+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T06:56:16.254465+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T06:56:55.606146+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T06:58:13.105885+00:00 | I Like You | Post Malone Ft Doja Cat | source:amperwave-api
2026-04-17T06:58:52.355613+00:00 | I Like You | Post Malone Ft Doja Cat | source:amperwave-api
2026-04-17T06:59:33.802435+00:00 | I Like You | Post Malone Ft Doja Cat | source:amperwave-api
2026-04-17T07:00:12.728466+00:00 | I Like You | Post Malone Ft Doja Cat | source:amperwave-api
2026-04-17T07:00:55.051576+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-17T07:02:27.330027+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-17T07:03:08.432413+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T07:03:50.568528+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T07:04:27.711418+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T07:05:09.458934+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T07:06:21.724311+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T07:07:02.553439+00:00 | Am I Wrong | Nico And Vinz | source:amperwave-api
2026-04-17T07:07:42.832537+00:00 | Am I Wrong | Nico And Vinz | source:amperwave-api
2026-04-17T07:08:24.156734+00:00 | Am I Wrong | Nico And Vinz | source:amperwave-api
2026-04-17T07:09:05.997627+00:00 | Am I Wrong | Nico And Vinz | source:amperwave-api
2026-04-17T07:10:27.915966+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T07:11:13.297706+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T07:11:56.601423+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T07:12:38.454786+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T07:14:56.673755+00:00 | Sorry | Justin Bieber | source:amperwave-api
2026-04-17T07:15:35.757861+00:00 | Sorry | Justin Bieber | source:amperwave-api
2026-04-17T07:16:18.286783+00:00 | Sorry | Justin Bieber | source:amperwave-api
2026-04-17T07:17:01.190635+00:00 | Misery | Goo Goo Dolls | source:amperwave-api
2026-04-17T07:17:41.929491+00:00 | Misery | Goo Goo Dolls | source:amperwave-api
2026-04-17T07:18:24.067154+00:00 | Misery | Goo Goo Dolls | source:amperwave-api
2026-04-17T07:19:02.309498+00:00 | Misery | Goo Goo Dolls | source:amperwave-api
2026-04-17T07:19:49.087398+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T07:20:33.789920+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T07:21:15.897596+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T07:21:54.397744+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T07:22:35.347935+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T07:23:16.359773+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T07:23:54.205015+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T07:24:36.117981+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T07:25:16.892774+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T07:26:01.171322+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T07:26:42.570598+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T07:28:04.210203+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T07:28:43.001597+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T07:29:24.518798+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T07:30:07.857215+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T07:30:51.108774+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T07:31:33.016600+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T07:32:14.733077+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T07:32:54.077486+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T07:33:35.645389+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T07:34:16.752021+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T07:34:59.096605+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T07:35:40.551078+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T07:36:22.038376+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T07:37:06.216380+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T07:37:45.474177+00:00 | Wake Up Calling | Papa Roach | source:amperwave-api
2026-04-17T07:38:27.269058+00:00 | Wake Up Calling | Papa Roach | source:amperwave-api
2026-04-17T07:39:07.431750+00:00 | Wake Up Calling | Papa Roach | source:amperwave-api
2026-04-17T07:39:49.355466+00:00 | Wake Up Calling | Papa Roach | source:amperwave-api
2026-04-17T07:40:29.937801+00:00 | Wake Up Calling | Papa Roach | source:amperwave-api
2026-04-17T07:41:55.747584+00:00 | Wake Up Calling | Papa Roach | source:amperwave-api
2026-04-17T07:42:36.141507+00:00 | Only Girl (In The World) | Rihanna | source:amperwave-api
2026-04-17T07:43:17.745113+00:00 | Only Girl (In The World) | Rihanna | source:amperwave-api
2026-04-17T07:43:58.257980+00:00 | Only Girl (In The World) | Rihanna | source:amperwave-api
2026-04-17T07:45:27.178460+00:00 | Only Girl (In The World) | Rihanna | source:amperwave-api
2026-04-17T07:46:07.296062+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T07:46:47.093676+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T07:47:28.815772+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T07:48:58.583209+00:00 | Closer | Chainsmokers Feat. Halsey | source:amperwave-api
2026-04-17T07:49:44.434798+00:00 | Closer | Chainsmokers Feat. Halsey | source:amperwave-api
2026-04-17T07:50:25.001610+00:00 | Closer | Chainsmokers Feat. Halsey | source:amperwave-api
2026-04-17T07:51:07.575518+00:00 | Closer | Chainsmokers Feat. Halsey | source:amperwave-api
2026-04-17T07:52:35.930537+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-17T07:53:15.621339+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-17T07:54:00.414724+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-17T07:54:40.277422+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-17T07:56:08.805627+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-17T07:56:48.457871+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-17T07:57:29.341833+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-17T07:58:09.295091+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-17T07:58:46.102510+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-17T07:59:28.865002+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-17T08:00:09.736755+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T08:00:49.400976+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T08:01:31.674457+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T08:02:14.980812+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T08:02:54.712068+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T08:03:32.945184+00:00 | As It Was | Harry Styles | source:amperwave-api
2026-04-17T08:04:11.831243+00:00 | As It Was | Harry Styles | source:amperwave-api
2026-04-17T08:04:52.685057+00:00 | As It Was | Harry Styles | source:amperwave-api
2026-04-17T08:05:32.260562+00:00 | As It Was | Harry Styles | source:amperwave-api
2026-04-17T08:06:12.874311+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-17T08:06:55.307518+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-17T08:07:39.539712+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-17T08:09:04.689900+00:00 | World On Fire | King And Country | source:amperwave-api
2026-04-17T08:09:44.567755+00:00 | World On Fire | King And Country | source:amperwave-api
2026-04-17T08:10:25.622655+00:00 | World On Fire | King And Country | source:amperwave-api
2026-04-17T08:11:06.868974+00:00 | World On Fire | King And Country | source:amperwave-api
2026-04-17T08:11:48.335164+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T08:12:29.989945+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T08:13:11.022837+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T08:13:50.705737+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T08:14:33.209325+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T08:15:17.125695+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T08:15:56.711051+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T08:16:35.679888+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T08:17:18.737642+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T08:17:59.062482+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T08:18:40.277134+00:00 | Dj Got Us Fallin In Love | Usher / Pitbull | source:amperwave-api
2026-04-17T08:19:25.118302+00:00 | Dj Got Us Fallin In Love | Usher / Pitbull | source:amperwave-api
2026-04-17T08:20:07.526558+00:00 | Dj Got Us Fallin In Love | Usher / Pitbull | source:amperwave-api
2026-04-17T08:20:53.509201+00:00 | Dj Got Us Fallin In Love | Usher / Pitbull | source:amperwave-api
2026-04-17T08:22:19.028372+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T08:22:56.642599+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T08:23:36.662941+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T08:24:19.242201+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T08:24:58.222146+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T08:26:05.378160+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T08:26:49.937455+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T08:27:29.116717+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T08:28:12.426491+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T08:28:52.005932+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T08:30:06.394383+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T08:30:48.838872+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T08:31:31.849994+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T08:32:12.916913+00:00 | Just Dance | Lady Gaga Feat Colby Odonis | source:amperwave-api
2026-04-17T08:33:38.453587+00:00 | Just Dance | Lady Gaga Feat Colby Odonis | source:amperwave-api
2026-04-17T08:34:23.678568+00:00 | Just Dance | Lady Gaga Feat Colby Odonis | source:amperwave-api
2026-04-17T08:35:05.426404+00:00 | Just Dance | Lady Gaga Feat Colby Odonis | source:amperwave-api
2026-04-17T08:35:46.884670+00:00 | Just Dance | Lady Gaga Feat Colby Odonis | source:amperwave-api
2026-04-17T08:36:29.506342+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T08:37:25.519224+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T08:38:04.950788+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T08:38:48.217081+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T08:39:29.009160+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T08:40:08.861719+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T08:40:49.346702+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T08:41:30.518446+00:00 | Better Now | Post Malone | source:amperwave-api
2026-04-17T08:42:12.097281+00:00 | Better Now | Post Malone | source:amperwave-api
2026-04-17T08:42:52.372206+00:00 | Better Now | Post Malone | source:amperwave-api
2026-04-17T08:43:34.053556+00:00 | Better Now | Post Malone | source:amperwave-api
2026-04-17T08:44:11.684356+00:00 | Better Now | Post Malone | source:amperwave-api
2026-04-17T08:44:52.741189+00:00 | Tit For Tat | Tate Mcrae | source:amperwave-api
2026-04-17T08:45:31.101824+00:00 | Tit For Tat | Tate Mcrae | source:amperwave-api
2026-04-17T08:46:12.223063+00:00 | Tit For Tat | Tate Mcrae | source:amperwave-api
2026-04-17T08:46:53.043410+00:00 | Tit For Tat | Tate Mcrae | source:amperwave-api
2026-04-17T08:47:33.016439+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T08:48:15.420589+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T08:48:55.769305+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T08:49:38.134838+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T08:50:58.926182+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T08:51:41.045695+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T08:52:21.470675+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T08:53:04.566601+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T08:53:44.969661+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T08:54:23.645124+00:00 | Fast Car | Luke Combs | source:amperwave-api
2026-04-17T08:55:03.910909+00:00 | Fast Car | Luke Combs | source:amperwave-api
2026-04-17T08:55:46.125985+00:00 | Fast Car | Luke Combs | source:amperwave-api
2026-04-17T08:56:26.877754+00:00 | Fast Car | Luke Combs | source:amperwave-api
2026-04-17T08:57:10.251754+00:00 | Fast Car | Luke Combs | source:amperwave-api
2026-04-17T08:57:50.002120+00:00 | Fast Car | Luke Combs | source:amperwave-api
