2026-04-18T00:00:03.541546+00:00 | --Fever Dream | Alex Warren | source:amperwave-api
2026-04-18T06:07:43.604515+00:00 | Good Luck, Babe! | Chappel Roan | source:amperwave-api
2026-04-18T06:08:48.452575+00:00 | Good Luck, Babe! | Chappel Roan | source:amperwave-api
2026-04-18T06:09:23.918119+00:00 | Good Luck, Babe! | Chappel Roan | source:amperwave-api
2026-04-18T06:10:00.199070+00:00 | Good Luck, Babe! | Chappel Roan | source:amperwave-api
2026-04-18T06:11:07.274369+00:00 | The Thing I Love | Max And Andy Grammer | source:amperwave-api
2026-04-18T06:11:48.554748+00:00 | The Thing I Love | Max And Andy Grammer | source:amperwave-api
2026-04-18T06:12:24.430059+00:00 | The Thing I Love | Max And Andy Grammer | source:amperwave-api
2026-04-18T06:12:59.943265+00:00 | The Thing I Love | Max And Andy Grammer | source:amperwave-api
2026-04-18T06:13:35.380229+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-18T06:14:10.956392+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-18T06:14:47.081914+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-18T06:15:22.822420+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-18T06:16:00.695497+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T06:16:36.581744+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T06:17:14.673075+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T06:17:49.951134+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T06:18:26.625345+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T06:19:02.939339+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T06:19:39.823887+00:00 | Enemy | Imagine Dragons | source:amperwave-api
2026-04-18T06:20:48.845013+00:00 | Enemy | Imagine Dragons | source:amperwave-api
2026-04-18T06:21:26.897452+00:00 | Enemy | Imagine Dragons | source:amperwave-api
2026-04-18T06:22:04.079260+00:00 | Enemy | Imagine Dragons | source:amperwave-api
2026-04-18T06:23:07.212134+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T06:23:45.057891+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T06:24:20.949562+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T06:25:19.961299+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T06:25:55.376354+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T06:26:31.785215+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T06:27:34.281140+00:00 | Lights | Ellie Goulding | source:amperwave-api
2026-04-18T06:28:10.288614+00:00 | Lights | Ellie Goulding | source:amperwave-api
2026-04-18T06:28:46.519397+00:00 | Lights | Ellie Goulding | source:amperwave-api
2026-04-18T06:29:41.437342+00:00 | Lights | Ellie Goulding | source:amperwave-api
2026-04-18T06:30:17.068785+00:00 | Lights | Ellie Goulding | source:amperwave-api
2026-04-18T06:30:52.433887+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T06:32:00.597153+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T06:32:38.038966+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T06:33:14.307829+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T06:33:49.772384+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T06:34:32.011225+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T06:35:08.426807+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T06:35:45.635623+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T06:36:21.461589+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T06:36:59.670497+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T06:37:35.634277+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T06:38:10.885106+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T06:38:46.646746+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T06:39:22.617329+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T06:39:58.775561+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T06:40:38.354436+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T06:41:14.056154+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T06:41:50.791757+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T06:42:42.435201+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T06:43:17.844349+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T06:43:54.090383+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-18T06:44:49.067035+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-18T06:45:25.116157+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-18T06:46:01.126796+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-18T06:47:01.704049+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-18T06:47:39.297016+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-18T06:48:17.185652+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-18T06:49:13.031835+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-18T06:49:48.469734+00:00 | I Gotta Feeling | Black Eyed Peas | source:amperwave-api
2026-04-18T06:50:24.233861+00:00 | I Gotta Feeling | Black Eyed Peas | source:amperwave-api
2026-04-18T06:51:23.944803+00:00 | I Gotta Feeling | Black Eyed Peas | source:amperwave-api
2026-04-18T06:52:00.394610+00:00 | I Gotta Feeling | Black Eyed Peas | source:amperwave-api
2026-04-18T06:52:36.629269+00:00 | I Gotta Feeling | Black Eyed Peas | source:amperwave-api
2026-04-18T06:53:13.992371+00:00 | I Gotta Feeling | Black Eyed Peas | source:amperwave-api
2026-04-18T06:53:49.780570+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-18T06:54:25.583667+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-18T06:55:02.248382+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-18T06:55:36.901220+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-18T06:56:11.516139+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-18T06:56:47.939908+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-18T06:57:23.474579+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-18T06:57:59.777148+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-18T06:58:35.741270+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-18T06:59:13.164331+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-18T06:59:49.418502+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-18T07:00:50.504788+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T07:01:32.346907+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T07:02:08.646409+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T07:03:09.352234+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T07:03:47.162901+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T07:04:23.059152+00:00 | The Monster | Emimem Feat. Rihanna | source:amperwave-api
2026-04-18T07:05:13.149996+00:00 | The Monster | Emimem Feat. Rihanna | source:amperwave-api
2026-04-18T07:05:48.442034+00:00 | The Monster | Emimem Feat. Rihanna | source:amperwave-api
2026-04-18T07:06:23.575791+00:00 | The Monster | Emimem Feat. Rihanna | source:amperwave-api
2026-04-18T07:07:22.351390+00:00 | The Monster | Emimem Feat. Rihanna | source:amperwave-api
2026-04-18T07:07:58.159530+00:00 | The Monster | Emimem Feat. Rihanna | source:amperwave-api
2026-04-18T07:08:34.137776+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-18T07:09:27.233933+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-18T07:10:03.216324+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-18T07:10:38.906961+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-18T07:11:32.088651+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-18T07:12:07.883558+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-18T07:12:43.701975+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-18T07:13:20.088988+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-18T07:13:57.901664+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-18T07:14:33.487598+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-18T07:15:08.576030+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-18T07:15:44.105187+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-18T07:16:19.790463+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-18T07:16:55.788060+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-18T07:17:31.406683+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-18T07:18:06.326911+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T07:18:41.867364+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T07:19:18.644051+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T07:19:54.978251+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T07:20:38.333824+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T07:21:14.502074+00:00 | Bad At Love | Halsey | source:amperwave-api
2026-04-18T07:21:50.383050+00:00 | Bad At Love | Halsey | source:amperwave-api
2026-04-18T07:22:50.049804+00:00 | Bad At Love | Halsey | source:amperwave-api
2026-04-18T07:23:26.161914+00:00 | Bad At Love | Halsey | source:amperwave-api
2026-04-18T07:24:01.675216+00:00 | Ice Cold Lakes | The Fray | source:amperwave-api
2026-04-18T07:24:56.039517+00:00 | Ice Cold Lakes | The Fray | source:amperwave-api
2026-04-18T07:25:32.025956+00:00 | Ice Cold Lakes | The Fray | source:amperwave-api
2026-04-18T07:26:08.230331+00:00 | Ice Cold Lakes | The Fray | source:amperwave-api
2026-04-18T07:27:02.500499+00:00 | Ice Cold Lakes | The Fray | source:amperwave-api
2026-04-18T07:27:44.774570+00:00 | Ice Cold Lakes | The Fray | source:amperwave-api
2026-04-18T07:28:20.495557+00:00 | Dark Horse | Katy Perry Feat. Juicy J | source:amperwave-api
2026-04-18T07:29:02.909632+00:00 | Dark Horse | Katy Perry Feat. Juicy J | source:amperwave-api
2026-04-18T07:29:38.113663+00:00 | Dark Horse | Katy Perry Feat. Juicy J | source:amperwave-api
2026-04-18T07:30:15.133287+00:00 | Dark Horse | Katy Perry Feat. Juicy J | source:amperwave-api
2026-04-18T07:31:27.019949+00:00 | Thankful | Forrest Frank | source:amperwave-api
2026-04-18T07:32:08.082120+00:00 | Thankful | Forrest Frank | source:amperwave-api
2026-04-18T07:32:43.378574+00:00 | Thankful | Forrest Frank | source:amperwave-api
2026-04-18T07:33:19.255203+00:00 | Thankful | Forrest Frank | source:amperwave-api
2026-04-18T07:33:54.498525+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-18T07:34:29.601342+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-18T07:35:04.811579+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-18T07:35:40.732652+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-18T07:36:16.247153+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-18T07:36:52.547358+00:00 | Swim | Bts | source:amperwave-api
2026-04-18T07:37:27.814630+00:00 | Swim | Bts | source:amperwave-api
2026-04-18T07:38:03.330921+00:00 | Swim | Bts | source:amperwave-api
2026-04-18T07:38:38.862739+00:00 | Swim | Bts | source:amperwave-api
2026-04-18T07:39:14.996862+00:00 | Swim | Bts | source:amperwave-api
2026-04-18T07:39:50.528519+00:00 | Swim | Bts | source:amperwave-api
2026-04-18T07:40:37.733973+00:00 | Swim | Bts | source:amperwave-api
2026-04-18T07:41:14.566067+00:00 | Swim | Bts | source:amperwave-api
2026-04-18T07:41:50.795605+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-18T07:42:34.505629+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-18T07:43:10.460444+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-18T07:43:46.839551+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-18T07:44:31.267356+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-18T07:45:06.909176+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-18T07:45:42.574526+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T07:46:30.871621+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T07:47:06.851397+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T07:47:43.136413+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T07:48:25.007356+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T07:49:00.338332+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T07:49:36.996073+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T07:50:17.116446+00:00 | Toxic | Britney Spears | source:amperwave-api
2026-04-18T07:50:52.623248+00:00 | Toxic | Britney Spears | source:amperwave-api
2026-04-18T07:51:27.944812+00:00 | Toxic | Britney Spears | source:amperwave-api
2026-04-18T07:52:03.112640+00:00 | Toxic | Britney Spears | source:amperwave-api
2026-04-18T07:52:38.653327+00:00 | Toxic | Britney Spears | source:amperwave-api
2026-04-18T07:53:14.656454+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-18T07:53:50.440527+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-18T07:54:26.696792+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-18T07:55:03.204894+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-18T07:55:39.117596+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-18T07:56:15.279861+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-18T07:56:51.269487+00:00 | Die For You | The Weekend Ft. Ariana Grande | source:amperwave-api
2026-04-18T07:57:27.584337+00:00 | Die For You | The Weekend Ft. Ariana Grande | source:amperwave-api
2026-04-18T07:58:03.456332+00:00 | Die For You | The Weekend Ft. Ariana Grande | source:amperwave-api
2026-04-18T07:58:38.976222+00:00 | Die For You | The Weekend Ft. Ariana Grande | source:amperwave-api
2026-04-18T07:59:32.462720+00:00 | Die For You | The Weekend Ft. Ariana Grande | source:amperwave-api
2026-04-18T08:00:09.034817+00:00 | Die For You | The Weekend Ft. Ariana Grande | source:amperwave-api
2026-04-18T08:00:44.459357+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T08:01:32.204747+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T08:02:07.758830+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T08:02:42.757784+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T08:03:33.842407+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T08:04:10.423901+00:00 | Diamonds | Rihanna | source:amperwave-api
2026-04-18T08:04:46.417764+00:00 | Diamonds | Rihanna | source:amperwave-api
2026-04-18T08:05:29.564390+00:00 | Diamonds | Rihanna | source:amperwave-api
2026-04-18T08:06:05.127401+00:00 | Diamonds | Rihanna | source:amperwave-api
2026-04-18T08:06:41.172798+00:00 | Diamonds | Rihanna | source:amperwave-api
2026-04-18T08:07:26.013173+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-18T08:08:01.341237+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-18T08:08:38.215199+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-18T08:09:20.571867+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-18T08:09:57.605107+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-18T08:10:33.002792+00:00 | World On Fire | King And Country | source:amperwave-api
2026-04-18T08:11:13.382022+00:00 | World On Fire | King And Country | source:amperwave-api
2026-04-18T08:11:49.103398+00:00 | World On Fire | King And Country | source:amperwave-api
2026-04-18T08:12:24.808128+00:00 | World On Fire | King And Country | source:amperwave-api
2026-04-18T08:13:00.482892+00:00 | World On Fire | King And Country | source:amperwave-api
2026-04-18T08:13:36.827951+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T08:14:12.043613+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T08:14:47.879725+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T08:15:24.577743+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T08:16:00.499917+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T08:16:36.028207+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-18T08:17:40.138763+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-18T08:18:17.043463+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-18T08:18:53.429453+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-18T08:19:35.659963+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-18T08:20:12.568400+00:00 | Something Just Like This | Chainsmokers And Coldplay | source:amperwave-api
2026-04-18T08:20:47.858133+00:00 | Something Just Like This | Chainsmokers And Coldplay | source:amperwave-api
2026-04-18T08:21:39.600907+00:00 | Something Just Like This | Chainsmokers And Coldplay | source:amperwave-api
2026-04-18T08:22:15.388608+00:00 | Something Just Like This | Chainsmokers And Coldplay | source:amperwave-api
2026-04-18T08:22:50.604814+00:00 | Something Just Like This | Chainsmokers And Coldplay | source:amperwave-api
2026-04-18T08:23:40.360927+00:00 | Something Just Like This | Chainsmokers And Coldplay | source:amperwave-api
2026-04-18T08:24:15.853048+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-18T08:24:51.576135+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-18T08:25:45.270599+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-18T08:26:20.335634+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-18T08:26:56.512202+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-18T08:27:53.082570+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-18T08:28:28.650177+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-18T08:29:03.709520+00:00 | Everybody Talks | Neon Trees | source:amperwave-api
2026-04-18T08:29:46.031569+00:00 | Everybody Talks | Neon Trees | source:amperwave-api
2026-04-18T08:30:33.274866+00:00 | Everybody Talks | Neon Trees | source:amperwave-api
2026-04-18T08:31:09.386380+00:00 | Everybody Talks | Neon Trees | source:amperwave-api
2026-04-18T08:31:46.227960+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T08:32:22.988614+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T08:32:58.994520+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T08:33:34.229575+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T08:34:18.847291+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T08:34:54.617486+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T08:35:30.248016+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T08:36:34.895371+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T08:37:09.778053+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T08:37:45.505397+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T08:38:32.402183+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T08:39:08.957198+00:00 | Wake Up Calling | Papa Roach | source:amperwave-api
2026-04-18T08:39:43.938368+00:00 | Wake Up Calling | Papa Roach | source:amperwave-api
2026-04-18T08:40:35.826438+00:00 | Wake Up Calling | Papa Roach | source:amperwave-api
2026-04-18T08:41:10.840229+00:00 | Wake Up Calling | Papa Roach | source:amperwave-api
2026-04-18T08:41:46.429506+00:00 | Wake Up Calling | Papa Roach | source:amperwave-api
2026-04-18T08:42:36.863483+00:00 | Wake Up Calling | Papa Roach | source:amperwave-api
2026-04-18T08:43:13.001324+00:00 | Wake Up Calling | Papa Roach | source:amperwave-api
2026-04-18T08:43:47.908183+00:00 | Wake Up Calling | Papa Roach | source:amperwave-api
2026-04-18T08:44:34.953301+00:00 | Nice To Meet You | Myles Smith | source:amperwave-api
2026-04-18T08:45:10.063772+00:00 | Nice To Meet You | Myles Smith | source:amperwave-api
2026-04-18T08:45:45.461456+00:00 | Nice To Meet You | Myles Smith | source:amperwave-api
2026-04-18T08:46:32.964343+00:00 | Nice To Meet You | Myles Smith | source:amperwave-api
2026-04-18T08:47:08.470435+00:00 | Misery | Goo Goo Dolls | source:amperwave-api
2026-04-18T08:47:43.628276+00:00 | Misery | Goo Goo Dolls | source:amperwave-api
2026-04-18T08:48:18.818508+00:00 | Misery | Goo Goo Dolls | source:amperwave-api
2026-04-18T08:48:53.858616+00:00 | Misery | Goo Goo Dolls | source:amperwave-api
2026-04-18T08:49:29.010182+00:00 | Misery | Goo Goo Dolls | source:amperwave-api
2026-04-18T08:50:04.592716+00:00 | Party In The U.S.A. | Miley Cyrus | source:amperwave-api
2026-04-18T08:50:40.614105+00:00 | Party In The U.S.A. | Miley Cyrus | source:amperwave-api
2026-04-18T08:51:16.370484+00:00 | Party In The U.S.A. | Miley Cyrus | source:amperwave-api
2026-04-18T08:51:52.500870+00:00 | Party In The U.S.A. | Miley Cyrus | source:amperwave-api
2026-04-18T08:52:27.524393+00:00 | Party In The U.S.A. | Miley Cyrus | source:amperwave-api
2026-04-18T08:53:02.685311+00:00 | Party In The U.S.A. | Miley Cyrus | source:amperwave-api
2026-04-18T08:53:37.600638+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-18T08:54:13.336554+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-18T08:54:49.757234+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-18T08:55:34.236681+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-18T08:56:09.124670+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-18T08:56:45.229230+00:00 | Dancing With A Stranger | Sam Smith Ft. Normani | source:amperwave-api
2026-04-18T08:57:30.015903+00:00 | Dancing With A Stranger | Sam Smith Ft. Normani | source:amperwave-api
2026-04-18T08:58:05.342671+00:00 | Dancing With A Stranger | Sam Smith Ft. Normani | source:amperwave-api
2026-04-18T08:58:41.508746+00:00 | Dancing With A Stranger | Sam Smith Ft. Normani | source:amperwave-api
2026-04-18T08:59:41.943201+00:00 | Were Good | Dua Lipa | source:amperwave-api
2026-04-18T09:00:16.883488+00:00 | Were Good | Dua Lipa | source:amperwave-api
2026-04-18T09:00:52.394374+00:00 | Were Good | Dua Lipa | source:amperwave-api
2026-04-18T09:01:48.138199+00:00 | Were Good | Dua Lipa | source:amperwave-api
2026-04-18T09:02:24.519895+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-18T09:03:00.307152+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-18T09:03:47.377920+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-18T09:04:25.120217+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-18T09:05:00.174139+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-18T09:05:46.923714+00:00 | Swim | Bts | source:amperwave-api
2026-04-18T09:06:22.268745+00:00 | Swim | Bts | source:amperwave-api
2026-04-18T09:06:57.826540+00:00 | Swim | Bts | source:amperwave-api
2026-04-18T09:07:34.413116+00:00 | Swim | Bts | source:amperwave-api
2026-04-18T09:08:09.499486+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-18T09:08:45.889751+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-18T09:09:21.490623+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-18T09:09:56.898190+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-18T09:10:31.988343+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-18T09:11:07.073018+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-18T09:11:43.583938+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T09:12:19.273035+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T09:12:55.324486+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T09:13:31.725352+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T09:14:33.919229+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T09:15:09.967983+00:00 | Last Friday Night (T.G.I.F)** | Katy Perry | source:amperwave-api
2026-04-18T09:15:45.360892+00:00 | Last Friday Night (T.G.I.F)** | Katy Perry | source:amperwave-api
2026-04-18T09:16:33.105756+00:00 | Last Friday Night (T.G.I.F)** | Katy Perry | source:amperwave-api
2026-04-18T09:17:09.819582+00:00 | Last Friday Night (T.G.I.F)** | Katy Perry | source:amperwave-api
2026-04-18T09:17:45.511035+00:00 | Last Friday Night (T.G.I.F)** | Katy Perry | source:amperwave-api
2026-04-18T09:18:34.443709+00:00 | Last Friday Night (T.G.I.F)** | Katy Perry | source:amperwave-api
2026-04-18T09:19:09.098759+00:00 | Ice Cold Lakes | The Fray | source:amperwave-api
2026-04-18T09:19:44.647278+00:00 | Ice Cold Lakes | The Fray | source:amperwave-api
2026-04-18T09:20:44.081847+00:00 | Ice Cold Lakes | The Fray | source:amperwave-api
2026-04-18T09:21:20.111096+00:00 | Ice Cold Lakes | The Fray | source:amperwave-api
2026-04-18T09:21:56.215844+00:00 | Theres Nothing Holdin Me Back | Shawn Mendes | source:amperwave-api
2026-04-18T09:22:41.137478+00:00 | Theres Nothing Holdin Me Back | Shawn Mendes | source:amperwave-api
2026-04-18T09:23:17.315402+00:00 | Theres Nothing Holdin Me Back | Shawn Mendes | source:amperwave-api
2026-04-18T09:23:52.852359+00:00 | Theres Nothing Holdin Me Back | Shawn Mendes | source:amperwave-api
2026-04-18T09:24:44.194351+00:00 | Theres Nothing Holdin Me Back | Shawn Mendes | source:amperwave-api
2026-04-18T09:25:19.734531+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-18T09:25:55.749735+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-18T09:26:31.195040+00:00 | Roommates | Hilary Duff | source:amperwave-api
