2026-04-13T00:00:34.218275+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:15:42.960496+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:16:17.771743+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:16:52.593531+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:17:27.373384+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:18:02.053921+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:18:37.666051+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:19:12.980458+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:19:47.527262+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:20:22.329583+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:20:57.048332+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:21:32.177600+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:22:32.612976+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:23:07.211734+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:23:41.898757+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:24:21.763917+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:24:57.097969+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:25:32.363724+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:26:07.899340+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:26:42.789450+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:27:41.481334+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:28:16.472824+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:28:51.476483+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:29:26.705941+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:30:01.263162+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:31:03.344335+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:31:39.158185+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:32:13.949269+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:32:48.658867+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:33:23.740081+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:33:58.175074+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:34:33.333607+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:35:08.243191+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:35:43.546305+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:36:18.654776+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:36:53.427330+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:37:28.316617+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:38:25.897192+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:39:01.065820+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:39:36.335118+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:40:14.675336+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:40:50.669961+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:41:49.794860+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:42:25.052021+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:43:22.919455+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:43:57.281639+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:44:54.436934+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:45:29.476278+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:46:28.708378+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:47:03.598596+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:47:38.713654+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:48:14.364914+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:48:49.041542+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:49:24.214602+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:49:58.712120+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:50:33.360745+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:51:08.337341+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:51:43.255623+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:52:18.053341+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:52:52.383336+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:53:27.288747+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:54:23.636947+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:54:58.021355+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:55:32.640998+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:56:09.467675+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:56:44.357994+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:57:41.408657+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:58:15.685400+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:58:50.383581+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:59:24.981942+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T03:59:59.503567+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T04:01:00.581074+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T04:01:37.413654+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T04:02:13.580375+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T04:02:53.543284+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T04:03:28.432835+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T04:04:03.368511+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T04:04:38.563059+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T04:05:19.606355+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T04:05:58.094895+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T04:06:39.949377+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-13T04:07:14.856616+00:00 | Thrill Me | Rob Thomas | source:amperwave-api
2026-04-13T04:07:49.680406+00:00 | Thrill Me | Rob Thomas | source:amperwave-api
2026-04-13T04:08:24.657928+00:00 | Thrill Me | Rob Thomas | source:amperwave-api
2026-04-13T04:08:59.692039+00:00 | Thrill Me | Rob Thomas | source:amperwave-api
2026-04-13T04:09:34.923818+00:00 | Thrill Me | Rob Thomas | source:amperwave-api
2026-04-13T04:10:33.391293+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-13T04:11:08.942756+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-13T04:12:07.901922+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-13T04:12:42.642821+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-13T04:13:16.909075+00:00 | Mirrors | Justin Timberlake | source:amperwave-api
2026-04-13T04:13:57.034317+00:00 | Mirrors | Justin Timberlake | source:amperwave-api
2026-04-13T04:14:31.951403+00:00 | Mirrors | Justin Timberlake | source:amperwave-api
2026-04-13T04:15:07.690658+00:00 | Mirrors | Justin Timberlake | source:amperwave-api
2026-04-13T04:15:42.364144+00:00 | Mirrors | Justin Timberlake | source:amperwave-api
2026-04-13T04:16:18.215523+00:00 | Mirrors | Justin Timberlake | source:amperwave-api
2026-04-13T04:17:18.655945+00:00 | Mirrors | Justin Timberlake | source:amperwave-api
2026-04-13T04:17:54.613011+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T04:18:29.851450+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T04:19:05.482853+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T04:19:40.834957+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T04:20:15.810171+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T04:20:50.709050+00:00 | Im Good | Bebe Rexha And David Guetta | source:amperwave-api
2026-04-13T04:21:25.322098+00:00 | Im Good | Bebe Rexha And David Guetta | source:amperwave-api
2026-04-13T04:21:59.992807+00:00 | Im Good | Bebe Rexha And David Guetta | source:amperwave-api
2026-04-13T04:22:34.952279+00:00 | Im Good | Bebe Rexha And David Guetta | source:amperwave-api
2026-04-13T04:23:09.959655+00:00 | Im Good | Bebe Rexha And David Guetta | source:amperwave-api
2026-04-13T04:23:44.457830+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-13T04:24:19.252112+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-13T04:24:53.983499+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-13T04:25:28.724391+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-13T04:26:28.981114+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-13T04:27:03.746541+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-13T04:27:39.073244+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-13T04:28:15.707287+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-13T04:28:51.543910+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-13T04:29:50.886904+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-13T04:30:25.796378+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-13T04:31:00.728767+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-13T04:31:41.925647+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-13T04:32:17.302879+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-13T04:33:16.756570+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-13T04:33:52.227763+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-13T04:34:27.136976+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-13T04:35:02.622795+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-13T04:35:37.803380+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-13T04:36:12.919051+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-13T04:36:47.838465+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-13T04:37:22.605421+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-13T04:37:57.858664+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-13T04:38:33.132410+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T04:39:09.170237+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T04:39:44.045049+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T04:40:19.258051+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T04:40:54.045439+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T04:41:30.652955+00:00 | Bad Romance | Lady Gaga | source:amperwave-api
2026-04-13T04:42:30.777325+00:00 | Bad Romance | Lady Gaga | source:amperwave-api
2026-04-13T04:43:05.641068+00:00 | Bad Romance | Lady Gaga | source:amperwave-api
2026-04-13T04:44:02.123409+00:00 | Bad Romance | Lady Gaga | source:amperwave-api
2026-04-13T04:44:37.168526+00:00 | Bad Romance | Lady Gaga | source:amperwave-api
2026-04-13T04:45:11.820723+00:00 | Bad Romance | Lady Gaga | source:amperwave-api
2026-04-13T04:45:52.295676+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T04:46:27.117208+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T04:47:01.647351+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T04:47:38.439996+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T04:48:13.352665+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T04:49:12.832364+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T04:49:47.337795+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T04:50:23.107919+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-13T04:50:58.975096+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-13T04:51:33.620754+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-13T04:52:08.489345+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-13T04:52:43.266902+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-13T04:53:18.413755+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-13T04:53:53.271901+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-13T04:54:28.458435+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-13T04:55:03.535969+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-13T04:55:38.419594+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-13T04:56:13.245602+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-13T04:56:49.140294+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-13T04:57:25.025151+00:00 | Scars To Your Beautiful | Alessia Cara | source:amperwave-api
2026-04-13T04:57:59.498636+00:00 | Scars To Your Beautiful | Alessia Cara | source:amperwave-api
2026-04-13T04:58:34.526046+00:00 | Scars To Your Beautiful | Alessia Cara | source:amperwave-api
2026-04-13T04:59:10.082321+00:00 | Scars To Your Beautiful | Alessia Cara | source:amperwave-api
2026-04-13T05:00:11.059169+00:00 | Scars To Your Beautiful | Alessia Cara | source:amperwave-api
2026-04-13T05:00:46.298766+00:00 | Scars To Your Beautiful | Alessia Cara | source:amperwave-api
2026-04-13T05:01:48.654972+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-13T05:02:23.565926+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-13T05:02:58.463046+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-13T05:03:34.361122+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-13T05:04:10.485613+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-13T05:05:07.369082+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-13T05:05:43.221279+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-13T05:06:42.208361+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-13T05:07:17.003221+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-13T05:07:53.830199+00:00 | Locked Out Of Heaven | Bruno Mars | source:amperwave-api
2026-04-13T05:08:29.611063+00:00 | Locked Out Of Heaven | Bruno Mars | source:amperwave-api
2026-04-13T05:09:04.639159+00:00 | Locked Out Of Heaven | Bruno Mars | source:amperwave-api
2026-04-13T05:09:39.603911+00:00 | Locked Out Of Heaven | Bruno Mars | source:amperwave-api
2026-04-13T05:10:14.982188+00:00 | Locked Out Of Heaven | Bruno Mars | source:amperwave-api
2026-04-13T05:10:49.579631+00:00 | Locked Out Of Heaven | Bruno Mars | source:amperwave-api
2026-04-13T05:11:24.504785+00:00 | Locked Out Of Heaven | Bruno Mars | source:amperwave-api
2026-04-13T05:11:59.215571+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-13T05:12:34.356923+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-13T05:13:09.522005+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-13T05:13:44.284420+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-13T05:14:32.573159+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-13T05:15:07.952761+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-13T05:15:43.137533+00:00 | Better Now | Post Malone | source:amperwave-api
2026-04-13T05:16:18.937775+00:00 | Better Now | Post Malone | source:amperwave-api
2026-04-13T05:16:53.868928+00:00 | Better Now | Post Malone | source:amperwave-api
2026-04-13T05:17:28.620034+00:00 | Better Now | Post Malone | source:amperwave-api
2026-04-13T05:18:06.529377+00:00 | Better Now | Post Malone | source:amperwave-api
2026-04-13T05:18:41.167762+00:00 | Better Now | Post Malone | source:amperwave-api
2026-04-13T05:19:16.185347+00:00 | The Thing I Love | Max And Andy Grammer | source:amperwave-api
2026-04-13T05:19:56.638823+00:00 | The Thing I Love | Max And Andy Grammer | source:amperwave-api
2026-04-13T05:20:31.950268+00:00 | The Thing I Love | Max And Andy Grammer | source:amperwave-api
2026-04-13T05:21:30.131235+00:00 | The Thing I Love | Max And Andy Grammer | source:amperwave-api
2026-04-13T05:22:04.940597+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T05:23:03.992246+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T05:23:38.766629+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T05:24:13.688812+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T05:24:49.186143+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T05:25:24.202785+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-13T05:25:59.126759+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-13T05:26:33.822099+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-13T05:27:08.739147+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-13T05:27:43.507487+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-13T05:28:19.264482+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-13T05:28:55.420133+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-13T05:29:31.081636+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-13T05:30:31.815201+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-13T05:31:06.548699+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-13T05:32:05.391793+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-13T05:32:40.725916+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-13T05:33:41.062727+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-13T05:34:17.111067+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-13T05:34:52.173920+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-13T05:35:27.040271+00:00 | Whatcha Say | Jason Derulo | source:amperwave-api
2026-04-13T05:36:02.053542+00:00 | Whatcha Say | Jason Derulo | source:amperwave-api
2026-04-13T05:36:36.739746+00:00 | Whatcha Say | Jason Derulo | source:amperwave-api
2026-04-13T05:37:14.899733+00:00 | Whatcha Say | Jason Derulo | source:amperwave-api
2026-04-13T05:37:49.773092+00:00 | Whatcha Say | Jason Derulo | source:amperwave-api
2026-04-13T05:38:49.987028+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-13T05:39:24.893601+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-13T05:39:59.806656+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-13T05:40:35.131050+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-13T05:41:10.509506+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-13T05:41:44.925627+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-13T05:42:19.807069+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-13T05:42:55.211714+00:00 | Closer | Chainsmokers Feat. Halsey | source:amperwave-api
2026-04-13T05:43:29.808717+00:00 | Closer | Chainsmokers Feat. Halsey | source:amperwave-api
2026-04-13T05:44:04.365323+00:00 | Closer | Chainsmokers Feat. Halsey | source:amperwave-api
2026-04-13T05:44:39.708819+00:00 | Closer | Chainsmokers Feat. Halsey | source:amperwave-api
2026-04-13T05:45:14.255238+00:00 | Closer | Chainsmokers Feat. Halsey | source:amperwave-api
2026-04-13T05:45:49.672834+00:00 | Closer | Chainsmokers Feat. Halsey | source:amperwave-api
2026-04-13T05:46:35.321764+00:00 | Ice Cold Lakes | The Fray | source:amperwave-api
2026-04-13T05:47:09.921899+00:00 | Ice Cold Lakes | The Fray | source:amperwave-api
2026-04-13T05:48:05.517014+00:00 | Ice Cold Lakes | The Fray | source:amperwave-api
2026-04-13T05:48:40.261461+00:00 | Ice Cold Lakes | The Fray | source:amperwave-api
2026-04-13T05:49:15.296706+00:00 | Ice Cold Lakes | The Fray | source:amperwave-api
2026-04-13T05:49:51.909032+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T05:50:26.441038+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T05:51:01.164359+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T05:51:36.232228+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T05:52:10.966947+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T05:53:05.405851+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T05:53:39.900340+00:00 | World On Fire | King And Country | source:amperwave-api
2026-04-13T05:54:14.725090+00:00 | World On Fire | King And Country | source:amperwave-api
2026-04-13T05:54:54.633317+00:00 | World On Fire | King And Country | source:amperwave-api
2026-04-13T05:55:30.796399+00:00 | World On Fire | King And Country | source:amperwave-api
2026-04-13T05:56:05.469944+00:00 | World On Fire | King And Country | source:amperwave-api
2026-04-13T05:56:40.119146+00:00 | Calm Down | Rema Ft/Selena Gomez | source:amperwave-api
2026-04-13T05:57:15.640887+00:00 | Calm Down | Rema Ft/Selena Gomez | source:amperwave-api
2026-04-13T05:57:50.131305+00:00 | Calm Down | Rema Ft/Selena Gomez | source:amperwave-api
2026-04-13T05:58:25.896534+00:00 | Calm Down | Rema Ft/Selena Gomez | source:amperwave-api
2026-04-13T05:59:00.455578+00:00 | Calm Down | Rema Ft/Selena Gomez | source:amperwave-api
2026-04-13T05:59:35.147440+00:00 | Calm Down | Rema Ft/Selena Gomez | source:amperwave-api
2026-04-13T06:00:10.261040+00:00 | Calm Down | Rema Ft/Selena Gomez | source:amperwave-api
2026-04-13T06:00:45.255702+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-13T06:01:20.478039+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-13T06:01:55.476160+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-13T06:02:32.399989+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-13T06:03:06.845679+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-13T06:03:41.565916+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T06:04:16.558579+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T06:04:51.568695+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T06:05:51.279399+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T06:06:27.864255+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T06:07:58.222578+00:00 | Am I Wrong | Nico And Vinz | source:amperwave-api
2026-04-13T06:08:33.388383+00:00 | Am I Wrong | Nico And Vinz | source:amperwave-api
2026-04-13T06:09:09.007187+00:00 | Am I Wrong | Nico And Vinz | source:amperwave-api
2026-04-13T06:09:43.728781+00:00 | Am I Wrong | Nico And Vinz | source:amperwave-api
2026-04-13T06:10:43.139650+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-13T06:11:18.050017+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-13T06:11:53.055662+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-13T06:12:28.049379+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-13T06:13:03.255579+00:00 | Dancing With A Stranger | Sam Smith Ft. Normani | source:amperwave-api
2026-04-13T06:13:37.921495+00:00 | Dancing With A Stranger | Sam Smith Ft. Normani | source:amperwave-api
2026-04-13T06:14:13.612385+00:00 | Dancing With A Stranger | Sam Smith Ft. Normani | source:amperwave-api
2026-04-13T06:14:48.451646+00:00 | Dancing With A Stranger | Sam Smith Ft. Normani | source:amperwave-api
2026-04-13T06:15:24.261047+00:00 | Dancing With A Stranger | Sam Smith Ft. Normani | source:amperwave-api
2026-04-13T06:15:59.270572+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T06:16:34.501480+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T06:17:30.327595+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T06:18:30.388027+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-13T06:19:04.849883+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-13T06:19:39.602461+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-13T06:20:18.099594+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-13T06:20:52.913324+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-13T06:21:52.497786+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-13T06:22:27.384751+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-13T06:23:02.253296+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-13T06:23:37.459254+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-13T06:24:12.637334+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-13T06:25:09.235597+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-13T06:25:43.675677+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-13T06:26:41.036588+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-13T06:27:15.809495+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T06:27:50.063777+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T06:28:25.443657+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T06:29:00.147560+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T06:29:35.151882+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T06:30:11.931923+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T06:30:47.000355+00:00 | Homewrecker | Sombr | source:amperwave-api
