2026-04-19T14:41:07.179419+00:00 | Need Your Love | Onerepublic | source:securenet-history
2026-04-19T19:15:14.356509+00:00 | This Is What You Came For | Calvin Harris / Rihanna | source:securenet-history
2026-04-19T19:15:56.146759+00:00 | This Is What You Came For | Calvin Harris / Rihanna | source:securenet-history
2026-04-19T19:16:38.023281+00:00 | This Is What You Came For | Calvin Harris / Rihanna | source:securenet-history
2026-04-19T19:17:27.205680+00:00 | This Is What You Came For | Calvin Harris / Rihanna | source:securenet-history
2026-04-19T19:18:10.459701+00:00 | This Is What You Came For | Calvin Harris / Rihanna | source:securenet-history
2026-04-19T19:18:51.838635+00:00 | This Is What You Came For | Calvin Harris / Rihanna | source:securenet-history
2026-04-19T19:19:53.610239+00:00 | This Is What You Came For | Calvin Harris / Rihanna | source:securenet-history
2026-04-19T19:20:35.100396+00:00 | This Is What You Came For | Calvin Harris / Rihanna | source:securenet-history
2026-04-19T19:21:31.731820+00:00 | Stargazing | Myles Smith | source:securenet-history
2026-04-19T19:22:23.118120+00:00 | Stargazing | Myles Smith | source:securenet-history
2026-04-19T19:23:09.893521+00:00 | Stargazing | Myles Smith | source:securenet-history
2026-04-19T19:24:17.878602+00:00 | So Easy To Fall In Love | Olivia Dean | source:securenet-history
2026-04-19T19:24:59.215827+00:00 | So Easy To Fall In Love | Olivia Dean | source:securenet-history
2026-04-19T19:25:43.078041+00:00 | So Easy To Fall In Love | Olivia Dean | source:securenet-history
2026-04-19T19:26:26.995127+00:00 | So Easy To Fall In Love | Olivia Dean | source:securenet-history
2026-04-19T19:27:07.978331+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:securenet-history
2026-04-19T19:28:25.230908+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:securenet-history
2026-04-19T19:29:05.985706+00:00 | Apt | Rose / Bruno Mars | source:securenet-history
2026-04-19T19:29:46.528199+00:00 | Apt | Rose / Bruno Mars | source:securenet-history
2026-04-19T19:30:37.349735+00:00 | Apt | Rose / Bruno Mars | source:securenet-history
2026-04-19T19:31:18.402109+00:00 | Apt | Rose / Bruno Mars | source:securenet-history
2026-04-19T19:31:59.367137+00:00 | Where Is My Husband | Raye | source:securenet-history
2026-04-19T19:32:42.105366+00:00 | Where Is My Husband | Raye | source:securenet-history
2026-04-19T19:33:22.510844+00:00 | Where Is My Husband | Raye | source:securenet-history
2026-04-19T19:34:03.669506+00:00 | Where Is My Husband | Raye | source:securenet-history
2026-04-19T19:34:43.793286+00:00 | Where Is My Husband | Raye | source:securenet-history
2026-04-19T19:35:24.480833+00:00 | Dynamite | Taio Cruz | source:securenet-history
2026-04-19T19:36:24.193979+00:00 | Dynamite | Taio Cruz | source:securenet-history
2026-04-19T19:37:14.442408+00:00 | Dynamite | Taio Cruz | source:securenet-history
2026-04-19T19:37:55.474872+00:00 | Dynamite | Taio Cruz | source:securenet-history
2026-04-19T19:38:56.254436+00:00 | I Love Miami | Pitbull / Lil Jon | source:securenet-history
2026-04-19T19:39:37.423416+00:00 | I Love Miami | Pitbull / Lil Jon | source:securenet-history
2026-04-19T19:40:25.803344+00:00 | I Love Miami | Pitbull / Lil Jon | source:securenet-history
2026-04-19T19:41:08.167236+00:00 | I Love Miami | Pitbull / Lil Jon | source:securenet-history
2026-04-19T19:41:47.943370+00:00 | Too Sweet | Hozier | source:securenet-history
2026-04-19T19:42:59.670668+00:00 | Too Sweet | Hozier | source:securenet-history
2026-04-19T19:43:41.783386+00:00 | Too Sweet | Hozier | source:securenet-history
2026-04-19T19:44:47.007942+00:00 | Too Sweet | Hozier | source:securenet-history
2026-04-19T19:45:28.387751+00:00 | Folded | Kehlani | source:securenet-history
2026-04-19T19:46:43.380251+00:00 | Folded | Kehlani | source:securenet-history
2026-04-19T19:47:24.824420+00:00 | Folded | Kehlani | source:securenet-history
2026-04-19T19:48:05.072735+00:00 | Folded | Kehlani | source:securenet-history
2026-04-19T19:48:45.758247+00:00 | Folded | Kehlani | source:securenet-history
2026-04-19T19:49:26.202316+00:00 | Swim | Bts | source:securenet-history
2026-04-19T19:50:07.664305+00:00 | Swim | Bts | source:securenet-history
2026-04-19T19:51:48.186613+00:00 | Swim | Bts | source:securenet-history
2026-04-19T19:52:36.549991+00:00 | Swim | Bts | source:securenet-history
2026-04-19T19:53:23.185599+00:00 | Swim | Bts | source:securenet-history
2026-04-19T19:54:30.350904+00:00 | Swim | Bts | source:securenet-history
2026-04-19T19:55:12.551567+00:00 | Swim | Bts | source:securenet-history
2026-04-19T19:55:52.975963+00:00 | Yukon | Justin Bieber | source:securenet-history
2026-04-19T19:56:53.748860+00:00 | Yukon | Justin Bieber | source:securenet-history
2026-04-19T19:57:36.547757+00:00 | Yukon | Justin Bieber | source:securenet-history
2026-04-19T19:58:29.955940+00:00 | Risk It All | Bruno Mars | source:securenet-history
2026-04-19T19:59:11.079040+00:00 | Risk It All | Bruno Mars | source:securenet-history
2026-04-19T19:59:52.324746+00:00 | Risk It All | Bruno Mars | source:securenet-history
2026-04-19T20:01:01.055867+00:00 | Risk It All | Bruno Mars | source:securenet-history
2026-04-19T20:01:46.600896+00:00 | Back To Friends | Sombr | source:securenet-history
2026-04-19T20:02:48.049590+00:00 | Back To Friends | Sombr | source:securenet-history
2026-04-19T20:03:30.121752+00:00 | Back To Friends | Sombr | source:securenet-history
2026-04-19T20:04:27.613429+00:00 | Back To Friends | Sombr | source:securenet-history
2026-04-19T20:05:18.699428+00:00 | Luther | Kendrick Lamar | source:securenet-history
2026-04-19T20:06:00.676708+00:00 | Luther | Kendrick Lamar | source:securenet-history
2026-04-19T20:06:41.732032+00:00 | Luther | Kendrick Lamar | source:securenet-history
2026-04-19T20:07:29.259140+00:00 | Luther | Kendrick Lamar | source:securenet-history
2026-04-19T20:08:12.136629+00:00 | New Religion | Bebe Rexha | source:securenet-history
2026-04-19T20:08:52.963192+00:00 | New Religion | Bebe Rexha | source:securenet-history
2026-04-19T20:09:34.755306+00:00 | New Religion | Bebe Rexha | source:securenet-history
2026-04-19T20:10:15.639970+00:00 | New Religion | Bebe Rexha | source:securenet-history
2026-04-19T20:10:56.214817+00:00 | New Religion | Bebe Rexha | source:securenet-history
2026-04-19T20:11:36.156015+00:00 | New Religion | Bebe Rexha | source:securenet-history
2026-04-19T20:12:17.151743+00:00 | New Religion | Bebe Rexha | source:securenet-history
2026-04-19T20:12:56.891993+00:00 | New Religion | Bebe Rexha | source:securenet-history
2026-04-19T20:14:33.224409+00:00 | New Religion | Bebe Rexha | source:securenet-history
2026-04-19T20:15:22.184374+00:00 | Can'T Feel My Face | The Weeknd | source:securenet-history
2026-04-19T20:16:08.468761+00:00 | Can'T Feel My Face | The Weeknd | source:securenet-history
2026-04-19T20:16:50.396832+00:00 | Can'T Feel My Face | The Weeknd | source:securenet-history
2026-04-19T20:17:58.173165+00:00 | Can'T Feel My Face | The Weeknd | source:securenet-history
2026-04-19T20:18:40.370044+00:00 | I Just Might | Bruno Mars | source:securenet-history
2026-04-19T20:19:21.716727+00:00 | I Just Might | Bruno Mars | source:securenet-history
2026-04-19T20:20:04.313205+00:00 | I Just Might | Bruno Mars | source:securenet-history
2026-04-19T20:20:45.528958+00:00 | I Just Might | Bruno Mars | source:securenet-history
2026-04-19T20:21:59.189843+00:00 | Golden | Huntr/X | source:securenet-history
2026-04-19T20:22:39.909599+00:00 | Golden | Huntr/X | source:securenet-history
2026-04-19T20:23:30.540024+00:00 | Golden | Huntr/X | source:securenet-history
2026-04-19T20:24:13.294248+00:00 | Golden | Huntr/X | source:securenet-history
2026-04-19T20:24:53.788790+00:00 | Lose Control | Teddy Swims | source:securenet-history
2026-04-19T20:25:34.241992+00:00 | Lose Control | Teddy Swims | source:securenet-history
2026-04-19T20:26:15.378165+00:00 | Lose Control | Teddy Swims | source:securenet-history
2026-04-19T20:26:56.869160+00:00 | Lose Control | Teddy Swims | source:securenet-history
2026-04-19T20:27:36.676416+00:00 | Silent Treatment | Freya Skye | source:securenet-history
2026-04-19T20:28:28.645339+00:00 | Silent Treatment | Freya Skye | source:securenet-history
2026-04-19T20:29:10.152334+00:00 | Silent Treatment | Freya Skye | source:securenet-history
2026-04-19T20:29:51.455975+00:00 | Opalite | Taylor Swift | source:securenet-history
2026-04-19T20:30:35.630209+00:00 | Opalite | Taylor Swift | source:securenet-history
2026-04-19T20:31:21.720833+00:00 | Opalite | Taylor Swift | source:securenet-history
2026-04-19T20:32:34.521818+00:00 | Opalite | Taylor Swift | source:securenet-history
2026-04-19T20:33:17.820431+00:00 | Opalite | Taylor Swift | source:securenet-history
2026-04-19T20:34:06.912312+00:00 | So Easy To Fall In Love | Olivia Dean | source:securenet-history
2026-04-19T20:35:16.081824+00:00 | So Easy To Fall In Love | Olivia Dean | source:securenet-history
2026-04-19T20:35:56.655100+00:00 | So Easy To Fall In Love | Olivia Dean | source:securenet-history
2026-04-19T20:36:40.673236+00:00 | Stateside | Pink Pantheress / Zara Larsso | source:securenet-history
2026-04-19T20:37:21.811090+00:00 | Stateside | Pink Pantheress / Zara Larsso | source:securenet-history
2026-04-19T20:38:02.648531+00:00 | Stateside | Pink Pantheress / Zara Larsso | source:securenet-history
2026-04-19T20:38:43.767581+00:00 | Stateside | Pink Pantheress / Zara Larsso | source:securenet-history
2026-04-19T20:39:24.370602+00:00 | Stateside | Pink Pantheress / Zara Larsso | source:securenet-history
2026-04-19T20:40:29.385665+00:00 | Positions | Ariana Grande | source:securenet-history
2026-04-19T20:41:14.330675+00:00 | Positions | Ariana Grande | source:securenet-history
2026-04-19T20:41:56.054413+00:00 | Positions | Ariana Grande | source:securenet-history
2026-04-19T20:42:39.971763+00:00 | Runway | Lady Gaga / Doechii | source:securenet-history
2026-04-19T20:43:21.167529+00:00 | Runway | Lady Gaga / Doechii | source:securenet-history
2026-04-19T20:44:01.809382+00:00 | Runway | Lady Gaga / Doechii | source:securenet-history
2026-04-19T20:44:41.851859+00:00 | Runway | Lady Gaga / Doechii | source:securenet-history
2026-04-19T20:45:22.762380+00:00 | Runway | Lady Gaga / Doechii | source:securenet-history
2026-04-19T20:46:03.130262+00:00 | Runway | Lady Gaga / Doechii | source:securenet-history
2026-04-19T20:46:44.469726+00:00 | Runway | Lady Gaga / Doechii | source:securenet-history
2026-04-19T20:47:27.774104+00:00 | Runway | Lady Gaga / Doechii | source:securenet-history
2026-04-19T20:48:08.256542+00:00 | Runway | Lady Gaga / Doechii | source:securenet-history
2026-04-19T20:48:47.579917+00:00 | Runway | Lady Gaga / Doechii | source:securenet-history
2026-04-19T20:49:29.669316+00:00 | Runway | Lady Gaga / Doechii | source:securenet-history
2026-04-19T20:50:11.159637+00:00 | I Love Miami | Pitbull / Lil Jon | source:securenet-history
2026-04-19T20:50:52.441402+00:00 | I Love Miami | Pitbull / Lil Jon | source:securenet-history
2026-04-19T20:51:33.419509+00:00 | I Love Miami | Pitbull / Lil Jon | source:securenet-history
2026-04-19T20:52:17.659508+00:00 | I Love Miami | Pitbull / Lil Jon | source:securenet-history
2026-04-19T20:53:00.291309+00:00 | The Fate Of Ophelia | Taylor Swift | source:securenet-history
2026-04-19T20:54:05.820996+00:00 | The Fate Of Ophelia | Taylor Swift | source:securenet-history
2026-04-19T20:54:47.068702+00:00 | The Fate Of Ophelia | Taylor Swift | source:securenet-history
2026-04-19T20:55:35.702861+00:00 | The Fate Of Ophelia | Taylor Swift | source:securenet-history
2026-04-19T20:56:19.157303+00:00 | Umbrella | Rihanna | source:securenet-history
2026-04-19T20:57:00.036513+00:00 | Umbrella | Rihanna | source:securenet-history
2026-04-19T20:57:46.343253+00:00 | Umbrella | Rihanna | source:securenet-history
2026-04-19T20:58:30.127358+00:00 | Umbrella | Rihanna | source:securenet-history
2026-04-19T20:59:11.157975+00:00 | Umbrella | Rihanna | source:securenet-history
2026-04-19T21:00:20.292004+00:00 | Yukon | Justin Bieber | source:securenet-history
2026-04-19T21:01:05.559955+00:00 | Yukon | Justin Bieber | source:securenet-history
2026-04-19T21:02:16.001665+00:00 | Yukon | Justin Bieber | source:securenet-history
2026-04-19T21:03:00.696866+00:00 | Die With A Smile | Lady Gaga / Bruno Mars | source:securenet-history
2026-04-19T21:03:42.126017+00:00 | Die With A Smile | Lady Gaga / Bruno Mars | source:securenet-history
2026-04-19T21:04:27.685005+00:00 | Die With A Smile | Lady Gaga / Bruno Mars | source:securenet-history
2026-04-19T21:05:09.429504+00:00 | Die With A Smile | Lady Gaga / Bruno Mars | source:securenet-history
2026-04-19T21:05:56.984151+00:00 | Die With A Smile | Lady Gaga / Bruno Mars | source:securenet-history
2026-04-19T21:06:43.761482+00:00 | Die With A Smile | Lady Gaga / Bruno Mars | source:securenet-history
2026-04-19T21:07:25.465452+00:00 | Midnight Sun | Zara Larsson | source:securenet-history
2026-04-19T21:08:06.690472+00:00 | Midnight Sun | Zara Larsson | source:securenet-history
2026-04-19T21:08:49.504035+00:00 | Midnight Sun | Zara Larsson | source:securenet-history
2026-04-19T21:09:29.848932+00:00 | Midnight Sun | Zara Larsson | source:securenet-history
2026-04-19T21:10:27.302615+00:00 | Midnight Sun | Zara Larsson | source:securenet-history
2026-04-19T21:11:09.497468+00:00 | Midnight Sun | Zara Larsson | source:securenet-history
2026-04-19T21:11:49.785348+00:00 | Dracula | Tame Impala / Jennie | source:securenet-history
2026-04-19T21:12:31.778463+00:00 | Dracula | Tame Impala / Jennie | source:securenet-history
2026-04-19T21:13:12.237234+00:00 | Dracula | Tame Impala / Jennie | source:securenet-history
2026-04-19T21:13:53.203632+00:00 | Dracula | Tame Impala / Jennie | source:securenet-history
2026-04-19T21:14:35.354148+00:00 | Dracula | Tame Impala / Jennie | source:securenet-history
2026-04-19T21:15:16.840864+00:00 | Back To Friends | Sombr | source:securenet-history
2026-04-19T21:15:58.639711+00:00 | Back To Friends | Sombr | source:securenet-history
2026-04-19T21:16:40.680038+00:00 | Back To Friends | Sombr | source:securenet-history
2026-04-19T21:17:23.934693+00:00 | Back To Friends | Sombr | source:securenet-history
2026-04-19T21:18:05.435528+00:00 | Back To Friends | Sombr | source:securenet-history
2026-04-19T21:18:45.658484+00:00 | I'M Good (Blue) | David Guetta / Bebe Rexha | source:securenet-history
2026-04-19T21:19:33.014042+00:00 | I'M Good (Blue) | David Guetta / Bebe Rexha | source:securenet-history
2026-04-19T21:20:13.961552+00:00 | I'M Good (Blue) | David Guetta / Bebe Rexha | source:securenet-history
2026-04-19T21:21:15.142529+00:00 | Diamonds | Rihanna | source:securenet-history
