2026-04-19T14:41:07.431746+00:00 | I Love Miami | Pitbull Feat Lil John | source:amperwave-api
2026-04-19T18:48:26.789113+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-19T18:49:07.833450+00:00 | Aperture | Harry Styles | source:amperwave-api
2026-04-19T18:49:52.773595+00:00 | Aperture | Harry Styles | source:amperwave-api
2026-04-19T18:50:33.158819+00:00 | Aperture | Harry Styles | source:amperwave-api
2026-04-19T18:51:15.410126+00:00 | Aperture | Harry Styles | source:amperwave-api
2026-04-19T18:52:05.338703+00:00 | Aperture | Harry Styles | source:amperwave-api
2026-04-19T18:52:52.128726+00:00 | Aperture | Harry Styles | source:amperwave-api
2026-04-19T18:53:34.176116+00:00 | Aperture | Harry Styles | source:amperwave-api
2026-04-19T18:54:17.353517+00:00 | Star Gazing | Myles Smith | source:amperwave-api
2026-04-19T18:54:58.430608+00:00 | Star Gazing | Myles Smith | source:amperwave-api
2026-04-19T18:55:41.063452+00:00 | Star Gazing | Myles Smith | source:amperwave-api
2026-04-19T18:56:21.847053+00:00 | Star Gazing | Myles Smith | source:amperwave-api
2026-04-19T18:57:08.554611+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-19T18:58:00.682386+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-19T18:59:12.042819+00:00 | Homewrecker | Somber | source:amperwave-api
2026-04-19T18:59:52.165789+00:00 | Homewrecker | Somber | source:amperwave-api
2026-04-19T19:01:02.252506+00:00 | Homewrecker | Somber | source:amperwave-api
2026-04-19T19:01:43.256080+00:00 | Homewrecker | Somber | source:amperwave-api
2026-04-19T19:02:28.274698+00:00 | Err Time | Cardi B Feat Jeezy | source:amperwave-api
2026-04-19T19:03:09.802272+00:00 | Err Time | Cardi B Feat Jeezy | source:amperwave-api
2026-04-19T19:04:17.207077+00:00 | Err Time | Cardi B Feat Jeezy | source:amperwave-api
2026-04-19T19:05:09.928275+00:00 | Err Time | Cardi B Feat Jeezy | source:amperwave-api
2026-04-19T19:05:51.448676+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T19:06:34.700418+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T19:07:16.214451+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T19:07:57.786443+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T19:08:58.695609+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T19:09:38.586242+00:00 | Creepin | Metro Boomin' Feat. 21 Savage/ The | source:amperwave-api
2026-04-19T19:10:20.148498+00:00 | Creepin | Metro Boomin' Feat. 21 Savage/ The | source:amperwave-api
2026-04-19T19:10:59.627423+00:00 | Creepin | Metro Boomin' Feat. 21 Savage/ The | source:amperwave-api
2026-04-19T19:11:40.222769+00:00 | Creepin | Metro Boomin' Feat. 21 Savage/ The | source:amperwave-api
2026-04-19T19:12:26.279742+00:00 | Creepin | Metro Boomin' Feat. 21 Savage/ The | source:amperwave-api
2026-04-19T19:13:13.037551+00:00 | Gangsta Luv | Snoop Dogg Feat The Dream | source:amperwave-api
2026-04-19T19:13:53.732879+00:00 | Gangsta Luv | Snoop Dogg Feat The Dream | source:amperwave-api
2026-04-19T19:14:34.930832+00:00 | Gangsta Luv | Snoop Dogg Feat The Dream | source:amperwave-api
2026-04-19T19:15:14.545869+00:00 | Gangsta Luv | Snoop Dogg Feat The Dream | source:amperwave-api
2026-04-19T19:15:57.520957+00:00 | Gangsta Luv | Snoop Dogg Feat The Dream | source:amperwave-api
2026-04-19T19:16:38.261436+00:00 | Gangsta Luv | Snoop Dogg Feat The Dream | source:amperwave-api
2026-04-19T19:17:29.692857+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T19:18:10.648842+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T19:18:53.233404+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T19:19:54.654346+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T19:20:35.264658+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T19:21:32.906298+00:00 | Choosin' Texas | Ella Langley | source:amperwave-api
2026-04-19T19:22:24.127936+00:00 | Choosin' Texas | Ella Langley | source:amperwave-api
2026-04-19T19:23:11.359852+00:00 | Choosin' Texas | Ella Langley | source:amperwave-api
2026-04-19T19:24:19.369757+00:00 | Choosin' Texas | Ella Langley | source:amperwave-api
2026-04-19T19:24:59.393823+00:00 | The Box | Roddy Rich | source:amperwave-api
2026-04-19T19:25:44.219973+00:00 | The Box | Roddy Rich | source:amperwave-api
2026-04-19T19:26:27.168532+00:00 | The Box | Roddy Rich | source:amperwave-api
2026-04-19T19:27:09.298164+00:00 | The Box | Roddy Rich | source:amperwave-api
2026-04-19T19:28:26.257737+00:00 | I Love Miami | Pitbull Feat Lil John | source:amperwave-api
2026-04-19T19:29:06.238336+00:00 | I Love Miami | Pitbull Feat Lil John | source:amperwave-api
2026-04-19T19:29:47.634660+00:00 | I Love Miami | Pitbull Feat Lil John | source:amperwave-api
2026-04-19T19:30:38.269125+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-19T19:31:18.663445+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-19T19:32:00.442567+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-19T19:32:42.559526+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-19T19:33:23.439785+00:00 | Ever Since U Left Me ( I Went Def) | French Montana And Max B | source:amperwave-api
2026-04-19T19:34:03.950765+00:00 | Ever Since U Left Me ( I Went Def) | French Montana And Max B | source:amperwave-api
2026-04-19T19:34:45.216344+00:00 | Ever Since U Left Me ( I Went Def) | French Montana And Max B | source:amperwave-api
2026-04-19T19:35:24.685585+00:00 | Ever Since U Left Me ( I Went Def) | French Montana And Max B | source:amperwave-api
2026-04-19T19:36:25.545591+00:00 | Post To Be | Omarion Feat. Chris Brown/ Jhen Ai | source:amperwave-api
2026-04-19T19:37:15.786062+00:00 | Post To Be | Omarion Feat. Chris Brown/ Jhen Ai | source:amperwave-api
2026-04-19T19:37:55.709279+00:00 | Post To Be | Omarion Feat. Chris Brown/ Jhen Ai | source:amperwave-api
2026-04-19T19:38:57.688597+00:00 | Post To Be | Omarion Feat. Chris Brown/ Jhen Ai | source:amperwave-api
2026-04-19T19:39:37.594951+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-19T19:40:26.812916+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-19T19:41:08.337767+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-19T19:41:49.072867+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-19T19:43:00.965391+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-19T19:43:42.040955+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-19T19:44:48.332376+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-19T19:45:28.643635+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-19T19:46:44.545706+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-19T19:47:24.991455+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-19T19:48:06.526115+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-19T19:48:46.006127+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-19T19:49:27.455025+00:00 | Stateside | Pink Pantheress Feat. Zara Larsson | source:amperwave-api
2026-04-19T19:50:07.837653+00:00 | Stateside | Pink Pantheress Feat. Zara Larsson | source:amperwave-api
2026-04-19T19:50:56.837669+00:00 | Stateside | Pink Pantheress Feat. Zara Larsson | source:amperwave-api
2026-04-19T19:51:49.541553+00:00 | Stateside | Pink Pantheress Feat. Zara Larsson | source:amperwave-api
2026-04-19T19:52:37.460170+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-19T19:53:24.621512+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-19T19:54:31.754563+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-19T19:55:12.725297+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-19T19:55:54.150830+00:00 | Rock Your Hips | 310Babii Feat Saweetie | source:amperwave-api
2026-04-19T19:56:54.832743+00:00 | Rock Your Hips | 310Babii Feat Saweetie | source:amperwave-api
2026-04-19T19:57:36.741437+00:00 | Rock Your Hips | 310Babii Feat Saweetie | source:amperwave-api
2026-04-19T19:58:31.011516+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-19T19:59:11.238641+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-19T19:59:53.635834+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-19T20:01:02.468086+00:00 | I Like You (A Happier Song) | Post Malone Feat. Doja Cat | source:amperwave-api
2026-04-19T20:01:46.853299+00:00 | I Like You (A Happier Song) | Post Malone Feat. Doja Cat | source:amperwave-api
2026-04-19T20:02:49.417310+00:00 | I Like You (A Happier Song) | Post Malone Feat. Doja Cat | source:amperwave-api
2026-04-19T20:03:30.346526+00:00 | I Like You (A Happier Song) | Post Malone Feat. Doja Cat | source:amperwave-api
2026-04-19T20:04:28.840255+00:00 | Where Is My Husband | Raye | source:amperwave-api
2026-04-19T20:05:19.687859+00:00 | Where Is My Husband | Raye | source:amperwave-api
2026-04-19T20:06:00.911896+00:00 | Where Is My Husband | Raye | source:amperwave-api
2026-04-19T20:06:42.597394+00:00 | Chanel | Tyla | source:amperwave-api
2026-04-19T20:07:30.444381+00:00 | Chanel | Tyla | source:amperwave-api
2026-04-19T20:08:12.320535+00:00 | Chanel | Tyla | source:amperwave-api
2026-04-19T20:08:54.235831+00:00 | Chanel | Tyla | source:amperwave-api
2026-04-19T20:09:35.002972+00:00 | Chanel | Tyla | source:amperwave-api
2026-04-19T20:10:17.098160+00:00 | Homewrecker | Somber | source:amperwave-api
2026-04-19T20:10:56.382158+00:00 | Homewrecker | Somber | source:amperwave-api
2026-04-19T20:11:37.514037+00:00 | Homewrecker | Somber | source:amperwave-api
2026-04-19T20:12:17.317114+00:00 | Homewrecker | Somber | source:amperwave-api
2026-04-19T20:12:58.149677+00:00 | Homewrecker | Somber | source:amperwave-api
2026-04-19T20:14:34.195716+00:00 | 679 | Fetty Wap Feat. Remy Boyz | source:amperwave-api
2026-04-19T20:15:23.400740+00:00 | 679 | Fetty Wap Feat. Remy Boyz | source:amperwave-api
2026-04-19T20:16:10.035136+00:00 | 679 | Fetty Wap Feat. Remy Boyz | source:amperwave-api
2026-04-19T20:16:50.556736+00:00 | Revolving Door | Tate Mccrae | source:amperwave-api
2026-04-19T20:17:59.566885+00:00 | Revolving Door | Tate Mccrae | source:amperwave-api
2026-04-19T20:18:40.679471+00:00 | Revolving Door | Tate Mccrae | source:amperwave-api
2026-04-19T20:19:23.188233+00:00 | Freak A Leek | Petey Pablo | source:amperwave-api
2026-04-19T20:20:04.518338+00:00 | Freak A Leek | Petey Pablo | source:amperwave-api
2026-04-19T20:20:46.908109+00:00 | Freak A Leek | Petey Pablo | source:amperwave-api
2026-04-19T20:22:00.427127+00:00 | Freak A Leek | Petey Pablo | source:amperwave-api
2026-04-19T20:22:40.076525+00:00 | Freak A Leek | Petey Pablo | source:amperwave-api
2026-04-19T20:23:31.855508+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-19T20:24:13.569877+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-19T20:24:55.106399+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-19T20:25:34.499566+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-19T20:26:16.953379+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-19T20:26:57.026570+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-19T20:27:38.093044+00:00 | Give Me Everything (2011) | Pitbull Feat. Ne-Yo | source:amperwave-api
2026-04-19T20:28:29.934055+00:00 | Give Me Everything (2011) | Pitbull Feat. Ne-Yo | source:amperwave-api
2026-04-19T20:29:10.343473+00:00 | Give Me Everything (2011) | Pitbull Feat. Ne-Yo | source:amperwave-api
2026-04-19T20:29:52.954902+00:00 | Give Me Everything (2011) | Pitbull Feat. Ne-Yo | source:amperwave-api
2026-04-19T20:30:35.810506+00:00 | Give Me Everything (2011) | Pitbull Feat. Ne-Yo | source:amperwave-api
2026-04-19T20:31:23.135703+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-19T20:32:35.891301+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-19T20:33:18.070407+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-19T20:34:08.016395+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T20:35:17.453580+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T20:35:56.842211+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T20:36:41.726682+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T20:37:22.070743+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T20:38:03.820791+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T20:38:43.938171+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T20:39:25.571153+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T20:40:30.856033+00:00 | Hot To Go ! | Chappel Roan | source:amperwave-api
2026-04-19T20:41:14.500504+00:00 | Hot To Go ! | Chappel Roan | source:amperwave-api
2026-04-19T20:41:57.363116+00:00 | Hot To Go ! | Chappel Roan | source:amperwave-api
2026-04-19T20:42:40.140846+00:00 | Hot To Go ! | Chappel Roan | source:amperwave-api
2026-04-19T20:43:22.125032+00:00 | Hot To Go ! | Chappel Roan | source:amperwave-api
2026-04-19T20:44:01.973256+00:00 | Dracula (Remix) | Tame Impala | source:amperwave-api
2026-04-19T20:44:43.122464+00:00 | Dracula (Remix) | Tame Impala | source:amperwave-api
2026-04-19T20:45:22.928686+00:00 | Dracula (Remix) | Tame Impala | source:amperwave-api
2026-04-19T20:46:04.047156+00:00 | Dracula (Remix) | Tame Impala | source:amperwave-api
2026-04-19T20:46:44.727726+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-19T20:47:28.719206+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-19T20:48:08.506227+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-19T20:48:49.762760+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-19T20:49:29.931710+00:00 | Watermelon Sugar | Harry Styles | source:amperwave-api
2026-04-19T20:50:12.622165+00:00 | Watermelon Sugar | Harry Styles | source:amperwave-api
2026-04-19T20:50:52.614650+00:00 | Watermelon Sugar | Harry Styles | source:amperwave-api
2026-04-19T20:51:34.786144+00:00 | Watermelon Sugar | Harry Styles | source:amperwave-api
2026-04-19T20:52:17.834782+00:00 | Body | Don Toliver | source:amperwave-api
2026-04-19T20:53:01.531943+00:00 | Body | Don Toliver | source:amperwave-api
2026-04-19T20:54:06.993881+00:00 | Body | Don Toliver | source:amperwave-api
2026-04-19T20:54:47.243040+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T20:55:36.755960+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T20:56:19.407152+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T20:57:01.315204+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T20:57:47.579635+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T20:58:30.335646+00:00 | Swim | Bts | source:amperwave-api
2026-04-19T20:59:12.573306+00:00 | Swim | Bts | source:amperwave-api
2026-04-19T21:00:21.352905+00:00 | Swim | Bts | source:amperwave-api
2026-04-19T21:01:05.725302+00:00 | What I Want | Morgan Wallen | source:amperwave-api
2026-04-19T21:02:17.242940+00:00 | What I Want | Morgan Wallen | source:amperwave-api
2026-04-19T21:03:00.857871+00:00 | What I Want | Morgan Wallen | source:amperwave-api
2026-04-19T21:03:43.228789+00:00 | What I Want | Morgan Wallen | source:amperwave-api
2026-04-19T21:04:27.855306+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-19T21:05:10.500454+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-19T21:05:58.152208+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-19T21:06:45.270318+00:00 | Lighters | Bad Meets Evil Feat. Eminem/ Bruno | source:amperwave-api
2026-04-19T21:07:25.845470+00:00 | Lighters | Bad Meets Evil Feat. Eminem/ Bruno | source:amperwave-api
2026-04-19T21:08:08.002250+00:00 | Lighters | Bad Meets Evil Feat. Eminem/ Bruno | source:amperwave-api
2026-04-19T21:08:49.789716+00:00 | Lighters | Bad Meets Evil Feat. Eminem/ Bruno | source:amperwave-api
2026-04-19T21:09:31.235793+00:00 | Lighters | Bad Meets Evil Feat. Eminem/ Bruno | source:amperwave-api
2026-04-19T21:10:28.158357+00:00 | Lighters | Bad Meets Evil Feat. Eminem/ Bruno | source:amperwave-api
2026-04-19T21:11:09.733701+00:00 | Lighters | Bad Meets Evil Feat. Eminem/ Bruno | source:amperwave-api
2026-04-19T21:11:50.715812+00:00 | Got Money | Lil Wayne Feat T-Pain | source:amperwave-api
2026-04-19T21:12:32.107257+00:00 | Got Money | Lil Wayne Feat T-Pain | source:amperwave-api
2026-04-19T21:13:13.476586+00:00 | Got Money | Lil Wayne Feat T-Pain | source:amperwave-api
2026-04-19T21:13:53.473222+00:00 | Got Money | Lil Wayne Feat T-Pain | source:amperwave-api
2026-04-19T21:14:36.589336+00:00 | Got Money | Lil Wayne Feat T-Pain | source:amperwave-api
2026-04-19T21:15:17.091442+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-19T21:15:59.666751+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-19T21:16:40.852273+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-19T21:17:25.254509+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-19T21:18:05.693706+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-19T21:18:46.865305+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-19T21:19:34.077399+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-19T21:20:14.130868+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-19T21:21:16.537771+00:00 | Watch Me | Silento | source:amperwave-api
