2026-04-17T00:00:04.037246+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T05:40:29.709950+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T05:41:11.317226+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T05:41:50.803620+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T05:42:33.374617+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T05:44:06.366857+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T05:44:52.685383+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T05:45:32.857580+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T05:46:13.959627+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T05:47:48.645056+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T05:48:36.733345+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T05:49:18.603467+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T05:49:59.670789+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-17T05:50:49.473064+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-17T05:51:30.196265+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-17T05:52:10.593706+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-17T05:52:52.840721+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T05:53:33.387258+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T05:54:17.725849+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T05:55:00.964650+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T05:55:41.166877+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T05:56:21.583285+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T05:57:00.841390+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T05:57:41.068659+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T05:58:21.662909+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T05:59:02.358676+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T05:59:43.035863+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T06:01:21.015343+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T06:02:06.037731+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T06:02:47.272161+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T06:03:30.854633+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T06:04:14.118517+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T06:04:54.678267+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T06:05:37.549539+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-17T06:06:20.463208+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-17T06:07:02.657641+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-17T06:07:43.637461+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-17T06:08:25.574343+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T06:09:02.646794+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T06:09:44.374103+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T06:10:26.784643+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T06:11:15.169053+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T06:11:55.954614+00:00 | Go | Blackpink | source:amperwave-api
2026-04-17T06:12:36.670749+00:00 | Go | Blackpink | source:amperwave-api
2026-04-17T06:13:19.026339+00:00 | Go | Blackpink | source:amperwave-api
2026-04-17T06:14:49.175103+00:00 | Better Now | Post Malone | source:amperwave-api
2026-04-17T06:15:26.657074+00:00 | Better Now | Post Malone | source:amperwave-api
2026-04-17T06:16:07.737613+00:00 | Better Now | Post Malone | source:amperwave-api
2026-04-17T06:16:45.881068+00:00 | Better Now | Post Malone | source:amperwave-api
2026-04-17T06:17:26.152766+00:00 | Better Now | Post Malone | source:amperwave-api
2026-04-17T06:18:07.330460+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T06:19:14.598881+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T06:19:55.481025+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T06:20:38.799354+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T06:21:22.750300+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T06:22:04.215076+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T06:23:24.414298+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T06:24:05.811702+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T06:24:46.155741+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T06:25:31.002745+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T06:27:09.954267+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T06:27:51.502469+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T06:28:29.992618+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T06:29:10.745353+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T06:30:41.414414+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T06:31:28.700341+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T06:32:14.994220+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T06:32:56.874727+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T06:33:38.361632+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T06:34:17.833430+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T06:34:59.738799+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T06:35:40.487227+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T06:36:23.142550+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T06:37:03.399613+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T06:37:42.301301+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T06:38:24.415916+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T06:39:05.717668+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T06:39:46.449912+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T06:40:27.695502+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T06:41:08.140894+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T06:41:48.579283+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T06:42:29.601600+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T06:44:00.687377+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T06:44:52.349559+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T06:45:37.647838+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T06:46:17.054735+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T06:47:08.109628+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T06:47:49.444217+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T06:48:36.662132+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T06:49:18.630260+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T06:50:01.414537+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T06:50:43.392480+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-17T06:51:25.134108+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-17T06:52:09.484922+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-17T06:52:49.788458+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-17T06:53:32.080829+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-17T06:54:14.829082+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T06:54:57.014266+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T06:55:38.323013+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T06:56:16.939217+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T06:56:56.433378+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T06:58:13.503837+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T06:58:53.339747+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T06:59:34.325014+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T07:00:13.951477+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T07:00:57.177282+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T07:02:28.135120+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T07:03:08.992388+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T07:03:51.192453+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-17T07:04:28.739322+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-17T07:05:10.152061+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-17T07:06:22.337822+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T07:07:03.244719+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T07:07:43.378082+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T07:08:25.531377+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T07:09:06.636935+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T07:10:29.538870+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-17T07:11:14.857044+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-17T07:11:57.244967+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-17T07:12:39.669424+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T07:14:17.271237+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T07:14:57.430845+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T07:15:36.451173+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T07:16:19.104508+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T07:17:02.018246+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T07:17:42.625290+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T07:18:24.795391+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T07:19:04.394361+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T07:19:49.744317+00:00 | See You Again (Feat. Charlie Puth) | Wiz Khalifa | source:amperwave-api
2026-04-17T07:20:35.303094+00:00 | See You Again (Feat. Charlie Puth) | Wiz Khalifa | source:amperwave-api
2026-04-17T07:21:16.440233+00:00 | See You Again (Feat. Charlie Puth) | Wiz Khalifa | source:amperwave-api
2026-04-17T07:21:55.109585+00:00 | See You Again (Feat. Charlie Puth) | Wiz Khalifa | source:amperwave-api
2026-04-17T07:22:36.081401+00:00 | See You Again (Feat. Charlie Puth) | Wiz Khalifa | source:amperwave-api
2026-04-17T07:23:17.459218+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T07:23:55.009620+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T07:24:36.727536+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T07:25:17.677648+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T07:26:02.341782+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T07:26:43.301688+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T07:28:04.805391+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T07:28:44.238333+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T07:29:24.934886+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T07:30:09.642428+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T07:30:52.489177+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T07:31:33.931064+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T07:32:15.322927+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T07:32:54.681480+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T07:33:36.684604+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T07:34:17.421061+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T07:34:59.731155+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T07:35:41.131983+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T07:36:24.463359+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T07:37:06.784260+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T07:37:46.591278+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T07:38:27.781559+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T07:39:08.214604+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T07:39:50.137279+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T07:40:31.168852+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T07:41:57.188864+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T07:42:36.706486+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T07:43:18.794036+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T07:43:58.874508+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T07:45:29.747540+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T07:46:07.746711+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T07:46:47.709117+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T07:47:29.918217+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-17T07:48:59.219565+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-17T07:49:45.349650+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-17T07:50:26.229189+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-17T07:51:08.966247+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-17T07:52:36.854570+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-17T07:53:16.126345+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T07:54:00.957816+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T07:54:40.907568+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T07:56:10.153339+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T07:56:49.032964+00:00 | Snooze | Sza | source:amperwave-api
2026-04-17T07:57:30.007255+00:00 | Snooze | Sza | source:amperwave-api
2026-04-17T07:58:09.963212+00:00 | Snooze | Sza | source:amperwave-api
2026-04-17T07:58:46.797916+00:00 | Snooze | Sza | source:amperwave-api
2026-04-17T07:59:29.739385+00:00 | Snooze | Sza | source:amperwave-api
2026-04-17T08:00:10.369992+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T08:00:50.462502+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T08:01:32.770237+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T08:02:15.806931+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T08:02:55.430940+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-17T08:03:33.383531+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-17T08:04:12.404112+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-17T08:04:53.371158+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-17T08:05:32.822091+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-17T08:06:14.654520+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T08:06:55.883821+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T08:07:40.349149+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T08:09:05.500031+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T08:09:45.135929+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T08:10:26.245284+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T08:11:08.132206+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T08:11:49.952726+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T08:12:31.006340+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T08:13:11.670201+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T08:13:52.105861+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T08:14:33.836014+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T08:15:17.438415+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T08:15:57.375394+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T08:16:36.529385+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T08:17:19.254616+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T08:17:59.817991+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T08:18:42.016668+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T08:19:25.826275+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T08:20:08.866026+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-17T08:20:54.278078+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-17T08:22:19.812732+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-17T08:22:57.178170+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-17T08:23:37.332821+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-17T08:24:19.853141+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-17T08:24:58.758714+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-17T08:26:06.609038+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-17T08:26:50.546019+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-17T08:27:29.895884+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-17T08:28:13.469772+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-17T08:28:53.049884+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-17T08:30:07.116550+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T08:30:49.365183+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T08:31:32.442800+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T08:32:13.593944+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T08:33:39.169181+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T08:34:24.804864+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T08:35:05.975692+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T08:35:47.399395+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T08:36:31.154626+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T08:37:26.169821+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T08:38:06.138085+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T08:38:49.440917+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T08:39:29.639482+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T08:40:09.396206+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T08:40:51.555090+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T08:41:31.168744+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T08:42:13.008665+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T08:42:53.020353+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T08:43:34.543307+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T08:44:12.422061+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T08:44:53.416025+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T08:45:32.010351+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T08:46:13.009983+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T08:46:54.185102+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T08:47:33.719643+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T08:48:15.963990+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T08:48:57.766492+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T08:49:38.817034+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T08:51:00.271322+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T08:51:41.710455+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T08:52:22.768414+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T08:53:05.175483+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T08:53:45.472781+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-17T08:54:24.049538+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-17T08:55:04.507872+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-17T08:55:46.713728+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-17T08:56:28.313754+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-17T08:57:10.975977+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-17T08:57:52.027988+00:00 | Save Your Tears | The Weeknd | source:amperwave-api
2026-04-17T08:58:31.889582+00:00 | Save Your Tears | The Weeknd | source:amperwave-api
2026-04-17T08:59:14.213585+00:00 | Save Your Tears | The Weeknd | source:amperwave-api
2026-04-17T08:59:54.958914+00:00 | Save Your Tears | The Weeknd | source:amperwave-api
2026-04-17T09:00:35.705709+00:00 | Save Your Tears | The Weeknd | source:amperwave-api
2026-04-17T09:01:16.846140+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T09:01:58.237795+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T09:02:37.912302+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T09:04:04.494886+00:00 | Need Your Love | Onerepublic | source:amperwave-api
2026-04-17T09:04:46.544761+00:00 | Need Your Love | Onerepublic | source:amperwave-api
2026-04-17T09:05:27.446035+00:00 | Need Your Love | Onerepublic | source:amperwave-api
2026-04-17T09:06:07.801551+00:00 | Need Your Love | Onerepublic | source:amperwave-api
2026-04-17T09:08:08.653188+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-17T09:08:48.347883+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-17T09:09:27.867285+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-17T09:10:11.138030+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-17T09:11:30.324177+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-17T09:12:14.067759+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-17T09:12:52.513982+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-17T09:13:32.596812+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-17T09:14:56.101621+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-17T09:15:34.073914+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-17T09:16:16.101060+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-17T09:16:59.769739+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T09:18:29.174960+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T09:19:09.497336+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T09:19:50.009611+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T09:20:36.164325+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T09:21:21.337698+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T09:22:00.926076+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T09:22:44.109618+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T09:23:24.825225+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T09:24:09.670125+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T09:24:49.304704+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T09:25:29.688017+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T09:26:09.924764+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T09:26:49.817006+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T09:27:28.871035+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T09:28:08.541148+00:00 | Dynamite | Taio Cruz | source:amperwave-api
2026-04-17T09:28:48.555883+00:00 | Dynamite | Taio Cruz | source:amperwave-api
2026-04-17T09:29:29.187876+00:00 | Dynamite | Taio Cruz | source:amperwave-api
2026-04-17T09:31:04.010063+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T09:31:48.979780+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T09:32:29.150725+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T09:33:08.909472+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T09:33:53.296625+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T09:34:35.930145+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T09:35:18.112365+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T09:35:59.100916+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T09:36:40.359120+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T09:37:23.265801+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T09:38:03.252886+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T09:38:43.583794+00:00 | Ordinary | Alex Warren | source:amperwave-api
