2026-04-16T00:00:07.054542+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-16T03:50:54.569849+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-16T03:51:32.258911+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-16T03:52:10.393042+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-16T03:52:47.935108+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-16T03:53:29.112061+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-16T03:54:06.826821+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-16T03:55:26.283590+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-16T03:56:10.096331+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-16T03:56:50.222177+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-16T03:57:29.867997+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-16T03:58:11.849249+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-16T03:58:53.556811+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-16T03:59:33.442031+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-16T04:00:16.489825+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-16T04:00:58.710950+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-16T04:01:37.980915+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-16T04:02:16.629245+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-16T04:02:57.059414+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-16T04:04:31.135455+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-16T04:05:10.457438+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-16T04:05:50.078813+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-16T04:06:33.165834+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-16T04:07:14.669613+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-16T04:07:53.477261+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-16T04:08:34.375746+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-16T04:09:17.502150+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-16T04:10:01.535578+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-16T04:10:43.025400+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-16T04:11:22.578195+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-16T04:12:02.433086+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-16T04:12:43.204307+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-16T04:13:25.095496+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-16T04:14:07.941132+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-16T04:14:49.459908+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-16T04:15:29.425175+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-16T04:17:03.347832+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-16T04:17:44.121341+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-16T04:18:26.053353+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-16T04:19:05.815726+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-16T04:19:45.910072+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-16T04:20:27.365091+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-16T04:21:08.429100+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-16T04:22:13.148631+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-16T04:22:55.840608+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-16T04:23:39.197986+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-16T04:24:20.821856+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-16T04:25:02.685108+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-16T04:25:43.217434+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-16T04:26:24.830604+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-16T04:27:33.945519+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-16T04:28:14.000157+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-16T04:28:53.514013+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-16T04:29:34.174771+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-16T04:30:14.876704+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-16T04:30:56.880759+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-16T04:31:39.909711+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-16T04:32:21.206725+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-16T04:33:02.853341+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-16T04:33:46.396135+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-16T04:34:25.193153+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-16T04:35:07.949943+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-16T04:35:47.775509+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-16T04:36:27.529865+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-16T04:37:10.016398+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-16T04:37:50.048690+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-16T04:38:32.723524+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-16T04:39:16.618034+00:00 | Need Your Love | Onerepublic | source:amperwave-api
2026-04-16T04:39:57.228948+00:00 | Need Your Love | Onerepublic | source:amperwave-api
2026-04-16T04:40:37.477016+00:00 | Need Your Love | Onerepublic | source:amperwave-api
2026-04-16T04:42:06.738432+00:00 | Need Your Love | Onerepublic | source:amperwave-api
2026-04-16T04:42:47.443915+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-16T04:43:31.776628+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-16T04:44:13.056437+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-16T04:44:53.191495+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-16T04:45:33.058500+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-16T04:46:09.889523+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-16T04:46:45.162749+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-16T04:47:21.158277+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-16T04:48:01.049445+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-16T04:48:44.105114+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-16T04:50:13.819937+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-16T04:50:49.433374+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-16T04:51:26.512118+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-16T04:52:01.639408+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-16T04:52:37.015774+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-16T04:53:16.161765+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-16T04:54:41.221250+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-16T04:55:22.321102+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-16T04:56:00.565763+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-16T04:56:41.041137+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-16T04:57:22.005084+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-16T04:58:02.721072+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-16T04:58:42.107810+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-16T04:59:19.561773+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-16T04:59:58.811039+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-16T05:00:38.788248+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-16T05:01:22.953118+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-16T05:02:04.307783+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-16T05:02:45.013025+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-16T05:03:28.199901+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-16T05:04:10.902197+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-16T05:04:50.321731+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-16T05:05:29.429081+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-16T05:06:09.544210+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-16T05:08:06.399189+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-16T05:08:46.320869+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-16T05:09:25.624026+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-16T05:10:04.909095+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-16T05:10:46.495738+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-16T05:11:26.668649+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-16T05:12:40.267497+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-16T05:13:21.467301+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-16T05:14:01.069144+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-16T05:14:43.882559+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-16T05:15:27.565463+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-16T05:16:07.555602+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-16T05:16:47.947760+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-16T05:17:58.039373+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-16T05:18:38.114118+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-16T05:19:20.656160+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-16T05:19:59.330049+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-16T05:20:40.293516+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-16T05:21:19.317377+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-16T05:21:57.677964+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-16T05:22:35.874694+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-16T05:23:16.381380+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-16T05:23:56.551026+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-16T05:24:38.856348+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-16T05:25:16.413427+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-16T05:25:55.595402+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-16T05:26:35.859186+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-16T05:27:13.590757+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-16T05:27:53.894387+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-16T05:28:34.548306+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-16T05:29:16.465130+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-16T05:29:58.075075+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-16T05:30:36.923603+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-16T05:31:15.646963+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-16T05:31:55.995565+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-16T05:33:05.333940+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-16T05:33:47.117956+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-16T05:34:27.206826+00:00 | Go | Blackpink | source:amperwave-api
2026-04-16T05:35:09.162254+00:00 | Go | Blackpink | source:amperwave-api
2026-04-16T05:35:49.943930+00:00 | Go | Blackpink | source:amperwave-api
2026-04-16T05:36:29.298791+00:00 | Go | Blackpink | source:amperwave-api
2026-04-16T05:37:08.887405+00:00 | Go | Blackpink | source:amperwave-api
2026-04-16T05:37:50.308681+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-16T05:38:33.026067+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-16T05:39:14.516315+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-16T05:39:55.149591+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-16T05:40:34.350795+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-16T05:41:16.477111+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-16T05:41:56.025670+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-16T05:42:36.231639+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-16T05:43:15.357474+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-16T05:43:54.816958+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-16T05:44:37.285511+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-16T05:45:17.336965+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-16T05:46:01.535507+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-16T05:46:40.356505+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-16T05:48:07.149544+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-16T05:48:48.313343+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-16T05:49:30.250211+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-16T05:50:13.982161+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-16T05:50:56.573887+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-16T05:51:35.554898+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-16T05:52:14.175074+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-16T05:52:54.763374+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-16T05:53:34.204067+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-16T05:54:14.739544+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-16T05:54:54.154143+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-16T05:55:36.141377+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-16T05:56:16.732611+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-16T05:56:59.940593+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-16T05:57:42.614430+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-16T05:58:23.723418+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-16T05:59:03.531299+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-16T05:59:43.941093+00:00 | Wow | Post Malone | source:amperwave-api
2026-04-16T06:00:26.261736+00:00 | Wow | Post Malone | source:amperwave-api
2026-04-16T06:01:08.180806+00:00 | Wow | Post Malone | source:amperwave-api
2026-04-16T06:01:48.928959+00:00 | Wow | Post Malone | source:amperwave-api
2026-04-16T06:03:53.051037+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-16T06:04:35.856904+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-16T06:05:14.477039+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-16T06:05:56.255375+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-16T06:06:36.954936+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-16T06:07:16.701274+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-16T06:07:56.574834+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-16T06:08:37.754782+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-16T06:09:16.436227+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-16T06:09:56.480694+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-16T06:10:38.372321+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-16T06:11:18.666278+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-16T06:12:01.185784+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-16T06:12:41.679589+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-16T06:13:20.625851+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-16T06:14:02.212676+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-16T06:14:43.016072+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-16T06:15:25.459253+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-16T06:16:04.513132+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-16T06:16:47.075749+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-16T06:18:19.018400+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-16T06:18:57.572438+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-16T06:19:38.518304+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-16T06:20:19.366435+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-16T06:21:00.274518+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-16T06:21:39.713208+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-16T06:22:19.818062+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-16T06:23:46.476283+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-16T06:24:24.548965+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-16T06:25:08.371083+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-16T06:25:48.700281+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-16T06:26:29.038847+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-16T06:27:09.178193+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-16T06:27:48.587060+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-16T06:29:22.213805+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-16T06:30:01.409770+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-16T06:30:41.262692+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-16T06:31:22.923513+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-16T06:32:02.098119+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-16T06:32:42.985037+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-16T06:33:22.898921+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-16T06:34:04.235770+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-16T06:34:44.432397+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-16T06:35:25.277926+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-16T06:36:04.599170+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-16T06:36:44.625790+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-16T06:37:24.340683+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-16T06:38:05.782501+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-16T06:38:45.998604+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-16T06:39:26.990238+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-16T06:40:06.625183+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-16T06:40:47.620957+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-16T06:41:25.579192+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-16T06:42:03.319560+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-16T06:42:42.925534+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-16T06:43:23.228410+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-16T06:44:54.843211+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-16T06:45:47.885618+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-16T06:46:27.547029+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-16T06:47:08.235381+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-16T06:47:47.647785+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-16T06:48:27.175357+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-16T06:49:04.873475+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-16T06:49:43.393541+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-16T06:50:19.910665+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-16T06:50:55.118090+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-16T06:51:31.141011+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-16T06:52:06.405442+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-16T06:52:41.929519+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-16T06:54:16.698477+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-16T06:54:52.010409+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-16T06:55:27.504420+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-16T06:56:03.117216+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-16T06:56:39.000185+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-16T06:57:14.370048+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-16T06:58:47.914514+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-16T06:59:23.101184+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-16T06:59:59.082261+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-16T07:00:34.113964+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-16T07:01:11.521585+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-16T07:01:47.873083+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-16T07:03:22.613821+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-16T07:03:57.945912+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-16T07:04:34.657267+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-16T07:05:10.638326+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-16T07:05:48.633142+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-16T07:06:25.137050+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-16T07:07:58.069294+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-16T07:08:35.545020+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-16T07:09:12.393596+00:00 | Swim | Bts | source:amperwave-api
2026-04-16T07:09:49.970047+00:00 | Swim | Bts | source:amperwave-api
2026-04-16T07:10:28.469466+00:00 | Swim | Bts | source:amperwave-api
2026-04-16T07:11:05.173919+00:00 | Swim | Bts | source:amperwave-api
2026-04-16T07:11:46.114798+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-16T07:12:54.753611+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-16T07:13:32.986334+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-16T07:14:10.837037+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-16T07:14:49.190049+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-16T07:15:29.261170+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-16T07:16:09.996552+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-16T07:16:50.090156+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-16T07:17:28.793261+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-16T07:18:05.786677+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-16T07:18:43.391600+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-16T07:19:20.901480+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-16T07:19:57.020943+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-16T07:20:35.311362+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-16T07:21:12.498069+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-16T07:21:51.409212+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-16T07:22:30.047087+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-16T07:23:07.446103+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-16T07:23:46.087330+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-16T07:24:25.654409+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-16T07:25:06.299858+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-16T07:25:44.748648+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-16T07:26:22.394857+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-16T07:27:02.212006+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-16T07:27:40.886494+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-16T07:29:07.625435+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-16T07:29:45.556540+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-16T07:30:25.936294+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-16T07:31:04.631861+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-16T07:31:46.799472+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-16T07:32:25.691436+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-16T07:33:04.884764+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-16T07:33:43.865033+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-16T07:34:23.680171+00:00 | Babydoll | Dominic Fike | source:amperwave-api
