2026-04-13T00:00:31.165500+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T02:58:04.365280+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T02:58:39.222048+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T02:59:13.755709+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T02:59:48.536952+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:00:23.552196+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:00:58.995992+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:01:34.220733+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:02:10.724052+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:02:45.881238+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:03:20.885928+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:03:55.505841+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:04:30.352448+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:05:05.881608+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:05:40.832699+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:06:29.202562+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:07:05.405188+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:07:42.516539+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:08:42.008441+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:09:17.388754+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:09:54.175567+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:10:29.927397+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:11:05.348948+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:11:41.746613+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:12:17.229238+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:12:52.048543+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:13:50.352485+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:14:25.213748+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:15:04.763142+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:15:40.091690+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:16:14.953326+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:16:49.740866+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:17:24.365892+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:17:59.098252+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:18:34.045159+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:19:09.713908+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:19:44.911847+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:20:19.488105+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:20:54.072222+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:21:28.747406+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:22:28.366292+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:23:04.390177+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:23:38.940210+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:24:17.905825+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:24:54.005763+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:25:29.001118+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:26:04.671559+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:26:39.717945+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:27:14.328437+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:28:13.096976+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:28:48.571344+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:29:23.368789+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:29:58.438557+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:30:59.111663+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:31:35.774588+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:32:10.860141+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:32:45.754364+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:33:20.517279+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:33:55.474511+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:34:29.964359+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:35:05.205743+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:35:40.195999+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:36:15.483797+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:36:50.558466+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:37:25.119518+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:38:00.124505+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:38:57.877180+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:39:33.086875+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:40:10.683212+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:40:46.768358+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:41:45.539402+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:42:21.949209+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:43:19.543886+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:43:54.695593+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:44:48.726949+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:45:26.321015+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:46:22.805843+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:47:00.200734+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:47:35.756382+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:48:10.520356+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:48:46.181715+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:49:21.445714+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:49:55.901898+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:50:30.361414+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:51:05.486206+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:51:40.096454+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:52:15.006012+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:52:49.461839+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:53:24.454407+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:53:59.027220+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:54:55.238471+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:55:30.069186+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:56:05.735976+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:56:41.630894+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:57:37.116900+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:58:12.920103+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:58:47.404313+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:59:21.931273+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T03:59:56.687654+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T04:00:32.627329+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T04:01:32.931044+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T04:02:09.619237+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T04:02:47.107955+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T04:03:25.554496+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T04:04:00.141588+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T04:04:35.234723+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T04:05:15.920274+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-13T04:05:52.840225+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-13T04:06:31.902646+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-13T04:07:12.007460+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-13T04:07:46.700326+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-13T04:08:21.447535+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-13T04:08:56.434764+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-13T04:09:31.384994+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-13T04:10:28.783595+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-13T04:11:05.856347+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-13T04:11:40.962900+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-13T04:12:39.633494+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-13T04:13:14.267925+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-13T04:13:53.387347+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-13T04:14:28.955383+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-13T04:15:03.892950+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T04:15:39.630296+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T04:16:14.788843+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T04:16:50.133148+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T04:17:51.074664+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T04:18:26.590842+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-13T04:19:01.927640+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-13T04:19:37.441500+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-13T04:20:12.716364+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-13T04:20:47.749176+00:00 | Eastside | Benny Blanco Ft. Halsey And Khalid | source:amperwave-api
2026-04-13T04:21:22.244529+00:00 | Eastside | Benny Blanco Ft. Halsey And Khalid | source:amperwave-api
2026-04-13T04:21:57.056257+00:00 | Eastside | Benny Blanco Ft. Halsey And Khalid | source:amperwave-api
2026-04-13T04:22:32.179021+00:00 | Eastside | Benny Blanco Ft. Halsey And Khalid | source:amperwave-api
2026-04-13T04:23:06.768737+00:00 | Eastside | Benny Blanco Ft. Halsey And Khalid | source:amperwave-api
2026-04-13T04:23:41.605823+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T04:24:16.234365+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T04:24:50.979445+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T04:25:25.767392+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T04:26:00.891714+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T04:27:00.753287+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T04:27:35.752628+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T04:28:11.795664+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T04:28:48.069266+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T04:29:23.289126+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T04:30:22.529701+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T04:30:57.851905+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T04:31:37.614878+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T04:32:14.071214+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-13T04:32:49.172237+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-13T04:33:48.981322+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-13T04:34:24.158084+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-13T04:34:59.225890+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-13T04:35:34.425407+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-13T04:36:09.554024+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-13T04:36:44.875518+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-13T04:37:19.643289+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-13T04:37:54.507318+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-13T04:38:29.947325+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-13T04:39:05.328030+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-13T04:39:40.947250+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-13T04:40:15.860352+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-13T04:40:51.140168+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-13T04:41:26.368309+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-13T04:42:23.539154+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T04:43:02.673572+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T04:43:37.476639+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T04:44:33.821064+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T04:45:08.770141+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T04:45:48.631815+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-13T04:46:24.060505+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-13T04:46:58.972451+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-13T04:47:35.206166+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-13T04:48:10.456554+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-13T04:48:45.568376+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-13T04:49:44.423833+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-13T04:50:19.658113+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-13T04:50:55.513335+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-13T04:51:30.671627+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-13T04:52:05.673063+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-13T04:52:40.303191+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-13T04:53:15.169182+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-13T04:53:50.375867+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-13T04:54:25.172039+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-13T04:55:00.475983+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-13T04:55:35.397514+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-13T04:56:10.301479+00:00 | Need To Know | Doja Cat | source:amperwave-api
2026-04-13T04:56:45.042906+00:00 | Need To Know | Doja Cat | source:amperwave-api
2026-04-13T04:57:21.061012+00:00 | Need To Know | Doja Cat | source:amperwave-api
2026-04-13T04:57:56.569053+00:00 | Need To Know | Doja Cat | source:amperwave-api
2026-04-13T04:58:31.321119+00:00 | Need To Know | Doja Cat | source:amperwave-api
2026-04-13T04:59:06.665053+00:00 | Need To Know | Doja Cat | source:amperwave-api
2026-04-13T05:00:04.765963+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T05:00:43.124856+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T05:01:17.975844+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T05:02:20.495884+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T05:02:55.505652+00:00 | Need Your Love | Onerepublic | source:amperwave-api
2026-04-13T05:03:30.976556+00:00 | Need Your Love | Onerepublic | source:amperwave-api
2026-04-13T05:04:06.338572+00:00 | Need Your Love | Onerepublic | source:amperwave-api
2026-04-13T05:05:02.767964+00:00 | Need Your Love | Onerepublic | source:amperwave-api
2026-04-13T05:05:39.364370+00:00 | Need Your Love | Onerepublic | source:amperwave-api
2026-04-13T05:06:15.797707+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-13T05:07:14.024564+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-13T05:07:50.505523+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-13T05:08:25.988389+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-13T05:09:01.273956+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-13T05:09:36.523894+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-13T05:10:11.329907+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-13T05:10:46.736700+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-13T05:11:21.590733+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-13T05:11:56.321535+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T05:12:31.295763+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T05:13:06.737819+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T05:13:41.317261+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T05:14:29.245964+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T05:15:04.682518+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T05:15:39.790011+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-13T05:16:15.727975+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-13T05:16:50.869535+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-13T05:17:25.658872+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-13T05:18:03.165790+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-13T05:18:38.382036+00:00 | Heartless | The Weeknd | source:amperwave-api
2026-04-13T05:19:12.798467+00:00 | Heartless | The Weeknd | source:amperwave-api
2026-04-13T05:19:53.233772+00:00 | Heartless | The Weeknd | source:amperwave-api
2026-04-13T05:20:28.828503+00:00 | Heartless | The Weeknd | source:amperwave-api
2026-04-13T05:21:25.770148+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T05:22:01.737098+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T05:22:37.186031+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T05:23:35.897279+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T05:24:10.376845+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T05:24:45.674305+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T05:25:21.242641+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T05:25:56.176813+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T05:26:30.869463+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T05:27:05.752998+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T05:27:40.247255+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T05:28:16.059446+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T05:28:50.810083+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T05:29:27.495957+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T05:30:26.715979+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-13T05:31:03.549056+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-13T05:31:57.696928+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-13T05:32:37.570058+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T05:33:12.596830+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T05:34:14.030648+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T05:34:49.150208+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T05:35:24.205228+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T05:35:59.161662+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-13T05:36:33.789688+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-13T05:37:09.916098+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-13T05:37:46.742127+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-13T05:38:46.153411+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-13T05:39:21.650069+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-13T05:39:56.721876+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-13T05:40:31.962939+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-13T05:41:07.001080+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-13T05:41:42.277561+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-13T05:42:16.804059+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-13T05:42:51.803521+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-13T05:43:26.880268+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-13T05:44:01.440419+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-13T05:44:36.713257+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-13T05:45:11.444969+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-13T05:45:46.509020+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-13T05:46:30.914357+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-13T05:47:07.086307+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-13T05:47:41.921271+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-13T05:48:37.335380+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-13T05:49:12.016512+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-13T05:49:48.487278+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-13T05:50:23.745712+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-13T05:50:58.452898+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-13T05:51:33.192746+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-13T05:52:08.154211+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T05:52:43.059954+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T05:53:37.166377+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T05:54:11.601977+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T05:54:51.542418+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T05:55:27.253093+00:00 | As It Was | Harry Styles | source:amperwave-api
2026-04-13T05:56:02.669681+00:00 | As It Was | Harry Styles | source:amperwave-api
2026-04-13T05:56:37.184818+00:00 | As It Was | Harry Styles | source:amperwave-api
2026-04-13T05:57:12.128627+00:00 | As It Was | Harry Styles | source:amperwave-api
2026-04-13T05:57:47.345924+00:00 | Love The Way You Lie | Emimem Feat. Rihanna | source:amperwave-api
2026-04-13T05:58:22.310788+00:00 | Love The Way You Lie | Emimem Feat. Rihanna | source:amperwave-api
2026-04-13T05:58:57.705572+00:00 | Love The Way You Lie | Emimem Feat. Rihanna | source:amperwave-api
2026-04-13T05:59:32.197036+00:00 | Love The Way You Lie | Emimem Feat. Rihanna | source:amperwave-api
2026-04-13T06:00:06.983813+00:00 | Love The Way You Lie | Emimem Feat. Rihanna | source:amperwave-api
2026-04-13T06:00:41.978338+00:00 | Love The Way You Lie | Emimem Feat. Rihanna | source:amperwave-api
2026-04-13T06:01:17.242764+00:00 | Love The Way You Lie | Emimem Feat. Rihanna | source:amperwave-api
2026-04-13T06:01:52.539464+00:00 | Love The Way You Lie | Emimem Feat. Rihanna | source:amperwave-api
2026-04-13T06:02:28.841148+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-13T06:03:04.121996+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
