2026-04-14T00:04:55.974028+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T03:45:39.868964+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T03:46:30.793009+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T03:47:06.429437+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T03:48:03.662390+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T03:48:38.031171+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T03:49:36.418847+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T03:50:12.195737+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T03:50:47.840980+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T03:51:22.629653+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T03:51:57.581091+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T03:52:49.697171+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T03:53:24.064737+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T03:54:23.781978+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T03:54:59.070314+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T03:55:35.520466+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T03:56:11.227762+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T03:56:45.668429+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T03:57:21.256963+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T03:57:56.526074+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T03:58:31.600476+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T03:59:06.421163+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T03:59:42.045126+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T04:00:19.675016+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T04:00:58.893285+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T04:01:41.735470+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T04:02:20.976986+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T04:03:06.601359+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T04:03:42.337137+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T04:04:40.104808+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T04:05:15.624957+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T04:05:50.736607+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T04:06:26.133860+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T04:07:01.205205+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T04:07:55.142063+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T04:08:30.037163+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T04:09:25.339992+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T04:10:00.511337+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T04:10:35.583603+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-14T04:11:10.999737+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-14T04:11:45.641029+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-14T04:12:21.274531+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-14T04:12:58.839622+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-14T04:13:34.798157+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-14T04:14:10.253426+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-14T04:14:45.378956+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-14T04:15:20.655473+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-14T04:15:55.913713+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-14T04:16:31.497003+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-14T04:17:06.945972+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T04:18:01.252887+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T04:18:36.274181+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T04:19:30.899978+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-14T04:20:07.272694+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-14T04:20:44.066865+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-14T04:21:20.392586+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-14T04:21:55.514475+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-14T04:22:48.278019+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T04:23:24.022013+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T04:24:18.121639+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T04:24:53.309212+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T04:25:28.765276+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T04:26:03.625486+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T04:26:39.132340+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T04:27:14.596411+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T04:27:49.597052+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T04:28:24.747577+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T04:28:59.660008+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T04:29:34.172691+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T04:30:11.057395+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T04:30:48.911167+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T04:31:33.025897+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-14T04:32:07.990834+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-14T04:33:06.158199+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-14T04:33:41.312636+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-14T04:34:40.213484+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-14T04:35:16.011108+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-14T04:36:10.057392+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-14T04:36:44.472445+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-14T04:37:41.277846+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-14T04:38:16.679258+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T04:38:51.452027+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T04:39:26.721420+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T04:40:01.608941+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T04:40:36.715621+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T04:41:13.741296+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-14T04:41:49.314359+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-14T04:42:24.359086+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-14T04:42:59.261431+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-14T04:43:34.170448+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-14T04:44:09.974190+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-14T04:44:45.025441+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-14T04:45:20.797172+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-14T04:46:01.472307+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-14T04:46:56.874021+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-14T04:48:00.340879+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-14T04:48:35.181500+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-14T04:49:27.325624+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-14T04:50:12.905860+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-14T04:51:03.218089+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-14T04:51:38.112372+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-14T04:52:13.598407+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-14T04:52:48.257600+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T04:53:23.165396+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T04:54:13.440712+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T04:54:48.521244+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T04:55:23.719455+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T04:55:58.589963+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T04:56:34.669351+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T04:57:10.777686+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T04:57:45.322888+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T04:58:20.428484+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T04:58:54.971599+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T04:59:29.993876+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T05:00:06.568628+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T05:00:41.974560+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T05:01:28.422472+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T05:02:03.411973+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T05:02:58.108912+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-14T05:03:33.100640+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-14T05:04:31.484810+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-14T05:05:06.993226+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-14T05:05:42.046643+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-14T05:06:17.825017+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-14T05:06:52.616946+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-14T05:07:27.491288+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-14T05:08:20.472129+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-14T05:08:56.205183+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T05:09:31.566120+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T05:10:07.045534+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T05:10:42.468920+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T05:11:17.321173+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T05:11:53.638924+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T05:12:28.069011+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T05:13:03.122276+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T05:13:38.054498+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T05:14:13.161242+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T05:14:48.683107+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T05:15:23.193131+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T05:15:58.698793+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T05:16:34.247826+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T05:17:09.326376+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T05:18:05.713366+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T05:18:40.903101+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T05:19:16.355718+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T05:19:51.451913+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T05:20:26.168934+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T05:21:23.495865+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T05:21:59.341891+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T05:22:56.538383+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T05:23:32.731540+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T05:24:07.528106+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T05:24:43.783017+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T05:25:18.852016+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T05:25:53.821188+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T05:26:28.882533+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T05:27:04.951821+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T05:27:40.417696+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T05:28:16.297111+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T05:28:51.346789+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T05:29:25.853777+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T05:30:01.481251+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T05:30:36.896208+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T05:31:12.246621+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T05:31:47.053817+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T05:32:29.458799+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T05:33:03.996673+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T05:34:00.181324+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-14T05:34:36.373547+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-14T05:35:12.598183+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-14T05:36:07.894439+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-14T05:36:42.685339+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-14T05:37:23.754652+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-14T05:37:58.883070+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-14T05:38:55.152641+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-14T05:39:31.538585+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-14T05:40:26.103336+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-14T05:41:00.987033+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-14T05:41:35.818457+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-14T05:42:12.948451+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-14T05:42:49.911544+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-14T05:43:25.383332+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-14T05:44:00.884973+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T05:44:35.776859+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T05:45:10.679821+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T05:45:46.416172+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T05:46:21.201293+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T05:46:56.268950+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T05:47:32.465006+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T05:48:07.628111+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T05:49:03.559015+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T05:49:45.020719+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T05:50:46.585734+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T05:51:21.796055+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T05:52:18.010720+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T05:52:59.139042+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T05:53:51.297347+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T05:54:26.112279+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T05:55:24.493839+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T05:55:59.734043+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T05:56:35.183907+00:00 | Attention | Charlie Puth | source:amperwave-api
2026-04-14T05:57:15.192701+00:00 | Attention | Charlie Puth | source:amperwave-api
2026-04-14T05:57:50.285978+00:00 | Attention | Charlie Puth | source:amperwave-api
2026-04-14T05:58:24.847878+00:00 | Attention | Charlie Puth | source:amperwave-api
2026-04-14T05:59:00.001592+00:00 | Attention | Charlie Puth | source:amperwave-api
2026-04-14T05:59:35.047361+00:00 | Attention | Charlie Puth | source:amperwave-api
2026-04-14T06:00:11.724301+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T06:00:46.695033+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T06:01:22.132792+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T06:01:57.710798+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T06:02:33.684047+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T06:03:08.856375+00:00 | Need Your Love | Onerepublic | source:amperwave-api
2026-04-14T06:03:43.870884+00:00 | Need Your Love | Onerepublic | source:amperwave-api
2026-04-14T06:04:19.081210+00:00 | Need Your Love | Onerepublic | source:amperwave-api
2026-04-14T06:04:53.646021+00:00 | Need Your Love | Onerepublic | source:amperwave-api
2026-04-14T06:05:45.781459+00:00 | Need Your Love | Onerepublic | source:amperwave-api
2026-04-14T06:06:21.343220+00:00 | Need Your Love | Onerepublic | source:amperwave-api
2026-04-14T06:06:55.777091+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T06:07:32.924284+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T06:08:07.258791+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T06:09:01.557298+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T06:09:37.056555+00:00 | Stateside Ft Zara Larsson | Pinkpantheress | source:amperwave-api
2026-04-14T06:10:35.455061+00:00 | Stateside Ft Zara Larsson | Pinkpantheress | source:amperwave-api
2026-04-14T06:11:11.316974+00:00 | Stateside Ft Zara Larsson | Pinkpantheress | source:amperwave-api
2026-04-14T06:11:46.882209+00:00 | Stateside Ft Zara Larsson | Pinkpantheress | source:amperwave-api
2026-04-14T06:12:22.118018+00:00 | Stateside Ft Zara Larsson | Pinkpantheress | source:amperwave-api
2026-04-14T06:12:56.777683+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T06:13:31.505135+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T06:14:06.839644+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T06:14:41.490066+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T06:15:16.410236+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T06:15:51.209115+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T06:16:26.197375+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-14T06:17:00.773917+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-14T06:17:35.736703+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-14T06:18:30.503352+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-14T06:19:05.209970+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T06:19:41.068263+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T06:20:16.165287+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T06:20:51.086780+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T06:21:46.072879+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T06:22:21.495225+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-14T06:23:52.931990+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-14T06:24:27.646852+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-14T06:25:02.723507+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-14T06:25:37.134083+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-14T06:26:37.596683+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-14T06:27:12.424673+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T06:27:49.241636+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T06:28:24.111374+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T06:28:58.828947+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T06:29:33.774068+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T06:30:10.384452+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T06:30:46.074567+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T06:31:21.455220+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T06:31:56.892181+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T06:32:32.273332+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T06:33:07.041409+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-14T06:33:41.856042+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-14T06:34:29.248549+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-14T06:35:03.937252+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-14T06:36:04.691080+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-14T06:36:40.036867+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T06:37:38.997108+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T06:38:13.754260+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T06:38:48.405043+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T06:39:23.330258+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T06:39:59.065973+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T06:41:06.207272+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T06:41:59.802551+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T06:42:38.001566+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T06:43:13.123765+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T06:43:47.530457+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T06:44:24.727149+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T06:44:59.350119+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T06:45:53.714086+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T06:46:28.303228+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T06:47:02.923066+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T06:47:42.585509+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T06:48:35.758876+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T06:49:22.990661+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T06:49:58.392040+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T06:50:40.963017+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T06:51:27.604250+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-14T06:52:12.818587+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-14T06:52:59.381252+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-14T06:53:40.625974+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-14T06:54:14.744032+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-14T06:55:18.365646+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-14T06:55:53.431402+00:00 | Adore You | Harry Styles | source:amperwave-api
2026-04-14T06:56:59.262221+00:00 | Adore You | Harry Styles | source:amperwave-api
2026-04-14T06:57:44.995700+00:00 | Adore You | Harry Styles | source:amperwave-api
2026-04-14T06:58:38.231359+00:00 | Adore You | Harry Styles | source:amperwave-api
2026-04-14T06:59:15.715953+00:00 | Stay | The Kid Laroi Ft. Justin Bieber | source:amperwave-api
2026-04-14T06:59:51.574310+00:00 | Stay | The Kid Laroi Ft. Justin Bieber | source:amperwave-api
2026-04-14T07:00:45.833123+00:00 | Stay | The Kid Laroi Ft. Justin Bieber | source:amperwave-api
2026-04-14T07:01:21.858884+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T07:02:01.683208+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T07:02:36.836125+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T07:03:27.595891+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T07:04:22.509267+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T07:05:17.374942+00:00 | Go | Blackpink | source:amperwave-api
2026-04-14T07:06:29.814174+00:00 | Go | Blackpink | source:amperwave-api
2026-04-14T07:07:05.593747+00:00 | Go | Blackpink | source:amperwave-api
2026-04-14T07:08:10.388818+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T07:09:00.511468+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T07:10:02.603407+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T07:10:36.798867+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T07:11:26.715397+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T07:12:21.013596+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
