2026-04-15T00:00:18.463396+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T05:55:52.720408+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T05:56:27.699314+00:00 | Big Energy | Latto | source:amperwave-api
2026-04-15T05:57:02.689473+00:00 | Big Energy | Latto | source:amperwave-api
2026-04-15T05:57:39.872960+00:00 | Big Energy | Latto | source:amperwave-api
2026-04-15T05:58:14.946054+00:00 | Big Energy | Latto | source:amperwave-api
2026-04-15T05:58:49.814053+00:00 | Big Energy | Latto | source:amperwave-api
2026-04-15T05:59:25.349989+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T06:00:00.111411+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T06:00:59.626964+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T06:01:35.532735+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T06:02:10.957623+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T06:02:45.978214+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T06:03:21.160339+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T06:03:56.554093+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T06:04:31.383072+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T06:05:06.823814+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T06:05:42.501010+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T06:06:17.658606+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T06:06:52.615154+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T06:07:27.641092+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T06:08:25.894901+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-15T06:09:01.695772+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-15T06:10:02.312683+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-15T06:10:39.869817+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-15T06:11:14.907853+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T06:11:52.668152+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T06:12:27.373445+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T06:13:25.816402+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T06:14:00.504655+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-15T06:14:35.039182+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-15T06:15:09.832616+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-15T06:15:44.877685+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-15T06:16:41.712724+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-15T06:17:17.088391+00:00 | Psycho (Feat. Ty Dolla Sign) | Post Malone | source:amperwave-api
2026-04-15T06:17:51.745015+00:00 | Psycho (Feat. Ty Dolla Sign) | Post Malone | source:amperwave-api
2026-04-15T06:18:26.180186+00:00 | Psycho (Feat. Ty Dolla Sign) | Post Malone | source:amperwave-api
2026-04-15T06:19:02.004929+00:00 | Psycho (Feat. Ty Dolla Sign) | Post Malone | source:amperwave-api
2026-04-15T06:19:36.538959+00:00 | Psycho (Feat. Ty Dolla Sign) | Post Malone | source:amperwave-api
2026-04-15T06:20:11.765073+00:00 | Psycho (Feat. Ty Dolla Sign) | Post Malone | source:amperwave-api
2026-04-15T06:20:47.118732+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-15T06:21:22.147136+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-15T06:21:57.099518+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-15T06:22:33.453135+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-15T06:23:07.963808+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-15T06:23:43.009176+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-15T06:24:29.110197+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-15T06:25:04.182783+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-15T06:25:39.748423+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T06:26:31.608707+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T06:27:06.474813+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T06:27:48.121505+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T06:28:23.434684+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T06:29:21.271293+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-15T06:29:56.058954+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-15T06:30:31.075509+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-15T06:31:06.121956+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-15T06:31:42.124717+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-15T06:32:41.962592+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T06:33:19.637815+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T06:33:54.199032+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T06:34:29.751229+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T06:35:04.273120+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T06:35:41.523547+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-15T06:36:16.625866+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-15T06:36:53.565065+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-15T06:37:28.505900+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-15T06:38:03.093336+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-15T06:38:37.582088+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-15T06:39:13.798440+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-15T06:39:49.170616+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-15T06:40:31.599157+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-15T06:41:06.786506+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-15T06:41:42.594130+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T06:42:17.845903+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T06:42:53.189794+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T06:43:51.333288+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T06:44:26.052030+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T06:45:56.349730+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-15T06:46:34.837547+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-15T06:47:10.162942+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-15T06:47:50.117109+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-15T06:48:44.689434+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-15T06:49:19.187571+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-15T06:49:54.547853+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-15T06:50:29.995671+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-15T06:51:11.360479+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T06:51:46.183078+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T06:52:21.508282+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T06:52:57.082694+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T06:53:32.263370+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T06:54:07.035869+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T06:54:41.795391+00:00 | Lil Boo Thang | Paul Russell | source:amperwave-api
2026-04-15T06:55:16.631753+00:00 | Lil Boo Thang | Paul Russell | source:amperwave-api
2026-04-15T06:55:51.542554+00:00 | Lil Boo Thang | Paul Russell | source:amperwave-api
2026-04-15T06:56:30.637582+00:00 | Lil Boo Thang | Paul Russell | source:amperwave-api
2026-04-15T06:57:07.946293+00:00 | Love The Way You Lie | Emimem Feat. Rihanna | source:amperwave-api
2026-04-15T06:58:04.142118+00:00 | Love The Way You Lie | Emimem Feat. Rihanna | source:amperwave-api
2026-04-15T06:58:39.303616+00:00 | Love The Way You Lie | Emimem Feat. Rihanna | source:amperwave-api
2026-04-15T06:59:14.569954+00:00 | Love The Way You Lie | Emimem Feat. Rihanna | source:amperwave-api
2026-04-15T06:59:50.539973+00:00 | Love The Way You Lie | Emimem Feat. Rihanna | source:amperwave-api
2026-04-15T07:00:25.438019+00:00 | Love The Way You Lie | Emimem Feat. Rihanna | source:amperwave-api
2026-04-15T07:01:25.043795+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T07:02:00.572978+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T07:02:35.749337+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T07:03:10.837633+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T07:03:46.325881+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T07:04:21.971213+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T07:05:00.558248+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T07:05:35.813771+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T07:06:11.109490+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T07:06:45.484830+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T07:07:20.223311+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T07:07:55.505028+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T07:08:30.422761+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-15T07:09:05.769675+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-15T07:09:40.682824+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-15T07:10:15.910088+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-15T07:11:04.204800+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-15T07:11:39.340744+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-15T07:12:28.582003+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-15T07:13:03.290206+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-15T07:13:38.105405+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-15T07:14:13.461455+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T07:14:48.509329+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T07:15:23.405590+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T07:15:58.209975+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T07:16:32.534011+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T07:17:32.184190+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T07:18:07.367190+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T07:18:41.823354+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T07:19:19.654135+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T07:19:54.271742+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T07:20:28.878068+00:00 | Shape Of You | Ed Sheeran | source:amperwave-api
2026-04-15T07:21:04.924640+00:00 | Shape Of You | Ed Sheeran | source:amperwave-api
2026-04-15T07:21:39.531042+00:00 | Shape Of You | Ed Sheeran | source:amperwave-api
2026-04-15T07:22:15.010209+00:00 | Shape Of You | Ed Sheeran | source:amperwave-api
2026-04-15T07:22:50.232245+00:00 | Shape Of You | Ed Sheeran | source:amperwave-api
2026-04-15T07:23:25.682961+00:00 | Shape Of You | Ed Sheeran | source:amperwave-api
2026-04-15T07:24:00.669826+00:00 | Shape Of You | Ed Sheeran | source:amperwave-api
2026-04-15T07:24:35.602332+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-15T07:25:10.548970+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-15T07:25:45.782289+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-15T07:26:21.454761+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-15T07:26:57.106360+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-15T07:27:34.577698+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-15T07:28:30.162092+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-15T07:29:05.463243+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-15T07:29:58.925903+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-15T07:30:35.173393+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-15T07:31:10.969051+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T07:31:52.316465+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T07:32:28.054716+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T07:33:02.621408+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T07:33:38.306024+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T07:34:13.145422+00:00 | Need Your Love | Onerepublic | source:amperwave-api
2026-04-15T07:34:48.214900+00:00 | Need Your Love | Onerepublic | source:amperwave-api
2026-04-15T07:35:23.748285+00:00 | Need Your Love | Onerepublic | source:amperwave-api
2026-04-15T07:35:58.211844+00:00 | Need Your Love | Onerepublic | source:amperwave-api
2026-04-15T07:36:56.748942+00:00 | Need Your Love | Onerepublic | source:amperwave-api
2026-04-15T07:37:32.043381+00:00 | Need Your Love | Onerepublic | source:amperwave-api
2026-04-15T07:38:06.929176+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T07:38:42.272960+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T07:39:17.894632+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T07:39:53.004694+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T07:40:28.032134+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T07:41:03.825053+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-15T07:41:38.337502+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-15T07:42:13.767104+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-15T07:42:49.248690+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-15T07:43:24.273796+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-15T07:43:59.258407+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-15T07:44:34.280047+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-15T07:45:09.565115+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-15T07:46:06.534503+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-15T07:46:41.526539+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-15T07:47:17.658765+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T07:47:53.387663+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T07:48:28.715177+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T07:49:27.274035+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T07:50:02.437149+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T07:50:36.854564+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-15T07:51:14.674866+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-15T07:51:51.343918+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-15T07:52:43.757857+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-15T07:53:19.099369+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-15T07:53:54.586479+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-15T07:54:29.594795+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-15T07:55:03.995319+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-15T07:55:39.195108+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T07:56:13.738158+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T07:56:48.724200+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T07:57:24.052966+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T07:57:59.837244+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T07:58:34.553074+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T07:59:15.435484+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-15T07:59:50.280222+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-15T08:00:31.317337+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-15T08:01:06.607998+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-15T08:02:06.914237+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-15T08:02:42.471141+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-15T08:03:37.974377+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-15T08:04:13.481332+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-15T08:05:12.679979+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-15T08:05:47.979377+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T08:06:45.640286+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T08:07:20.868752+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T08:08:17.372177+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T08:08:52.253636+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-15T08:09:27.020843+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-15T08:10:07.835520+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-15T08:10:54.600817+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T08:11:29.594140+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T08:12:05.258290+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T08:12:40.232609+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T08:13:14.768990+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T08:13:49.790519+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T08:14:25.569049+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T08:15:28.824331+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T08:16:03.509740+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T08:17:02.726099+00:00 | Give Me Everything (Feat. Ne-Yo, Afrojack | Pitbull | source:amperwave-api
2026-04-15T08:17:37.161270+00:00 | Give Me Everything (Feat. Ne-Yo, Afrojack | Pitbull | source:amperwave-api
2026-04-15T08:18:35.579199+00:00 | Give Me Everything (Feat. Ne-Yo, Afrojack | Pitbull | source:amperwave-api
2026-04-15T08:19:10.438156+00:00 | Give Me Everything (Feat. Ne-Yo, Afrojack | Pitbull | source:amperwave-api
2026-04-15T08:20:09.415079+00:00 | Give Me Everything (Feat. Ne-Yo, Afrojack | Pitbull | source:amperwave-api
2026-04-15T08:20:44.237856+00:00 | Go | Blackpink | source:amperwave-api
2026-04-15T08:21:18.930838+00:00 | Go | Blackpink | source:amperwave-api
2026-04-15T08:21:54.918537+00:00 | Go | Blackpink | source:amperwave-api
2026-04-15T08:22:29.392938+00:00 | Go | Blackpink | source:amperwave-api
2026-04-15T08:23:04.075306+00:00 | Go | Blackpink | source:amperwave-api
2026-04-15T08:23:38.879347+00:00 | Go | Blackpink | source:amperwave-api
2026-04-15T08:24:13.763448+00:00 | Go | Blackpink | source:amperwave-api
2026-04-15T08:24:48.512173+00:00 | Go | Blackpink | source:amperwave-api
2026-04-15T08:25:23.587076+00:00 | Go | Blackpink | source:amperwave-api
2026-04-15T08:25:58.418058+00:00 | Go | Blackpink | source:amperwave-api
2026-04-15T08:26:33.291334+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T08:27:08.571068+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T08:27:43.825639+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T08:28:21.788391+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T08:28:56.953684+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T08:29:31.955914+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T08:30:07.498334+00:00 | Swim | Bts | source:amperwave-api
2026-04-15T08:30:42.755085+00:00 | Swim | Bts | source:amperwave-api
2026-04-15T08:31:31.509153+00:00 | Swim | Bts | source:amperwave-api
2026-04-15T08:32:07.353553+00:00 | Swim | Bts | source:amperwave-api
2026-04-15T08:33:04.569361+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T08:33:40.118514+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T08:34:15.337926+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T08:34:51.286870+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T08:35:26.557116+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T08:36:24.548296+00:00 | Stateside Ft Zara Larsson | Pinkpantheress | source:amperwave-api
2026-04-15T08:36:59.815466+00:00 | Stateside Ft Zara Larsson | Pinkpantheress | source:amperwave-api
2026-04-15T08:37:34.705692+00:00 | Stateside Ft Zara Larsson | Pinkpantheress | source:amperwave-api
2026-04-15T08:38:09.951932+00:00 | Stateside Ft Zara Larsson | Pinkpantheress | source:amperwave-api
2026-04-15T08:38:44.735695+00:00 | Stateside Ft Zara Larsson | Pinkpantheress | source:amperwave-api
2026-04-15T08:39:41.216408+00:00 | Stateside Ft Zara Larsson | Pinkpantheress | source:amperwave-api
2026-04-15T08:40:16.529213+00:00 | Stateside Ft Zara Larsson | Pinkpantheress | source:amperwave-api
2026-04-15T08:40:51.412927+00:00 | Stateside Ft Zara Larsson | Pinkpantheress | source:amperwave-api
2026-04-15T08:41:26.422881+00:00 | Stateside Ft Zara Larsson | Pinkpantheress | source:amperwave-api
2026-04-15T08:42:01.720931+00:00 | Stateside Ft Zara Larsson | Pinkpantheress | source:amperwave-api
2026-04-15T08:42:36.626881+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T08:43:16.587650+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T08:43:51.419981+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T08:44:27.113882+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T08:45:02.700085+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-15T08:45:38.454547+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-15T08:46:13.884741+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-15T08:46:49.564140+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-15T08:47:29.869824+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-15T08:48:04.421436+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-15T08:48:39.831509+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-15T08:49:14.952974+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-15T08:49:50.696605+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-15T08:50:25.563092+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-15T08:51:18.336493+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-15T08:51:53.396016+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T08:52:40.686783+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T08:53:16.329389+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T08:53:51.124472+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T08:54:25.977833+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T08:55:02.692050+00:00 | Ghost | Justin Bieber | source:amperwave-api
2026-04-15T08:55:54.916375+00:00 | Ghost | Justin Bieber | source:amperwave-api
2026-04-15T08:56:30.081222+00:00 | Ghost | Justin Bieber | source:amperwave-api
2026-04-15T08:57:04.974475+00:00 | Ghost | Justin Bieber | source:amperwave-api
2026-04-15T08:57:39.870459+00:00 | Dynamite | Taio Cruz | source:amperwave-api
2026-04-15T08:58:15.216790+00:00 | Dynamite | Taio Cruz | source:amperwave-api
2026-04-15T08:58:50.328740+00:00 | Dynamite | Taio Cruz | source:amperwave-api
2026-04-15T08:59:25.204728+00:00 | Dynamite | Taio Cruz | source:amperwave-api
2026-04-15T09:00:00.410888+00:00 | Dynamite | Taio Cruz | source:amperwave-api
2026-04-15T09:00:35.609179+00:00 | Dynamite | Taio Cruz | source:amperwave-api
2026-04-15T09:01:10.689935+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T09:01:46.083496+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T09:02:21.112318+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T09:02:56.218751+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T09:03:33.803518+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T09:04:08.902905+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-15T09:05:05.740702+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-15T09:05:41.119803+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-15T09:06:15.708977+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-15T09:06:53.306159+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-15T09:07:28.229595+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-15T09:08:26.099089+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-15T09:09:01.792323+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-15T09:09:36.929966+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-15T09:10:15.680753+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
