2026-04-19T14:41:43.478319+00:00 | Dub | Sunday Night Slow Jams With R | source:securenet-history
2026-04-19T19:01:52.250982+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:02:37.092629+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:03:23.743122+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:04:36.606669+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:05:19.138343+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:06:00.168406+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:06:43.577971+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:07:24.425375+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:08:05.382393+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:09:06.369849+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:09:46.384777+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:10:27.605588+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:11:06.819937+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:11:53.232400+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:12:34.564751+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:13:21.759095+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:14:01.777174+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:14:42.485242+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:15:23.758180+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:16:06.222171+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:16:46.420160+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:17:38.574970+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:18:19.786774+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:19:01.879318+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:20:03.043363+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:20:43.298508+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:21:51.103633+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:22:37.814722+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:23:45.541762+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:24:27.148167+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:25:07.917839+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:25:54.943290+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:26:36.198241+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:27:53.408939+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:28:34.107327+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:29:14.588036+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:30:05.391418+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:30:46.209280+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:31:27.368232+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:32:09.746368+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:32:50.589942+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:33:31.834888+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:34:11.848298+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:34:52.508087+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:35:32.602333+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:36:42.393069+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:37:23.242042+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:38:04.441422+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:39:05.576611+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:39:45.851942+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:40:36.287230+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:41:15.902888+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:42:27.082453+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:43:09.772221+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:44:15.072124+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:44:56.181376+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:46:10.921639+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:46:52.751477+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:47:33.255527+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:48:13.868279+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:48:53.881911+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:49:35.782618+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:50:17.883170+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:51:16.272702+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:52:04.480863+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:52:45.730937+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:53:38.419599+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:54:40.322629+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:55:20.884166+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:56:01.871535+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:57:04.719433+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:57:49.868345+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:58:39.068828+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T19:59:20.222726+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:00:29.019734+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:01:14.204488+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:01:55.827422+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:02:57.312958+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:03:51.223564+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:04:45.752061+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:05:28.244522+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:06:09.472422+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:06:52.371583+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:07:40.122552+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:08:20.609155+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:09:02.816397+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:09:43.699200+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:10:24.384946+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:11:04.224111+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:11:45.117001+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:12:24.708558+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:13:33.532332+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:14:41.906498+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:15:36.352972+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:16:18.436157+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:17:26.059800+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:18:08.357089+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:18:48.011788+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:19:31.883151+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:20:13.679954+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:21:26.540046+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:22:08.212816+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:22:58.549511+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:23:40.914534+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:24:21.929696+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:25:02.202927+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:25:43.201999+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:26:24.685129+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:27:04.773576+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:27:56.716860+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:28:37.948320+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:29:19.041127+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:30:02.963886+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:30:48.959119+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:31:42.960184+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:32:45.769095+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:33:29.617002+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:34:44.156778+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:35:24.722843+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:36:04.564512+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:36:49.667521+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:37:30.707993+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:38:11.480253+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:38:52.066504+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:39:40.030774+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:40:42.338851+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:41:23.488915+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:42:06.948762+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:42:49.191161+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:43:29.879987+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:44:09.603290+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:44:50.801147+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:45:31.235392+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:46:11.759059+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:46:54.860527+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:47:36.478777+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:48:15.577958+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:48:57.895826+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:49:38.850455+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:50:20.611555+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:51:01.315135+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:51:45.695279+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:52:28.116763+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:53:33.893127+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:54:15.051570+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:54:54.237819+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:55:47.083776+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:56:27.799767+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:57:13.913966+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:57:57.984885+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:58:39.022870+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T20:59:47.410554+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T21:00:33.439712+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T21:01:43.038529+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T21:02:28.453418+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T21:03:09.365951+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T21:03:55.326227+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T21:04:37.641630+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T21:05:24.691830+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T21:06:11.904117+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T21:06:53.141761+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T21:07:34.356112+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T21:08:17.569373+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T21:08:57.574737+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T21:09:39.026517+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T21:10:37.528051+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T21:11:17.499469+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T21:11:58.687866+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T21:12:40.180259+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T21:13:21.304734+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T21:14:00.899139+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T21:14:44.717020+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T21:15:26.488490+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T21:16:06.880832+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T21:16:51.984196+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T21:17:33.350252+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T21:18:12.820602+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T21:19:00.599096+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T21:19:42.019475+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T21:20:23.219025+00:00 | Presented | Power 101.7 | source:securenet-history
2026-04-19T21:21:26.018146+00:00 | Presented | Power 101.7 | source:securenet-history
