2026-04-14T00:04:56.087077+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T06:00:11.871379+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-14T06:00:46.847163+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-14T06:01:22.285245+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-14T06:01:57.864866+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-14T06:02:33.931825+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-14T06:03:08.993470+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-14T06:03:44.177356+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-14T06:04:19.225296+00:00 | Hot To Go! | Chappell Roan | source:amperwave-api
2026-04-14T06:04:53.843855+00:00 | Hot To Go! | Chappell Roan | source:amperwave-api
2026-04-14T06:05:45.961738+00:00 | Hot To Go! | Chappell Roan | source:amperwave-api
2026-04-14T06:06:21.546460+00:00 | Hot To Go! | Chappell Roan | source:amperwave-api
2026-04-14T06:06:55.900813+00:00 | Hot To Go! | Chappell Roan | source:amperwave-api
2026-04-14T06:07:33.064022+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T06:08:07.383087+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T06:09:01.796218+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T06:09:37.204664+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T06:10:35.755036+00:00 | Luther | Kendrick Lamar X Sza | source:amperwave-api
2026-04-14T06:11:11.628180+00:00 | Luther | Kendrick Lamar X Sza | source:amperwave-api
2026-04-14T06:11:47.106798+00:00 | Luther | Kendrick Lamar X Sza | source:amperwave-api
2026-04-14T06:12:22.252853+00:00 | Luther | Kendrick Lamar X Sza | source:amperwave-api
2026-04-14T06:12:56.897922+00:00 | Luther | Kendrick Lamar X Sza | source:amperwave-api
2026-04-14T06:13:31.656210+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T06:14:07.054697+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T06:14:41.619568+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T06:15:16.571257+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T06:15:51.328413+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T06:16:26.345359+00:00 | Earrings | Malcom Todd | source:amperwave-api
2026-04-14T06:17:01.011962+00:00 | Earrings | Malcom Todd | source:amperwave-api
2026-04-14T06:17:35.978731+00:00 | Earrings | Malcom Todd | source:amperwave-api
2026-04-14T06:18:30.656232+00:00 | Earrings | Malcom Todd | source:amperwave-api
2026-04-14T06:19:05.437942+00:00 | Earrings | Malcom Todd | source:amperwave-api
2026-04-14T06:19:41.254910+00:00 | Earrings | Malcom Todd | source:amperwave-api
2026-04-14T06:20:16.325291+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-14T06:20:51.200392+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-14T06:21:46.280271+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-14T06:22:21.635450+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-14T06:23:16.235669+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T06:23:53.064070+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T06:24:27.871320+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T06:25:02.872880+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T06:25:37.428577+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T06:26:37.864369+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-14T06:27:12.644842+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-14T06:27:49.359553+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-14T06:28:24.252889+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-14T06:28:59.044168+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-14T06:29:33.999114+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-14T06:30:10.609076+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-14T06:30:46.310463+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-14T06:31:21.659312+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-14T06:31:57.024246+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-14T06:32:32.466142+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T06:33:07.190104+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T06:33:42.007037+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T06:34:29.386104+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T06:35:04.087770+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T06:36:04.819567+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-14T06:36:40.191722+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-14T06:37:39.164134+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T06:38:13.890340+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T06:38:48.526478+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T06:39:23.555140+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T06:39:59.205050+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T06:41:06.350847+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-14T06:41:59.962193+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-14T06:42:38.155281+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T06:43:13.270355+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T06:43:47.727540+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T06:44:24.861967+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T06:44:59.573920+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T06:45:53.834961+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T06:46:28.459684+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T06:47:03.063331+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T06:47:42.738407+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T06:48:35.982418+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T06:49:23.153082+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-14T06:49:58.544218+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-14T06:50:41.161407+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-14T06:51:27.737223+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-14T06:52:13.039038+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-14T06:52:59.530870+00:00 | Slow Hands | Niall Horan | source:amperwave-api
2026-04-14T06:53:40.782477+00:00 | Slow Hands | Niall Horan | source:amperwave-api
2026-04-14T06:54:14.972257+00:00 | Slow Hands | Niall Horan | source:amperwave-api
2026-04-14T06:55:18.513926+00:00 | Slow Hands | Niall Horan | source:amperwave-api
2026-04-14T06:55:53.558402+00:00 | Slow Hands | Niall Horan | source:amperwave-api
2026-04-14T06:56:59.430240+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T06:57:45.229047+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T06:58:38.463107+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T06:59:15.873847+00:00 | I Like You (A Happier Song) | Post Malone / Doja Cat | source:amperwave-api
2026-04-14T06:59:51.766158+00:00 | I Like You (A Happier Song) | Post Malone / Doja Cat | source:amperwave-api
2026-04-14T07:00:45.979524+00:00 | I Like You (A Happier Song) | Post Malone / Doja Cat | source:amperwave-api
2026-04-14T07:01:22.089562+00:00 | I Like You (A Happier Song) | Post Malone / Doja Cat | source:amperwave-api
2026-04-14T07:02:01.830514+00:00 | I Like You (A Happier Song) | Post Malone / Doja Cat | source:amperwave-api
2026-04-14T07:02:37.042902+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T07:03:27.731540+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T07:04:22.716236+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T07:05:17.512992+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T07:06:30.037365+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-14T07:07:05.728107+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-14T07:08:10.540273+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-14T07:09:00.652000+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T07:10:02.748893+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T07:10:36.947254+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T07:11:26.928024+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T07:12:21.156724+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-14T07:13:26.438903+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-14T07:14:01.194915+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-14T07:14:58.166014+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T07:15:33.740125+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T07:16:12.967421+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T07:16:48.535578+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T07:17:27.925442+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T07:18:02.746598+00:00 | Heal | Monsta X | source:amperwave-api
2026-04-14T07:18:37.739679+00:00 | Heal | Monsta X | source:amperwave-api
2026-04-14T07:19:16.430331+00:00 | Heal | Monsta X | source:amperwave-api
2026-04-14T07:19:52.212407+00:00 | Heal | Monsta X | source:amperwave-api
2026-04-14T07:20:27.118298+00:00 | Heal | Monsta X | source:amperwave-api
2026-04-14T07:21:02.496109+00:00 | Heal | Monsta X | source:amperwave-api
2026-04-14T07:21:37.439698+00:00 | Heal | Monsta X | source:amperwave-api
2026-04-14T07:22:38.828973+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-14T07:23:20.898674+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-14T07:24:07.501793+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-14T07:24:44.954092+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-14T07:25:43.081450+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-14T07:26:18.538715+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-14T07:27:15.374567+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-14T07:27:58.476922+00:00 | Younger You | Miley Cyrus | source:amperwave-api
2026-04-14T07:28:48.011923+00:00 | Younger You | Miley Cyrus | source:amperwave-api
2026-04-14T07:29:24.377333+00:00 | Younger You | Miley Cyrus | source:amperwave-api
2026-04-14T07:30:25.911607+00:00 | Pretty Face | Paper Money | source:amperwave-api
2026-04-14T07:31:00.804517+00:00 | Pretty Face | Paper Money | source:amperwave-api
2026-04-14T07:31:55.381074+00:00 | Pretty Face | Paper Money | source:amperwave-api
2026-04-14T07:32:31.337246+00:00 | Pretty Face | Paper Money | source:amperwave-api
2026-04-14T07:33:06.233354+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T07:33:43.047517+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T07:34:17.608697+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T07:34:53.437705+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T07:35:28.209566+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T07:36:05.101699+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T07:36:40.005716+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-14T07:37:15.160480+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-14T07:37:50.010373+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-14T07:38:28.874695+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-14T07:39:03.570102+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-14T07:39:38.495768+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-14T07:40:32.147380+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-14T07:41:08.299067+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T07:41:43.133581+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T07:42:18.130749+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T07:42:53.154401+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T07:43:28.431230+00:00 | Earrings | Malcom Todd | source:amperwave-api
2026-04-14T07:44:04.064972+00:00 | Earrings | Malcom Todd | source:amperwave-api
2026-04-14T07:44:53.729759+00:00 | Earrings | Malcom Todd | source:amperwave-api
2026-04-14T07:45:28.845825+00:00 | Earrings | Malcom Todd | source:amperwave-api
2026-04-14T07:46:27.001620+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-14T07:47:02.163283+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-14T07:47:37.353036+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-14T07:48:11.884897+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-14T07:48:46.808449+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-14T07:49:21.610025+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-14T07:49:56.440550+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T07:50:31.552230+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T07:51:06.500220+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T07:51:42.529907+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T07:52:17.366294+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-14T07:52:52.187295+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-14T07:53:28.608148+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-14T07:54:27.524361+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-14T07:55:03.245594+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-14T07:56:00.068636+00:00 | Runway | Lady Gaga Ft. Doechii | source:amperwave-api
2026-04-14T07:56:35.052206+00:00 | Runway | Lady Gaga Ft. Doechii | source:amperwave-api
2026-04-14T07:57:10.451484+00:00 | Runway | Lady Gaga Ft. Doechii | source:amperwave-api
2026-04-14T07:57:46.148462+00:00 | Runway | Lady Gaga Ft. Doechii | source:amperwave-api
2026-04-14T07:58:21.784437+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-14T07:59:20.168510+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-14T07:59:56.518568+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-14T08:00:33.122822+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-14T08:01:10.887447+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-14T08:01:47.857793+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T08:02:50.195555+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T08:03:25.056080+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T08:03:59.648444+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T08:04:34.209320+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T08:05:09.114549+00:00 | Dont Call | Kun | source:amperwave-api
2026-04-14T08:05:45.479034+00:00 | Dont Call | Kun | source:amperwave-api
2026-04-14T08:06:20.271926+00:00 | Dont Call | Kun | source:amperwave-api
2026-04-14T08:06:56.491176+00:00 | Dont Call | Kun | source:amperwave-api
2026-04-14T08:07:31.619825+00:00 | Dont Call | Kun | source:amperwave-api
2026-04-14T08:08:06.359710+00:00 | Dont Call | Kun | source:amperwave-api
2026-04-14T08:08:42.404397+00:00 | Dont Call | Kun | source:amperwave-api
2026-04-14T08:09:17.381948+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-14T08:09:52.128926+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-14T08:10:35.797959+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-14T08:11:10.839265+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-14T08:12:00.818822+00:00 | Mood | 24Kgoldn | source:amperwave-api
2026-04-14T08:12:36.174534+00:00 | Mood | 24Kgoldn | source:amperwave-api
2026-04-14T08:13:32.632430+00:00 | Mood | 24Kgoldn | source:amperwave-api
2026-04-14T08:14:07.927560+00:00 | We Cant Be Friends | Ariana Grande | source:amperwave-api
2026-04-14T08:14:42.795418+00:00 | We Cant Be Friends | Ariana Grande | source:amperwave-api
2026-04-14T08:15:17.886205+00:00 | We Cant Be Friends | Ariana Grande | source:amperwave-api
2026-04-14T08:15:53.481128+00:00 | We Cant Be Friends | Ariana Grande | source:amperwave-api
2026-04-14T08:16:38.612905+00:00 | We Cant Be Friends | Ariana Grande | source:amperwave-api
2026-04-14T08:17:13.855839+00:00 | Stateside | Pinkpatheress | source:amperwave-api
2026-04-14T08:18:11.193800+00:00 | Stateside | Pinkpatheress | source:amperwave-api
2026-04-14T08:18:46.360388+00:00 | Stateside | Pinkpatheress | source:amperwave-api
2026-04-14T08:19:21.265526+00:00 | Stateside | Pinkpatheress | source:amperwave-api
2026-04-14T08:19:55.817242+00:00 | Stateside | Pinkpatheress | source:amperwave-api
2026-04-14T08:20:31.020459+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T08:21:07.543491+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T08:21:41.986640+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T08:22:16.547985+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T08:22:51.603727+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T08:23:26.390545+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T08:24:01.980463+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T08:24:37.247496+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T08:25:31.029726+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T08:26:06.416072+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T08:27:03.896083+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T08:27:38.552845+00:00 | Sexy For Me | Jason Derulo | source:amperwave-api
2026-04-14T08:28:13.644253+00:00 | Sexy For Me | Jason Derulo | source:amperwave-api
2026-04-14T08:28:49.028754+00:00 | Sexy For Me | Jason Derulo | source:amperwave-api
2026-04-14T08:29:25.573250+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-14T08:30:22.746239+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-14T08:30:57.688452+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-14T08:31:32.268800+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-14T08:32:07.777847+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-14T08:32:42.683720+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-14T08:33:37.445310+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-14T08:34:11.970963+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-14T08:34:46.854452+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-14T08:35:21.841561+00:00 | Swim | Bts | source:amperwave-api
2026-04-14T08:35:56.666122+00:00 | Swim | Bts | source:amperwave-api
2026-04-14T08:36:32.125360+00:00 | Swim | Bts | source:amperwave-api
2026-04-14T08:37:08.104354+00:00 | Swim | Bts | source:amperwave-api
2026-04-14T08:37:43.061495+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T08:38:18.710218+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T08:38:55.205467+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T08:39:32.521243+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T08:40:31.812023+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T08:41:06.498130+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-14T08:42:04.017215+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-14T08:42:39.425763+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-14T08:43:37.734942+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-14T08:44:13.433984+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-14T08:45:10.641973+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T08:45:46.482914+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T08:46:44.450513+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T08:47:19.708603+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T08:48:12.938917+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T08:48:47.920331+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T08:49:23.360275+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T08:49:59.403823+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T08:50:34.624049+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T08:51:10.053657+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T08:51:45.357455+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-14T08:52:20.456981+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-14T08:52:55.759374+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-14T08:53:30.939170+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-14T08:54:06.015038+00:00 | Hot In Herre | Nelly | source:amperwave-api
2026-04-14T08:54:40.686074+00:00 | Hot In Herre | Nelly | source:amperwave-api
2026-04-14T08:55:30.214373+00:00 | Hot In Herre | Nelly | source:amperwave-api
2026-04-14T08:56:05.109492+00:00 | Hot In Herre | Nelly | source:amperwave-api
2026-04-14T08:57:01.573974+00:00 | Hot In Herre | Nelly | source:amperwave-api
2026-04-14T08:57:36.295812+00:00 | Hot In Herre | Nelly | source:amperwave-api
2026-04-14T08:58:38.262095+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-14T08:59:14.265058+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-14T09:00:14.425025+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-14T09:00:50.045430+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-14T09:01:25.442609+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-14T09:02:00.673482+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-14T09:02:36.071850+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-14T09:03:29.269618+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-14T09:04:03.652939+00:00 | Heal | Monsta X | source:amperwave-api
2026-04-14T09:04:38.611200+00:00 | Heal | Monsta X | source:amperwave-api
2026-04-14T09:05:13.325063+00:00 | Heal | Monsta X | source:amperwave-api
2026-04-14T09:05:49.972304+00:00 | Heal | Monsta X | source:amperwave-api
2026-04-14T09:06:45.074767+00:00 | Heal | Monsta X | source:amperwave-api
2026-04-14T09:07:20.164494+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T09:07:55.533062+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T09:08:31.120824+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T09:09:06.248638+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T09:09:42.209952+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T09:10:39.644502+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T09:11:14.757432+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T09:12:15.774925+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T09:12:50.663060+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T09:13:50.603342+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T09:14:26.337454+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T09:15:03.211400+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T09:15:41.033139+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T09:16:16.469003+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T09:17:14.380485+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T09:17:48.787160+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T09:18:23.731536+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T09:18:58.854926+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T09:19:34.299320+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T09:20:09.909180+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T09:20:47.165499+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T09:21:26.164956+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T09:22:01.068018+00:00 | Die With A Smile | Lady Gaga X Bruno Mars | source:amperwave-api
2026-04-14T09:22:36.277113+00:00 | Die With A Smile | Lady Gaga X Bruno Mars | source:amperwave-api
2026-04-14T09:23:11.703094+00:00 | Die With A Smile | Lady Gaga X Bruno Mars | source:amperwave-api
2026-04-14T09:23:46.437310+00:00 | Die With A Smile | Lady Gaga X Bruno Mars | source:amperwave-api
2026-04-14T09:24:20.941967+00:00 | Die With A Smile | Lady Gaga X Bruno Mars | source:amperwave-api
2026-04-14T09:24:55.614312+00:00 | Die With A Smile | Lady Gaga X Bruno Mars | source:amperwave-api
2026-04-14T09:25:31.598236+00:00 | Blink | Corbyn Benson Ft. Tzuyu | source:amperwave-api
2026-04-14T09:26:30.619785+00:00 | Blink | Corbyn Benson Ft. Tzuyu | source:amperwave-api
2026-04-14T09:27:05.742829+00:00 | Blink | Corbyn Benson Ft. Tzuyu | source:amperwave-api
