2026-04-15T00:00:18.577933+00:00 | Twilight Zone | Ariana Grande | source:amperwave-api
2026-04-15T05:51:37.453586+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-15T05:52:31.201610+00:00 | Camera | Ed Sheeran | source:amperwave-api
2026-04-15T05:53:06.430639+00:00 | Camera | Ed Sheeran | source:amperwave-api
2026-04-15T05:53:41.527242+00:00 | Camera | Ed Sheeran | source:amperwave-api
2026-04-15T05:54:19.983191+00:00 | Camera | Ed Sheeran | source:amperwave-api
2026-04-15T05:54:54.881133+00:00 | Camera | Ed Sheeran | source:amperwave-api
2026-04-15T05:55:52.946936+00:00 | Camera | Ed Sheeran | source:amperwave-api
2026-04-15T05:56:27.819400+00:00 | Twilight Zone | Ariana Grande | source:amperwave-api
2026-04-15T05:57:02.904487+00:00 | Twilight Zone | Ariana Grande | source:amperwave-api
2026-04-15T05:57:40.017883+00:00 | Twilight Zone | Ariana Grande | source:amperwave-api
2026-04-15T05:58:15.144529+00:00 | Twilight Zone | Ariana Grande | source:amperwave-api
2026-04-15T05:58:49.955677+00:00 | Twilight Zone | Ariana Grande | source:amperwave-api
2026-04-15T05:59:25.490335+00:00 | Hot Girl Bummer | Blackbear | source:amperwave-api
2026-04-15T06:00:00.234528+00:00 | Hot Girl Bummer | Blackbear | source:amperwave-api
2026-04-15T06:00:59.875660+00:00 | Hot Girl Bummer | Blackbear | source:amperwave-api
2026-04-15T06:01:35.760574+00:00 | Hot Girl Bummer | Blackbear | source:amperwave-api
2026-04-15T06:02:11.116716+00:00 | Hot Girl Bummer | Blackbear | source:amperwave-api
2026-04-15T06:02:46.111664+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T06:03:21.305264+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T06:03:56.683553+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T06:04:31.537285+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T06:05:06.970383+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T06:05:42.640920+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T06:06:17.880426+00:00 | Dont Call | Kun | source:amperwave-api
2026-04-15T06:06:52.765396+00:00 | Dont Call | Kun | source:amperwave-api
2026-04-15T06:07:27.787682+00:00 | Dont Call | Kun | source:amperwave-api
2026-04-15T06:08:26.103671+00:00 | Dont Call | Kun | source:amperwave-api
2026-04-15T06:09:01.862810+00:00 | Dont Call | Kun | source:amperwave-api
2026-04-15T06:10:02.643228+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T06:10:40.093038+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T06:11:15.052129+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T06:11:52.888748+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T06:12:27.589403+00:00 | Bed Chem | Sabrina Carpenter | source:amperwave-api
2026-04-15T06:13:25.954337+00:00 | Bed Chem | Sabrina Carpenter | source:amperwave-api
2026-04-15T06:14:00.710905+00:00 | Bed Chem | Sabrina Carpenter | source:amperwave-api
2026-04-15T06:14:35.155120+00:00 | Bed Chem | Sabrina Carpenter | source:amperwave-api
2026-04-15T06:15:10.060825+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T06:15:45.022109+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T06:16:41.999899+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T06:17:17.237576+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T06:17:51.893081+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T06:18:26.292991+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-15T06:19:02.178653+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-15T06:19:36.674146+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-15T06:20:11.917904+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-15T06:20:47.345698+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-15T06:21:22.302381+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-15T06:21:57.244022+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-15T06:22:33.638720+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-15T06:23:08.102476+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-15T06:23:43.127313+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-15T06:24:29.335189+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-15T06:25:04.422376+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-15T06:25:39.980565+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T06:26:31.749385+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T06:27:06.681884+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T06:27:48.270528+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T06:28:23.604010+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T06:29:21.417870+00:00 | Blink | Corbyn Benson Ft. Tzuyu | source:amperwave-api
2026-04-15T06:29:56.301916+00:00 | Blink | Corbyn Benson Ft. Tzuyu | source:amperwave-api
2026-04-15T06:30:31.189363+00:00 | Blink | Corbyn Benson Ft. Tzuyu | source:amperwave-api
2026-04-15T06:31:06.268697+00:00 | Blink | Corbyn Benson Ft. Tzuyu | source:amperwave-api
2026-04-15T06:31:42.341068+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-15T06:32:42.188861+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-15T06:33:19.786493+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-15T06:33:54.427876+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-15T06:34:29.972284+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-15T06:35:04.388341+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-15T06:35:41.711944+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-15T06:36:16.765814+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-15T06:36:53.710546+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-15T06:37:28.656995+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-15T06:38:03.251062+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-15T06:38:37.727321+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-15T06:39:13.947988+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-15T06:39:49.399145+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-15T06:40:31.754469+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-15T06:41:06.933863+00:00 | Go | Blackpink | source:amperwave-api
2026-04-15T06:41:42.737605+00:00 | Go | Blackpink | source:amperwave-api
2026-04-15T06:42:17.986550+00:00 | Go | Blackpink | source:amperwave-api
2026-04-15T06:42:53.376214+00:00 | Go | Blackpink | source:amperwave-api
2026-04-15T06:43:51.473934+00:00 | Pretty Face | Paper Money | source:amperwave-api
2026-04-15T06:44:26.261276+00:00 | Pretty Face | Paper Money | source:amperwave-api
2026-04-15T06:45:20.757022+00:00 | Pretty Face | Paper Money | source:amperwave-api
2026-04-15T06:45:56.470446+00:00 | Pretty Face | Paper Money | source:amperwave-api
2026-04-15T06:46:34.973381+00:00 | Pretty Face | Paper Money | source:amperwave-api
2026-04-15T06:47:10.369054+00:00 | Pretty Face | Paper Money | source:amperwave-api
2026-04-15T06:47:50.283182+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-15T06:48:44.910024+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-15T06:49:19.410165+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-15T06:49:54.758858+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-15T06:50:30.113451+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-15T06:51:11.501211+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-15T06:51:46.390187+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-15T06:52:21.737535+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-15T06:52:57.395916+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-15T06:53:32.496518+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-15T06:54:07.177631+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-15T06:54:41.943145+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-15T06:55:16.843026+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-15T06:55:51.836914+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-15T06:56:30.853479+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-15T06:57:08.210961+00:00 | Misery Business | Paramore | source:amperwave-api
2026-04-15T06:58:04.310347+00:00 | Misery Business | Paramore | source:amperwave-api
2026-04-15T06:58:39.527091+00:00 | Misery Business | Paramore | source:amperwave-api
2026-04-15T06:59:14.729448+00:00 | Misery Business | Paramore | source:amperwave-api
2026-04-15T06:59:50.708784+00:00 | Misery Business | Paramore | source:amperwave-api
2026-04-15T07:00:25.602156+00:00 | Misery Business | Paramore | source:amperwave-api
2026-04-15T07:01:25.189165+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-15T07:02:00.810804+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-15T07:02:35.885538+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-15T07:03:11.042304+00:00 | Earrings | Malcom Todd | source:amperwave-api
2026-04-15T07:03:46.465874+00:00 | Earrings | Malcom Todd | source:amperwave-api
2026-04-15T07:04:22.155681+00:00 | Earrings | Malcom Todd | source:amperwave-api
2026-04-15T07:05:00.793411+00:00 | Earrings | Malcom Todd | source:amperwave-api
2026-04-15T07:05:36.037405+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T07:06:11.221775+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T07:06:45.697275+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T07:07:20.443871+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T07:07:55.647711+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T07:08:30.554087+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T07:09:05.920805+00:00 | Luther | Kendrick Lamar X Sza | source:amperwave-api
2026-04-15T07:09:40.823136+00:00 | Luther | Kendrick Lamar X Sza | source:amperwave-api
2026-04-15T07:10:16.046440+00:00 | Luther | Kendrick Lamar X Sza | source:amperwave-api
2026-04-15T07:11:04.380528+00:00 | Luther | Kendrick Lamar X Sza | source:amperwave-api
2026-04-15T07:11:47.708350+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-15T07:12:28.718940+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-15T07:13:03.432508+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-15T07:13:38.245055+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-15T07:14:13.684380+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-15T07:14:48.652986+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-15T07:15:23.551197+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-15T07:15:58.346388+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-15T07:16:32.737405+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-15T07:17:32.339643+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-15T07:18:07.510856+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-15T07:18:42.038680+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-15T07:19:19.875685+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-15T07:19:54.410068+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-15T07:20:29.030234+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-15T07:21:05.078370+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-15T07:21:39.684060+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-15T07:22:15.154760+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T07:22:50.385630+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T07:23:25.839701+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T07:24:00.813630+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T07:24:35.807111+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T07:25:10.686754+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T07:25:45.986840+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-15T07:26:21.586075+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-15T07:26:57.305156+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-15T07:27:34.792684+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-15T07:28:30.386523+00:00 | Dont Call | Kun | source:amperwave-api
2026-04-15T07:29:05.609694+00:00 | Dont Call | Kun | source:amperwave-api
2026-04-15T07:29:59.137645+00:00 | Dont Call | Kun | source:amperwave-api
2026-04-15T07:30:35.312423+00:00 | Dont Call | Kun | source:amperwave-api
2026-04-15T07:31:11.202590+00:00 | Dont Call | Kun | source:amperwave-api
2026-04-15T07:31:52.461989+00:00 | Dont Call | Kun | source:amperwave-api
2026-04-15T07:32:28.218439+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T07:33:02.831122+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T07:33:38.534566+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T07:34:13.263423+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T07:34:48.505952+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T07:35:23.887391+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T07:35:58.354330+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-15T07:36:56.897463+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-15T07:37:32.273774+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T07:38:07.070317+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T07:38:42.478280+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T07:39:18.114641+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T07:39:53.293274+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T07:40:28.255564+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T07:41:03.969142+00:00 | Stateside | Pinkpatheress | source:amperwave-api
2026-04-15T07:41:38.473885+00:00 | Stateside | Pinkpatheress | source:amperwave-api
2026-04-15T07:42:13.974544+00:00 | Stateside | Pinkpatheress | source:amperwave-api
2026-04-15T07:42:49.385052+00:00 | Stateside | Pinkpatheress | source:amperwave-api
2026-04-15T07:43:24.409665+00:00 | Stateside | Pinkpatheress | source:amperwave-api
2026-04-15T07:43:59.405216+00:00 | Stateside | Pinkpatheress | source:amperwave-api
2026-04-15T07:44:34.481297+00:00 | Stateside | Pinkpatheress | source:amperwave-api
2026-04-15T07:45:09.700117+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T07:46:06.746327+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T07:46:41.669552+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T07:47:17.802607+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T07:47:53.631395+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T07:48:29.008495+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T07:49:27.464366+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T07:50:02.648112+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T07:50:37.080385+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T07:51:14.894368+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-15T07:51:51.492833+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-15T07:52:44.068186+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-15T07:53:19.240575+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-15T07:53:54.735512+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-15T07:54:29.820293+00:00 | Yeah 3X | Chris Brown | source:amperwave-api
2026-04-15T07:55:04.279602+00:00 | Yeah 3X | Chris Brown | source:amperwave-api
2026-04-15T07:55:39.422129+00:00 | Yeah 3X | Chris Brown | source:amperwave-api
2026-04-15T07:56:13.947962+00:00 | Yeah 3X | Chris Brown | source:amperwave-api
2026-04-15T07:56:48.866099+00:00 | Yeah 3X | Chris Brown | source:amperwave-api
2026-04-15T07:57:24.248878+00:00 | Yeah 3X | Chris Brown | source:amperwave-api
2026-04-15T07:57:59.981589+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-15T07:58:34.759656+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-15T07:59:15.654934+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-15T07:59:50.488516+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-15T08:00:31.431794+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-15T08:01:06.820891+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-15T08:02:07.219750+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T08:02:42.699130+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T08:03:38.214054+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T08:04:13.624395+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T08:05:12.818798+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-15T08:05:48.120298+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-15T08:06:45.933887+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-15T08:07:21.012332+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T08:08:17.661671+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T08:08:52.368922+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T08:09:27.163625+00:00 | Thats So True | Gracie Abrams | source:amperwave-api
2026-04-15T08:10:07.989663+00:00 | Thats So True | Gracie Abrams | source:amperwave-api
2026-04-15T08:10:54.888298+00:00 | Thats So True | Gracie Abrams | source:amperwave-api
2026-04-15T08:11:29.730210+00:00 | Thats So True | Gracie Abrams | source:amperwave-api
2026-04-15T08:12:05.490212+00:00 | Younger You | Miley Cyrus | source:amperwave-api
2026-04-15T08:12:40.371333+00:00 | Younger You | Miley Cyrus | source:amperwave-api
2026-04-15T08:13:14.911369+00:00 | Younger You | Miley Cyrus | source:amperwave-api
2026-04-15T08:13:49.933625+00:00 | Younger You | Miley Cyrus | source:amperwave-api
2026-04-15T08:14:25.858929+00:00 | Younger You | Miley Cyrus | source:amperwave-api
2026-04-15T08:15:28.977735+00:00 | Heal | Monsta X | source:amperwave-api
2026-04-15T08:16:03.645990+00:00 | Heal | Monsta X | source:amperwave-api
2026-04-15T08:17:02.917105+00:00 | Heal | Monsta X | source:amperwave-api
2026-04-15T08:17:37.278420+00:00 | Heal | Monsta X | source:amperwave-api
2026-04-15T08:18:35.726324+00:00 | Heal | Monsta X | source:amperwave-api
2026-04-15T08:19:10.577676+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T08:20:09.636569+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T08:20:44.464111+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T08:21:19.063230+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-15T08:21:55.064418+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-15T08:22:29.644436+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-15T08:23:04.219216+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-15T08:23:39.042515+00:00 | Sexy For Me | Jason Derulo | source:amperwave-api
2026-04-15T08:24:13.878638+00:00 | Sexy For Me | Jason Derulo | source:amperwave-api
2026-04-15T08:24:48.623316+00:00 | Sexy For Me | Jason Derulo | source:amperwave-api
2026-04-15T08:25:23.701205+00:00 | Sexy For Me | Jason Derulo | source:amperwave-api
2026-04-15T08:25:58.607745+00:00 | Pretty Face | Paper Money | source:amperwave-api
2026-04-15T08:26:33.400361+00:00 | Pretty Face | Paper Money | source:amperwave-api
2026-04-15T08:27:08.779451+00:00 | Pretty Face | Paper Money | source:amperwave-api
2026-04-15T08:27:44.057238+00:00 | Pretty Face | Paper Money | source:amperwave-api
2026-04-15T08:28:22.001164+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-15T08:28:57.094099+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-15T08:29:32.173630+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-15T08:30:07.654386+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-15T08:30:42.903609+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-15T08:31:31.736485+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-15T08:32:07.574816+00:00 | Swim | Bts | source:amperwave-api
2026-04-15T08:33:04.688872+00:00 | Swim | Bts | source:amperwave-api
2026-04-15T08:33:40.310891+00:00 | Swim | Bts | source:amperwave-api
2026-04-15T08:34:15.477518+00:00 | Swim | Bts | source:amperwave-api
2026-04-15T08:34:51.579308+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-15T08:35:26.719308+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-15T08:36:24.677000+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-15T08:36:59.946882+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-15T08:37:34.847268+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-15T08:38:10.108195+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-15T08:38:44.876616+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-15T08:39:41.400896+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-15T08:40:16.648452+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-15T08:40:51.596498+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-15T08:41:26.543617+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T08:42:01.931870+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T08:42:36.768804+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T08:43:16.731974+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T08:43:51.639228+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T08:44:27.278573+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-15T08:45:02.843720+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-15T08:45:38.644600+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-15T08:46:14.003180+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-15T08:46:49.743910+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-15T08:47:30.030726+00:00 | Runway | Lady Gaga Ft. Doechii | source:amperwave-api
2026-04-15T08:48:04.626254+00:00 | Runway | Lady Gaga Ft. Doechii | source:amperwave-api
2026-04-15T08:48:39.972649+00:00 | Runway | Lady Gaga Ft. Doechii | source:amperwave-api
2026-04-15T08:49:15.220381+00:00 | Runway | Lady Gaga Ft. Doechii | source:amperwave-api
2026-04-15T08:49:50.916288+00:00 | Runway | Lady Gaga Ft. Doechii | source:amperwave-api
2026-04-15T08:50:25.771398+00:00 | Down | Jay Sean Feat. Lil Wayne | source:amperwave-api
2026-04-15T08:51:18.448169+00:00 | Down | Jay Sean Feat. Lil Wayne | source:amperwave-api
2026-04-15T08:51:53.601740+00:00 | Down | Jay Sean Feat. Lil Wayne | source:amperwave-api
2026-04-15T08:52:40.916835+00:00 | Down | Jay Sean Feat. Lil Wayne | source:amperwave-api
2026-04-15T08:53:16.532729+00:00 | Down | Jay Sean Feat. Lil Wayne | source:amperwave-api
2026-04-15T08:53:51.356564+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-15T08:54:26.191064+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-15T08:55:02.820418+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-15T08:55:55.125964+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-15T08:56:30.221702+00:00 | Forever Young | David Guetta X Ava Max | source:amperwave-api
2026-04-15T08:57:05.161862+00:00 | Forever Young | David Guetta X Ava Max | source:amperwave-api
2026-04-15T08:57:40.087278+00:00 | Forever Young | David Guetta X Ava Max | source:amperwave-api
2026-04-15T08:58:15.370504+00:00 | Forever Young | David Guetta X Ava Max | source:amperwave-api
2026-04-15T08:58:50.470752+00:00 | Forever Young | David Guetta X Ava Max | source:amperwave-api
2026-04-15T08:59:25.387794+00:00 | Positions | Ariana Grande | source:amperwave-api
2026-04-15T09:00:00.537046+00:00 | Positions | Ariana Grande | source:amperwave-api
2026-04-15T09:00:35.732978+00:00 | Positions | Ariana Grande | source:amperwave-api
2026-04-15T09:01:10.815370+00:00 | Positions | Ariana Grande | source:amperwave-api
2026-04-15T09:01:46.201348+00:00 | Positions | Ariana Grande | source:amperwave-api
2026-04-15T09:02:21.255541+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T09:02:56.449557+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T09:03:33.939189+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T09:04:09.109950+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T09:05:05.957840+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T09:05:41.259601+00:00 | Earrings | Malcom Todd | source:amperwave-api
2026-04-15T09:06:15.852345+00:00 | Earrings | Malcom Todd | source:amperwave-api
2026-04-15T09:06:53.598509+00:00 | Earrings | Malcom Todd | source:amperwave-api
2026-04-15T09:07:28.370640+00:00 | Earrings | Malcom Todd | source:amperwave-api
2026-04-15T09:08:26.308359+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-15T09:09:01.942132+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-15T09:09:37.137820+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-15T09:10:15.830877+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-15T09:11:00.535054+00:00 | Risk It All | Bruno Mars | source:amperwave-api
