2026-04-17T00:00:04.195055+00:00 | Good Luck, Babe! | Chappell Roan | source:amperwave-api
2026-04-17T05:33:27.822328+00:00 | Stateside | Pinkpatheress | source:amperwave-api
2026-04-17T05:34:08.031664+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-17T05:35:10.679302+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-17T05:36:10.140219+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-17T05:36:50.485163+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T05:37:27.846821+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T05:38:09.833275+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T05:38:51.467388+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T05:40:29.863670+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T05:41:11.437934+00:00 | Pretty Face | Paper Money | source:amperwave-api
2026-04-17T05:41:51.099963+00:00 | Pretty Face | Paper Money | source:amperwave-api
2026-04-17T05:42:33.518585+00:00 | Pretty Face | Paper Money | source:amperwave-api
2026-04-17T05:44:06.576702+00:00 | Pretty Face | Paper Money | source:amperwave-api
2026-04-17T05:44:52.817377+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T05:45:33.005928+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T05:46:14.100378+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T05:47:48.863912+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-17T05:48:37.019226+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-17T05:49:18.801892+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-17T05:50:08.748935+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-17T05:50:49.801310+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T05:51:30.336342+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T05:52:10.740188+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T05:52:52.981632+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T05:53:33.563491+00:00 | Go! | Cortis | source:amperwave-api
2026-04-17T05:54:17.840717+00:00 | Go! | Cortis | source:amperwave-api
2026-04-17T05:55:01.256577+00:00 | Go! | Cortis | source:amperwave-api
2026-04-17T05:55:41.305005+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T05:56:21.807357+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T05:57:01.066647+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T05:57:41.292658+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T05:58:21.799188+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T05:59:02.505612+00:00 | Houdini | Eminem | source:amperwave-api
2026-04-17T05:59:43.166063+00:00 | Houdini | Eminem | source:amperwave-api
2026-04-17T06:01:21.163318+00:00 | Houdini | Eminem | source:amperwave-api
2026-04-17T06:02:06.173793+00:00 | Houdini | Eminem | source:amperwave-api
2026-04-17T06:02:47.475530+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T06:03:30.995896+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T06:04:14.354540+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T06:04:54.818210+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T06:05:37.758898+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-17T06:06:20.597155+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-17T06:07:02.858732+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-17T06:07:43.749153+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-17T06:08:25.719561+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-17T06:09:02.782507+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-17T06:09:44.513964+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-17T06:10:27.066925+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-17T06:11:15.315854+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-17T06:11:56.075714+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T06:12:36.818035+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T06:13:19.244902+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T06:14:49.373721+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T06:15:26.793097+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T06:16:07.935868+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T06:16:45.998660+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T06:17:26.405358+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T06:18:07.682754+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-17T06:19:14.812866+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-17T06:19:55.698954+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-17T06:20:39.022878+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-17T06:21:22.975400+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-17T06:22:04.359929+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T06:23:24.559849+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T06:24:05.948783+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T06:24:46.444137+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T06:25:31.216764+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T06:27:10.095038+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T06:27:51.857170+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T06:28:30.150491+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T06:29:10.882829+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-17T06:30:41.529454+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-17T06:31:28.833974+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-17T06:32:15.209056+00:00 | Dont Call | Kun | source:amperwave-api
2026-04-17T06:32:57.090907+00:00 | Dont Call | Kun | source:amperwave-api
2026-04-17T06:33:38.593702+00:00 | Dont Call | Kun | source:amperwave-api
2026-04-17T06:34:18.038126+00:00 | Dont Call | Kun | source:amperwave-api
2026-04-17T06:34:59.868970+00:00 | Dont Call | Kun | source:amperwave-api
2026-04-17T06:35:40.629407+00:00 | Dont Call | Kun | source:amperwave-api
2026-04-17T06:36:23.428557+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T06:37:03.542690+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T06:37:42.442115+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T06:38:24.554132+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T06:39:05.861849+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-17T06:39:46.589599+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-17T06:40:27.986187+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-17T06:41:08.359139+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-17T06:41:48.727748+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-17T06:42:29.741070+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-17T06:44:00.920423+00:00 | Revolving Door | Tate Mcrae | source:amperwave-api
2026-04-17T06:44:52.586727+00:00 | Revolving Door | Tate Mcrae | source:amperwave-api
2026-04-17T06:45:37.919776+00:00 | Revolving Door | Tate Mcrae | source:amperwave-api
2026-04-17T06:46:17.190852+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-17T06:47:08.401782+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-17T06:47:49.582891+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-17T06:48:36.866060+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-17T06:49:18.836909+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T06:50:01.554776+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T06:50:43.525024+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T06:51:25.250310+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T06:52:09.623231+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T06:52:50.001325+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T06:53:32.390401+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T06:54:14.953693+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T06:54:57.152222+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T06:55:38.532206+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T06:56:17.079183+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T06:56:56.633805+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T06:58:13.686375+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T06:58:53.560197+00:00 | Levitating | Dua Lipa X Dababy | source:amperwave-api
2026-04-17T06:59:34.466897+00:00 | Levitating | Dua Lipa X Dababy | source:amperwave-api
2026-04-17T07:00:14.167730+00:00 | Levitating | Dua Lipa X Dababy | source:amperwave-api
2026-04-17T07:00:57.321369+00:00 | Levitating | Dua Lipa X Dababy | source:amperwave-api
2026-04-17T07:02:28.356965+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T07:03:09.132521+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T07:03:51.336511+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T07:04:28.942629+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T07:05:10.296849+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T07:06:22.565106+00:00 | Heal | Monsta X | source:amperwave-api
2026-04-17T07:07:03.473092+00:00 | Heal | Monsta X | source:amperwave-api
2026-04-17T07:07:43.578208+00:00 | Heal | Monsta X | source:amperwave-api
2026-04-17T07:08:25.671673+00:00 | Heal | Monsta X | source:amperwave-api
2026-04-17T07:09:06.786189+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T07:10:29.762564+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T07:11:15.081296+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T07:11:57.453070+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T07:12:39.805660+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T07:14:17.419022+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T07:14:57.570124+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T07:15:36.605787+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T07:16:19.272710+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T07:17:02.163838+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T07:17:42.760675+00:00 | Pretty Face | Paper Money | source:amperwave-api
2026-04-17T07:18:24.958389+00:00 | Pretty Face | Paper Money | source:amperwave-api
2026-04-17T07:19:04.538016+00:00 | Pretty Face | Paper Money | source:amperwave-api
2026-04-17T07:19:49.898043+00:00 | Pretty Face | Paper Money | source:amperwave-api
2026-04-17T07:20:35.423337+00:00 | Pretty Face | Paper Money | source:amperwave-api
2026-04-17T07:21:16.584747+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T07:21:55.245854+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T07:22:36.216958+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T07:23:17.603761+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T07:23:55.294709+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T07:24:36.884475+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T07:25:17.827704+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T07:26:02.481769+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T07:26:43.453193+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T07:28:05.013906+00:00 | Sexy For Me | Jason Derulo | source:amperwave-api
2026-04-17T07:28:44.453808+00:00 | Sexy For Me | Jason Derulo | source:amperwave-api
2026-04-17T07:29:25.213614+00:00 | Sexy For Me | Jason Derulo | source:amperwave-api
2026-04-17T07:30:09.759558+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-17T07:30:52.629774+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-17T07:31:34.041315+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-17T07:32:15.471519+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-17T07:32:54.877302+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T07:33:36.903318+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T07:34:17.559657+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T07:34:59.928559+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T07:35:41.270759+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T07:36:24.605084+00:00 | Twilight Zone | Ariana Grande | source:amperwave-api
2026-04-17T07:37:06.917175+00:00 | Twilight Zone | Ariana Grande | source:amperwave-api
2026-04-17T07:37:46.805851+00:00 | Twilight Zone | Ariana Grande | source:amperwave-api
2026-04-17T07:38:27.914890+00:00 | Twilight Zone | Ariana Grande | source:amperwave-api
2026-04-17T07:39:08.620316+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T07:39:50.274670+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T07:40:31.454819+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T07:41:57.473570+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T07:42:36.931661+00:00 | Earrings | Malcom Todd | source:amperwave-api
2026-04-17T07:43:18.916250+00:00 | Earrings | Malcom Todd | source:amperwave-api
2026-04-17T07:43:59.093503+00:00 | Earrings | Malcom Todd | source:amperwave-api
2026-04-17T07:45:29.894078+00:00 | Earrings | Malcom Todd | source:amperwave-api
2026-04-17T07:46:07.866012+00:00 | Earrings | Malcom Todd | source:amperwave-api
2026-04-17T07:46:47.855517+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-17T07:47:30.123711+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-17T07:48:59.362834+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-17T07:49:45.481737+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-17T07:50:26.438403+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-17T07:51:09.113492+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-17T07:52:37.003688+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-17T07:53:16.261121+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-17T07:54:01.166120+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-17T07:54:41.129383+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-17T07:56:10.371592+00:00 | Runway | Lady Gaga Ft. Doechii | source:amperwave-api
2026-04-17T07:56:49.247261+00:00 | Runway | Lady Gaga Ft. Doechii | source:amperwave-api
2026-04-17T07:57:30.156318+00:00 | Runway | Lady Gaga Ft. Doechii | source:amperwave-api
2026-04-17T07:58:10.196578+00:00 | Mood | 24Kgoldn | source:amperwave-api
2026-04-17T07:58:46.956526+00:00 | Mood | 24Kgoldn | source:amperwave-api
2026-04-17T07:59:29.873278+00:00 | Mood | 24Kgoldn | source:amperwave-api
2026-04-17T08:00:10.578132+00:00 | Mood | 24Kgoldn | source:amperwave-api
2026-04-17T08:00:50.601744+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T08:01:33.012597+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T08:02:15.947249+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T08:02:55.651934+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T08:03:33.518878+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T08:04:12.543853+00:00 | Dont Call | Kun | source:amperwave-api
2026-04-17T08:04:53.506554+00:00 | Dont Call | Kun | source:amperwave-api
2026-04-17T08:05:33.118864+00:00 | Dont Call | Kun | source:amperwave-api
2026-04-17T08:06:14.789538+00:00 | Dont Call | Kun | source:amperwave-api
2026-04-17T08:06:56.086263+00:00 | Dont Call | Kun | source:amperwave-api
2026-04-17T08:07:40.571358+00:00 | Dont Call | Kun | source:amperwave-api
2026-04-17T08:09:05.740392+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T08:09:45.268660+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T08:10:26.460180+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-17T08:11:08.352835+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-17T08:11:50.162339+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-17T08:12:31.148570+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-17T08:13:11.885579+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-17T08:13:52.328410+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-17T08:14:34.017394+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-17T08:15:17.564765+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-17T08:15:57.525506+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-17T08:16:36.677074+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-17T08:17:19.543753+00:00 | Stateside | Pinkpatheress | source:amperwave-api
2026-04-17T08:17:59.958449+00:00 | Stateside | Pinkpatheress | source:amperwave-api
2026-04-17T08:18:42.219814+00:00 | Stateside | Pinkpatheress | source:amperwave-api
2026-04-17T08:19:25.941430+00:00 | Stateside | Pinkpatheress | source:amperwave-api
2026-04-17T08:20:09.077462+00:00 | Stateside | Pinkpatheress | source:amperwave-api
2026-04-17T08:20:54.565740+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-17T08:22:20.022127+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-17T08:22:57.318813+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-17T08:23:37.618956+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-17T08:24:19.992080+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T08:24:58.902651+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T08:26:06.756691+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T08:26:50.696547+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T08:27:30.126278+00:00 | Go | Blackpink | source:amperwave-api
2026-04-17T08:28:13.584918+00:00 | Go | Blackpink | source:amperwave-api
2026-04-17T08:28:53.205757+00:00 | Go | Blackpink | source:amperwave-api
2026-04-17T08:30:07.349522+00:00 | Go | Blackpink | source:amperwave-api
2026-04-17T08:30:49.529082+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-17T08:31:32.585545+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-17T08:32:13.712831+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-17T08:33:39.310526+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T08:34:24.940828+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T08:35:06.124998+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T08:35:47.604424+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T08:36:31.305763+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T08:37:26.379592+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T08:38:06.358941+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T08:38:49.589102+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T08:39:29.773421+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T08:40:09.604115+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T08:40:51.700942+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T08:41:31.312357+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T08:42:13.264198+00:00 | Heal | Monsta X | source:amperwave-api
2026-04-17T08:42:53.163779+00:00 | Heal | Monsta X | source:amperwave-api
2026-04-17T08:43:34.680253+00:00 | Heal | Monsta X | source:amperwave-api
2026-04-17T08:44:12.563396+00:00 | Heal | Monsta X | source:amperwave-api
2026-04-17T08:44:53.563944+00:00 | Heal | Monsta X | source:amperwave-api
2026-04-17T08:45:32.218674+00:00 | Heal | Monsta X | source:amperwave-api
2026-04-17T08:46:13.159300+00:00 | Heal | Monsta X | source:amperwave-api
2026-04-17T08:46:54.335942+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T08:47:33.865139+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T08:48:16.192138+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T08:48:57.978295+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T08:49:38.965531+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T08:51:00.491705+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T08:51:41.931604+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T08:52:22.916926+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T08:53:05.420471+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-17T08:53:45.700488+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-17T08:54:24.200107+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-17T08:55:04.649328+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-17T08:55:46.853655+00:00 | Go! | Cortis | source:amperwave-api
2026-04-17T08:56:28.548718+00:00 | Go! | Cortis | source:amperwave-api
2026-04-17T08:57:11.117082+00:00 | Go! | Cortis | source:amperwave-api
2026-04-17T08:57:52.250409+00:00 | Go! | Cortis | source:amperwave-api
2026-04-17T08:58:32.014284+00:00 | Go! | Cortis | source:amperwave-api
2026-04-17T08:59:14.407028+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-17T08:59:55.101127+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-17T09:00:35.835641+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-17T09:01:16.964607+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-17T09:01:58.450181+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T09:02:38.146849+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T09:04:04.857854+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T09:04:46.841445+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T09:05:27.584881+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T09:06:07.950751+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T09:07:08.337173+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T09:08:08.861494+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T09:08:48.462922+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T09:09:28.155855+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T09:10:11.276960+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T09:11:30.534313+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T09:12:14.203897+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T09:12:52.661130+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T09:13:32.733751+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T09:14:56.241330+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T09:15:34.183909+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T09:16:16.393414+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T09:16:59.993287+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T09:18:29.314547+00:00 | Taste | Sabrina Carpenter | source:amperwave-api
2026-04-17T09:19:09.727798+00:00 | Taste | Sabrina Carpenter | source:amperwave-api
2026-04-17T09:19:50.220142+00:00 | Taste | Sabrina Carpenter | source:amperwave-api
2026-04-17T09:20:36.319760+00:00 | Taste | Sabrina Carpenter | source:amperwave-api
2026-04-17T09:21:21.545559+00:00 | Taste | Sabrina Carpenter | source:amperwave-api
2026-04-17T09:22:01.071464+00:00 | Taste | Sabrina Carpenter | source:amperwave-api
2026-04-17T09:22:44.394693+00:00 | Tit For Tat | Tate Mcrae | source:amperwave-api
2026-04-17T09:23:24.957917+00:00 | Tit For Tat | Tate Mcrae | source:amperwave-api
2026-04-17T09:24:09.824733+00:00 | Tit For Tat | Tate Mcrae | source:amperwave-api
2026-04-17T09:24:49.450033+00:00 | Tit For Tat | Tate Mcrae | source:amperwave-api
2026-04-17T09:25:29.894095+00:00 | Younger You | Miley Cyrus | source:amperwave-api
2026-04-17T09:26:10.055198+00:00 | Younger You | Miley Cyrus | source:amperwave-api
2026-04-17T09:26:49.933625+00:00 | Younger You | Miley Cyrus | source:amperwave-api
2026-04-17T09:27:29.005649+00:00 | Younger You | Miley Cyrus | source:amperwave-api
2026-04-17T09:28:08.841017+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T09:28:48.698112+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T09:29:29.337637+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T09:31:04.153427+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-17T09:31:49.200908+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-17T09:32:29.355211+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-17T09:33:09.030878+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-17T09:33:53.531607+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T09:34:36.146346+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T09:35:18.319109+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T09:35:59.239077+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T09:36:40.501654+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
