2026-04-17T00:00:38.661767+00:00 | Live Your Life | Ti Ft Rihanna | source:amperwave-api
2026-04-17T05:22:05.183070+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T05:22:49.172715+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T05:23:27.434125+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T05:24:10.890602+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T05:24:52.982235+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T05:25:33.842014+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T05:26:18.815901+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T05:27:03.164611+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T05:27:43.913715+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T05:28:23.033326+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T05:29:04.918295+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T05:29:45.201226+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-17T05:30:29.087622+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-17T05:31:46.157967+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-17T05:32:33.006191+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T05:33:15.937434+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T05:34:01.507684+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T05:34:42.699286+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T05:36:01.531689+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T05:36:43.479062+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T05:37:23.922800+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T05:38:03.730061+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T05:38:43.987432+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T05:40:12.623099+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T05:41:05.360951+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T05:41:45.475294+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T05:42:25.287835+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T05:43:07.722507+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-17T05:44:40.068703+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-17T05:45:26.920908+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-17T05:46:07.012774+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-17T05:46:48.904977+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T05:48:24.899950+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T05:49:12.107651+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T05:49:52.819989+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T05:50:43.112798+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T05:51:23.418329+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T05:52:05.886162+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T05:52:45.315501+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T05:53:26.736554+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T05:54:09.549057+00:00 | Kiss Me More | Doja Cat Feat. Sza | source:amperwave-api
2026-04-17T05:54:53.194492+00:00 | Kiss Me More | Doja Cat Feat. Sza | source:amperwave-api
2026-04-17T05:55:34.943780+00:00 | Kiss Me More | Doja Cat Feat. Sza | source:amperwave-api
2026-04-17T05:56:16.101524+00:00 | Kiss Me More | Doja Cat Feat. Sza | source:amperwave-api
2026-04-17T05:56:55.962715+00:00 | Kiss Me More | Doja Cat Feat. Sza | source:amperwave-api
2026-04-17T05:57:34.341762+00:00 | Unwritten | Natasha Bedingfield | source:amperwave-api
2026-04-17T05:58:14.361107+00:00 | Unwritten | Natasha Bedingfield | source:amperwave-api
2026-04-17T05:58:55.142881+00:00 | Unwritten | Natasha Bedingfield | source:amperwave-api
2026-04-17T05:59:36.555693+00:00 | Unwritten | Natasha Bedingfield | source:amperwave-api
2026-04-17T06:01:02.869133+00:00 | Unwritten | Natasha Bedingfield | source:amperwave-api
2026-04-17T06:01:56.305936+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T06:02:40.760016+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T06:03:22.962362+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T06:04:06.037109+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T06:04:48.483558+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T06:05:29.359737+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T06:06:12.711712+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T06:06:55.790390+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T06:07:36.674138+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-17T06:08:16.986539+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-17T06:08:58.531228+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-17T06:09:37.578625+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-17T06:10:19.073983+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T06:11:04.042261+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T06:11:48.806398+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T06:12:30.664473+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T06:13:12.038054+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T06:14:36.917199+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T06:15:22.445241+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T06:16:01.512287+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T06:16:40.737835+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T06:17:20.030130+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T06:17:59.541499+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T06:19:08.006577+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T06:19:50.479726+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T06:20:31.982392+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T06:21:13.498212+00:00 | Dancing With A Stranger | Sam Smith Ft. Normani | source:amperwave-api
2026-04-17T06:21:56.742824+00:00 | Dancing With A Stranger | Sam Smith Ft. Normani | source:amperwave-api
2026-04-17T06:23:09.830288+00:00 | Dancing With A Stranger | Sam Smith Ft. Normani | source:amperwave-api
2026-04-17T06:23:59.699906+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T06:24:39.216008+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T06:25:23.506801+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T06:26:52.311381+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T06:27:44.947162+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T06:28:25.378872+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T06:29:04.369960+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T06:29:43.642138+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T06:31:18.994261+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T06:32:05.679378+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T06:32:49.444169+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T06:33:32.335245+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-17T06:34:11.616084+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-17T06:34:51.470157+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-17T06:35:33.904729+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-17T06:36:15.982254+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-17T06:36:56.501085+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T06:37:37.233933+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T06:38:17.003660+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T06:38:59.205282+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T06:39:39.762005+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T06:40:20.361979+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T06:41:00.851046+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T06:41:41.525349+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T06:42:23.393286+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T06:44:39.389967+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T06:45:27.828598+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T06:46:11.749180+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T06:46:52.035056+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T06:47:41.682445+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T06:48:23.179506+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-17T06:49:11.334187+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-17T06:49:54.074111+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-17T06:50:34.619929+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T06:51:19.573599+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T06:51:58.956628+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T06:52:43.174400+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T06:53:24.956186+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T06:54:07.092654+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T06:54:48.898402+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T06:55:31.729290+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T06:56:12.583162+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T06:56:50.562253+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T06:58:07.848313+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T06:58:46.303672+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T06:59:27.433636+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T07:00:08.421801+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T07:00:48.169846+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-17T07:02:13.804899+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-17T07:03:02.557045+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-17T07:03:43.589753+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-17T07:04:24.397844+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T07:05:03.897804+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T07:06:13.150308+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T07:06:56.645747+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T07:07:36.965705+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-17T07:08:18.115529+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-17T07:08:59.564628+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-17T07:10:17.155265+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-17T07:11:05.370071+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T07:11:48.382706+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T07:12:32.763818+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T07:13:16.548112+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T07:14:52.027137+00:00 | Go | Blackpink | source:amperwave-api
2026-04-17T07:15:30.862968+00:00 | Go | Blackpink | source:amperwave-api
2026-04-17T07:16:11.119869+00:00 | Go | Blackpink | source:amperwave-api
2026-04-17T07:16:53.728936+00:00 | Better Now | Post Malone | source:amperwave-api
2026-04-17T07:17:36.443733+00:00 | Better Now | Post Malone | source:amperwave-api
2026-04-17T07:18:16.494480+00:00 | Better Now | Post Malone | source:amperwave-api
2026-04-17T07:18:57.962204+00:00 | Better Now | Post Malone | source:amperwave-api
2026-04-17T07:19:40.737912+00:00 | Better Now | Post Malone | source:amperwave-api
2026-04-17T07:20:28.215659+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T07:21:10.473136+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T07:21:50.179510+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T07:22:29.550113+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T07:23:11.744930+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T07:23:50.473368+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T07:24:28.763982+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T07:25:11.413651+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T07:25:52.748831+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T07:26:37.301227+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T07:27:56.927339+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T07:28:38.665248+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T07:29:20.223428+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T07:30:00.622431+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T07:30:43.701497+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T07:31:26.818237+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T07:32:08.109859+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T07:32:48.825025+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T07:33:28.285102+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T07:34:10.855787+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T07:34:52.690494+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T07:35:35.211558+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T07:36:15.363314+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T07:37:00.457230+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T07:37:40.393525+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T07:38:21.919735+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T07:39:01.732404+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T07:39:42.571162+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T07:40:23.330219+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T07:41:48.221627+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T07:42:31.293729+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T07:43:10.401723+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T07:43:51.981808+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T07:45:16.670380+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T07:46:03.499090+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T07:46:42.519570+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T07:47:22.761664+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T07:48:03.719582+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T07:49:32.623229+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T07:50:19.390626+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-17T07:51:00.032464+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-17T07:52:27.396974+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-17T07:53:11.075486+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-17T07:53:54.890270+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T07:54:34.240897+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T07:55:56.085356+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T07:56:43.149454+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T07:57:21.725421+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T07:58:04.670246+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T07:58:42.423716+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T07:59:21.982519+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T08:00:03.585677+00:00 | Good 4 U | Olivia Rodrigo | source:amperwave-api
2026-04-17T08:00:43.995496+00:00 | Good 4 U | Olivia Rodrigo | source:amperwave-api
2026-04-17T08:01:25.161216+00:00 | Good 4 U | Olivia Rodrigo | source:amperwave-api
2026-04-17T08:02:07.577398+00:00 | Good 4 U | Olivia Rodrigo | source:amperwave-api
2026-04-17T08:02:49.033800+00:00 | Good 4 U | Olivia Rodrigo | source:amperwave-api
2026-04-17T08:03:28.763776+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T08:04:07.290592+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T08:04:46.193826+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T08:05:27.306627+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T08:06:07.196877+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T08:06:49.813091+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-17T08:07:34.850848+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-17T08:08:53.191188+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T08:09:39.247388+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T08:10:20.187584+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T08:11:00.216140+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T08:11:42.388662+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T08:12:23.848072+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T08:13:05.435608+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-17T08:13:45.455642+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-17T08:14:26.397606+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-17T08:15:10.121921+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-17T08:15:51.557687+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T08:16:30.717060+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T08:17:11.926584+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T08:17:53.037874+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T08:18:33.630143+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T08:19:15.661057+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T08:20:01.864353+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T08:20:43.632820+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T08:22:13.377164+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T08:22:53.401389+00:00 | See You Again (Feat. Charlie Puth) | Wiz Khalifa | source:amperwave-api
2026-04-17T08:23:31.593538+00:00 | See You Again (Feat. Charlie Puth) | Wiz Khalifa | source:amperwave-api
2026-04-17T08:24:13.766499+00:00 | See You Again (Feat. Charlie Puth) | Wiz Khalifa | source:amperwave-api
2026-04-17T08:24:53.379913+00:00 | See You Again (Feat. Charlie Puth) | Wiz Khalifa | source:amperwave-api
2026-04-17T08:25:55.462326+00:00 | See You Again (Feat. Charlie Puth) | Wiz Khalifa | source:amperwave-api
2026-04-17T08:26:41.710347+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T08:27:24.186605+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T08:28:05.609631+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T08:28:47.001765+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T08:29:57.995744+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T08:30:41.302325+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T08:31:25.385072+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T08:32:06.584323+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T08:32:48.741008+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T08:34:17.827137+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T08:34:58.937116+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T08:35:40.636180+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T08:36:21.051172+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T08:37:16.709862+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T08:37:59.355617+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T08:38:39.662005+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T08:39:24.435181+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T08:40:03.113385+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T08:40:44.565055+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T08:41:25.941682+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T08:42:05.110192+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T08:42:47.265662+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T08:43:27.563673+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T08:44:08.199034+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T08:44:47.646115+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T08:45:26.961625+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T08:46:06.254091+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T08:46:48.111265+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T08:47:28.240187+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T08:48:07.918942+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T08:48:49.677335+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T08:49:31.766625+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-17T08:50:50.314524+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-17T08:51:35.685601+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-17T08:52:16.689779+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-17T08:52:59.022851+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-17T08:53:38.669558+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-17T08:54:18.667300+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-17T08:54:57.288834+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-17T08:55:39.742604+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T08:56:19.946123+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T08:57:03.756411+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T08:57:45.361692+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T08:58:25.547966+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T08:59:06.975382+00:00 | Snooze | Sza | source:amperwave-api
2026-04-17T08:59:47.285982+00:00 | Snooze | Sza | source:amperwave-api
2026-04-17T09:00:29.297248+00:00 | Snooze | Sza | source:amperwave-api
2026-04-17T09:01:08.996369+00:00 | Snooze | Sza | source:amperwave-api
2026-04-17T09:01:50.229444+00:00 | Snooze | Sza | source:amperwave-api
2026-04-17T09:02:32.169060+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T09:04:38.756755+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T09:05:20.948326+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-17T09:06:02.101099+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-17T09:06:42.843281+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-17T09:08:00.317641+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-17T09:08:42.222575+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T09:09:21.719207+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T09:10:02.382437+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T09:11:12.467597+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T09:12:06.127453+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T09:12:47.341530+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T09:13:25.875839+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T09:14:47.405535+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T09:15:30.352591+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T09:16:08.927103+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T09:16:51.685635+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T09:18:16.090756+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T09:19:03.841543+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T09:19:44.019118+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T09:20:24.529938+00:00 | Folded | Kehlani | source:amperwave-api
