2026-04-14T00:04:53.043402+00:00 | Bye Bye Bye | N Sync | source:amperwave-api
2026-04-14T06:14:38.837431+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T06:15:13.974604+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T06:15:48.590720+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T06:16:23.319376+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T06:16:58.074261+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T06:17:33.331864+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T06:18:27.328469+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T06:19:02.568331+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T06:19:37.025093+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T06:20:13.301337+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T06:20:48.488785+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T06:21:41.468386+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T06:22:18.772232+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T06:22:53.679912+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T06:23:49.927287+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T06:24:24.774954+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T06:24:59.762010+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T06:25:34.822769+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T06:26:09.542467+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T06:27:09.904516+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T06:27:44.511379+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T06:28:21.791844+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T06:28:56.261203+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T06:29:31.392375+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T06:30:06.108447+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T06:30:42.684415+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T06:31:18.685291+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T06:31:53.822393+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T06:32:28.820763+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T06:33:04.116025+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T06:33:39.128392+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T06:34:25.671550+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-14T06:35:01.236204+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-14T06:35:36.200564+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-14T06:36:37.351414+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-14T06:37:12.745932+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-14T06:38:10.981171+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-14T06:38:45.771566+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-14T06:39:20.325203+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-14T06:39:55.706747+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-14T06:41:03.248864+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-14T06:41:57.176468+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-14T06:42:35.265034+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-14T06:43:10.589782+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-14T06:43:45.351396+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T06:44:22.074436+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T06:44:56.560238+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T06:45:50.951861+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T06:46:25.715904+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T06:47:00.273061+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T06:47:40.054379+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T06:48:25.468461+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T06:49:20.333000+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T06:49:55.856860+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T06:50:38.271064+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T06:51:24.622886+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T06:52:09.521149+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T06:52:56.446178+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T06:53:37.463141+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T06:54:12.374112+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T06:55:11.046183+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T06:55:50.566130+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T06:56:53.473274+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T06:57:41.671147+00:00 | Attention | Charlie Puth | source:amperwave-api
2026-04-14T06:58:32.228601+00:00 | Attention | Charlie Puth | source:amperwave-api
2026-04-14T06:59:12.683464+00:00 | Attention | Charlie Puth | source:amperwave-api
2026-04-14T06:59:49.027852+00:00 | Attention | Charlie Puth | source:amperwave-api
2026-04-14T07:00:43.171476+00:00 | Attention | Charlie Puth | source:amperwave-api
2026-04-14T07:01:18.235121+00:00 | Attention | Charlie Puth | source:amperwave-api
2026-04-14T07:01:58.902059+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T07:02:33.929124+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T07:03:23.984399+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T07:04:19.679452+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T07:05:14.654379+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-14T07:06:23.267047+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-14T07:07:02.666427+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-14T07:08:06.772042+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T07:08:57.776434+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T07:09:59.788471+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T07:10:34.327939+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T07:11:22.864166+00:00 | Stateside Ft Zara Larsson | Pink Pantheress | source:amperwave-api
2026-04-14T07:12:18.046670+00:00 | Stateside Ft Zara Larsson | Pink Pantheress | source:amperwave-api
2026-04-14T07:13:22.295397+00:00 | Stateside Ft Zara Larsson | Pink Pantheress | source:amperwave-api
2026-04-14T07:13:58.395535+00:00 | Stateside Ft Zara Larsson | Pink Pantheress | source:amperwave-api
2026-04-14T07:14:55.336741+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T07:15:30.619180+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T07:16:08.277556+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T07:16:45.118833+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T07:17:24.913860+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T07:17:59.741075+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T07:18:34.974047+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-14T07:19:13.806442+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-14T07:19:49.046449+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-14T07:20:24.170510+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-14T07:20:59.230456+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T07:21:34.414622+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T07:22:35.877797+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T07:23:18.037580+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T07:24:03.237608+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-14T07:24:41.915730+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-14T07:25:39.633081+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-14T07:26:15.654184+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-14T07:27:12.041735+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-14T07:27:55.609531+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-14T07:28:43.727900+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-14T07:29:21.468214+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T07:29:58.643410+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T07:30:58.097092+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T07:31:52.433404+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T07:32:28.528687+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T07:33:03.195538+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T07:33:39.747940+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T07:34:14.981615+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T07:34:50.519542+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T07:35:25.253545+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T07:36:01.471239+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-14T07:36:36.824232+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-14T07:37:12.107099+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-14T07:37:46.802302+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-14T07:38:25.488456+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-14T07:39:00.573742+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T07:39:35.637266+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T07:40:29.195807+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T07:41:05.400747+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T07:41:40.212368+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T07:42:15.283691+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T07:42:50.182067+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T07:43:25.230844+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T07:44:00.977921+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T07:44:50.550702+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T07:45:26.204475+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T07:46:00.809078+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T07:46:59.132277+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T07:47:33.815824+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T07:48:09.218700+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T07:48:43.994599+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T07:49:18.821348+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T07:49:53.537687+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T07:50:28.914172+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T07:51:03.835123+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T07:51:39.838090+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T07:52:14.409068+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T07:52:49.539995+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T07:53:25.707850+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T07:54:01.140670+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-14T07:54:59.739069+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-14T07:55:56.152601+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-14T07:56:32.153306+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-14T07:57:07.339735+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-14T07:57:42.936191+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-14T07:58:19.091330+00:00 | Adore You | Harry Styles | source:amperwave-api
2026-04-14T07:58:54.713597+00:00 | Adore You | Harry Styles | source:amperwave-api
2026-04-14T07:59:53.838347+00:00 | Adore You | Harry Styles | source:amperwave-api
2026-04-14T08:00:29.770838+00:00 | Adore You | Harry Styles | source:amperwave-api
2026-04-14T08:01:07.608288+00:00 | Adore You | Harry Styles | source:amperwave-api
2026-04-14T08:01:44.880522+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T08:02:42.205775+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T08:03:22.237129+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T08:03:56.747820+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T08:04:31.435117+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T08:05:06.038295+00:00 | Go | Blackpink | source:amperwave-api
2026-04-14T08:05:42.402729+00:00 | Go | Blackpink | source:amperwave-api
2026-04-14T08:06:17.356705+00:00 | Go | Blackpink | source:amperwave-api
2026-04-14T08:06:52.917034+00:00 | Go | Blackpink | source:amperwave-api
2026-04-14T08:07:28.577649+00:00 | Go | Blackpink | source:amperwave-api
2026-04-14T08:08:03.690021+00:00 | Go | Blackpink | source:amperwave-api
2026-04-14T08:08:39.556070+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T08:09:14.642786+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T08:09:49.231880+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T08:10:32.157299+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T08:11:07.943734+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T08:11:57.033137+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T08:12:33.344638+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T08:13:27.067717+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T08:14:05.029615+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T08:14:39.757350+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T08:15:15.251217+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T08:15:50.326242+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T08:16:35.282837+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T08:17:10.892460+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T08:18:07.219788+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T08:18:43.515381+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T08:19:18.409999+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T08:19:53.218108+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T08:20:28.168450+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T08:21:04.315647+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T08:21:39.328002+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T08:22:13.843487+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T08:22:48.697280+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T08:23:23.591918+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T08:23:58.713793+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T08:24:33.955724+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T08:25:26.696380+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-14T08:26:02.973641+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-14T08:26:38.435441+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-14T08:27:35.822674+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-14T08:28:10.648668+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-14T08:28:45.694500+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-14T08:29:21.269220+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-14T08:30:16.328885+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T08:30:54.680987+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T08:31:29.555209+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T08:32:04.612838+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T08:32:39.598757+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T08:33:32.537628+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-14T08:34:09.374446+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-14T08:34:43.842490+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-14T08:35:19.179494+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-14T08:35:53.734882+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-14T08:36:28.981399+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-14T08:37:04.727572+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-14T08:37:40.352335+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-14T08:38:15.877278+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-14T08:38:52.146758+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T08:39:27.553963+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T08:40:28.541765+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T08:41:03.654216+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T08:41:59.337502+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T08:42:36.460667+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T08:43:11.186454+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T08:44:10.272934+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T08:44:45.461760+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T08:45:43.047398+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T08:46:38.766587+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T08:47:16.580105+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T08:48:07.552542+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T08:48:45.211323+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T08:49:20.607501+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-14T08:49:55.681065+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T08:50:31.451831+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T08:51:06.618106+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T08:51:42.197107+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T08:52:17.373073+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T08:52:53.161981+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T08:53:28.117338+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-14T08:54:03.121671+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-14T08:54:37.857383+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-14T08:55:24.572690+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-14T08:56:02.297397+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-14T08:56:58.675532+00:00 | Starships | Minaj, Nicki | source:amperwave-api
2026-04-14T08:57:33.403929+00:00 | Starships | Minaj, Nicki | source:amperwave-api
2026-04-14T08:58:08.775815+00:00 | Starships | Minaj, Nicki | source:amperwave-api
2026-04-14T08:59:10.890141+00:00 | Starships | Minaj, Nicki | source:amperwave-api
2026-04-14T08:59:47.043568+00:00 | Starships | Minaj, Nicki | source:amperwave-api
2026-04-14T09:00:46.654178+00:00 | Lil Boo Thang | Paul Russell | source:amperwave-api
2026-04-14T09:01:22.551732+00:00 | Lil Boo Thang | Paul Russell | source:amperwave-api
2026-04-14T09:01:57.626498+00:00 | Lil Boo Thang | Paul Russell | source:amperwave-api
2026-04-14T09:02:33.101466+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-14T09:03:24.728967+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-14T09:04:00.992617+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-14T09:04:35.599711+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-14T09:05:10.641751+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-14T09:05:45.446877+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-14T09:07:17.133698+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-14T09:07:52.126613+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-14T09:08:28.017008+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T09:09:03.139640+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T09:09:39.360674+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T09:10:26.813289+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T09:11:11.936070+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T09:12:11.307970+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T09:12:47.748479+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T09:13:22.632204+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T09:14:23.348327+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T09:14:59.450671+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T09:15:36.737151+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T09:16:13.535346+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T09:17:09.715157+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T09:17:46.117493+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T09:18:20.688746+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T09:18:55.890207+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T09:19:31.245327+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T09:20:06.473476+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T09:20:43.992765+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T09:21:20.032012+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T09:21:58.120445+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T09:22:33.396168+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T09:23:08.324273+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T09:23:43.367018+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T09:24:18.347747+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T09:24:52.851591+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T09:25:28.589953+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-14T09:26:25.422768+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-14T09:27:02.757888+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-14T09:27:38.370056+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-14T09:28:13.593383+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-14T09:28:48.858120+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-14T09:29:46.008799+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T09:30:23.212580+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T09:31:23.585348+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T09:32:03.320941+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T09:32:56.979806+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T09:33:37.993111+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-14T09:34:35.175226+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-14T09:35:11.541078+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-14T09:35:48.142189+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-14T09:36:23.395126+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-14T09:36:58.615752+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-14T09:37:33.320161+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-14T09:38:08.563137+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T09:38:43.912162+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T09:39:19.006222+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T09:39:54.236309+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T09:40:29.494373+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T09:41:04.557099+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T09:41:39.886028+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T09:42:25.939227+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
