2026-04-15T00:00:15.810600+00:00 | Sorry | Justin Bieber | source:amperwave-api
2026-04-15T05:53:03.777764+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-15T05:53:38.911207+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-15T05:54:16.973811+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-15T05:54:52.085693+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-15T05:55:49.189738+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-15T05:56:24.957060+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-15T05:57:00.130955+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-15T05:57:37.415931+00:00 | Where Have You Been | Rihanna | source:amperwave-api
2026-04-15T05:58:12.541209+00:00 | Where Have You Been | Rihanna | source:amperwave-api
2026-04-15T05:58:47.347615+00:00 | Where Have You Been | Rihanna | source:amperwave-api
2026-04-15T05:59:22.820585+00:00 | Where Have You Been | Rihanna | source:amperwave-api
2026-04-15T05:59:57.641850+00:00 | Where Have You Been | Rihanna | source:amperwave-api
2026-04-15T06:00:55.152952+00:00 | Where Have You Been | Rihanna | source:amperwave-api
2026-04-15T06:01:33.133299+00:00 | Where Have You Been | Rihanna | source:amperwave-api
2026-04-15T06:02:08.490645+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T06:02:43.541431+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T06:03:18.120558+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T06:03:53.958838+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T06:04:29.232683+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T06:05:04.373916+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-15T06:05:40.119702+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-15T06:06:14.721080+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-15T06:06:50.187792+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-15T06:07:24.873692+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-15T06:08:00.329613+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-15T06:08:59.381645+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-15T06:09:39.663980+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-15T06:10:37.474450+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-15T06:11:12.229499+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-15T06:11:50.084132+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-15T06:12:25.217029+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-15T06:13:58.241382+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T06:14:32.786961+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T06:15:07.480889+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T06:15:42.674936+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T06:16:38.961274+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T06:17:14.404999+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T06:17:49.518261+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T06:18:23.923061+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T06:18:59.208491+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T06:19:34.402953+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T06:20:09.389525+00:00 | Clarity | Zedd | source:amperwave-api
2026-04-15T06:20:44.483750+00:00 | Clarity | Zedd | source:amperwave-api
2026-04-15T06:21:19.502436+00:00 | Clarity | Zedd | source:amperwave-api
2026-04-15T06:21:54.456008+00:00 | Clarity | Zedd | source:amperwave-api
2026-04-15T06:22:30.852206+00:00 | Clarity | Zedd | source:amperwave-api
2026-04-15T06:23:05.593823+00:00 | Clarity | Zedd | source:amperwave-api
2026-04-15T06:23:40.806378+00:00 | Clarity | Zedd | source:amperwave-api
2026-04-15T06:24:26.143915+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-15T06:25:01.951654+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-15T06:25:37.235561+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-15T06:26:29.283433+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-15T06:27:04.202483+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-15T06:27:44.469853+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-15T06:28:20.828757+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-15T06:28:56.195062+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-15T06:29:53.686949+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-15T06:30:28.514407+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-15T06:31:03.653079+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-15T06:31:39.763613+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-15T06:32:36.445692+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-15T06:33:15.276808+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-15T06:33:52.027058+00:00 | Go | Blackpink | source:amperwave-api
2026-04-15T06:34:27.141500+00:00 | Go | Blackpink | source:amperwave-api
2026-04-15T06:35:02.077536+00:00 | Go | Blackpink | source:amperwave-api
2026-04-15T06:35:36.452473+00:00 | Go | Blackpink | source:amperwave-api
2026-04-15T06:36:14.157081+00:00 | Go | Blackpink | source:amperwave-api
2026-04-15T06:36:49.924624+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T06:37:26.023513+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T06:38:00.722531+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T06:38:35.237300+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T06:39:10.746749+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T06:39:46.386070+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T06:40:28.244116+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T06:41:04.325358+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T06:41:39.988008+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T06:42:15.042166+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T06:42:50.827308+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T06:43:47.457595+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T06:44:23.603519+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T06:44:58.450873+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T06:45:54.022684+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T06:46:31.327946+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-15T06:47:07.236203+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-15T06:47:42.782705+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-15T06:48:41.309846+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-15T06:49:16.940159+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-15T06:49:52.131943+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-15T06:50:27.347755+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-15T06:51:03.343186+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-15T06:51:43.676004+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-15T06:52:18.891721+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-15T06:52:54.125229+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-15T06:53:30.215172+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-15T06:54:04.413041+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-15T06:54:39.613310+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T06:55:14.352767+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T06:55:49.128093+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T06:56:28.253915+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T06:57:03.551918+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T06:58:01.229765+00:00 | Sunroof | Nicky Youre | source:amperwave-api
2026-04-15T06:58:37.070864+00:00 | Sunroof | Nicky Youre | source:amperwave-api
2026-04-15T06:59:12.028584+00:00 | Sunroof | Nicky Youre | source:amperwave-api
2026-04-15T06:59:47.590227+00:00 | Sunroof | Nicky Youre | source:amperwave-api
2026-04-15T07:00:22.829486+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-15T07:01:20.585734+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-15T07:01:57.832797+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-15T07:02:33.403513+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-15T07:03:08.355982+00:00 | Hit The Road | Matti Pruett | source:amperwave-api
2026-04-15T07:03:43.963537+00:00 | Hit The Road | Matti Pruett | source:amperwave-api
2026-04-15T07:04:18.562858+00:00 | Hit The Road | Matti Pruett | source:amperwave-api
2026-04-15T07:04:54.710715+00:00 | Hit The Road | Matti Pruett | source:amperwave-api
2026-04-15T07:05:33.623497+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-15T07:06:09.086138+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-15T07:06:43.089487+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-15T07:07:17.941768+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-15T07:07:53.075403+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-15T07:08:28.027384+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-15T07:09:03.392538+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-15T07:09:38.386092+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-15T07:10:13.390302+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-15T07:10:48.255098+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T07:11:36.995163+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T07:12:26.213964+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T07:13:00.762879+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T07:13:35.813790+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-15T07:14:10.838426+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-15T07:14:46.397442+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-15T07:15:20.941155+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-15T07:15:55.771391+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-15T07:16:30.313897+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-15T07:17:04.712597+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-15T07:18:04.842796+00:00 | Sexy For Me | Jason Derulo | source:amperwave-api
2026-04-15T07:18:39.729738+00:00 | Sexy For Me | Jason Derulo | source:amperwave-api
2026-04-15T07:19:16.364106+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-15T07:19:52.174241+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-15T07:20:26.692777+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-15T07:21:02.222084+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-15T07:21:37.382566+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-15T07:22:12.288768+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-15T07:22:47.475399+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-15T07:23:23.077464+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-15T07:23:58.346382+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-15T07:24:33.357652+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-15T07:25:08.395976+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-15T07:25:43.278660+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-15T07:26:18.829811+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-15T07:26:54.531447+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-15T07:27:31.618132+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-15T07:28:26.709633+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-15T07:29:02.917651+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T07:29:37.878911+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T07:30:33.043852+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T07:31:08.244523+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T07:31:48.931907+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T07:32:25.886621+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T07:33:00.467127+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T07:33:35.505755+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T07:34:10.922046+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T07:34:45.990116+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T07:35:21.346002+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-15T07:35:56.061806+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-15T07:36:30.719158+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-15T07:37:29.677282+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-15T07:38:04.658941+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-15T07:38:39.866840+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-15T07:39:15.003308+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-15T07:39:50.346539+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-15T07:40:25.569585+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-15T07:41:01.578878+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-15T07:41:36.150048+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-15T07:42:10.785651+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T07:42:46.532726+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T07:43:21.899830+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T07:43:56.778253+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T07:44:31.630065+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T07:45:06.868802+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T07:46:03.061935+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T07:46:39.089952+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T07:47:14.511390+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T07:47:50.443346+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-15T07:48:26.438492+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-15T07:49:24.210593+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-15T07:49:59.889462+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-15T07:50:34.656979+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-15T07:51:12.300063+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-15T07:51:47.973367+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T07:52:41.039562+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T07:53:16.623724+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T07:53:51.748647+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T07:54:27.341113+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T07:55:01.745909+00:00 | Big Energy | Latto | source:amperwave-api
2026-04-15T07:55:36.567330+00:00 | Big Energy | Latto | source:amperwave-api
2026-04-15T07:56:11.482333+00:00 | Big Energy | Latto | source:amperwave-api
2026-04-15T07:56:46.268298+00:00 | Big Energy | Latto | source:amperwave-api
2026-04-15T07:57:21.187834+00:00 | Just Dance | Lady Gaga | source:amperwave-api
2026-04-15T07:57:57.357649+00:00 | Just Dance | Lady Gaga | source:amperwave-api
2026-04-15T07:58:31.969107+00:00 | Just Dance | Lady Gaga | source:amperwave-api
2026-04-15T07:59:12.590162+00:00 | Just Dance | Lady Gaga | source:amperwave-api
2026-04-15T07:59:47.920366+00:00 | Just Dance | Lady Gaga | source:amperwave-api
2026-04-15T08:00:27.319220+00:00 | Just Dance | Lady Gaga | source:amperwave-api
2026-04-15T08:01:03.745205+00:00 | Just Dance | Lady Gaga | source:amperwave-api
2026-04-15T08:02:03.441012+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-15T08:02:39.581645+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-15T08:03:34.050523+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-15T08:04:10.886463+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T08:05:09.741754+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T08:05:45.593964+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T08:06:40.552884+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T08:07:18.137863+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T08:08:14.560268+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T08:08:49.779327+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T08:09:24.578159+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T08:09:59.150840+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T08:10:46.794013+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-15T08:11:27.347420+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-15T08:12:02.428963+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-15T08:12:37.766761+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-15T08:13:12.478352+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-15T08:13:46.967053+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-15T08:14:23.033260+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-15T08:15:19.086763+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-15T08:16:01.225317+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-15T08:16:57.346496+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-15T08:17:34.786614+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-15T08:18:31.901420+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-15T08:19:08.061795+00:00 | Go! | Cortis | source:amperwave-api
2026-04-15T08:19:42.995022+00:00 | Go! | Cortis | source:amperwave-api
2026-04-15T08:20:41.925370+00:00 | Go! | Cortis | source:amperwave-api
2026-04-15T08:21:16.432433+00:00 | Go! | Cortis | source:amperwave-api
2026-04-15T08:21:51.827382+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-15T08:22:27.116030+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-15T08:23:02.137943+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-15T08:23:36.477101+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-15T08:24:11.297920+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-15T08:24:46.162250+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-15T08:25:21.306670+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-15T08:25:55.858004+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-15T08:26:30.931593+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-15T08:27:05.960090+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-15T08:27:41.506009+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-15T08:28:17.439296+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-15T08:28:54.434146+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-15T08:29:29.433341+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-15T08:30:05.210433+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-15T08:30:39.784990+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-15T08:31:26.310583+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-15T08:32:04.715732+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-15T08:32:40.177538+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-15T08:33:37.614412+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-15T08:34:12.432953+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-15T08:34:48.632260+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T08:35:24.149048+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T08:36:21.524004+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T08:36:56.854047+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T08:37:32.186122+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-15T08:38:07.028356+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-15T08:38:42.216936+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-15T08:39:37.876900+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-15T08:40:13.899539+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-15T08:40:48.728914+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-15T08:41:23.812500+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-15T08:41:58.886882+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-15T08:42:33.909551+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T08:43:14.210610+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T08:43:49.066735+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T08:44:24.132598+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T08:45:00.079135+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T08:45:35.936488+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-15T08:46:11.368175+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-15T08:46:46.673280+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-15T08:47:27.396354+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-15T08:48:02.126353+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-15T08:48:37.496210+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-15T08:49:12.410871+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-15T08:49:48.203523+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-15T08:50:23.229351+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-15T08:51:15.935942+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T08:51:51.158613+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T08:52:37.529707+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T08:53:13.271254+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T08:53:48.684274+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T08:54:23.646540+00:00 | Lil Boo Thang | Paul Russell | source:amperwave-api
2026-04-15T08:54:58.633060+00:00 | Lil Boo Thang | Paul Russell | source:amperwave-api
2026-04-15T08:55:51.200826+00:00 | Lil Boo Thang | Paul Russell | source:amperwave-api
2026-04-15T08:56:27.423023+00:00 | Love The Way You Lie | Eminem | source:amperwave-api
2026-04-15T08:57:02.713503+00:00 | Love The Way You Lie | Eminem | source:amperwave-api
2026-04-15T08:57:37.375124+00:00 | Love The Way You Lie | Eminem | source:amperwave-api
2026-04-15T08:58:12.813718+00:00 | Love The Way You Lie | Eminem | source:amperwave-api
2026-04-15T08:58:47.663724+00:00 | Love The Way You Lie | Eminem | source:amperwave-api
2026-04-15T08:59:22.536520+00:00 | Love The Way You Lie | Eminem | source:amperwave-api
2026-04-15T08:59:57.836734+00:00 | Love The Way You Lie | Eminem | source:amperwave-api
2026-04-15T09:00:33.077311+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T09:01:08.259937+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T09:01:43.492740+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T09:02:18.697601+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T09:02:53.530302+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T09:03:31.233884+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T09:04:06.671053+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T09:05:03.007408+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T09:05:38.206789+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T09:06:13.597031+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T09:06:50.313714+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T09:07:25.677729+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-15T09:08:00.425161+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-15T09:08:59.487620+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-15T09:09:34.594727+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-15T09:10:12.192847+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-15T09:10:48.878870+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-15T09:11:48.385554+00:00 | Pretty Faces | Paper Money | source:amperwave-api
