2026-04-14T00:04:53.420326+00:00 | Whats My Name | Rihanna Ft Drake | source:amperwave-api
2026-04-14T05:52:56.760711+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-14T05:53:47.428332+00:00 | Dtmf | Bad Bunny | source:amperwave-api
2026-04-14T05:54:23.635522+00:00 | Dtmf | Bad Bunny | source:amperwave-api
2026-04-14T05:55:21.331474+00:00 | Dtmf | Bad Bunny | source:amperwave-api
2026-04-14T05:55:57.408625+00:00 | Dtmf | Bad Bunny | source:amperwave-api
2026-04-14T05:56:32.462092+00:00 | E.T. | Katy Perry | source:amperwave-api
2026-04-14T05:57:07.903197+00:00 | E.T. | Katy Perry | source:amperwave-api
2026-04-14T05:57:48.031798+00:00 | E.T. | Katy Perry | source:amperwave-api
2026-04-14T05:58:22.503134+00:00 | E.T. | Katy Perry | source:amperwave-api
2026-04-14T05:58:57.483646+00:00 | E.T. | Katy Perry | source:amperwave-api
2026-04-14T05:59:32.753553+00:00 | E.T. | Katy Perry | source:amperwave-api
2026-04-14T06:00:09.100766+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-14T06:00:44.122438+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-14T06:01:19.915761+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-14T06:01:54.800648+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-14T06:02:30.623120+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-14T06:03:06.432046+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-14T06:03:41.361076+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-14T06:04:16.516258+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-14T06:04:51.424018+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-14T06:05:41.941662+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T06:06:18.600430+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T06:06:53.686220+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T06:07:28.241392+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T06:08:04.973423+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T06:08:58.090723+00:00 | Runway | Lady Gaga Ft Doechii | source:amperwave-api
2026-04-14T06:09:34.888317+00:00 | Runway | Lady Gaga Ft Doechii | source:amperwave-api
2026-04-14T06:10:33.005613+00:00 | Runway | Lady Gaga Ft Doechii | source:amperwave-api
2026-04-14T06:11:08.477440+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T06:11:44.306396+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T06:12:19.545387+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T06:12:54.408472+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T06:13:29.292043+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T06:14:04.599997+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T06:14:39.321318+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T06:15:14.342382+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T06:15:49.048657+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T06:16:23.609800+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T06:16:58.336953+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T06:17:33.624741+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T06:18:27.641260+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T06:19:02.933259+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T06:19:37.300273+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T06:20:13.614561+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-14T06:20:48.837306+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-14T06:21:41.892054+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-14T06:22:19.014529+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-14T06:22:54.005605+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-14T06:23:50.260682+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-14T06:24:25.023237+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-14T06:25:00.200900+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-14T06:25:35.108845+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-14T06:27:10.257153+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T06:27:45.072805+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T06:28:22.073896+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T06:28:56.512649+00:00 | Hit The Road | Matti Pruett | source:amperwave-api
2026-04-14T06:29:31.783518+00:00 | Hit The Road | Matti Pruett | source:amperwave-api
2026-04-14T06:30:06.572050+00:00 | Hit The Road | Matti Pruett | source:amperwave-api
2026-04-14T06:30:43.067515+00:00 | Hit The Road | Matti Pruett | source:amperwave-api
2026-04-14T06:31:19.002023+00:00 | Sexy For Me | Jason Derulo | source:amperwave-api
2026-04-14T06:31:54.175680+00:00 | Sexy For Me | Jason Derulo | source:amperwave-api
2026-04-14T06:32:29.220508+00:00 | Sexy For Me | Jason Derulo | source:amperwave-api
2026-04-14T06:33:04.395115+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-14T06:33:39.447773+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-14T06:34:26.359441+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-14T06:35:01.601007+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-14T06:35:36.693635+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-14T06:36:37.599336+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-14T06:37:13.212433+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-14T06:38:11.333979+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-14T06:38:46.100780+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T06:39:20.620545+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T06:39:56.181035+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T06:41:03.503676+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T06:41:57.471471+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-14T06:42:35.566616+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-14T06:43:10.878936+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-14T06:43:45.609533+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-14T06:44:22.340359+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-14T06:44:57.194498+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T06:45:51.277708+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T06:46:25.965697+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T06:47:00.698852+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T06:47:40.494894+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T06:48:25.747279+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-14T06:49:20.697078+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-14T06:49:56.128802+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-14T06:50:38.530581+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-14T06:51:24.975992+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-14T06:52:09.790162+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-14T06:52:56.726459+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-14T06:53:37.869653+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-14T06:54:12.736772+00:00 | I Like You (A Happier Song) | Post Malone Ft Doja Cat | source:amperwave-api
2026-04-14T06:55:14.892728+00:00 | I Like You (A Happier Song) | Post Malone Ft Doja Cat | source:amperwave-api
2026-04-14T06:55:50.930438+00:00 | I Like You (A Happier Song) | Post Malone Ft Doja Cat | source:amperwave-api
2026-04-14T06:56:55.495041+00:00 | Toxic | Britney Spears | source:amperwave-api
2026-04-14T06:57:42.079078+00:00 | Toxic | Britney Spears | source:amperwave-api
2026-04-14T06:58:33.847209+00:00 | Toxic | Britney Spears | source:amperwave-api
2026-04-14T06:59:12.982594+00:00 | Toxic | Britney Spears | source:amperwave-api
2026-04-14T06:59:49.299539+00:00 | Toxic | Britney Spears | source:amperwave-api
2026-04-14T07:00:43.455743+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-14T07:01:18.699588+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-14T07:01:59.288935+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-14T07:02:34.314124+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-14T07:03:24.324829+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-14T07:04:19.962654+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-14T07:05:15.068180+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-14T07:06:24.716001+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-14T07:07:03.074552+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T07:08:07.801080+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T07:08:58.085857+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T07:10:00.139742+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T07:10:34.561245+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T07:11:23.295767+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T07:12:18.366014+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T07:13:22.808041+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T07:13:58.636072+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T07:14:55.614155+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T07:15:31.086078+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T07:16:08.606237+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T07:16:45.372632+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T07:17:25.204113+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T07:18:00.228594+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T07:18:35.287696+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T07:19:14.081415+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T07:19:49.431527+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T07:20:24.605564+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T07:20:59.663893+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T07:21:34.709294+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T07:22:36.274008+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T07:23:18.367942+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T07:24:03.617073+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T07:24:42.235019+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T07:25:40.055444+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T07:26:16.086434+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T07:27:12.725751+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T07:27:55.947881+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T07:28:44.043927+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T07:29:21.837641+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T07:29:58.981428+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T07:30:58.357473+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-14T07:31:52.759684+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-14T07:32:28.793865+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-14T07:33:03.546111+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-14T07:33:40.365612+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-14T07:34:15.385646+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-14T07:34:50.881626+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-14T07:35:25.588707+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-14T07:36:01.863820+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-14T07:36:37.089182+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-14T07:37:12.403285+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-14T07:37:47.174329+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-14T07:38:25.963749+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-14T07:39:00.901483+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-14T07:39:35.963398+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-14T07:40:29.564620+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-14T07:41:05.683711+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T07:41:40.525891+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T07:42:15.566766+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T07:42:50.444755+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T07:43:25.556057+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T07:44:01.443034+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-14T07:44:51.056005+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-14T07:45:26.545828+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-14T07:46:20.301379+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-14T07:46:59.394757+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T07:47:34.166195+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T07:48:09.548287+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T07:48:44.314451+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T07:49:19.099483+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T07:49:53.889736+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T07:50:29.207445+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T07:51:04.084198+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T07:51:40.100060+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T07:52:14.729703+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T07:52:49.791966+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T07:53:26.187697+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T07:54:01.408535+00:00 | Go! | Cortis | source:amperwave-api
2026-04-14T07:55:00.100229+00:00 | Go! | Cortis | source:amperwave-api
2026-04-14T07:55:56.831778+00:00 | Go! | Cortis | source:amperwave-api
2026-04-14T07:56:32.561876+00:00 | Go! | Cortis | source:amperwave-api
2026-04-14T07:57:07.630338+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-14T07:57:43.223205+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-14T07:58:19.433313+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-14T07:58:54.976508+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-14T07:59:54.215220+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T08:00:30.256130+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T08:01:07.937664+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T08:01:45.209147+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T08:02:44.730937+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-14T08:03:22.575876+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-14T08:03:57.110556+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-14T08:04:31.746480+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-14T08:05:06.539028+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-14T08:05:42.714105+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-14T08:06:17.633033+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T08:06:53.386224+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T08:07:29.002154+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T08:08:04.098074+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T08:08:39.844595+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T08:09:15.065369+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-14T08:09:49.657846+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-14T08:10:32.677072+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-14T08:11:08.302027+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-14T08:11:58.120539+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T08:12:33.664550+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T08:13:29.284757+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T08:14:05.316600+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T08:14:40.079461+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T08:15:15.607395+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T08:15:50.743376+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-14T08:16:35.756884+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-14T08:17:11.172834+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-14T08:18:08.369803+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T08:18:43.859791+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T08:19:18.685293+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T08:19:53.486759+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T08:20:28.560680+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T08:21:04.591515+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-14T08:21:39.729911+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-14T08:22:14.217103+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-14T08:22:49.138907+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-14T08:23:23.849207+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-14T08:23:59.270895+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-14T08:24:34.205069+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-14T08:25:27.350153+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-14T08:26:03.478209+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-14T08:26:38.775766+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-14T08:27:36.112417+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T08:28:11.075529+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T08:28:46.086615+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T08:29:21.881690+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T08:30:17.570149+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T08:30:54.972926+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T08:31:29.847860+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T08:32:04.899625+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T08:32:40.040707+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T08:33:34.886082+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-14T08:34:09.698596+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-14T08:34:44.165900+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-14T08:35:19.457302+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-14T08:35:54.067641+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-14T08:36:29.350660+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T08:37:05.083150+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T08:37:40.678505+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T08:38:16.146778+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T08:38:52.493944+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T08:39:27.963877+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T08:40:28.916080+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T08:41:04.003452+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T08:42:01.256306+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T08:42:36.818202+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T08:43:11.559074+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T08:44:10.673398+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T08:44:45.757671+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T08:45:43.536240+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-14T08:46:39.963615+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-14T08:47:16.974734+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-14T08:48:10.280033+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-14T08:48:45.516626+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-14T08:49:20.964510+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T08:49:56.052234+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T08:50:31.943982+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T08:51:06.945247+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T08:51:42.644023+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T08:52:17.645585+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-14T08:52:53.465235+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-14T08:53:28.466722+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-14T08:54:03.477123+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-14T08:54:38.111731+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-14T08:55:25.252880+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-14T08:56:02.592976+00:00 | Adore You | Harry Styles | source:amperwave-api
2026-04-14T08:56:59.011045+00:00 | Adore You | Harry Styles | source:amperwave-api
2026-04-14T08:57:33.673477+00:00 | Adore You | Harry Styles | source:amperwave-api
2026-04-14T08:58:26.350010+00:00 | Adore You | Harry Styles | source:amperwave-api
2026-04-14T08:59:11.329669+00:00 | Adore You | Harry Styles | source:amperwave-api
2026-04-14T08:59:47.886906+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T09:00:47.068702+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T09:01:22.911540+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T09:01:58.129086+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T09:02:33.327811+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T09:03:26.439606+00:00 | Go | Blackpink | source:amperwave-api
2026-04-14T09:04:01.231415+00:00 | Go | Blackpink | source:amperwave-api
2026-04-14T09:04:36.133497+00:00 | Go | Blackpink | source:amperwave-api
2026-04-14T09:05:10.975395+00:00 | Go | Blackpink | source:amperwave-api
2026-04-14T09:05:45.796477+00:00 | Go | Blackpink | source:amperwave-api
2026-04-14T09:06:42.458545+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T09:07:17.552548+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T09:07:52.401034+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T09:08:28.405472+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T09:09:03.443401+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T09:09:39.756701+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T09:10:27.291372+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T09:11:12.222257+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T09:12:12.204507+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T09:12:48.079832+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T09:13:22.898599+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T09:14:23.716399+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T09:15:00.131969+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T09:15:37.052329+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T09:16:13.848570+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T09:17:10.696170+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T09:17:46.390522+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T09:18:20.966915+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T09:18:56.208763+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T09:19:31.611137+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T09:20:07.032585+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T09:20:44.349299+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T09:21:23.545084+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T09:21:58.521698+00:00 | Roommates | Hillary Duff | source:amperwave-api
