2026-04-17T00:00:39.153153+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T05:33:17.800001+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T05:34:02.089225+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T05:34:43.623587+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-17T05:36:02.016592+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-17T05:36:44.354698+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-17T05:37:24.341887+00:00 | Right Round | Flo-Rida | source:amperwave-api
2026-04-17T05:38:04.655503+00:00 | Right Round | Flo-Rida | source:amperwave-api
2026-04-17T05:38:44.428574+00:00 | Right Round | Flo-Rida | source:amperwave-api
2026-04-17T05:40:20.655286+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T05:41:06.682090+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T05:41:46.266742+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T05:42:26.424151+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T05:43:08.405866+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-17T05:44:40.664140+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-17T05:45:27.505835+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-17T05:46:07.512768+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-17T05:46:50.080562+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-17T05:48:26.213914+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-17T05:49:13.093048+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-17T05:49:53.517135+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-17T05:50:44.239754+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-17T05:51:24.837481+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-17T05:52:06.611985+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-17T05:52:45.998913+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T05:53:27.741655+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T05:54:10.090959+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T05:54:55.410366+00:00 | Breathin | Ariana Grande | source:amperwave-api
2026-04-17T05:55:35.478076+00:00 | Breathin | Ariana Grande | source:amperwave-api
2026-04-17T05:56:16.656319+00:00 | Breathin | Ariana Grande | source:amperwave-api
2026-04-17T05:56:56.470385+00:00 | Breathin | Ariana Grande | source:amperwave-api
2026-04-17T05:57:34.822242+00:00 | Breathin | Ariana Grande | source:amperwave-api
2026-04-17T05:58:15.016424+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-17T05:58:55.805791+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-17T05:59:37.515844+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-17T06:01:10.236602+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T06:01:57.318687+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T06:02:41.861811+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T06:03:23.564056+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T06:04:08.229650+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-17T06:04:49.008997+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-17T06:05:30.355550+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-17T06:06:13.298249+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-17T06:06:58.026075+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T06:07:37.988875+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T06:08:17.654429+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T06:08:58.884382+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T06:09:39.752528+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T06:10:20.280010+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T06:11:05.001572+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T06:11:49.403067+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-17T06:12:31.521202+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-17T06:13:13.233652+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-17T06:14:39.953763+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T06:15:22.950040+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T06:16:02.314192+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T06:16:41.317874+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T06:17:20.829042+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T06:18:00.624450+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-17T06:19:08.700992+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-17T06:19:51.194242+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-17T06:20:32.526553+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-17T06:21:14.758140+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-17T06:21:58.256033+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-17T06:23:15.302353+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-17T06:24:00.272136+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-17T06:24:39.764796+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-17T06:25:24.005036+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-17T06:26:57.946633+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-17T06:27:46.084240+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-17T06:28:25.979713+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-17T06:29:05.088222+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-17T06:31:22.635666+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-17T06:32:07.217633+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-17T06:32:50.662221+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T06:33:32.897560+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T06:34:12.131804+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T06:34:52.185716+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T06:35:34.494175+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T06:36:16.668086+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T06:36:57.588124+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T06:37:37.742462+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T06:38:17.631062+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T06:39:00.238110+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T06:39:40.910096+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T06:40:20.905344+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T06:41:01.494800+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T06:41:42.861110+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T06:42:24.388812+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T06:43:41.812532+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T06:44:40.077169+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-17T06:45:28.367154+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-17T06:46:12.287976+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-17T06:46:52.714885+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-17T06:47:42.232158+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T06:48:28.749675+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T06:49:11.939334+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T06:49:55.151761+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T06:50:36.701350+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T06:51:20.128867+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T06:51:59.915618+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T06:52:43.851687+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T06:53:26.515070+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T06:54:08.016767+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T06:54:49.427105+00:00 | Kiss Me More | Doja Cat Ft Sza | source:amperwave-api
2026-04-17T06:55:32.363345+00:00 | Kiss Me More | Doja Cat Ft Sza | source:amperwave-api
2026-04-17T06:56:12.970602+00:00 | Kiss Me More | Doja Cat Ft Sza | source:amperwave-api
2026-04-17T06:56:51.098810+00:00 | Kiss Me More | Doja Cat Ft Sza | source:amperwave-api
2026-04-17T06:58:08.725900+00:00 | Work | Rihanna / Drake | source:amperwave-api
2026-04-17T06:58:46.804304+00:00 | Work | Rihanna / Drake | source:amperwave-api
2026-04-17T06:59:28.577657+00:00 | Work | Rihanna / Drake | source:amperwave-api
2026-04-17T07:00:08.859970+00:00 | Work | Rihanna / Drake | source:amperwave-api
2026-04-17T07:00:48.902175+00:00 | Work | Rihanna / Drake | source:amperwave-api
2026-04-17T07:02:16.148825+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T07:03:03.635626+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T07:03:44.802722+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T07:04:24.845687+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-17T07:05:04.432442+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-17T07:06:14.329700+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-17T07:06:57.355368+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-17T07:07:37.385205+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-17T07:08:18.639838+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-17T07:09:00.081751+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-17T07:10:21.255877+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T07:11:06.673833+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T07:11:49.105176+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T07:12:33.990374+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T07:13:18.209879+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T07:14:52.755257+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T07:15:31.340128+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T07:16:12.328389+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T07:16:54.509355+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T07:17:37.039167+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T07:18:18.165975+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T07:18:58.451332+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T07:19:41.942565+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T07:20:29.348024+00:00 | Sexy For Me | Jason Derulo | source:amperwave-api
2026-04-17T07:21:11.264517+00:00 | Sexy For Me | Jason Derulo | source:amperwave-api
2026-04-17T07:21:50.817545+00:00 | Sexy For Me | Jason Derulo | source:amperwave-api
2026-04-17T07:22:30.530217+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T07:23:12.281334+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T07:23:50.837597+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T07:24:30.163879+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T07:25:12.081908+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T07:25:53.630744+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T07:26:38.547686+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T07:27:58.877579+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T07:28:39.181280+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T07:29:21.098823+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T07:30:03.249835+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T07:30:44.401015+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-17T07:31:27.375586+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-17T07:32:09.183448+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-17T07:32:49.542690+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-17T07:33:29.376148+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-17T07:34:11.569884+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-17T07:34:53.750568+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-17T07:35:35.998267+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-17T07:36:17.126303+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T07:37:01.101075+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T07:37:41.020117+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T07:38:23.001848+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T07:39:02.258900+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T07:39:44.197979+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T07:40:24.475815+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T07:41:48.730530+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T07:42:31.733965+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T07:43:11.625976+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T07:43:53.029300+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T07:45:19.199300+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T07:46:04.117431+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T07:46:43.046824+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T07:47:23.622401+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T07:48:04.490588+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T07:49:33.383300+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-17T07:50:20.066763+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-17T07:51:00.650799+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-17T07:52:29.716883+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T07:53:11.624527+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T07:53:55.474716+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T07:54:36.310014+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T07:55:58.772548+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T07:56:43.695608+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T07:57:22.614066+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T07:58:05.346576+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T07:58:42.954889+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T07:59:22.653880+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T08:00:04.842273+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T08:00:45.118775+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T08:01:25.933710+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T08:02:08.683825+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T08:02:50.268713+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T08:03:29.746790+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T08:04:07.999316+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-17T08:04:46.793082+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-17T08:05:27.937712+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-17T08:06:07.797526+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-17T08:06:50.435792+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T08:07:35.425411+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T08:08:56.408522+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T08:09:39.835706+00:00 | Go | Blackpink | source:amperwave-api
2026-04-17T08:10:20.972309+00:00 | Go | Blackpink | source:amperwave-api
2026-04-17T08:11:01.221378+00:00 | Go | Blackpink | source:amperwave-api
2026-04-17T08:11:43.368748+00:00 | Go | Blackpink | source:amperwave-api
2026-04-17T08:12:25.197724+00:00 | Go | Blackpink | source:amperwave-api
2026-04-17T08:13:06.038784+00:00 | Go! | Cortis | source:amperwave-api
2026-04-17T08:13:45.900854+00:00 | Go! | Cortis | source:amperwave-api
2026-04-17T08:14:27.693899+00:00 | Go! | Cortis | source:amperwave-api
2026-04-17T08:15:10.748804+00:00 | Go! | Cortis | source:amperwave-api
2026-04-17T08:15:52.309733+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T08:16:31.379619+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T08:17:13.137992+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T08:17:54.334605+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T08:18:34.089497+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T08:19:19.503224+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T08:20:02.445046+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T08:20:44.726924+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T08:22:14.547696+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T08:22:53.850240+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T08:23:32.292135+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T08:24:15.129727+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T08:24:54.052502+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T08:25:56.928067+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T08:26:42.870505+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-17T08:27:24.751991+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-17T08:28:06.754159+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-17T08:28:47.753882+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-17T08:30:00.263759+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-17T08:30:42.804250+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-17T08:31:25.940222+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-17T08:32:07.058298+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-17T08:32:49.325894+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-17T08:34:18.865745+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T08:35:00.215542+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T08:35:41.774213+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T08:36:21.752060+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T08:37:17.411525+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T08:38:00.185860+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T08:38:40.816871+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T08:39:25.277522+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T08:40:03.949963+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T08:40:45.148774+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T08:41:27.007781+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T08:42:06.159191+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T08:42:47.946847+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T08:43:28.853789+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T08:44:08.502126+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-17T08:44:48.491702+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-17T08:45:27.775382+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-17T08:46:07.358763+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-17T08:46:49.431564+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-17T08:47:29.340242+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-17T08:48:08.656765+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-17T08:48:50.325512+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-17T08:49:33.360304+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-17T08:50:52.015775+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-17T08:51:36.868463+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T08:52:17.210094+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T08:53:00.397499+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T08:53:39.253757+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T08:54:20.390486+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T08:54:57.894815+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T08:55:40.358313+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T08:56:20.924998+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T08:57:04.880404+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-17T08:57:45.848183+00:00 | Good 4 U | Olivia Rodrigo | source:amperwave-api
2026-04-17T08:58:26.090241+00:00 | Good 4 U | Olivia Rodrigo | source:amperwave-api
2026-04-17T08:59:08.033639+00:00 | Good 4 U | Olivia Rodrigo | source:amperwave-api
2026-04-17T08:59:48.215055+00:00 | Good 4 U | Olivia Rodrigo | source:amperwave-api
2026-04-17T09:00:30.185043+00:00 | Good 4 U | Olivia Rodrigo | source:amperwave-api
2026-04-17T09:01:09.594636+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T09:01:51.502186+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T09:02:32.639277+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T09:03:47.051273+00:00 | Hit The Road | Matti Pruett | source:amperwave-api
2026-04-17T09:04:40.347309+00:00 | Hit The Road | Matti Pruett | source:amperwave-api
2026-04-17T09:05:21.605875+00:00 | Hit The Road | Matti Pruett | source:amperwave-api
2026-04-17T09:06:02.629686+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T09:06:43.397113+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T09:08:01.077183+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T09:08:42.801084+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T09:09:22.328287+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-17T09:10:03.150485+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-17T09:11:16.776076+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-17T09:12:06.834166+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-17T09:12:47.928730+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T09:13:26.440881+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T09:14:48.951804+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T09:15:30.897326+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T09:16:09.846425+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T09:16:52.183679+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T09:18:18.550273+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T09:19:04.517487+00:00 | See You Again | Wiz Khalifa Ft Charlie Puth | source:amperwave-api
2026-04-17T09:19:44.506398+00:00 | See You Again | Wiz Khalifa Ft Charlie Puth | source:amperwave-api
2026-04-17T09:20:25.084588+00:00 | See You Again | Wiz Khalifa Ft Charlie Puth | source:amperwave-api
2026-04-17T09:21:15.191294+00:00 | See You Again | Wiz Khalifa Ft Charlie Puth | source:amperwave-api
2026-04-17T09:21:55.708889+00:00 | See You Again | Wiz Khalifa Ft Charlie Puth | source:amperwave-api
2026-04-17T09:22:38.209737+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-17T09:23:19.774046+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-17T09:24:02.760307+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-17T09:24:43.934536+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-17T09:25:24.066797+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-17T09:26:04.391166+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-17T09:26:44.754016+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-17T09:27:23.219212+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-17T09:28:04.551924+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-17T09:28:41.467462+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-17T09:29:23.499324+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-17T09:30:40.592237+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-17T09:31:43.198782+00:00 | Wheres My Husband | Raye | source:amperwave-api
