2026-04-19T00:00:34.060656+00:00 | Heat Waves | Glass Animals | source:amperwave-api
2026-04-19T05:14:20.038396+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-19T05:14:54.601358+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-19T05:15:51.184924+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T05:16:28.229921+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T05:17:05.794120+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T05:18:00.916147+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T05:18:36.122043+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T05:19:10.844922+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T05:20:09.185711+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T05:20:45.399084+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T05:21:20.099199+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T05:21:55.191456+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T05:22:30.660588+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T05:23:06.748436+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T05:23:41.801348+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T05:24:24.021177+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T05:24:59.567909+00:00 | Apt | Rose Ft Bruno Mars | source:amperwave-api
2026-04-19T05:25:38.900979+00:00 | Apt | Rose Ft Bruno Mars | source:amperwave-api
2026-04-19T05:26:13.807425+00:00 | Apt | Rose Ft Bruno Mars | source:amperwave-api
2026-04-19T05:26:53.541984+00:00 | Apt | Rose Ft Bruno Mars | source:amperwave-api
2026-04-19T05:27:29.449210+00:00 | Apt | Rose Ft Bruno Mars | source:amperwave-api
2026-04-19T05:28:31.770633+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-19T05:29:07.306415+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-19T05:29:42.460062+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-19T05:30:38.053079+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-19T05:31:14.981027+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-19T05:31:50.279533+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-19T05:32:45.192001+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-19T05:33:23.175832+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-19T05:33:58.067498+00:00 | Wow | Post Malone | source:amperwave-api
2026-04-19T05:34:45.776210+00:00 | Wow | Post Malone | source:amperwave-api
2026-04-19T05:35:21.977785+00:00 | Wow | Post Malone | source:amperwave-api
2026-04-19T05:35:57.303478+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T05:36:42.248316+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T05:37:20.115822+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T05:37:55.420715+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T05:38:39.938655+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-19T05:39:15.781737+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-19T05:39:52.024569+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-19T05:40:27.398239+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-19T05:41:04.982764+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-19T05:41:39.996353+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-19T05:42:15.326120+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-19T05:42:49.826085+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-19T05:43:25.828342+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-19T05:44:00.713129+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-19T05:44:36.746017+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-19T05:45:11.701034+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-19T05:45:47.317060+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-19T05:46:22.372301+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-19T05:46:58.101359+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-19T05:47:35.698295+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-19T05:48:11.801142+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-19T05:48:47.392850+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-19T05:49:32.499299+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-19T05:50:08.509808+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-19T05:50:44.318907+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-19T05:51:23.678559+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-19T05:52:00.217087+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-19T05:52:35.912589+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-19T05:53:20.882340+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-19T05:53:56.620221+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-19T05:54:31.799235+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-19T05:55:14.974535+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-19T05:55:53.447712+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-19T05:56:28.529392+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-19T05:57:13.039220+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-19T05:57:51.029713+00:00 | Save Your Tears | The Weeknd | source:amperwave-api
2026-04-19T05:58:25.861537+00:00 | Save Your Tears | The Weeknd | source:amperwave-api
2026-04-19T05:59:00.732802+00:00 | Save Your Tears | The Weeknd | source:amperwave-api
2026-04-19T05:59:35.897332+00:00 | Save Your Tears | The Weeknd | source:amperwave-api
2026-04-19T06:00:11.831271+00:00 | Save Your Tears | The Weeknd | source:amperwave-api
2026-04-19T06:00:47.103026+00:00 | Save Your Tears | The Weeknd | source:amperwave-api
2026-04-19T06:01:22.023313+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T06:01:56.773040+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T06:02:31.753168+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T06:03:06.942943+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T06:03:41.963201+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T06:04:17.089355+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T06:04:52.332930+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T06:05:28.706734+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T06:06:34.443656+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T06:07:13.498967+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T06:07:48.397554+00:00 | Sexy For Me | Jason Derulo | source:amperwave-api
2026-04-19T06:08:33.780033+00:00 | Sexy For Me | Jason Derulo | source:amperwave-api
2026-04-19T06:09:09.775863+00:00 | Sexy For Me | Jason Derulo | source:amperwave-api
2026-04-19T06:09:44.801266+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-19T06:10:34.841802+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-19T06:11:12.235954+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-19T06:11:47.915817+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-19T06:12:29.801948+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-19T06:13:05.587587+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-19T06:13:41.048720+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-19T06:14:21.713225+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-19T06:14:57.792468+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-19T06:15:33.342347+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-19T06:16:11.753935+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-19T06:16:48.534457+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-19T06:17:23.859822+00:00 | Go! | Cortis | source:amperwave-api
2026-04-19T06:17:59.408785+00:00 | Go! | Cortis | source:amperwave-api
2026-04-19T06:18:33.998882+00:00 | Go! | Cortis | source:amperwave-api
2026-04-19T06:19:08.298927+00:00 | Go! | Cortis | source:amperwave-api
2026-04-19T06:19:43.537044+00:00 | Go! | Cortis | source:amperwave-api
2026-04-19T06:20:18.304718+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-19T06:20:52.590763+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-19T06:21:27.364935+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-19T06:22:01.934012+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-19T06:22:36.266836+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-19T06:23:11.271678+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-19T06:23:45.686445+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-19T06:24:30.092444+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-19T06:25:05.510209+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-19T06:25:40.422656+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-19T06:26:28.254569+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-19T06:27:28.419274+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-19T06:28:27.420763+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-19T06:29:03.625061+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-19T06:29:39.147463+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-19T06:30:27.643566+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-19T06:31:05.385846+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-19T06:31:41.361789+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-19T06:32:32.787650+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-19T06:33:14.433788+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-19T06:33:50.016241+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-19T06:34:36.505377+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-19T06:35:12.298831+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-19T06:35:47.597497+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-19T06:36:22.612465+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-19T06:36:57.349591+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-19T06:37:32.497575+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-19T06:38:09.570327+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-19T06:38:44.703384+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-19T06:39:21.136621+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-19T06:39:56.635309+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-19T06:40:31.673184+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-19T06:41:06.926123+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-19T06:41:41.965748+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-19T06:42:18.238087+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-19T06:42:53.361599+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-19T06:43:33.132939+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-19T06:44:08.849049+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-19T06:44:43.917675+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-19T06:45:33.695278+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-19T06:46:08.983957+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-19T06:46:43.569050+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-19T06:47:28.825966+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T06:48:04.161038+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T06:48:38.942478+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T06:49:29.962926+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T06:50:05.420544+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T06:50:41.393521+00:00 | Flowers | Miley Cyrus | source:amperwave-api
2026-04-19T06:51:22.999422+00:00 | Flowers | Miley Cyrus | source:amperwave-api
2026-04-19T06:51:58.871094+00:00 | Flowers | Miley Cyrus | source:amperwave-api
2026-04-19T06:52:33.969117+00:00 | Flowers | Miley Cyrus | source:amperwave-api
2026-04-19T06:53:13.887374+00:00 | Flowers | Miley Cyrus | source:amperwave-api
2026-04-19T06:53:49.625217+00:00 | Whats My Name | Rihanna Ft Drake | source:amperwave-api
2026-04-19T06:54:24.991439+00:00 | Whats My Name | Rihanna Ft Drake | source:amperwave-api
2026-04-19T06:55:00.058016+00:00 | Whats My Name | Rihanna Ft Drake | source:amperwave-api
2026-04-19T06:55:34.812915+00:00 | Whats My Name | Rihanna Ft Drake | source:amperwave-api
2026-04-19T06:56:10.662104+00:00 | Whats My Name | Rihanna Ft Drake | source:amperwave-api
2026-04-19T06:56:45.895696+00:00 | Whats My Name | Rihanna Ft Drake | source:amperwave-api
2026-04-19T06:57:21.056534+00:00 | Whats My Name | Rihanna Ft Drake | source:amperwave-api
2026-04-19T06:57:55.956763+00:00 | Whats My Name | Rihanna Ft Drake | source:amperwave-api
2026-04-19T06:58:31.880754+00:00 | I Like Me Better | Lauv | source:amperwave-api
2026-04-19T06:59:06.532355+00:00 | I Like Me Better | Lauv | source:amperwave-api
2026-04-19T06:59:42.099872+00:00 | I Like Me Better | Lauv | source:amperwave-api
2026-04-19T07:00:17.314741+00:00 | I Like Me Better | Lauv | source:amperwave-api
2026-04-19T07:00:56.767977+00:00 | I Like Me Better | Lauv | source:amperwave-api
2026-04-19T07:01:34.125801+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T07:02:10.381245+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T07:02:44.647543+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T07:03:44.337441+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T07:04:19.324820+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T07:04:54.314852+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T07:06:01.258658+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-19T07:06:37.180965+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-19T07:07:13.925394+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-19T07:08:06.201373+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-19T07:08:41.911172+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-19T07:09:17.742308+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-19T07:10:14.738631+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-19T07:10:50.102814+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-19T07:11:25.353799+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-19T07:12:19.598245+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-19T07:12:54.602919+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T07:13:29.137842+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T07:14:03.764393+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T07:14:38.870535+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T07:15:14.045367+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T07:15:49.352373+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T07:16:24.810307+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T07:16:59.587516+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T07:17:34.366534+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T07:18:10.903117+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T07:18:46.761559+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-19T07:19:21.607999+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-19T07:19:56.486785+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-19T07:20:31.585415+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-19T07:21:31.372843+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-19T07:22:08.182443+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-19T07:22:42.697595+00:00 | Dark Horse | Katy Perry | source:amperwave-api
2026-04-19T07:23:36.366403+00:00 | Dark Horse | Katy Perry | source:amperwave-api
2026-04-19T07:24:12.176053+00:00 | Dark Horse | Katy Perry | source:amperwave-api
2026-04-19T07:24:47.146256+00:00 | Dark Horse | Katy Perry | source:amperwave-api
2026-04-19T07:25:43.559298+00:00 | Dark Horse | Katy Perry | source:amperwave-api
2026-04-19T07:26:18.630720+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-19T07:26:59.509509+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-19T07:27:44.272184+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-19T07:28:20.096391+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-19T07:28:55.070570+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-19T07:29:45.405049+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-19T07:30:20.451867+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-19T07:30:55.253583+00:00 | Swim | Bts | source:amperwave-api
2026-04-19T07:31:45.540202+00:00 | Swim | Bts | source:amperwave-api
2026-04-19T07:32:21.353899+00:00 | Swim | Bts | source:amperwave-api
2026-04-19T07:32:59.507150+00:00 | Swim | Bts | source:amperwave-api
2026-04-19T07:33:34.649117+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-19T07:34:10.441423+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-19T07:34:46.093897+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-19T07:35:23.024845+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-19T07:35:58.424900+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-19T07:36:33.106501+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-19T07:37:08.662962+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-19T07:37:43.335735+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-19T07:38:18.595263+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-19T07:38:54.128092+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-19T07:39:29.108566+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-19T07:40:29.444300+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-19T07:41:07.821246+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-19T07:41:43.215388+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-19T07:42:24.965615+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-19T07:43:00.925541+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-19T07:43:36.224867+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-19T07:44:16.410362+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-19T07:44:52.939493+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-19T07:45:27.653015+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-19T07:46:14.531081+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-19T07:46:50.106482+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-19T07:47:25.801639+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-19T07:48:10.323813+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-19T07:48:46.092835+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-19T07:49:20.791912+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-19T07:50:08.363732+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-19T07:50:45.325904+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-19T07:51:20.707331+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-19T07:51:55.815845+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-19T07:52:31.982442+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-19T07:53:07.172400+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-19T07:53:42.563764+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-19T07:54:17.913150+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T07:54:55.752629+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T07:55:30.215826+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T07:56:05.821257+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T07:56:41.102318+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T07:57:15.451735+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T07:57:50.212412+00:00 | Calm Down | Rema Ft Selena Gomez | source:amperwave-api
2026-04-19T07:58:35.460933+00:00 | Calm Down | Rema Ft Selena Gomez | source:amperwave-api
2026-04-19T07:59:11.849621+00:00 | Calm Down | Rema Ft Selena Gomez | source:amperwave-api
2026-04-19T07:59:46.776979+00:00 | Calm Down | Rema Ft Selena Gomez | source:amperwave-api
2026-04-19T08:00:32.878640+00:00 | Calm Down | Rema Ft Selena Gomez | source:amperwave-api
2026-04-19T08:01:07.809951+00:00 | Calm Down | Rema Ft Selena Gomez | source:amperwave-api
2026-04-19T08:01:43.116269+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-19T08:02:33.352950+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-19T08:03:10.358724+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-19T08:03:46.540240+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-19T08:04:23.824222+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-19T08:04:59.003129+00:00 | Runway | Lady Gaga Ft Doechii | source:amperwave-api
2026-04-19T08:05:34.202601+00:00 | Runway | Lady Gaga Ft Doechii | source:amperwave-api
2026-04-19T08:06:11.211972+00:00 | Runway | Lady Gaga Ft Doechii | source:amperwave-api
2026-04-19T08:06:46.888382+00:00 | Runway | Lady Gaga Ft Doechii | source:amperwave-api
2026-04-19T08:07:22.039642+00:00 | Runway | Lady Gaga Ft Doechii | source:amperwave-api
2026-04-19T08:08:02.357497+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-19T08:08:39.065569+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-19T08:09:14.271705+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-19T08:09:49.596892+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-19T08:10:24.532963+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-19T08:10:59.629964+00:00 | Hit The Road | Matti Pruett | source:amperwave-api
2026-04-19T08:11:35.242632+00:00 | Hit The Road | Matti Pruett | source:amperwave-api
2026-04-19T08:12:09.693729+00:00 | Hit The Road | Matti Pruett | source:amperwave-api
2026-04-19T08:12:44.067345+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T08:13:19.181180+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T08:13:55.052664+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T08:14:30.450024+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T08:15:05.059974+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T08:15:40.213051+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-19T08:16:30.703991+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-19T08:17:06.741015+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-19T08:17:41.695383+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-19T08:18:24.711297+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-19T08:19:00.815772+00:00 | Go! | Cortis | source:amperwave-api
2026-04-19T08:19:35.724293+00:00 | Go! | Cortis | source:amperwave-api
2026-04-19T08:20:10.514624+00:00 | Go! | Cortis | source:amperwave-api
2026-04-19T08:20:45.677959+00:00 | Go! | Cortis | source:amperwave-api
2026-04-19T08:21:20.517620+00:00 | Go! | Cortis | source:amperwave-api
2026-04-19T08:21:55.058126+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T08:22:47.495875+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T08:23:23.477121+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T08:23:59.925151+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T08:24:47.419871+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T08:25:22.747194+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T08:25:57.813162+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T08:26:46.702319+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T08:27:21.791095+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-19T08:27:57.142625+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-19T08:28:31.683546+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-19T08:29:07.991500+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-19T08:29:42.871120+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-19T08:30:17.633516+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-19T08:30:52.912667+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
