2026-04-17T00:00:02.424391+00:00 | Younger You | Miley Cyrus | source:amperwave-api
2026-04-17T05:47:41.626672+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T05:48:29.265093+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-17T05:49:16.555785+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-17T05:49:57.793389+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-17T05:50:46.815355+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T05:51:28.625246+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T05:52:09.175964+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T05:52:51.043213+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T05:53:31.082358+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T05:54:13.228744+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T05:54:57.678242+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T05:55:38.634554+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T05:56:19.153324+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T05:56:59.372041+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T05:57:39.316926+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T05:58:19.657310+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T05:58:59.669305+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T05:59:41.082147+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T06:01:19.001097+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T06:02:01.946469+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T06:02:44.850644+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T06:03:28.058739+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T06:04:12.325058+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-17T06:04:52.996216+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-17T06:05:35.189012+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-17T06:06:17.428935+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-17T06:07:00.926748+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T06:07:40.781936+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T06:08:23.483598+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T06:09:01.177875+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T06:09:42.582444+00:00 | Go | Blackpink | source:amperwave-api
2026-04-17T06:10:24.317178+00:00 | Go | Blackpink | source:amperwave-api
2026-04-17T06:11:12.935754+00:00 | Go | Blackpink | source:amperwave-api
2026-04-17T06:11:54.097022+00:00 | Go | Blackpink | source:amperwave-api
2026-04-17T06:12:34.953050+00:00 | Go | Blackpink | source:amperwave-api
2026-04-17T06:13:16.545626+00:00 | Better Now | Post Malone | source:amperwave-api
2026-04-17T06:14:45.757921+00:00 | Better Now | Post Malone | source:amperwave-api
2026-04-17T06:15:24.933715+00:00 | Better Now | Post Malone | source:amperwave-api
2026-04-17T06:16:05.283673+00:00 | Better Now | Post Malone | source:amperwave-api
2026-04-17T06:16:44.191535+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T06:17:24.050730+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T06:18:04.570099+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T06:19:12.957761+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T06:19:53.685512+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T06:20:35.744905+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T06:21:19.406597+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T06:22:02.077423+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T06:23:22.948788+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T06:24:04.114630+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T06:24:44.516958+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T06:25:28.039211+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T06:27:05.554194+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T06:27:49.365822+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T06:28:28.084049+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T06:29:08.627965+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T06:30:39.155597+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T06:31:26.937588+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T06:32:12.691112+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T06:32:54.219907+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T06:33:36.046334+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T06:34:14.727658+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T06:34:56.316392+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T06:35:37.946098+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T06:36:21.142365+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T06:37:01.647662+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T06:37:40.601977+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T06:38:21.275760+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T06:39:04.426238+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T06:39:43.268934+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T06:40:24.625430+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T06:41:05.217233+00:00 | Gorgeous | Doja Cat | source:amperwave-api
2026-04-17T06:41:45.471586+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T06:42:27.505249+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T06:43:57.385342+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T06:44:49.865984+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T06:45:32.730326+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T06:46:15.010495+00:00 | Younger You | Miley Cyrus | source:amperwave-api
2026-04-17T06:47:05.220034+00:00 | Younger You | Miley Cyrus | source:amperwave-api
2026-04-17T06:47:47.524224+00:00 | Younger You | Miley Cyrus | source:amperwave-api
2026-04-17T06:48:34.657350+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T06:49:16.460546+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T06:49:59.412984+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T06:50:41.656551+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T06:51:23.327210+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T06:52:05.511906+00:00 | Stateside | Pink Pantheress | source:amperwave-api
2026-04-17T06:52:47.456097+00:00 | Stateside | Pink Pantheress | source:amperwave-api
2026-04-17T06:53:30.353572+00:00 | Stateside | Pink Pantheress | source:amperwave-api
2026-04-17T06:54:11.588574+00:00 | Stateside | Pink Pantheress | source:amperwave-api
2026-04-17T06:54:54.985772+00:00 | Good 4 U | Olivia Rodrigo | source:amperwave-api
2026-04-17T06:55:35.167327+00:00 | Good 4 U | Olivia Rodrigo | source:amperwave-api
2026-04-17T06:56:15.154304+00:00 | Good 4 U | Olivia Rodrigo | source:amperwave-api
2026-04-17T06:56:53.865882+00:00 | Good 4 U | Olivia Rodrigo | source:amperwave-api
2026-04-17T06:58:12.040016+00:00 | The Monster (Feat. Rihanna) | Eminem | source:amperwave-api
2026-04-17T06:58:50.620793+00:00 | The Monster (Feat. Rihanna) | Eminem | source:amperwave-api
2026-04-17T06:59:31.825993+00:00 | The Monster (Feat. Rihanna) | Eminem | source:amperwave-api
2026-04-17T07:00:11.812239+00:00 | The Monster (Feat. Rihanna) | Eminem | source:amperwave-api
2026-04-17T07:00:53.948976+00:00 | The Monster (Feat. Rihanna) | Eminem | source:amperwave-api
2026-04-17T07:02:24.385789+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T07:03:06.834108+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T07:03:49.358593+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T07:04:26.728237+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T07:05:07.420803+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-17T07:06:19.194141+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-17T07:07:00.869717+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T07:07:41.574068+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T07:08:22.881066+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T07:09:04.583243+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T07:10:26.542333+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T07:11:11.801757+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-17T07:11:53.590040+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-17T07:12:36.809763+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-17T07:13:25.454311+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-17T07:14:55.821973+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T07:15:33.811449+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T07:16:16.410596+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T07:16:59.817307+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T07:17:40.999941+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T07:18:22.060763+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T07:19:00.887823+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T07:19:47.412324+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T07:20:32.753701+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T07:21:14.401696+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T07:21:53.196568+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T07:22:33.844807+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T07:23:15.226491+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T07:23:53.129076+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T07:24:34.130132+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T07:25:15.489843+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T07:25:58.999523+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T07:26:41.549527+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T07:28:02.695394+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T07:28:41.890223+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T07:29:23.589825+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T07:30:06.596488+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T07:30:49.888987+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T07:31:31.423617+00:00 | Sexy For Me | Jason Derulo | source:amperwave-api
2026-04-17T07:32:13.809176+00:00 | Sexy For Me | Jason Derulo | source:amperwave-api
2026-04-17T07:32:52.522432+00:00 | Sexy For Me | Jason Derulo | source:amperwave-api
2026-04-17T07:33:33.769036+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T07:34:15.577852+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T07:34:57.737997+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T07:35:39.433494+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T07:36:21.076439+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T07:37:05.155320+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T07:37:44.514567+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T07:38:25.987721+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T07:39:05.624591+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T07:39:48.082183+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T07:40:28.033694+00:00 | Roommates | Hilary Duff | source:amperwave-api
2026-04-17T07:41:54.624339+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T07:42:34.661888+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T07:43:15.045633+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T07:43:56.925095+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-17T07:45:25.298097+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-17T07:46:06.466884+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-17T07:46:46.033708+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-17T07:47:27.682405+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-17T07:48:54.931264+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-17T07:49:43.261909+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-17T07:50:22.746803+00:00 | Snooze | Sza | source:amperwave-api
2026-04-17T07:51:06.300826+00:00 | Snooze | Sza | source:amperwave-api
2026-04-17T07:52:34.489447+00:00 | Snooze | Sza | source:amperwave-api
2026-04-17T07:53:14.597129+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T07:53:58.317333+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T07:54:39.416084+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T07:56:06.984003+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T07:56:47.103744+00:00 | You Broke Me First | Tate Mcrae | source:amperwave-api
2026-04-17T07:57:28.212937+00:00 | You Broke Me First | Tate Mcrae | source:amperwave-api
2026-04-17T07:58:08.113755+00:00 | You Broke Me First | Tate Mcrae | source:amperwave-api
2026-04-17T07:58:45.312701+00:00 | You Broke Me First | Tate Mcrae | source:amperwave-api
2026-04-17T07:59:27.577491+00:00 | You Broke Me First | Tate Mcrae | source:amperwave-api
2026-04-17T08:00:08.179035+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T08:00:48.401295+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T08:01:29.297901+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T08:02:12.120927+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T08:02:53.454499+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-17T08:03:32.175722+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-17T08:04:10.711448+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-17T08:04:50.994194+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-17T08:05:30.672059+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T08:06:10.536019+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T08:06:54.271286+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T08:07:38.425661+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T08:09:03.506094+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T08:09:43.559811+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T08:10:24.653472+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T08:11:04.537234+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T08:11:46.490439+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T08:12:29.014615+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T08:13:09.216264+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T08:13:49.322228+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T08:14:32.203150+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T08:15:16.107502+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T08:15:55.672376+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T08:16:34.585175+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T08:17:17.255403+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T08:17:57.846171+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T08:18:38.607023+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T08:19:23.361961+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T08:20:06.458546+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-17T08:20:51.491042+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-17T08:22:17.874570+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-17T08:22:55.670634+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-17T08:23:35.785039+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-17T08:24:17.783176+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-17T08:24:56.518959+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-17T08:26:03.909433+00:00 | Runway | Lady Gaga And Doechi | source:amperwave-api
2026-04-17T08:26:47.987073+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T08:27:27.161774+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T08:28:10.032726+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T08:28:50.832948+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T08:30:05.451326+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T08:30:47.623694+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T08:31:30.815041+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T08:32:11.829378+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T08:33:32.821391+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T08:34:22.668730+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T08:35:04.566204+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T08:35:45.483984+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T08:36:27.069364+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T08:37:22.611487+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T08:38:03.390387+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T08:38:44.331743+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T08:39:27.932645+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T08:40:07.339245+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T08:40:48.096642+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T08:41:29.090202+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T08:42:10.581990+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T08:42:51.201255+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T08:43:32.322214+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T08:44:10.762873+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T08:44:51.419334+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T08:45:30.209520+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T08:46:10.271380+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T08:46:51.971665+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T08:47:31.843737+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T08:48:13.344942+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T08:48:53.784713+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T08:49:36.529431+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T08:50:56.416706+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-17T08:51:40.235134+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-17T08:52:20.110930+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-17T08:53:03.440391+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-17T08:53:43.669579+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-17T08:54:22.645962+00:00 | Save Your Tears | The Weeknd | source:amperwave-api
2026-04-17T08:55:01.119144+00:00 | Save Your Tears | The Weeknd | source:amperwave-api
2026-04-17T08:55:44.082285+00:00 | Save Your Tears | The Weeknd | source:amperwave-api
2026-04-17T08:56:25.458646+00:00 | Save Your Tears | The Weeknd | source:amperwave-api
2026-04-17T08:57:07.822458+00:00 | Save Your Tears | The Weeknd | source:amperwave-api
2026-04-17T08:57:48.980795+00:00 | Save Your Tears | The Weeknd | source:amperwave-api
2026-04-17T08:58:29.382946+00:00 | Omg | Usher | source:amperwave-api
2026-04-17T08:59:12.293697+00:00 | Omg | Usher | source:amperwave-api
2026-04-17T08:59:52.603983+00:00 | Omg | Usher | source:amperwave-api
2026-04-17T09:00:33.225407+00:00 | Omg | Usher | source:amperwave-api
2026-04-17T09:01:13.509241+00:00 | Omg | Usher | source:amperwave-api
2026-04-17T09:01:55.764950+00:00 | Omg | Usher | source:amperwave-api
2026-04-17T09:02:36.133997+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T09:04:02.394421+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T09:04:43.437080+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T09:05:24.738283+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T09:06:05.747956+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-17T09:06:46.929494+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-17T09:08:06.708744+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-17T09:08:46.136950+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-17T09:09:25.877650+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-17T09:10:06.677945+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-17T09:11:26.041947+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-17T09:12:10.521607+00:00 | Enemy | Imagine Dragons | source:amperwave-api
2026-04-17T09:12:50.310797+00:00 | Enemy | Imagine Dragons | source:amperwave-api
2026-04-17T09:13:30.445341+00:00 | Enemy | Imagine Dragons | source:amperwave-api
2026-04-17T09:14:54.275060+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-17T09:15:33.149500+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-17T09:16:14.363759+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-17T09:16:56.283823+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-17T09:18:26.205785+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-17T09:19:07.809646+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-17T09:19:47.518899+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-17T09:20:28.321093+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-17T09:21:18.741087+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-17T09:21:58.627866+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-17T09:22:41.558567+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-17T09:23:22.871221+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-17T09:24:06.727298+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T09:24:47.419675+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T09:25:27.819645+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T09:26:07.650521+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T09:26:47.773972+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T09:27:26.742851+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T09:28:06.450529+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T09:28:45.686020+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T09:29:27.441306+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-17T09:30:59.762390+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-17T09:31:46.034478+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-17T09:32:26.906175+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-17T09:33:07.153426+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T09:33:51.530862+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T09:34:34.001730+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T09:35:15.169991+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T09:35:56.840483+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T09:36:38.686111+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T09:37:19.983400+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T09:38:01.733562+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T09:38:41.747880+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T09:39:20.308456+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T09:40:00.406575+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T09:40:42.721398+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T09:41:22.521276+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T09:42:04.276254+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T09:42:43.940716+00:00 | Where Is My Husband! | Raye | source:amperwave-api
