2026-04-13T00:00:31.636071+00:00 | Stateside | Pink Pantheress | source:amperwave-api
2026-04-13T03:26:05.087963+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-13T03:26:40.109735+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-13T03:27:14.629349+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-13T03:28:13.581790+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-13T03:28:48.872960+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-13T03:29:23.765263+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-13T03:29:58.736161+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-13T03:30:59.571306+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-13T03:31:36.141270+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-13T03:32:11.152310+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-13T03:32:46.048858+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-13T03:33:20.916309+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-13T03:33:55.727100+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-13T03:34:30.280132+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-13T03:35:05.473679+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-13T03:35:40.623714+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-13T03:36:15.815993+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-13T03:36:50.872490+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-13T03:37:25.480146+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-13T03:38:00.607274+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-13T03:38:58.492217+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-13T03:39:33.462196+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-13T03:40:11.033137+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-13T03:40:47.079696+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-13T03:41:46.055244+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-13T03:42:22.341204+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-13T03:43:19.859500+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-13T03:43:55.021441+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-13T03:44:51.261805+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-13T03:45:26.650586+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-13T03:46:24.608171+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-13T03:47:00.479477+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-13T03:47:36.033140+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-13T03:48:10.946088+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-13T03:48:46.583118+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-13T03:49:21.799638+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-13T03:49:56.187549+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T03:50:30.669330+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T03:51:05.808863+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T03:51:40.414967+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T03:52:15.344220+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T03:52:49.696228+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T03:53:24.772763+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-13T03:53:59.356421+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-13T03:54:55.548340+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-13T03:55:30.337146+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-13T03:56:06.087074+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-13T03:56:41.907123+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-13T03:57:37.787504+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-13T03:58:13.200349+00:00 | Cant Feel My Face | The Weeknd | source:amperwave-api
2026-04-13T03:58:47.768447+00:00 | Cant Feel My Face | The Weeknd | source:amperwave-api
2026-04-13T03:59:22.220987+00:00 | Cant Feel My Face | The Weeknd | source:amperwave-api
2026-04-13T03:59:57.249214+00:00 | Cant Feel My Face | The Weeknd | source:amperwave-api
2026-04-13T04:00:33.072582+00:00 | Cant Feel My Face | The Weeknd | source:amperwave-api
2026-04-13T04:01:33.337147+00:00 | Cant Feel My Face | The Weeknd | source:amperwave-api
2026-04-13T04:02:09.953190+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T04:02:47.526225+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T04:03:25.914067+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T04:04:00.402078+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T04:04:35.627851+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T04:05:16.386604+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T04:05:53.548215+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-13T04:06:32.302284+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-13T04:07:12.338767+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-13T04:07:47.016101+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-13T04:08:21.896584+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-13T04:08:56.816645+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-13T04:09:31.725556+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-13T04:10:29.142879+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-13T04:11:06.149746+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-13T04:11:41.285113+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-13T04:12:39.929791+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-13T04:13:14.528552+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-13T04:13:54.341868+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-13T04:14:29.254607+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-13T04:15:04.321955+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-13T04:15:39.972030+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T04:16:15.143328+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T04:16:50.445751+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T04:17:51.414824+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T04:18:26.940266+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T04:19:02.282173+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-13T04:19:37.755161+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-13T04:20:13.023123+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-13T04:20:48.125021+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-13T04:21:22.708151+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T04:21:57.421049+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T04:22:32.468923+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T04:23:07.088178+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T04:23:42.003525+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T04:24:16.533102+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T04:24:51.285768+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T04:25:26.089792+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T04:26:01.239719+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T04:27:01.165343+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T04:27:36.142294+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T04:28:12.292692+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T04:28:48.411104+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T04:29:23.616541+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T04:30:22.892961+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T04:30:58.155623+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T04:31:37.982176+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-13T04:32:14.472215+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-13T04:32:49.826929+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-13T04:33:49.376218+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-13T04:34:24.448248+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-13T04:34:59.544548+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-13T04:35:34.756244+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-13T04:36:09.846916+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-13T04:36:45.108984+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-13T04:37:19.993259+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-13T04:37:55.014831+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-13T04:38:30.456912+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-13T04:39:05.636119+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-13T04:39:41.238466+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-13T04:40:16.201364+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-13T04:40:51.521972+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-13T04:41:26.967645+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T04:42:24.588384+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T04:43:03.012649+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T04:43:37.891319+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T04:44:34.257542+00:00 | Poison Ivy | Skinz | source:amperwave-api
2026-04-13T04:45:09.132748+00:00 | Poison Ivy | Skinz | source:amperwave-api
2026-04-13T04:45:49.223719+00:00 | Poison Ivy | Skinz | source:amperwave-api
2026-04-13T04:46:24.373524+00:00 | Poison Ivy | Skinz | source:amperwave-api
2026-04-13T04:46:59.259656+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-13T04:47:35.630234+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-13T04:48:10.730217+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-13T04:48:45.950578+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-13T04:49:44.729848+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-13T04:50:20.027965+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-13T04:50:55.862278+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-13T04:51:30.959553+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-13T04:52:06.003324+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-13T04:52:40.626943+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-13T04:53:15.605086+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-13T04:53:50.719122+00:00 | Need To Know | Doja Cat | source:amperwave-api
2026-04-13T04:54:25.593060+00:00 | Need To Know | Doja Cat | source:amperwave-api
2026-04-13T04:55:00.782446+00:00 | Need To Know | Doja Cat | source:amperwave-api
2026-04-13T04:55:35.757867+00:00 | Need To Know | Doja Cat | source:amperwave-api
2026-04-13T04:56:10.604605+00:00 | Need To Know | Doja Cat | source:amperwave-api
2026-04-13T04:56:45.430435+00:00 | Need To Know | Doja Cat | source:amperwave-api
2026-04-13T04:57:21.389160+00:00 | Umbrella - Radio | Rihanna_Feat._Jay-Z | source:amperwave-api
2026-04-13T04:57:56.963597+00:00 | Umbrella - Radio | Rihanna_Feat._Jay-Z | source:amperwave-api
2026-04-13T04:58:31.699339+00:00 | Umbrella - Radio | Rihanna_Feat._Jay-Z | source:amperwave-api
2026-04-13T04:59:07.054198+00:00 | Umbrella - Radio | Rihanna_Feat._Jay-Z | source:amperwave-api
2026-04-13T05:00:05.944328+00:00 | Umbrella - Radio | Rihanna_Feat._Jay-Z | source:amperwave-api
2026-04-13T05:00:43.420430+00:00 | Umbrella - Radio | Rihanna_Feat._Jay-Z | source:amperwave-api
2026-04-13T05:01:18.327479+00:00 | Umbrella - Radio | Rihanna_Feat._Jay-Z | source:amperwave-api
2026-04-13T05:02:20.835455+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T05:02:55.788254+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T05:03:31.347096+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T05:04:06.735919+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T05:05:03.099682+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-13T05:05:39.820027+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-13T05:06:16.096185+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-13T05:07:14.424227+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-13T05:07:51.021395+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-13T05:08:26.344486+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-13T05:09:01.577694+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-13T05:09:36.813894+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-13T05:10:12.127082+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-13T05:10:47.079188+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-13T05:11:21.932854+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-13T05:11:56.611799+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-13T05:12:31.660218+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-13T05:13:06.982822+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-13T05:13:41.799697+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-13T05:14:29.565527+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T05:15:05.111672+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T05:15:40.137325+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T05:16:16.181825+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T05:16:51.122000+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T05:17:25.961416+00:00 | Stateside | Pink Pantheress | source:amperwave-api
2026-04-13T05:18:03.441806+00:00 | Stateside | Pink Pantheress | source:amperwave-api
2026-04-13T05:18:38.695391+00:00 | Stateside | Pink Pantheress | source:amperwave-api
2026-04-13T05:19:13.300770+00:00 | Stateside | Pink Pantheress | source:amperwave-api
2026-04-13T05:19:53.553469+00:00 | Stateside | Pink Pantheress | source:amperwave-api
2026-04-13T05:20:29.205869+00:00 | Heartless | The Weeknd | source:amperwave-api
2026-04-13T05:21:26.574340+00:00 | Heartless | The Weeknd | source:amperwave-api
2026-04-13T05:22:02.121603+00:00 | Heartless | The Weeknd | source:amperwave-api
2026-04-13T05:22:37.563038+00:00 | Heartless | The Weeknd | source:amperwave-api
2026-04-13T05:23:36.206604+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T05:24:10.773859+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T05:24:45.953396+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T05:25:21.516196+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T05:25:56.481031+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T05:26:31.253621+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T05:27:06.048950+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T05:27:40.529989+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T05:28:16.393726+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T05:28:52.724716+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T05:29:27.802542+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T05:30:27.767405+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-13T05:31:03.860277+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-13T05:31:59.853432+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-13T05:32:38.019345+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T05:33:31.578221+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T05:34:14.459266+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T05:34:49.605054+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T05:35:24.539076+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-13T05:35:59.493401+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-13T05:36:34.069059+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-13T05:37:10.255655+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-13T05:37:47.113073+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-13T05:38:47.074191+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-13T05:39:21.969647+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-13T05:39:57.045831+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-13T05:40:32.644964+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-13T05:41:07.306567+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-13T05:41:42.541026+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-13T05:42:17.146776+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-13T05:42:52.304435+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-13T05:43:27.143392+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-13T05:44:01.815435+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-13T05:44:37.096087+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-13T05:45:11.764649+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-13T05:45:46.835822+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-13T05:46:31.267974+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-13T05:47:07.397557+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-13T05:47:42.248249+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-13T05:48:37.616321+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-13T05:49:12.409969+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-13T05:49:48.941458+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-13T05:50:24.077231+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T05:50:58.720764+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T05:51:33.611515+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T05:52:08.514395+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T05:52:43.438370+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T05:53:37.454311+00:00 | As It Was | Harry Styles | source:amperwave-api
2026-04-13T05:54:12.047672+00:00 | As It Was | Harry Styles | source:amperwave-api
2026-04-13T05:54:51.843185+00:00 | As It Was | Harry Styles | source:amperwave-api
2026-04-13T05:55:27.530520+00:00 | As It Was | Harry Styles | source:amperwave-api
2026-04-13T05:56:02.991536+00:00 | As It Was | Harry Styles | source:amperwave-api
2026-04-13T05:56:37.561659+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-13T05:57:12.373094+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-13T05:57:47.645059+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-13T05:58:22.856706+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-13T05:58:58.000856+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-13T05:59:32.491566+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-13T06:00:07.277887+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-13T06:00:42.426310+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-13T06:01:17.622313+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-13T06:01:52.803862+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-13T06:02:29.223518+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-13T06:03:04.449295+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-13T06:03:39.001193+00:00 | Go | Blackpink | source:amperwave-api
2026-04-13T06:04:13.576713+00:00 | Go | Blackpink | source:amperwave-api
2026-04-13T06:04:49.004381+00:00 | Go | Blackpink | source:amperwave-api
2026-04-13T06:05:48.220235+00:00 | Go | Blackpink | source:amperwave-api
2026-04-13T06:06:24.026309+00:00 | Go | Blackpink | source:amperwave-api
2026-04-13T06:07:00.790032+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T06:07:55.254754+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T06:08:30.356746+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T06:09:05.894862+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T06:09:41.250078+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-13T06:10:40.336923+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-13T06:11:15.645676+00:00 | Hit The Road | Mattie Pruitt | source:amperwave-api
2026-04-13T06:11:50.258463+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T06:12:25.302604+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T06:13:00.344097+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T06:13:35.404792+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T06:14:10.584069+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T06:14:45.684427+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T06:15:20.534255+00:00 | Sexy For Me | Jason Derulo | source:amperwave-api
2026-04-13T06:15:56.586728+00:00 | Sexy For Me | Jason Derulo | source:amperwave-api
2026-04-13T06:16:32.039391+00:00 | Sexy For Me | Jason Derulo | source:amperwave-api
2026-04-13T06:17:06.868240+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-13T06:18:25.942143+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-13T06:19:02.241108+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-13T06:19:37.033666+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T06:20:15.043411+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T06:20:50.122846+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T06:21:25.043950+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T06:22:24.752275+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T06:22:59.686268+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-13T06:23:34.644376+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-13T06:24:09.867905+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-13T06:25:06.322854+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-13T06:25:41.197178+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-13T06:26:37.688165+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-13T06:27:12.942756+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-13T06:27:47.580205+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-13T06:28:22.433602+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-13T06:28:57.663701+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-13T06:29:32.596182+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-13T06:30:09.257326+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T06:30:44.112279+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T06:31:19.315382+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T06:31:54.731269+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T06:32:29.395118+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T06:33:04.535378+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T06:33:39.777333+00:00 | Stateside Ft Zara Larsson | Pink Pantheress | source:amperwave-api
2026-04-13T06:34:28.411401+00:00 | Stateside Ft Zara Larsson | Pink Pantheress | source:amperwave-api
2026-04-13T06:35:03.923218+00:00 | Stateside Ft Zara Larsson | Pink Pantheress | source:amperwave-api
2026-04-13T06:35:38.604543+00:00 | Stateside Ft Zara Larsson | Pink Pantheress | source:amperwave-api
2026-04-13T06:36:31.806049+00:00 | Stateside Ft Zara Larsson | Pink Pantheress | source:amperwave-api
2026-04-13T06:37:06.745958+00:00 | Stateside Ft Zara Larsson | Pink Pantheress | source:amperwave-api
2026-04-13T06:37:44.449105+00:00 | Stateside Ft Zara Larsson | Pink Pantheress | source:amperwave-api
2026-04-13T06:38:19.350322+00:00 | Stateside Ft Zara Larsson | Pink Pantheress | source:amperwave-api
2026-04-13T06:38:54.597168+00:00 | Stateside Ft Zara Larsson | Pink Pantheress | source:amperwave-api
2026-04-13T06:39:54.029686+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T06:40:29.047744+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T06:41:24.045050+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T06:41:58.758364+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-13T06:42:33.594186+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
