2026-04-17T00:00:04.971836+00:00 | Dont Stand So Close To Me | Police | source:amperwave-api
2026-04-17T05:33:28.641204+00:00 | Threshold/Jet Airliner | Steve Miller Band | source:amperwave-api
2026-04-17T05:34:09.175387+00:00 | Threshold/Jet Airliner | Steve Miller Band | source:amperwave-api
2026-04-17T05:35:29.108210+00:00 | Jane | Jefferson Starship | source:amperwave-api
2026-04-17T05:36:10.671751+00:00 | Jane | Jefferson Starship | source:amperwave-api
2026-04-17T05:36:50.922202+00:00 | Jane | Jefferson Starship | source:amperwave-api
2026-04-17T05:37:28.695735+00:00 | Jane | Jefferson Starship | source:amperwave-api
2026-04-17T05:38:10.423291+00:00 | Jane | Jefferson Starship | source:amperwave-api
2026-04-17T05:38:52.018381+00:00 | Jane | Jefferson Starship | source:amperwave-api
2026-04-17T05:40:30.369006+00:00 | Waitin For The Bus/Jesus Just Left Chicago | Zz Top | source:amperwave-api
2026-04-17T05:41:12.750421+00:00 | Waitin For The Bus/Jesus Just Left Chicago | Zz Top | source:amperwave-api
2026-04-17T05:41:52.268876+00:00 | Waitin For The Bus/Jesus Just Left Chicago | Zz Top | source:amperwave-api
2026-04-17T05:42:34.763040+00:00 | Waitin For The Bus/Jesus Just Left Chicago | Zz Top | source:amperwave-api
2026-04-17T05:44:07.252754+00:00 | Waitin For The Bus/Jesus Just Left Chicago | Zz Top | source:amperwave-api
2026-04-17T05:44:53.445047+00:00 | Waitin For The Bus/Jesus Just Left Chicago | Zz Top | source:amperwave-api
2026-04-17T05:45:33.481065+00:00 | Hold The Line | Toto | source:amperwave-api
2026-04-17T05:46:14.731150+00:00 | Hold The Line | Toto | source:amperwave-api
2026-04-17T05:47:49.453112+00:00 | Hold The Line | Toto | source:amperwave-api
2026-04-17T05:48:37.413973+00:00 | Hold The Line | Toto | source:amperwave-api
2026-04-17T05:49:19.463384+00:00 | Hold The Line | Toto | source:amperwave-api
2026-04-17T05:50:09.248160+00:00 | Blaze Of Glory | Bon Jovi | source:amperwave-api
2026-04-17T05:50:50.628209+00:00 | Blaze Of Glory | Bon Jovi | source:amperwave-api
2026-04-17T05:51:33.417011+00:00 | Blaze Of Glory | Bon Jovi | source:amperwave-api
2026-04-17T05:52:11.592981+00:00 | Blaze Of Glory | Bon Jovi | source:amperwave-api
2026-04-17T05:52:54.315488+00:00 | Blaze Of Glory | Bon Jovi | source:amperwave-api
2026-04-17T05:53:35.022243+00:00 | Blaze Of Glory | Bon Jovi | source:amperwave-api
2026-04-17T05:54:18.555741+00:00 | American Woman | Guess Who | source:amperwave-api
2026-04-17T05:55:01.918461+00:00 | American Woman | Guess Who | source:amperwave-api
2026-04-17T05:55:42.870323+00:00 | American Woman | Guess Who | source:amperwave-api
2026-04-17T05:56:22.864944+00:00 | American Woman | Guess Who | source:amperwave-api
2026-04-17T05:57:01.898964+00:00 | American Woman | Guess Who | source:amperwave-api
2026-04-17T05:57:41.776998+00:00 | American Woman | Guess Who | source:amperwave-api
2026-04-17T05:58:22.573757+00:00 | American Woman | Guess Who | source:amperwave-api
2026-04-17T05:59:02.981680+00:00 | American Woman | Guess Who | source:amperwave-api
2026-04-17T05:59:45.123865+00:00 | American Woman | Guess Who | source:amperwave-api
2026-04-17T06:01:21.536491+00:00 | Hey You | Pink Floyd | source:amperwave-api
2026-04-17T06:02:06.945909+00:00 | Hey You | Pink Floyd | source:amperwave-api
2026-04-17T06:02:48.523022+00:00 | Hey You | Pink Floyd | source:amperwave-api
2026-04-17T06:03:31.863265+00:00 | Hey You | Pink Floyd | source:amperwave-api
2026-04-17T06:04:14.842398+00:00 | Hey You | Pink Floyd | source:amperwave-api
2026-04-17T06:04:55.277670+00:00 | Lonely Is The Night | Billy Squier | source:amperwave-api
2026-04-17T06:05:38.181183+00:00 | Lonely Is The Night | Billy Squier | source:amperwave-api
2026-04-17T06:06:21.518223+00:00 | Lonely Is The Night | Billy Squier | source:amperwave-api
2026-04-17T06:07:03.703529+00:00 | Lonely Is The Night | Billy Squier | source:amperwave-api
2026-04-17T06:07:44.305717+00:00 | Lonely Is The Night | Billy Squier | source:amperwave-api
2026-04-17T06:08:26.629945+00:00 | Lonely Is The Night | Billy Squier | source:amperwave-api
2026-04-17T06:09:03.457392+00:00 | Lonely Is The Night | Billy Squier | source:amperwave-api
2026-04-17T06:09:45.107689+00:00 | My Best Friends Girl | Cars | source:amperwave-api
2026-04-17T06:10:27.650597+00:00 | My Best Friends Girl | Cars | source:amperwave-api
2026-04-17T06:11:15.946312+00:00 | My Best Friends Girl | Cars | source:amperwave-api
2026-04-17T06:11:56.574679+00:00 | My Best Friends Girl | Cars | source:amperwave-api
2026-04-17T06:12:37.674331+00:00 | My Best Friends Girl | Cars | source:amperwave-api
2026-04-17T06:13:20.693854+00:00 | The Wind Cries Mary | Jimi Hendrix Experience | source:amperwave-api
2026-04-17T06:14:49.918399+00:00 | The Wind Cries Mary | Jimi Hendrix Experience | source:amperwave-api
2026-04-17T06:15:27.553976+00:00 | The Wind Cries Mary | Jimi Hendrix Experience | source:amperwave-api
2026-04-17T06:16:08.363629+00:00 | The Wind Cries Mary | Jimi Hendrix Experience | source:amperwave-api
2026-04-17T06:16:46.481482+00:00 | Jumpin Jack Flash | Rolling Stones | source:amperwave-api
2026-04-17T06:17:27.074095+00:00 | Jumpin Jack Flash | Rolling Stones | source:amperwave-api
2026-04-17T06:18:09.140442+00:00 | Jumpin Jack Flash | Rolling Stones | source:amperwave-api
2026-04-17T06:19:15.358688+00:00 | Jumpin Jack Flash | Rolling Stones | source:amperwave-api
2026-04-17T06:19:56.034346+00:00 | Jumpin Jack Flash | Rolling Stones | source:amperwave-api
2026-04-17T06:20:39.663200+00:00 | Jumpin Jack Flash | Rolling Stones | source:amperwave-api
2026-04-17T06:21:23.354099+00:00 | Jumpin Jack Flash | Rolling Stones | source:amperwave-api
2026-04-17T06:22:04.811346+00:00 | Jumpin Jack Flash | Rolling Stones | source:amperwave-api
2026-04-17T06:23:26.859360+00:00 | Burnin Down The House | Talking Heads | source:amperwave-api
2026-04-17T06:24:06.391461+00:00 | Burnin Down The House | Talking Heads | source:amperwave-api
2026-04-17T06:24:50.150952+00:00 | Burnin Down The House | Talking Heads | source:amperwave-api
2026-04-17T06:25:31.957631+00:00 | Burnin Down The House | Talking Heads | source:amperwave-api
2026-04-17T06:27:11.292498+00:00 | Jamies Cryin | Van Halen | source:amperwave-api
2026-04-17T06:27:52.337592+00:00 | Jamies Cryin | Van Halen | source:amperwave-api
2026-04-17T06:28:30.704574+00:00 | Jamies Cryin | Van Halen | source:amperwave-api
2026-04-17T06:29:11.509254+00:00 | Jamies Cryin | Van Halen | source:amperwave-api
2026-04-17T06:30:44.658194+00:00 | Glory Days | Bruce Springsteen | source:amperwave-api
2026-04-17T06:31:29.650538+00:00 | Glory Days | Bruce Springsteen | source:amperwave-api
2026-04-17T06:32:15.679340+00:00 | Glory Days | Bruce Springsteen | source:amperwave-api
2026-04-17T06:32:57.745589+00:00 | Glory Days | Bruce Springsteen | source:amperwave-api
2026-04-17T06:33:39.434322+00:00 | Glory Days | Bruce Springsteen | source:amperwave-api
2026-04-17T06:34:18.602120+00:00 | Glory Days | Bruce Springsteen | source:amperwave-api
2026-04-17T06:35:00.456296+00:00 | Space Oddity | David Bowie | source:amperwave-api
2026-04-17T06:35:41.381868+00:00 | Space Oddity | David Bowie | source:amperwave-api
2026-04-17T06:36:23.906768+00:00 | Space Oddity | David Bowie | source:amperwave-api
2026-04-17T06:37:04.522164+00:00 | Space Oddity | David Bowie | source:amperwave-api
2026-04-17T06:37:43.109307+00:00 | Space Oddity | David Bowie | source:amperwave-api
2026-04-17T06:38:25.950431+00:00 | Space Oddity | David Bowie | source:amperwave-api
2026-04-17T06:39:06.312647+00:00 | Space Oddity | David Bowie | source:amperwave-api
2026-04-17T06:39:47.083089+00:00 | Tush | Zz Top | source:amperwave-api
2026-04-17T06:40:28.661192+00:00 | Tush | Zz Top | source:amperwave-api
2026-04-17T06:41:09.299314+00:00 | Tush | Zz Top | source:amperwave-api
2026-04-17T06:41:49.889862+00:00 | Tush | Zz Top | source:amperwave-api
2026-04-17T06:42:30.216519+00:00 | Sister Christian | Night Ranger | source:amperwave-api
2026-04-17T06:44:01.931558+00:00 | Sister Christian | Night Ranger | source:amperwave-api
2026-04-17T06:44:53.267719+00:00 | Sister Christian | Night Ranger | source:amperwave-api
2026-04-17T06:45:39.253697+00:00 | Sister Christian | Night Ranger | source:amperwave-api
2026-04-17T06:46:17.823263+00:00 | Sister Christian | Night Ranger | source:amperwave-api
2026-04-17T06:47:09.150445+00:00 | Sister Christian | Night Ranger | source:amperwave-api
2026-04-17T06:47:50.124643+00:00 | Smoke On The Water | Deep Purple | source:amperwave-api
2026-04-17T06:48:37.705766+00:00 | Smoke On The Water | Deep Purple | source:amperwave-api
2026-04-17T06:49:19.662131+00:00 | Smoke On The Water | Deep Purple | source:amperwave-api
2026-04-17T06:50:02.023556+00:00 | Smoke On The Water | Deep Purple | source:amperwave-api
2026-04-17T06:50:43.888691+00:00 | Smoke On The Water | Deep Purple | source:amperwave-api
2026-04-17T06:51:25.636126+00:00 | Smoke On The Water | Deep Purple | source:amperwave-api
2026-04-17T06:52:10.692985+00:00 | Smoke On The Water | Deep Purple | source:amperwave-api
2026-04-17T06:52:50.834126+00:00 | Smoke On The Water | Deep Purple | source:amperwave-api
2026-04-17T06:53:34.010002+00:00 | Smoke On The Water | Deep Purple | source:amperwave-api
2026-04-17T06:54:15.507464+00:00 | Smoke On The Water | Deep Purple | source:amperwave-api
2026-04-17T06:54:58.579324+00:00 | Heat Of The Moment | Asia | source:amperwave-api
2026-04-17T06:55:39.599515+00:00 | Heat Of The Moment | Asia | source:amperwave-api
2026-04-17T06:56:17.485100+00:00 | Heat Of The Moment | Asia | source:amperwave-api
2026-04-17T06:56:57.226313+00:00 | Heat Of The Moment | Asia | source:amperwave-api
2026-04-17T06:58:14.107165+00:00 | Heat Of The Moment | Asia | source:amperwave-api
2026-04-17T06:58:54.232230+00:00 | American Girl | Tom Petty | source:amperwave-api
2026-04-17T06:59:35.100471+00:00 | American Girl | Tom Petty | source:amperwave-api
2026-04-17T07:00:14.655225+00:00 | American Girl | Tom Petty | source:amperwave-api
2026-04-17T07:00:58.167531+00:00 | American Girl | Tom Petty | source:amperwave-api
2026-04-17T07:02:30.272831+00:00 | Eminence Front | Who | source:amperwave-api
2026-04-17T07:03:09.867368+00:00 | Eminence Front | Who | source:amperwave-api
2026-04-17T07:03:51.744013+00:00 | Eminence Front | Who | source:amperwave-api
2026-04-17T07:04:30.019117+00:00 | Eminence Front | Who | source:amperwave-api
2026-04-17T07:05:11.609769+00:00 | Eminence Front | Who | source:amperwave-api
2026-04-17T07:06:23.428318+00:00 | Eminence Front | Who | source:amperwave-api
2026-04-17T07:07:04.419833+00:00 | Eminence Front | Who | source:amperwave-api
2026-04-17T07:07:44.140933+00:00 | Eminence Front | Who | source:amperwave-api
2026-04-17T07:08:26.376747+00:00 | Eminence Front | Who | source:amperwave-api
2026-04-17T07:09:07.906691+00:00 | Dust In The Wind | Kansas | source:amperwave-api
2026-04-17T07:10:30.561157+00:00 | Dust In The Wind | Kansas | source:amperwave-api
2026-04-17T07:11:15.911289+00:00 | Dust In The Wind | Kansas | source:amperwave-api
2026-04-17T07:11:58.181615+00:00 | Dust In The Wind | Kansas | source:amperwave-api
2026-04-17T07:12:40.242609+00:00 | Dancing Days | Led Zeppelin | source:amperwave-api
2026-04-17T07:14:19.341963+00:00 | Dancing Days | Led Zeppelin | source:amperwave-api
2026-04-17T07:14:58.928571+00:00 | Dancing Days | Led Zeppelin | source:amperwave-api
2026-04-17T07:15:37.304309+00:00 | Dancing Days | Led Zeppelin | source:amperwave-api
2026-04-17T07:16:20.638633+00:00 | Simple Man | Lynyrd Skynyrd | source:amperwave-api
2026-04-17T07:17:03.163398+00:00 | Simple Man | Lynyrd Skynyrd | source:amperwave-api
2026-04-17T07:17:43.255693+00:00 | Simple Man | Lynyrd Skynyrd | source:amperwave-api
2026-04-17T07:18:25.504176+00:00 | Simple Man | Lynyrd Skynyrd | source:amperwave-api
2026-04-17T07:19:05.248544+00:00 | Simple Man | Lynyrd Skynyrd | source:amperwave-api
2026-04-17T07:19:51.560129+00:00 | Simple Man | Lynyrd Skynyrd | source:amperwave-api
2026-04-17T07:20:36.365079+00:00 | Simple Man | Lynyrd Skynyrd | source:amperwave-api
2026-04-17T07:21:17.689186+00:00 | Simple Man | Lynyrd Skynyrd | source:amperwave-api
2026-04-17T07:21:56.205191+00:00 | Simple Man | Lynyrd Skynyrd | source:amperwave-api
2026-04-17T07:22:37.045084+00:00 | Simple Man | Lynyrd Skynyrd | source:amperwave-api
2026-04-17T07:23:18.023376+00:00 | Simple Man | Lynyrd Skynyrd | source:amperwave-api
2026-04-17T07:23:55.825414+00:00 | Simple Man | Lynyrd Skynyrd | source:amperwave-api
2026-04-17T07:24:38.145202+00:00 | Owner Of A Lonely Heart | Yes | source:amperwave-api
2026-04-17T07:25:19.937334+00:00 | Owner Of A Lonely Heart | Yes | source:amperwave-api
2026-04-17T07:26:03.630649+00:00 | Owner Of A Lonely Heart | Yes | source:amperwave-api
2026-04-17T07:26:44.450425+00:00 | Owner Of A Lonely Heart | Yes | source:amperwave-api
2026-04-17T07:28:05.514843+00:00 | Owner Of A Lonely Heart | Yes | source:amperwave-api
2026-04-17T07:28:45.049163+00:00 | Owner Of A Lonely Heart | Yes | source:amperwave-api
2026-04-17T07:29:26.754011+00:00 | Highway To Hell | Ac/Dc | source:amperwave-api
2026-04-17T07:30:10.489781+00:00 | Highway To Hell | Ac/Dc | source:amperwave-api
2026-04-17T07:30:53.281851+00:00 | Highway To Hell | Ac/Dc | source:amperwave-api
2026-04-17T07:31:34.752637+00:00 | Highway To Hell | Ac/Dc | source:amperwave-api
2026-04-17T07:32:16.602781+00:00 | Highway To Hell | Ac/Dc | source:amperwave-api
2026-04-17T07:32:55.703560+00:00 | The One I Love | R.E.M. | source:amperwave-api
2026-04-17T07:33:37.646658+00:00 | The One I Love | R.E.M. | source:amperwave-api
2026-04-17T07:34:18.009051+00:00 | The One I Love | R.E.M. | source:amperwave-api
2026-04-17T07:35:01.098742+00:00 | The One I Love | R.E.M. | source:amperwave-api
2026-04-17T07:35:41.994590+00:00 | The One I Love | R.E.M. | source:amperwave-api
2026-04-17T07:36:25.022574+00:00 | Theres Only One Way To Rock | Sammy Hagar | source:amperwave-api
2026-04-17T07:37:07.518822+00:00 | Theres Only One Way To Rock | Sammy Hagar | source:amperwave-api
2026-04-17T07:37:47.926552+00:00 | Theres Only One Way To Rock | Sammy Hagar | source:amperwave-api
2026-04-17T07:38:28.495266+00:00 | Theres Only One Way To Rock | Sammy Hagar | source:amperwave-api
2026-04-17T07:39:09.284342+00:00 | Theres Only One Way To Rock | Sammy Hagar | source:amperwave-api
2026-04-17T07:39:50.702805+00:00 | Theres Only One Way To Rock | Sammy Hagar | source:amperwave-api
2026-04-17T07:40:32.090368+00:00 | Sweet Emotion | Aerosmith | source:amperwave-api
2026-04-17T07:41:58.515038+00:00 | Sweet Emotion | Aerosmith | source:amperwave-api
2026-04-17T07:42:37.305548+00:00 | Sweet Emotion | Aerosmith | source:amperwave-api
2026-04-17T07:43:19.476499+00:00 | Sweet Emotion | Aerosmith | source:amperwave-api
2026-04-17T07:43:59.790594+00:00 | Sweet Emotion | Aerosmith | source:amperwave-api
2026-04-17T07:45:30.665063+00:00 | Hysteria | Def Leppard | source:amperwave-api
2026-04-17T07:46:10.001185+00:00 | Hysteria | Def Leppard | source:amperwave-api
2026-04-17T07:46:48.314492+00:00 | Hysteria | Def Leppard | source:amperwave-api
2026-04-17T07:47:30.530063+00:00 | Hysteria | Def Leppard | source:amperwave-api
2026-04-17T07:49:00.206328+00:00 | Hysteria | Def Leppard | source:amperwave-api
2026-04-17T07:49:45.893165+00:00 | Hysteria | Def Leppard | source:amperwave-api
2026-04-17T07:50:27.060353+00:00 | Hysteria | Def Leppard | source:amperwave-api
2026-04-17T07:51:10.541130+00:00 | Brain Damage Eclipse | Pink Floyd | source:amperwave-api
2026-04-17T07:52:37.668941+00:00 | Brain Damage Eclipse | Pink Floyd | source:amperwave-api
2026-04-17T07:53:16.853612+00:00 | Brain Damage Eclipse | Pink Floyd | source:amperwave-api
2026-04-17T07:54:02.070916+00:00 | Brain Damage Eclipse | Pink Floyd | source:amperwave-api
2026-04-17T07:54:41.547161+00:00 | Brain Damage Eclipse | Pink Floyd | source:amperwave-api
2026-04-17T07:56:10.836366+00:00 | Brain Damage Eclipse | Pink Floyd | source:amperwave-api
2026-04-17T07:56:49.727531+00:00 | Brain Damage Eclipse | Pink Floyd | source:amperwave-api
2026-04-17T07:57:31.425111+00:00 | Take It On The Run | Reo Speedwagon | source:amperwave-api
2026-04-17T07:58:10.668314+00:00 | Take It On The Run | Reo Speedwagon | source:amperwave-api
2026-04-17T07:58:47.725761+00:00 | Take It On The Run | Reo Speedwagon | source:amperwave-api
2026-04-17T07:59:30.742136+00:00 | Take It On The Run | Reo Speedwagon | source:amperwave-api
2026-04-17T08:00:11.072743+00:00 | Take It On The Run | Reo Speedwagon | source:amperwave-api
2026-04-17T08:00:51.289075+00:00 | Take It On The Run | Reo Speedwagon | source:amperwave-api
2026-04-17T08:01:33.896981+00:00 | Take It On The Run | Reo Speedwagon | source:amperwave-api
2026-04-17T08:02:16.573391+00:00 | Bad Reputation | Joan Jett And The Blackhearts | source:amperwave-api
2026-04-17T08:02:56.162894+00:00 | Bad Reputation | Joan Jett And The Blackhearts | source:amperwave-api
2026-04-17T08:03:33.896015+00:00 | Bad Reputation | Joan Jett And The Blackhearts | source:amperwave-api
2026-04-17T08:04:12.952690+00:00 | Bad Reputation | Joan Jett And The Blackhearts | source:amperwave-api
2026-04-17T08:04:54.077908+00:00 | (Dont Fear) The Reaper | Blue Oyster Cult | source:amperwave-api
2026-04-17T08:05:34.243110+00:00 | (Dont Fear) The Reaper | Blue Oyster Cult | source:amperwave-api
2026-04-17T08:06:15.288246+00:00 | (Dont Fear) The Reaper | Blue Oyster Cult | source:amperwave-api
2026-04-17T08:06:56.487300+00:00 | (Dont Fear) The Reaper | Blue Oyster Cult | source:amperwave-api
2026-04-17T08:07:41.635878+00:00 | (Dont Fear) The Reaper | Blue Oyster Cult | source:amperwave-api
2026-04-17T08:09:06.614116+00:00 | (Dont Fear) The Reaper | Blue Oyster Cult | source:amperwave-api
2026-04-17T08:09:45.804548+00:00 | (Dont Fear) The Reaper | Blue Oyster Cult | source:amperwave-api
2026-04-17T08:10:27.424291+00:00 | Turn To Stone | Electric Light Orchestra | source:amperwave-api
2026-04-17T08:11:08.982635+00:00 | Turn To Stone | Electric Light Orchestra | source:amperwave-api
2026-04-17T08:11:50.787553+00:00 | Turn To Stone | Electric Light Orchestra | source:amperwave-api
2026-04-17T08:12:32.251257+00:00 | Turn To Stone | Electric Light Orchestra | source:amperwave-api
2026-04-17T08:13:12.345408+00:00 | Turn To Stone | Electric Light Orchestra | source:amperwave-api
2026-04-17T08:13:53.535967+00:00 | No More Mr. Nice Guy | Alice Cooper | source:amperwave-api
2026-04-17T08:14:35.091081+00:00 | No More Mr. Nice Guy | Alice Cooper | source:amperwave-api
2026-04-17T08:15:18.081011+00:00 | No More Mr. Nice Guy | Alice Cooper | source:amperwave-api
2026-04-17T08:15:58.225768+00:00 | No More Mr. Nice Guy | Alice Cooper | source:amperwave-api
2026-04-17T08:16:37.225654+00:00 | No More Mr. Nice Guy | Alice Cooper | source:amperwave-api
2026-04-17T08:17:20.139739+00:00 | No More Mr. Nice Guy | Alice Cooper | source:amperwave-api
2026-04-17T08:18:00.461362+00:00 | No More Mr. Nice Guy | Alice Cooper | source:amperwave-api
2026-04-17T08:18:42.731039+00:00 | No More Mr. Nice Guy | Alice Cooper | source:amperwave-api
2026-04-17T08:19:27.182047+00:00 | No More Mr. Nice Guy | Alice Cooper | source:amperwave-api
2026-04-17T08:20:09.877699+00:00 | Dont Come Around Here No More | Tom Petty The Heartbreakers | source:amperwave-api
2026-04-17T08:20:55.746665+00:00 | Dont Come Around Here No More | Tom Petty The Heartbreakers | source:amperwave-api
2026-04-17T08:22:21.662356+00:00 | Dont Come Around Here No More | Tom Petty The Heartbreakers | source:amperwave-api
2026-04-17T08:22:57.861904+00:00 | Dont Come Around Here No More | Tom Petty The Heartbreakers | source:amperwave-api
2026-04-17T08:23:38.197040+00:00 | Dont Come Around Here No More | Tom Petty The Heartbreakers | source:amperwave-api
2026-04-17T08:24:20.827348+00:00 | Dont Come Around Here No More | Tom Petty The Heartbreakers | source:amperwave-api
2026-04-17T08:25:00.229534+00:00 | Swingtown | Steve Miller Band | source:amperwave-api
2026-04-17T08:26:07.877435+00:00 | Swingtown | Steve Miller Band | source:amperwave-api
2026-04-17T08:26:51.269345+00:00 | Swingtown | Steve Miller Band | source:amperwave-api
2026-04-17T08:27:30.686012+00:00 | Swingtown | Steve Miller Band | source:amperwave-api
2026-04-17T08:28:14.130862+00:00 | Swingtown | Steve Miller Band | source:amperwave-api
2026-04-17T08:28:53.728658+00:00 | Flying High Again | Ozzy Osbourne | source:amperwave-api
2026-04-17T08:30:07.926347+00:00 | Flying High Again | Ozzy Osbourne | source:amperwave-api
2026-04-17T08:30:52.021596+00:00 | Flying High Again | Ozzy Osbourne | source:amperwave-api
2026-04-17T08:31:33.070672+00:00 | Flying High Again | Ozzy Osbourne | source:amperwave-api
2026-04-17T08:32:15.164089+00:00 | Flying High Again | Ozzy Osbourne | source:amperwave-api
2026-04-17T08:33:40.408148+00:00 | Best Of Both Worlds | Van Halen | source:amperwave-api
2026-04-17T08:34:25.573956+00:00 | Best Of Both Worlds | Van Halen | source:amperwave-api
2026-04-17T08:35:06.830729+00:00 | Best Of Both Worlds | Van Halen | source:amperwave-api
2026-04-17T08:35:48.225594+00:00 | Best Of Both Worlds | Van Halen | source:amperwave-api
2026-04-17T08:36:32.555471+00:00 | Best Of Both Worlds | Van Halen | source:amperwave-api
2026-04-17T08:37:26.893181+00:00 | Best Of Both Worlds | Van Halen | source:amperwave-api
2026-04-17T08:38:06.816412+00:00 | Hollywood Nights | Bob Seger The Silver Bullet Band | source:amperwave-api
2026-04-17T08:38:50.847977+00:00 | Hollywood Nights | Bob Seger The Silver Bullet Band | source:amperwave-api
2026-04-17T08:39:30.270144+00:00 | Hollywood Nights | Bob Seger The Silver Bullet Band | source:amperwave-api
2026-04-17T08:40:10.237150+00:00 | Hollywood Nights | Bob Seger The Silver Bullet Band | source:amperwave-api
2026-04-17T08:40:52.762742+00:00 | Hollywood Nights | Bob Seger The Silver Bullet Band | source:amperwave-api
2026-04-17T08:41:31.914639+00:00 | Hollywood Nights | Bob Seger The Silver Bullet Band | source:amperwave-api
2026-04-17T08:42:14.666757+00:00 | Hollywood Nights | Bob Seger The Silver Bullet Band | source:amperwave-api
2026-04-17T08:42:53.957779+00:00 | Hollywood Nights | Bob Seger The Silver Bullet Band | source:amperwave-api
2026-04-17T08:43:35.154367+00:00 | Sweet Child O Mine | Guns N Roses | source:amperwave-api
2026-04-17T08:44:15.508115+00:00 | Sweet Child O Mine | Guns N Roses | source:amperwave-api
2026-04-17T08:44:54.014355+00:00 | Sweet Child O Mine | Guns N Roses | source:amperwave-api
2026-04-17T08:45:33.601079+00:00 | Sweet Child O Mine | Guns N Roses | source:amperwave-api
2026-04-17T08:46:13.962791+00:00 | Sweet Child O Mine | Guns N Roses | source:amperwave-api
2026-04-17T08:46:55.086587+00:00 | Sweet Child O Mine | Guns N Roses | source:amperwave-api
2026-04-17T08:47:34.781913+00:00 | Sweet Child O Mine | Guns N Roses | source:amperwave-api
2026-04-17T08:48:16.713322+00:00 | Sweet Child O Mine | Guns N Roses | source:amperwave-api
2026-04-17T08:48:58.644044+00:00 | Sweet Child O Mine | Guns N Roses | source:amperwave-api
2026-04-17T08:49:40.625017+00:00 | Ramblin Man | Allman Brothers Band | source:amperwave-api
2026-04-17T08:51:01.186026+00:00 | Ramblin Man | Allman Brothers Band | source:amperwave-api
2026-04-17T08:51:42.879041+00:00 | Ramblin Man | Allman Brothers Band | source:amperwave-api
2026-04-17T08:52:23.464795+00:00 | Ramblin Man | Allman Brothers Band | source:amperwave-api
2026-04-17T08:53:06.486455+00:00 | Ramblin Man | Allman Brothers Band | source:amperwave-api
2026-04-17T08:53:46.183499+00:00 | Ramblin Man | Allman Brothers Band | source:amperwave-api
2026-04-17T08:54:24.782630+00:00 | Ramblin Man | Allman Brothers Band | source:amperwave-api
2026-04-17T08:55:05.539544+00:00 | Ramblin Man | Allman Brothers Band | source:amperwave-api
2026-04-17T08:55:47.428453+00:00 | Ramblin Man | Allman Brothers Band | source:amperwave-api
2026-04-17T08:56:28.963812+00:00 | With Or Without You | U2 | source:amperwave-api
2026-04-17T08:57:11.622512+00:00 | With Or Without You | U2 | source:amperwave-api
2026-04-17T08:57:52.785714+00:00 | With Or Without You | U2 | source:amperwave-api
2026-04-17T08:58:33.360011+00:00 | With Or Without You | U2 | source:amperwave-api
2026-04-17T08:59:14.814060+00:00 | With Or Without You | U2 | source:amperwave-api
2026-04-17T08:59:55.826025+00:00 | With Or Without You | U2 | source:amperwave-api
2026-04-17T09:00:36.321960+00:00 | With Or Without You | U2 | source:amperwave-api
2026-04-17T09:01:17.458681+00:00 | Lunatic Fringe | Red Rider | source:amperwave-api
2026-04-17T09:01:59.119394+00:00 | Lunatic Fringe | Red Rider | source:amperwave-api
2026-04-17T09:02:38.585187+00:00 | Lunatic Fringe | Red Rider | source:amperwave-api
2026-04-17T09:04:06.045636+00:00 | Lunatic Fringe | Red Rider | source:amperwave-api
2026-04-17T09:04:47.827052+00:00 | Lunatic Fringe | Red Rider | source:amperwave-api
2026-04-17T09:05:28.021977+00:00 | Lunatic Fringe | Red Rider | source:amperwave-api
2026-04-17T09:06:08.521608+00:00 | Crazy On You | Heart | source:amperwave-api
2026-04-17T09:07:24.125240+00:00 | Crazy On You | Heart | source:amperwave-api
2026-04-17T09:08:09.402849+00:00 | Crazy On You | Heart | source:amperwave-api
2026-04-17T09:08:49.486941+00:00 | Crazy On You | Heart | source:amperwave-api
2026-04-17T09:09:29.377739+00:00 | Crazy On You | Heart | source:amperwave-api
2026-04-17T09:10:12.177301+00:00 | Crazy On You | Heart | source:amperwave-api
2026-04-17T09:11:32.721237+00:00 | Rock And Roll Aint Noise Pollution | Ac/Dc | source:amperwave-api
2026-04-17T09:12:14.703959+00:00 | Rock And Roll Aint Noise Pollution | Ac/Dc | source:amperwave-api
2026-04-17T09:12:53.048588+00:00 | Rock And Roll Aint Noise Pollution | Ac/Dc | source:amperwave-api
2026-04-17T09:13:33.121064+00:00 | Rock And Roll Aint Noise Pollution | Ac/Dc | source:amperwave-api
2026-04-17T09:14:56.792208+00:00 | Rock And Roll Aint Noise Pollution | Ac/Dc | source:amperwave-api
2026-04-17T09:15:34.571890+00:00 | Rock And Roll Aint Noise Pollution | Ac/Dc | source:amperwave-api
2026-04-17T09:16:16.890620+00:00 | Dyer Maker | Led Zeppelin | source:amperwave-api
2026-04-17T09:17:00.458691+00:00 | Dyer Maker | Led Zeppelin | source:amperwave-api
2026-04-17T09:18:30.465070+00:00 | Dyer Maker | Led Zeppelin | source:amperwave-api
2026-04-17T09:19:10.341545+00:00 | Dyer Maker | Led Zeppelin | source:amperwave-api
2026-04-17T09:19:51.233586+00:00 | Dyer Maker | Led Zeppelin | source:amperwave-api
2026-04-17T09:20:37.478145+00:00 | Dyer Maker | Led Zeppelin | source:amperwave-api
2026-04-17T09:21:22.073069+00:00 | Dyer Maker | Led Zeppelin | source:amperwave-api
