2026-04-16T00:00:07.764678+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T03:31:53.202225+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T03:33:20.273597+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T03:33:58.022855+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T03:34:36.613168+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T03:35:15.333375+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T03:35:52.704756+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T03:36:31.186872+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T03:37:10.037201+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T03:37:50.011500+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T03:38:31.314857+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T03:39:09.391369+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T03:39:47.734345+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T03:40:27.418750+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T03:41:06.116070+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T03:41:43.027591+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T03:42:20.360174+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T03:42:55.509187+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T03:43:31.303504+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T03:44:06.670097+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T03:44:41.436890+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T03:45:16.329543+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T03:45:50.921933+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T03:47:02.103578+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T03:47:38.996226+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T03:48:18.919722+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T03:48:57.298866+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T03:49:35.347279+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T03:50:16.846595+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T03:50:55.203857+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T03:51:32.900891+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T03:52:11.196245+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T03:52:48.902343+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T03:53:30.124474+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T03:54:08.014615+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T03:55:29.008987+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T03:56:10.933984+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T03:56:51.323104+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T03:57:30.629441+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T03:58:12.490344+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T03:58:54.458951+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T03:59:34.167765+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:00:18.451501+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:00:59.448466+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:01:38.840611+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:02:18.641573+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:02:57.896566+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:04:32.013961+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:05:11.837725+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:05:50.967834+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:06:34.423867+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:07:15.658321+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:07:54.327502+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:08:35.560200+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:09:20.089959+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:10:02.569427+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:10:44.378287+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:11:24.062399+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:12:03.150248+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:12:44.203767+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:13:26.091945+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:14:09.081115+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:14:50.077146+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:15:30.177256+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:17:04.565089+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:17:44.813267+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:18:26.984522+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:19:06.659220+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:19:46.797541+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:20:28.167117+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:21:09.549716+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:22:14.068575+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:22:57.830699+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:23:40.314159+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:24:21.438064+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:25:03.511531+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:25:44.882444+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:26:25.568594+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:27:34.732915+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:28:14.849687+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:28:54.667920+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:29:34.717131+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:30:15.714849+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:30:57.723829+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:31:41.084154+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:32:22.581534+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:33:03.786325+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:33:47.037043+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:34:25.997873+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:35:08.899073+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:35:48.585810+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:36:28.365227+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:37:11.067058+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:37:51.468842+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:38:34.043232+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:39:18.460222+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:39:57.859079+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:40:38.667986+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:42:07.649381+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:42:48.472919+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:43:33.342310+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:44:13.941553+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:44:53.876524+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:45:33.992477+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:46:10.322511+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:46:45.898676+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:47:21.888674+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:48:01.781976+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:48:45.011860+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:50:14.403104+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:50:50.052520+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:51:27.114056+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:52:02.162554+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:52:37.654541+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:53:17.077445+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:54:42.012616+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:55:22.956010+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:56:01.148887+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:56:41.692386+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:57:23.016581+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:58:04.051113+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:58:43.290056+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:59:20.500247+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T04:59:59.568416+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T05:00:40.105214+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T05:01:23.817608+00:00 | Love Is A Battlefield | Pat Benatar | source:amperwave-api
2026-04-16T05:02:04.943703+00:00 | Love Is A Battlefield | Pat Benatar | source:amperwave-api
2026-04-16T05:02:48.038092+00:00 | Love Is A Battlefield | Pat Benatar | source:amperwave-api
2026-04-16T05:03:29.301153+00:00 | Love Is A Battlefield | Pat Benatar | source:amperwave-api
2026-04-16T05:04:12.072611+00:00 | Love Is A Battlefield | Pat Benatar | source:amperwave-api
2026-04-16T05:04:51.327225+00:00 | Love Is A Battlefield | Pat Benatar | source:amperwave-api
2026-04-16T05:05:30.513919+00:00 | Love Is A Battlefield | Pat Benatar | source:amperwave-api
2026-04-16T05:06:10.534455+00:00 | Love Is A Battlefield | Pat Benatar | source:amperwave-api
2026-04-16T05:08:07.095235+00:00 | The Long Run | Eagles | source:amperwave-api
2026-04-16T05:08:46.982660+00:00 | The Long Run | Eagles | source:amperwave-api
2026-04-16T05:09:26.272758+00:00 | The Long Run | Eagles | source:amperwave-api
2026-04-16T05:10:06.045488+00:00 | The Long Run | Eagles | source:amperwave-api
2026-04-16T05:10:47.150186+00:00 | Evil Woman | Electric Light Orchestra | source:amperwave-api
2026-04-16T05:11:27.656516+00:00 | Evil Woman | Electric Light Orchestra | source:amperwave-api
2026-04-16T05:12:41.315332+00:00 | Evil Woman | Electric Light Orchestra | source:amperwave-api
2026-04-16T05:13:22.324992+00:00 | Evil Woman | Electric Light Orchestra | source:amperwave-api
2026-04-16T05:14:01.751057+00:00 | Evil Woman | Electric Light Orchestra | source:amperwave-api
2026-04-16T05:14:45.405684+00:00 | Baba Oriley | Who | source:amperwave-api
2026-04-16T05:15:28.681778+00:00 | Baba Oriley | Who | source:amperwave-api
2026-04-16T05:16:08.259059+00:00 | Baba Oriley | Who | source:amperwave-api
2026-04-16T05:16:48.893012+00:00 | Baba Oriley | Who | source:amperwave-api
2026-04-16T05:17:59.152908+00:00 | Baba Oriley | Who | source:amperwave-api
2026-04-16T05:18:38.921135+00:00 | Baba Oriley | Who | source:amperwave-api
2026-04-16T05:19:21.750496+00:00 | Baba Oriley | Who | source:amperwave-api
2026-04-16T05:19:59.946445+00:00 | Baba Oriley | Who | source:amperwave-api
2026-04-16T05:20:40.897516+00:00 | Baba Oriley | Who | source:amperwave-api
2026-04-16T05:21:20.161693+00:00 | Baba Oriley | Who | source:amperwave-api
2026-04-16T05:21:58.840580+00:00 | Baba Oriley | Who | source:amperwave-api
2026-04-16T05:22:37.032863+00:00 | Baba Oriley | Who | source:amperwave-api
2026-04-16T05:23:16.959237+00:00 | You Wreck Me | Tom Petty | source:amperwave-api
2026-04-16T05:23:57.203738+00:00 | You Wreck Me | Tom Petty | source:amperwave-api
2026-04-16T05:24:40.160886+00:00 | You Wreck Me | Tom Petty | source:amperwave-api
2026-04-16T05:25:17.138768+00:00 | You Wreck Me | Tom Petty | source:amperwave-api
2026-04-16T05:25:56.419379+00:00 | You Wreck Me | Tom Petty | source:amperwave-api
2026-04-16T05:26:36.580409+00:00 | Cheap Sunglasses | Zz Top | source:amperwave-api
2026-04-16T05:27:15.222236+00:00 | Cheap Sunglasses | Zz Top | source:amperwave-api
2026-04-16T05:27:54.887443+00:00 | Cheap Sunglasses | Zz Top | source:amperwave-api
2026-04-16T05:28:35.084328+00:00 | Cheap Sunglasses | Zz Top | source:amperwave-api
2026-04-16T05:29:17.866414+00:00 | Cheap Sunglasses | Zz Top | source:amperwave-api
2026-04-16T05:29:59.234651+00:00 | Cheap Sunglasses | Zz Top | source:amperwave-api
2026-04-16T05:30:38.075298+00:00 | Cheap Sunglasses | Zz Top | source:amperwave-api
2026-04-16T05:31:16.781447+00:00 | Its The End Of The World As We Know It | R.E.M. | source:amperwave-api
2026-04-16T05:31:56.930487+00:00 | Its The End Of The World As We Know It | R.E.M. | source:amperwave-api
2026-04-16T05:33:08.260679+00:00 | Its The End Of The World As We Know It | R.E.M. | source:amperwave-api
2026-04-16T05:33:48.497006+00:00 | Its The End Of The World As We Know It | R.E.M. | source:amperwave-api
2026-04-16T05:34:27.942404+00:00 | Its The End Of The World As We Know It | R.E.M. | source:amperwave-api
2026-04-16T05:35:10.190066+00:00 | Its The End Of The World As We Know It | R.E.M. | source:amperwave-api
2026-04-16T05:35:50.778659+00:00 | Whole Lotta Rosie | Ac/Dc | source:amperwave-api
2026-04-16T05:36:29.896749+00:00 | Whole Lotta Rosie | Ac/Dc | source:amperwave-api
2026-04-16T05:37:09.866264+00:00 | Whole Lotta Rosie | Ac/Dc | source:amperwave-api
2026-04-16T05:37:51.234784+00:00 | Whole Lotta Rosie | Ac/Dc | source:amperwave-api
2026-04-16T05:38:34.328688+00:00 | Whole Lotta Rosie | Ac/Dc | source:amperwave-api
2026-04-16T05:39:15.079644+00:00 | Whole Lotta Rosie | Ac/Dc | source:amperwave-api
2026-04-16T05:39:55.837620+00:00 | Whole Lotta Rosie | Ac/Dc | source:amperwave-api
2026-04-16T05:40:37.949944+00:00 | Whole Lotta Rosie | Ac/Dc | source:amperwave-api
2026-04-16T05:41:17.188163+00:00 | Rock And Roll All Nite (Live) | Kiss | source:amperwave-api
2026-04-16T05:41:56.572291+00:00 | Rock And Roll All Nite (Live) | Kiss | source:amperwave-api
2026-04-16T05:42:37.086528+00:00 | Rock And Roll All Nite (Live) | Kiss | source:amperwave-api
2026-04-16T05:43:16.203810+00:00 | Rock And Roll All Nite (Live) | Kiss | source:amperwave-api
2026-04-16T05:43:56.252291+00:00 | Rock And Roll All Nite (Live) | Kiss | source:amperwave-api
2026-04-16T05:44:37.815035+00:00 | Rock And Roll All Nite (Live) | Kiss | source:amperwave-api
2026-04-16T05:45:17.875066+00:00 | Crazy Train | Ozzy Osbourne | source:amperwave-api
2026-04-16T05:46:02.336070+00:00 | Crazy Train | Ozzy Osbourne | source:amperwave-api
2026-04-16T05:46:41.196608+00:00 | Crazy Train | Ozzy Osbourne | source:amperwave-api
2026-04-16T05:48:09.205498+00:00 | Crazy Train | Ozzy Osbourne | source:amperwave-api
2026-04-16T05:48:49.459535+00:00 | Crazy Train | Ozzy Osbourne | source:amperwave-api
2026-04-16T05:49:31.015257+00:00 | Crazy Train | Ozzy Osbourne | source:amperwave-api
2026-04-16T05:50:14.746875+00:00 | People Are Strange | Doors | source:amperwave-api
2026-04-16T05:50:57.532093+00:00 | People Are Strange | Doors | source:amperwave-api
2026-04-16T05:51:36.279248+00:00 | People Are Strange | Doors | source:amperwave-api
2026-04-16T05:52:14.914338+00:00 | People Are Strange | Doors | source:amperwave-api
2026-04-16T05:52:55.487543+00:00 | People Are Strange | Doors | source:amperwave-api
2026-04-16T05:53:35.245055+00:00 | People Are Strange | Doors | source:amperwave-api
2026-04-16T05:54:15.740879+00:00 | I Hate Myself For Loving You | Joan Jett The Blackhearts | source:amperwave-api
2026-04-16T05:54:55.123173+00:00 | I Hate Myself For Loving You | Joan Jett The Blackhearts | source:amperwave-api
2026-04-16T05:55:37.201627+00:00 | I Hate Myself For Loving You | Joan Jett The Blackhearts | source:amperwave-api
2026-04-16T05:56:17.678544+00:00 | I Hate Myself For Loving You | Joan Jett The Blackhearts | source:amperwave-api
2026-04-16T05:57:00.778075+00:00 | I Hate Myself For Loving You | Joan Jett The Blackhearts | source:amperwave-api
2026-04-16T05:57:43.490486+00:00 | I Hate Myself For Loving You | Joan Jett The Blackhearts | source:amperwave-api
2026-04-16T05:58:25.493086+00:00 | I Hate Myself For Loving You | Joan Jett The Blackhearts | source:amperwave-api
2026-04-16T05:59:04.229556+00:00 | Double Vision | Foreigner | source:amperwave-api
2026-04-16T05:59:45.057566+00:00 | Double Vision | Foreigner | source:amperwave-api
2026-04-16T06:00:27.349605+00:00 | Double Vision | Foreigner | source:amperwave-api
2026-04-16T06:01:09.139687+00:00 | Double Vision | Foreigner | source:amperwave-api
2026-04-16T06:01:49.733332+00:00 | Double Vision | Foreigner | source:amperwave-api
2026-04-16T06:03:53.649388+00:00 | Mony Mony | Billy Idol | source:amperwave-api
2026-04-16T06:04:36.408050+00:00 | Mony Mony | Billy Idol | source:amperwave-api
2026-04-16T06:05:14.990524+00:00 | Mony Mony | Billy Idol | source:amperwave-api
2026-04-16T06:05:57.478545+00:00 | Mony Mony | Billy Idol | source:amperwave-api
2026-04-16T06:06:37.854767+00:00 | Mony Mony | Billy Idol | source:amperwave-api
2026-04-16T06:07:18.201715+00:00 | Mony Mony | Billy Idol | source:amperwave-api
2026-04-16T06:07:57.515099+00:00 | More Than A Feeling | Boston | source:amperwave-api
2026-04-16T06:08:38.428202+00:00 | More Than A Feeling | Boston | source:amperwave-api
2026-04-16T06:09:17.019616+00:00 | More Than A Feeling | Boston | source:amperwave-api
2026-04-16T06:09:57.295198+00:00 | More Than A Feeling | Boston | source:amperwave-api
2026-04-16T06:10:39.102914+00:00 | More Than A Feeling | Boston | source:amperwave-api
2026-04-16T06:11:19.854193+00:00 | More Than A Feeling | Boston | source:amperwave-api
2026-04-16T06:12:02.276161+00:00 | More Than A Feeling | Boston | source:amperwave-api
2026-04-16T06:12:42.457670+00:00 | Ridin The Storm Out (Live) | Reo Speedwagon | source:amperwave-api
2026-04-16T06:13:21.505587+00:00 | Ridin The Storm Out (Live) | Reo Speedwagon | source:amperwave-api
2026-04-16T06:14:02.950074+00:00 | Ridin The Storm Out (Live) | Reo Speedwagon | source:amperwave-api
2026-04-16T06:14:43.690447+00:00 | Ridin The Storm Out (Live) | Reo Speedwagon | source:amperwave-api
2026-04-16T06:15:26.469396+00:00 | Ridin The Storm Out (Live) | Reo Speedwagon | source:amperwave-api
2026-04-16T06:16:05.407157+00:00 | Ridin The Storm Out (Live) | Reo Speedwagon | source:amperwave-api
2026-04-16T06:16:48.918348+00:00 | Ridin The Storm Out (Live) | Reo Speedwagon | source:amperwave-api
2026-04-16T06:18:19.947337+00:00 | Lola | Kinks | source:amperwave-api
2026-04-16T06:18:58.276573+00:00 | Lola | Kinks | source:amperwave-api
2026-04-16T06:19:39.421140+00:00 | Lola | Kinks | source:amperwave-api
2026-04-16T06:20:19.920396+00:00 | Lola | Kinks | source:amperwave-api
2026-04-16T06:21:00.973020+00:00 | Lola | Kinks | source:amperwave-api
2026-04-16T06:21:40.586012+00:00 | Lola | Kinks | source:amperwave-api
2026-04-16T06:22:20.937856+00:00 | Lola | Kinks | source:amperwave-api
2026-04-16T06:23:47.130820+00:00 | Lola | Kinks | source:amperwave-api
2026-04-16T06:24:25.414051+00:00 | Lola | Kinks | source:amperwave-api
2026-04-16T06:25:09.125116+00:00 | Edge Of Seventeen | Stevie Nicks | source:amperwave-api
2026-04-16T06:25:49.883745+00:00 | Edge Of Seventeen | Stevie Nicks | source:amperwave-api
2026-04-16T06:26:30.056967+00:00 | Edge Of Seventeen | Stevie Nicks | source:amperwave-api
2026-04-16T06:27:09.787197+00:00 | Edge Of Seventeen | Stevie Nicks | source:amperwave-api
2026-04-16T06:27:49.164536+00:00 | Edge Of Seventeen | Stevie Nicks | source:amperwave-api
2026-04-16T06:29:22.754309+00:00 | Edge Of Seventeen | Stevie Nicks | source:amperwave-api
2026-04-16T06:30:02.145654+00:00 | Edge Of Seventeen | Stevie Nicks | source:amperwave-api
2026-04-16T06:30:41.853004+00:00 | Dream On | Aerosmith | source:amperwave-api
2026-04-16T06:31:24.107746+00:00 | Dream On | Aerosmith | source:amperwave-api
2026-04-16T06:32:03.038475+00:00 | Dream On | Aerosmith | source:amperwave-api
2026-04-16T06:32:44.120031+00:00 | Dream On | Aerosmith | source:amperwave-api
2026-04-16T06:33:23.538085+00:00 | Dream On | Aerosmith | source:amperwave-api
2026-04-16T06:34:05.305952+00:00 | Dream On | Aerosmith | source:amperwave-api
2026-04-16T06:34:45.151717+00:00 | Dream On | Aerosmith | source:amperwave-api
2026-04-16T06:35:25.829428+00:00 | Limelight | Rush | source:amperwave-api
2026-04-16T06:36:05.618413+00:00 | Limelight | Rush | source:amperwave-api
2026-04-16T06:36:45.984464+00:00 | Limelight | Rush | source:amperwave-api
2026-04-16T06:37:25.133569+00:00 | Limelight | Rush | source:amperwave-api
2026-04-16T06:38:06.486577+00:00 | Limelight | Rush | source:amperwave-api
2026-04-16T06:38:46.909540+00:00 | Limelight | Rush | source:amperwave-api
2026-04-16T06:39:28.079404+00:00 | Limelight | Rush | source:amperwave-api
2026-04-16T06:40:07.530584+00:00 | Old Time Rock Roll | Bob Seger The Silver Bullet Band | source:amperwave-api
2026-04-16T06:40:48.219121+00:00 | Old Time Rock Roll | Bob Seger The Silver Bullet Band | source:amperwave-api
2026-04-16T06:41:26.233829+00:00 | Old Time Rock Roll | Bob Seger The Silver Bullet Band | source:amperwave-api
2026-04-16T06:42:05.036259+00:00 | Old Time Rock Roll | Bob Seger The Silver Bullet Band | source:amperwave-api
2026-04-16T06:42:43.958236+00:00 | Old Time Rock Roll | Bob Seger The Silver Bullet Band | source:amperwave-api
2026-04-16T06:43:25.141393+00:00 | Whats Your Name | Lynyrd Skynyrd | source:amperwave-api
2026-04-16T06:45:10.919138+00:00 | Whats Your Name | Lynyrd Skynyrd | source:amperwave-api
2026-04-16T06:45:48.364540+00:00 | Whats Your Name | Lynyrd Skynyrd | source:amperwave-api
2026-04-16T06:46:28.372220+00:00 | Whats Your Name | Lynyrd Skynyrd | source:amperwave-api
2026-04-16T06:47:09.161673+00:00 | You Shook Me All Night Long | Ac/Dc | source:amperwave-api
2026-04-16T06:47:48.612755+00:00 | You Shook Me All Night Long | Ac/Dc | source:amperwave-api
2026-04-16T06:48:28.037192+00:00 | You Shook Me All Night Long | Ac/Dc | source:amperwave-api
2026-04-16T06:49:05.446669+00:00 | You Shook Me All Night Long | Ac/Dc | source:amperwave-api
2026-04-16T06:49:44.070581+00:00 | You Shook Me All Night Long | Ac/Dc | source:amperwave-api
2026-04-16T06:50:20.502839+00:00 | You Shook Me All Night Long | Ac/Dc | source:amperwave-api
2026-04-16T06:50:55.792857+00:00 | Immigrant Song | Led Zeppelin | source:amperwave-api
2026-04-16T06:51:31.769508+00:00 | Immigrant Song | Led Zeppelin | source:amperwave-api
2026-04-16T06:52:06.827092+00:00 | Immigrant Song | Led Zeppelin | source:amperwave-api
2026-04-16T06:52:42.449543+00:00 | Immigrant Song | Led Zeppelin | source:amperwave-api
2026-04-16T06:54:17.352995+00:00 | Immigrant Song | Led Zeppelin | source:amperwave-api
2026-04-16T06:54:52.454953+00:00 | Foolin | Def Leppard | source:amperwave-api
2026-04-16T06:55:28.210394+00:00 | Foolin | Def Leppard | source:amperwave-api
2026-04-16T06:56:04.400757+00:00 | Foolin | Def Leppard | source:amperwave-api
2026-04-16T06:56:39.386953+00:00 | Foolin | Def Leppard | source:amperwave-api
2026-04-16T06:57:14.819367+00:00 | Foolin | Def Leppard | source:amperwave-api
2026-04-16T06:58:48.653021+00:00 | Foolin | Def Leppard | source:amperwave-api
2026-04-16T06:59:23.562477+00:00 | Foolin | Def Leppard | source:amperwave-api
2026-04-16T06:59:59.619079+00:00 | Lovin, Touchin, Squeezin | Journey | source:amperwave-api
2026-04-16T07:00:34.542458+00:00 | Lovin, Touchin, Squeezin | Journey | source:amperwave-api
2026-04-16T07:01:12.040005+00:00 | Lovin, Touchin, Squeezin | Journey | source:amperwave-api
2026-04-16T07:01:48.442059+00:00 | Lovin, Touchin, Squeezin | Journey | source:amperwave-api
2026-04-16T07:03:23.167691+00:00 | Lovin, Touchin, Squeezin | Journey | source:amperwave-api
2026-04-16T07:03:58.426893+00:00 | Start Me Up | Rolling Stones | source:amperwave-api
2026-04-16T07:04:35.191753+00:00 | Start Me Up | Rolling Stones | source:amperwave-api
2026-04-16T07:05:11.445931+00:00 | Start Me Up | Rolling Stones | source:amperwave-api
2026-04-16T07:05:49.178344+00:00 | Start Me Up | Rolling Stones | source:amperwave-api
2026-04-16T07:06:25.829006+00:00 | Start Me Up | Rolling Stones | source:amperwave-api
2026-04-16T07:07:58.620776+00:00 | Heartache Tonight | Eagles | source:amperwave-api
2026-04-16T07:08:36.243110+00:00 | Heartache Tonight | Eagles | source:amperwave-api
