2026-04-15T00:00:18.965249+00:00 | Lady | Styx | source:amperwave-api
2026-04-15T06:33:54.816097+00:00 | Born In The U.S.A. | Bruce Springsteen | source:amperwave-api
2026-04-15T06:34:30.249083+00:00 | Born In The U.S.A. | Bruce Springsteen | source:amperwave-api
2026-04-15T06:35:04.673931+00:00 | Born In The U.S.A. | Bruce Springsteen | source:amperwave-api
2026-04-15T06:35:41.987384+00:00 | Born In The U.S.A. | Bruce Springsteen | source:amperwave-api
2026-04-15T06:36:17.157627+00:00 | Born In The U.S.A. | Bruce Springsteen | source:amperwave-api
2026-04-15T06:36:54.025806+00:00 | Born In The U.S.A. | Bruce Springsteen | source:amperwave-api
2026-04-15T06:37:29.040859+00:00 | Born In The U.S.A. | Bruce Springsteen | source:amperwave-api
2026-04-15T06:38:03.517622+00:00 | Burnin Sky | Bad Company | source:amperwave-api
2026-04-15T06:38:38.149437+00:00 | Burnin Sky | Bad Company | source:amperwave-api
2026-04-15T06:39:14.573097+00:00 | Burnin Sky | Bad Company | source:amperwave-api
2026-04-15T06:39:49.741487+00:00 | Burnin Sky | Bad Company | source:amperwave-api
2026-04-15T06:40:32.301063+00:00 | Burnin Sky | Bad Company | source:amperwave-api
2026-04-15T06:41:07.188215+00:00 | Burnin Sky | Bad Company | source:amperwave-api
2026-04-15T06:41:43.143085+00:00 | Burnin Sky | Bad Company | source:amperwave-api
2026-04-15T06:42:18.402884+00:00 | Burnin Sky | Bad Company | source:amperwave-api
2026-04-15T06:42:53.643864+00:00 | Burnin Sky | Bad Company | source:amperwave-api
2026-04-15T06:43:51.865420+00:00 | Life In The Fast Lane | Eagles | source:amperwave-api
2026-04-15T06:44:26.561265+00:00 | Life In The Fast Lane | Eagles | source:amperwave-api
2026-04-15T06:45:22.329008+00:00 | Life In The Fast Lane | Eagles | source:amperwave-api
2026-04-15T06:45:56.765091+00:00 | Life In The Fast Lane | Eagles | source:amperwave-api
2026-04-15T06:46:35.335581+00:00 | Life In The Fast Lane | Eagles | source:amperwave-api
2026-04-15T06:47:10.757996+00:00 | Life In The Fast Lane | Eagles | source:amperwave-api
2026-04-15T06:47:50.702117+00:00 | Life In The Fast Lane | Eagles | source:amperwave-api
2026-04-15T06:48:45.206509+00:00 | Kickstart My Heart | Motley Crue | source:amperwave-api
2026-04-15T06:49:19.739707+00:00 | Kickstart My Heart | Motley Crue | source:amperwave-api
2026-04-15T06:49:55.150669+00:00 | Kickstart My Heart | Motley Crue | source:amperwave-api
2026-04-15T06:50:30.969774+00:00 | Kickstart My Heart | Motley Crue | source:amperwave-api
2026-04-15T06:51:11.783586+00:00 | Kickstart My Heart | Motley Crue | source:amperwave-api
2026-04-15T06:51:46.867194+00:00 | Kickstart My Heart | Motley Crue | source:amperwave-api
2026-04-15T06:52:22.087549+00:00 | Kickstart My Heart | Motley Crue | source:amperwave-api
2026-04-15T06:52:57.737719+00:00 | Schools Out | Alice Cooper | source:amperwave-api
2026-04-15T06:53:32.797141+00:00 | Schools Out | Alice Cooper | source:amperwave-api
2026-04-15T06:54:07.494564+00:00 | Schools Out | Alice Cooper | source:amperwave-api
2026-04-15T06:54:42.372089+00:00 | Schools Out | Alice Cooper | source:amperwave-api
2026-04-15T06:55:17.227962+00:00 | Schools Out | Alice Cooper | source:amperwave-api
2026-04-15T06:55:52.098875+00:00 | Schools Out | Alice Cooper | source:amperwave-api
2026-04-15T06:56:31.134554+00:00 | Schools Out | Alice Cooper | source:amperwave-api
2026-04-15T06:57:08.477629+00:00 | Schools Out | Alice Cooper | source:amperwave-api
2026-04-15T06:58:04.673807+00:00 | Schools Out | Alice Cooper | source:amperwave-api
2026-04-15T06:58:39.835174+00:00 | Dont Stand So Close To Me | Police | source:amperwave-api
2026-04-15T06:59:15.038206+00:00 | Dont Stand So Close To Me | Police | source:amperwave-api
2026-04-15T06:59:51.084732+00:00 | Dont Stand So Close To Me | Police | source:amperwave-api
2026-04-15T07:00:26.024210+00:00 | Dont Stand So Close To Me | Police | source:amperwave-api
2026-04-15T07:01:25.568680+00:00 | Dont Stand So Close To Me | Police | source:amperwave-api
2026-04-15T07:02:01.229891+00:00 | Dont Stand So Close To Me | Police | source:amperwave-api
2026-04-15T07:02:36.187332+00:00 | My Kinda Lover | Billy Squier | source:amperwave-api
2026-04-15T07:03:11.346120+00:00 | My Kinda Lover | Billy Squier | source:amperwave-api
2026-04-15T07:03:46.813333+00:00 | My Kinda Lover | Billy Squier | source:amperwave-api
2026-04-15T07:04:22.535559+00:00 | My Kinda Lover | Billy Squier | source:amperwave-api
2026-04-15T07:05:01.216866+00:00 | My Kinda Lover | Billy Squier | source:amperwave-api
2026-04-15T07:05:36.425597+00:00 | My Kinda Lover | Billy Squier | source:amperwave-api
2026-04-15T07:06:11.474486+00:00 | We Will Rock You We Are The Champions | Queen | source:amperwave-api
2026-04-15T07:06:46.014144+00:00 | We Will Rock You We Are The Champions | Queen | source:amperwave-api
2026-04-15T07:07:20.816705+00:00 | We Will Rock You We Are The Champions | Queen | source:amperwave-api
2026-04-15T07:07:55.977752+00:00 | We Will Rock You We Are The Champions | Queen | source:amperwave-api
2026-04-15T07:08:31.051963+00:00 | We Will Rock You We Are The Champions | Queen | source:amperwave-api
2026-04-15T07:09:06.299373+00:00 | We Will Rock You We Are The Champions | Queen | source:amperwave-api
2026-04-15T07:09:41.081187+00:00 | We Will Rock You We Are The Champions | Queen | source:amperwave-api
2026-04-15T07:10:16.319470+00:00 | We Will Rock You We Are The Champions | Queen | source:amperwave-api
2026-04-15T07:11:05.062468+00:00 | We Will Rock You We Are The Champions | Queen | source:amperwave-api
2026-04-15T07:11:48.089463+00:00 | Here Comes My Girl | Tom Petty | source:amperwave-api
2026-04-15T07:12:29.039067+00:00 | Here Comes My Girl | Tom Petty | source:amperwave-api
2026-04-15T07:13:03.760984+00:00 | Here Comes My Girl | Tom Petty | source:amperwave-api
2026-04-15T07:13:38.517641+00:00 | Here Comes My Girl | Tom Petty | source:amperwave-api
2026-04-15T07:14:14.159256+00:00 | Here Comes My Girl | Tom Petty | source:amperwave-api
2026-04-15T07:14:49.081859+00:00 | Here Comes My Girl | Tom Petty | source:amperwave-api
2026-04-15T07:15:23.861019+00:00 | Here Comes My Girl | Tom Petty | source:amperwave-api
2026-04-15T07:15:58.640715+00:00 | Love Her Madly | Doors | source:amperwave-api
2026-04-15T07:16:33.028605+00:00 | Love Her Madly | Doors | source:amperwave-api
2026-04-15T07:17:32.660431+00:00 | Love Her Madly | Doors | source:amperwave-api
2026-04-15T07:18:07.781950+00:00 | Love Her Madly | Doors | source:amperwave-api
2026-04-15T07:18:42.368121+00:00 | Love Her Madly | Doors | source:amperwave-api
2026-04-15T07:19:20.365390+00:00 | Love Her Madly | Doors | source:amperwave-api
2026-04-15T07:19:54.666656+00:00 | Love Her Madly | Doors | source:amperwave-api
2026-04-15T07:20:29.302692+00:00 | Love Her Madly | Doors | source:amperwave-api
2026-04-15T07:21:05.452728+00:00 | Love Her Madly | Doors | source:amperwave-api
2026-04-15T07:21:39.955929+00:00 | Bad Medicine | Bon Jovi | source:amperwave-api
2026-04-15T07:22:15.486510+00:00 | Bad Medicine | Bon Jovi | source:amperwave-api
2026-04-15T07:22:50.802070+00:00 | Bad Medicine | Bon Jovi | source:amperwave-api
2026-04-15T07:23:26.123678+00:00 | Bad Medicine | Bon Jovi | source:amperwave-api
2026-04-15T07:24:01.158668+00:00 | Bad Medicine | Bon Jovi | source:amperwave-api
2026-04-15T07:24:36.084465+00:00 | Bad Medicine | Bon Jovi | source:amperwave-api
2026-04-15T07:25:11.205776+00:00 | Bad Medicine | Bon Jovi | source:amperwave-api
2026-04-15T07:25:46.342907+00:00 | Bad Medicine | Bon Jovi | source:amperwave-api
2026-04-15T07:26:22.178434+00:00 | Bad Medicine | Bon Jovi | source:amperwave-api
2026-04-15T07:26:57.822642+00:00 | Jungle Love | Steve Miller Band | source:amperwave-api
2026-04-15T07:27:35.086635+00:00 | Jungle Love | Steve Miller Band | source:amperwave-api
2026-04-15T07:28:31.067339+00:00 | Jungle Love | Steve Miller Band | source:amperwave-api
2026-04-15T07:29:05.913229+00:00 | Jungle Love | Steve Miller Band | source:amperwave-api
2026-04-15T07:30:01.221695+00:00 | Rock The Casbah | Clash | source:amperwave-api
2026-04-15T07:30:35.758851+00:00 | Rock The Casbah | Clash | source:amperwave-api
2026-04-15T07:31:11.553161+00:00 | Rock The Casbah | Clash | source:amperwave-api
2026-04-15T07:31:52.818146+00:00 | Rock The Casbah | Clash | source:amperwave-api
2026-04-15T07:32:28.624566+00:00 | Rock The Casbah | Clash | source:amperwave-api
2026-04-15T07:33:03.118341+00:00 | Rock The Casbah | Clash | source:amperwave-api
2026-04-15T07:33:38.938360+00:00 | Misunderstanding | Genesis | source:amperwave-api
2026-04-15T07:34:13.744166+00:00 | Misunderstanding | Genesis | source:amperwave-api
2026-04-15T07:34:48.858203+00:00 | Misunderstanding | Genesis | source:amperwave-api
2026-04-15T07:35:24.186344+00:00 | Misunderstanding | Genesis | source:amperwave-api
2026-04-15T07:35:58.783495+00:00 | Misunderstanding | Genesis | source:amperwave-api
2026-04-15T07:36:57.225110+00:00 | Roll With The Changes | Reo Speedwagon | source:amperwave-api
2026-04-15T07:37:32.537634+00:00 | Roll With The Changes | Reo Speedwagon | source:amperwave-api
2026-04-15T07:38:07.442149+00:00 | Roll With The Changes | Reo Speedwagon | source:amperwave-api
2026-04-15T07:38:42.803804+00:00 | Roll With The Changes | Reo Speedwagon | source:amperwave-api
2026-04-15T07:39:18.445564+00:00 | Roll With The Changes | Reo Speedwagon | source:amperwave-api
2026-04-15T07:39:53.721772+00:00 | Roll With The Changes | Reo Speedwagon | source:amperwave-api
2026-04-15T07:40:28.547028+00:00 | Roll With The Changes | Reo Speedwagon | source:amperwave-api
2026-04-15T07:41:04.254257+00:00 | Roll With The Changes | Reo Speedwagon | source:amperwave-api
2026-04-15T07:41:38.870012+00:00 | Roll With The Changes | Reo Speedwagon | source:amperwave-api
2026-04-15T07:42:14.244250+00:00 | Roll With The Changes | Reo Speedwagon | source:amperwave-api
2026-04-15T07:42:49.657261+00:00 | Learning To Fly | Pink Floyd | source:amperwave-api
2026-04-15T07:43:24.686282+00:00 | Learning To Fly | Pink Floyd | source:amperwave-api
2026-04-15T07:43:59.669382+00:00 | Learning To Fly | Pink Floyd | source:amperwave-api
2026-04-15T07:44:34.815193+00:00 | Learning To Fly | Pink Floyd | source:amperwave-api
2026-04-15T07:45:10.042531+00:00 | Learning To Fly | Pink Floyd | source:amperwave-api
2026-04-15T07:46:07.082646+00:00 | Learning To Fly | Pink Floyd | source:amperwave-api
2026-04-15T07:46:41.954746+00:00 | Learning To Fly | Pink Floyd | source:amperwave-api
2026-04-15T07:47:18.158561+00:00 | Learning To Fly | Pink Floyd | source:amperwave-api
2026-04-15T07:47:54.174286+00:00 | Cat Scratch Fever | Ted Nugent | source:amperwave-api
2026-04-15T07:48:29.338561+00:00 | Cat Scratch Fever | Ted Nugent | source:amperwave-api
2026-04-15T07:49:27.831057+00:00 | Cat Scratch Fever | Ted Nugent | source:amperwave-api
2026-04-15T07:50:02.903814+00:00 | Cat Scratch Fever | Ted Nugent | source:amperwave-api
2026-04-15T07:50:37.311718+00:00 | Cat Scratch Fever | Ted Nugent | source:amperwave-api
2026-04-15T07:51:15.496790+00:00 | Cat Scratch Fever | Ted Nugent | source:amperwave-api
2026-04-15T07:51:51.794136+00:00 | Cat Scratch Fever | Ted Nugent | source:amperwave-api
2026-04-15T07:52:44.534240+00:00 | Cat Scratch Fever | Ted Nugent | source:amperwave-api
2026-04-15T07:53:19.570097+00:00 | Cat Scratch Fever | Ted Nugent | source:amperwave-api
2026-04-15T07:53:55.166854+00:00 | Cat Scratch Fever | Ted Nugent | source:amperwave-api
2026-04-15T07:54:30.108155+00:00 | Photograph | Def Leppard | source:amperwave-api
2026-04-15T07:55:04.546910+00:00 | Photograph | Def Leppard | source:amperwave-api
2026-04-15T07:55:39.693599+00:00 | Photograph | Def Leppard | source:amperwave-api
2026-04-15T07:56:14.211194+00:00 | Photograph | Def Leppard | source:amperwave-api
2026-04-15T07:56:49.128433+00:00 | Photograph | Def Leppard | source:amperwave-api
2026-04-15T07:57:24.780054+00:00 | Photograph | Def Leppard | source:amperwave-api
2026-04-15T07:58:00.264477+00:00 | Photograph | Def Leppard | source:amperwave-api
2026-04-15T07:58:35.042502+00:00 | Photograph | Def Leppard | source:amperwave-api
2026-04-15T07:59:16.020348+00:00 | Sultans Of Swing | Dire Straits | source:amperwave-api
2026-04-15T07:59:50.762516+00:00 | Sultans Of Swing | Dire Straits | source:amperwave-api
2026-04-15T08:00:31.941734+00:00 | Sultans Of Swing | Dire Straits | source:amperwave-api
2026-04-15T08:01:07.148025+00:00 | Sultans Of Swing | Dire Straits | source:amperwave-api
2026-04-15T08:02:07.750073+00:00 | Sultans Of Swing | Dire Straits | source:amperwave-api
2026-04-15T08:02:43.057867+00:00 | Sultans Of Swing | Dire Straits | source:amperwave-api
2026-04-15T08:03:38.597555+00:00 | Sultans Of Swing | Dire Straits | source:amperwave-api
2026-04-15T08:04:13.909490+00:00 | Sultans Of Swing | Dire Straits | source:amperwave-api
2026-04-15T08:05:13.233068+00:00 | Addicted To Love | Robert Palmer | source:amperwave-api
2026-04-15T08:05:48.466808+00:00 | Addicted To Love | Robert Palmer | source:amperwave-api
2026-04-15T08:06:46.256891+00:00 | Addicted To Love | Robert Palmer | source:amperwave-api
2026-04-15T08:07:21.396279+00:00 | Addicted To Love | Robert Palmer | source:amperwave-api
2026-04-15T08:08:17.954268+00:00 | Addicted To Love | Robert Palmer | source:amperwave-api
2026-04-15T08:08:52.639954+00:00 | Addicted To Love | Robert Palmer | source:amperwave-api
2026-04-15T08:09:27.508669+00:00 | Fool In The Rain | Led Zeppelin | source:amperwave-api
2026-04-15T08:10:08.906257+00:00 | Fool In The Rain | Led Zeppelin | source:amperwave-api
2026-04-15T08:10:55.224215+00:00 | Fool In The Rain | Led Zeppelin | source:amperwave-api
2026-04-15T08:11:30.049769+00:00 | Fool In The Rain | Led Zeppelin | source:amperwave-api
2026-04-15T08:12:05.759373+00:00 | Fool In The Rain | Led Zeppelin | source:amperwave-api
2026-04-15T08:12:40.655294+00:00 | Fool In The Rain | Led Zeppelin | source:amperwave-api
2026-04-15T08:13:15.281223+00:00 | Fool In The Rain | Led Zeppelin | source:amperwave-api
2026-04-15T08:13:50.449385+00:00 | Fool In The Rain | Led Zeppelin | source:amperwave-api
2026-04-15T08:14:26.313837+00:00 | Fool In The Rain | Led Zeppelin | source:amperwave-api
2026-04-15T08:15:29.430000+00:00 | Rainbow In The Dark | Dio | source:amperwave-api
2026-04-15T08:16:04.041224+00:00 | Rainbow In The Dark | Dio | source:amperwave-api
2026-04-15T08:17:03.257818+00:00 | Rainbow In The Dark | Dio | source:amperwave-api
2026-04-15T08:17:37.590254+00:00 | Rainbow In The Dark | Dio | source:amperwave-api
2026-04-15T08:18:36.196237+00:00 | Rainbow In The Dark | Dio | source:amperwave-api
2026-04-15T08:19:10.862685+00:00 | Rainbow In The Dark | Dio | source:amperwave-api
2026-04-15T08:20:10.020862+00:00 | Gimme Shelter | Rolling Stones | source:amperwave-api
2026-04-15T08:20:44.781329+00:00 | Gimme Shelter | Rolling Stones | source:amperwave-api
2026-04-15T08:21:19.367470+00:00 | Gimme Shelter | Rolling Stones | source:amperwave-api
2026-04-15T08:21:55.379143+00:00 | Gimme Shelter | Rolling Stones | source:amperwave-api
2026-04-15T08:22:29.950898+00:00 | Gimme Shelter | Rolling Stones | source:amperwave-api
2026-04-15T08:23:04.510145+00:00 | Gimme Shelter | Rolling Stones | source:amperwave-api
2026-04-15T08:23:39.380118+00:00 | Gimme Shelter | Rolling Stones | source:amperwave-api
2026-04-15T08:24:14.194833+00:00 | Gimme Shelter | Rolling Stones | source:amperwave-api
2026-04-15T08:24:49.030263+00:00 | Gimme Shelter | Rolling Stones | source:amperwave-api
2026-04-15T08:25:23.997196+00:00 | Gimme Shelter | Rolling Stones | source:amperwave-api
2026-04-15T08:25:58.913950+00:00 | Gimme Shelter | Rolling Stones | source:amperwave-api
2026-04-15T08:26:33.842413+00:00 | Gimme Shelter | Rolling Stones | source:amperwave-api
2026-04-15T08:27:09.203853+00:00 | Hells Bells | Ac/Dc | source:amperwave-api
2026-04-15T08:27:44.446474+00:00 | Hells Bells | Ac/Dc | source:amperwave-api
2026-04-15T08:28:22.398346+00:00 | Hells Bells | Ac/Dc | source:amperwave-api
2026-04-15T08:28:57.531700+00:00 | Hells Bells | Ac/Dc | source:amperwave-api
2026-04-15T08:29:32.555094+00:00 | Hells Bells | Ac/Dc | source:amperwave-api
2026-04-15T08:30:07.955945+00:00 | Hells Bells | Ac/Dc | source:amperwave-api
2026-04-15T08:30:43.453746+00:00 | Hells Bells | Ac/Dc | source:amperwave-api
2026-04-15T08:31:32.455902+00:00 | Hells Bells | Ac/Dc | source:amperwave-api
2026-04-15T08:32:07.846482+00:00 | Night Moves | Bob Seger The Silver Bullet Band | source:amperwave-api
2026-04-15T08:33:05.280177+00:00 | Night Moves | Bob Seger The Silver Bullet Band | source:amperwave-api
2026-04-15T08:33:40.625826+00:00 | Night Moves | Bob Seger The Silver Bullet Band | source:amperwave-api
2026-04-15T08:34:16.094928+00:00 | Night Moves | Bob Seger The Silver Bullet Band | source:amperwave-api
2026-04-15T08:34:52.384222+00:00 | Night Moves | Bob Seger The Silver Bullet Band | source:amperwave-api
2026-04-15T08:35:27.054182+00:00 | Night Moves | Bob Seger The Silver Bullet Band | source:amperwave-api
2026-04-15T08:36:24.997279+00:00 | Night Moves | Bob Seger The Silver Bullet Band | source:amperwave-api
2026-04-15T08:37:00.214956+00:00 | Night Moves | Bob Seger The Silver Bullet Band | source:amperwave-api
2026-04-15T08:37:35.275296+00:00 | Night Moves | Bob Seger The Silver Bullet Band | source:amperwave-api
2026-04-15T08:38:10.432968+00:00 | Summer Of 69 | Bryan Adams | source:amperwave-api
2026-04-15T08:38:45.152763+00:00 | Summer Of 69 | Bryan Adams | source:amperwave-api
2026-04-15T08:39:41.708791+00:00 | Summer Of 69 | Bryan Adams | source:amperwave-api
2026-04-15T08:40:16.969181+00:00 | Summer Of 69 | Bryan Adams | source:amperwave-api
2026-04-15T08:40:52.029573+00:00 | Summer Of 69 | Bryan Adams | source:amperwave-api
2026-04-15T08:41:26.885935+00:00 | Summer Of 69 | Bryan Adams | source:amperwave-api
2026-04-15T08:42:02.301804+00:00 | Stand Back | Stevie Nicks | source:amperwave-api
2026-04-15T08:42:42.146807+00:00 | Stand Back | Stevie Nicks | source:amperwave-api
2026-04-15T08:43:17.053510+00:00 | Stand Back | Stevie Nicks | source:amperwave-api
2026-04-15T08:43:51.893010+00:00 | Stand Back | Stevie Nicks | source:amperwave-api
2026-04-15T08:44:27.717743+00:00 | Stand Back | Stevie Nicks | source:amperwave-api
2026-04-15T08:45:03.224825+00:00 | Stand Back | Stevie Nicks | source:amperwave-api
2026-04-15T08:45:39.147685+00:00 | Stand Back | Stevie Nicks | source:amperwave-api
2026-04-15T08:46:14.507149+00:00 | Stand Back | Stevie Nicks | source:amperwave-api
2026-04-15T08:46:50.055909+00:00 | Cocaine | Eric Clapton | source:amperwave-api
2026-04-15T08:47:30.440355+00:00 | Cocaine | Eric Clapton | source:amperwave-api
2026-04-15T08:48:05.047392+00:00 | Cocaine | Eric Clapton | source:amperwave-api
2026-04-15T08:48:40.316779+00:00 | Cocaine | Eric Clapton | source:amperwave-api
2026-04-15T08:49:15.557465+00:00 | Cocaine | Eric Clapton | source:amperwave-api
2026-04-15T08:49:51.320537+00:00 | Cocaine | Eric Clapton | source:amperwave-api
2026-04-15T08:50:43.700999+00:00 | Here I Go Again | Whitesnake | source:amperwave-api
2026-04-15T08:51:18.913560+00:00 | Here I Go Again | Whitesnake | source:amperwave-api
2026-04-15T08:51:53.893776+00:00 | Here I Go Again | Whitesnake | source:amperwave-api
2026-04-15T08:52:41.317871+00:00 | Here I Go Again | Whitesnake | source:amperwave-api
2026-04-15T08:53:16.954183+00:00 | Here I Go Again | Whitesnake | source:amperwave-api
2026-04-15T08:53:51.750718+00:00 | Here I Go Again | Whitesnake | source:amperwave-api
2026-04-15T08:54:26.448856+00:00 | Here I Go Again | Whitesnake | source:amperwave-api
2026-04-15T08:55:03.337244+00:00 | All Along The Watchtower | Jimi Hendrix | source:amperwave-api
2026-04-15T08:55:55.536887+00:00 | All Along The Watchtower | Jimi Hendrix | source:amperwave-api
2026-04-15T08:56:30.468951+00:00 | All Along The Watchtower | Jimi Hendrix | source:amperwave-api
2026-04-15T08:57:05.452996+00:00 | All Along The Watchtower | Jimi Hendrix | source:amperwave-api
2026-04-15T08:57:40.390683+00:00 | All Along The Watchtower | Jimi Hendrix | source:amperwave-api
2026-04-15T08:58:15.637595+00:00 | All Along The Watchtower | Jimi Hendrix | source:amperwave-api
2026-04-15T08:58:50.831173+00:00 | All Along The Watchtower | Jimi Hendrix | source:amperwave-api
2026-04-15T08:59:25.734618+00:00 | All Along The Watchtower | Jimi Hendrix | source:amperwave-api
2026-04-15T09:00:00.967611+00:00 | All Along The Watchtower | Jimi Hendrix | source:amperwave-api
2026-04-15T09:00:36.096672+00:00 | The Spirit Of Radio | Rush | source:amperwave-api
2026-04-15T09:01:11.125988+00:00 | The Spirit Of Radio | Rush | source:amperwave-api
2026-04-15T09:01:46.600559+00:00 | The Spirit Of Radio | Rush | source:amperwave-api
2026-04-15T09:02:21.566294+00:00 | The Spirit Of Radio | Rush | source:amperwave-api
2026-04-15T09:02:56.784907+00:00 | The Spirit Of Radio | Rush | source:amperwave-api
2026-04-15T09:03:34.289959+00:00 | The Spirit Of Radio | Rush | source:amperwave-api
2026-04-15T09:04:09.552047+00:00 | The Spirit Of Radio | Rush | source:amperwave-api
2026-04-15T09:05:06.307375+00:00 | The Spirit Of Radio | Rush | source:amperwave-api
2026-04-15T09:05:41.568636+00:00 | Learning To Fly | Tom Petty | source:amperwave-api
2026-04-15T09:06:16.265126+00:00 | Learning To Fly | Tom Petty | source:amperwave-api
2026-04-15T09:06:53.883086+00:00 | Learning To Fly | Tom Petty | source:amperwave-api
2026-04-15T09:07:28.711391+00:00 | Learning To Fly | Tom Petty | source:amperwave-api
2026-04-15T09:08:27.402372+00:00 | Learning To Fly | Tom Petty | source:amperwave-api
2026-04-15T09:09:02.251745+00:00 | Learning To Fly | Tom Petty | source:amperwave-api
2026-04-15T09:09:37.402946+00:00 | Learning To Fly | Tom Petty | source:amperwave-api
2026-04-15T09:10:16.298241+00:00 | Two Tickets To Paradise | Eddie Money | source:amperwave-api
2026-04-15T09:11:00.856955+00:00 | Two Tickets To Paradise | Eddie Money | source:amperwave-api
2026-04-15T09:11:51.867502+00:00 | Two Tickets To Paradise | Eddie Money | source:amperwave-api
2026-04-15T09:12:26.783645+00:00 | Two Tickets To Paradise | Eddie Money | source:amperwave-api
2026-04-15T09:13:01.642277+00:00 | Two Tickets To Paradise | Eddie Money | source:amperwave-api
2026-04-15T09:13:36.233803+00:00 | Two Tickets To Paradise | Eddie Money | source:amperwave-api
2026-04-15T09:14:11.249437+00:00 | You Might Think | Cars | source:amperwave-api
2026-04-15T09:14:45.848716+00:00 | You Might Think | Cars | source:amperwave-api
2026-04-15T09:15:21.060319+00:00 | You Might Think | Cars | source:amperwave-api
2026-04-15T09:15:56.259980+00:00 | You Might Think | Cars | source:amperwave-api
2026-04-15T09:16:33.215745+00:00 | You Might Think | Cars | source:amperwave-api
2026-04-15T09:17:08.608589+00:00 | You Might Think | Cars | source:amperwave-api
2026-04-15T09:17:48.772685+00:00 | La Grange | Zz Top | source:amperwave-api
2026-04-15T09:18:24.060535+00:00 | La Grange | Zz Top | source:amperwave-api
2026-04-15T09:19:01.841556+00:00 | La Grange | Zz Top | source:amperwave-api
2026-04-15T09:19:48.711454+00:00 | La Grange | Zz Top | source:amperwave-api
2026-04-15T09:20:35.022040+00:00 | La Grange | Zz Top | source:amperwave-api
2026-04-15T09:21:29.212022+00:00 | La Grange | Zz Top | source:amperwave-api
2026-04-15T09:22:04.741729+00:00 | La Grange | Zz Top | source:amperwave-api
2026-04-15T09:22:55.533626+00:00 | La Grange | Zz Top | source:amperwave-api
2026-04-15T09:23:31.079636+00:00 | Centerfold | J. Geils Band | source:amperwave-api
2026-04-15T09:24:24.758812+00:00 | Centerfold | J. Geils Band | source:amperwave-api
2026-04-15T09:24:59.340393+00:00 | Centerfold | J. Geils Band | source:amperwave-api
2026-04-15T09:25:55.706410+00:00 | Centerfold | J. Geils Band | source:amperwave-api
2026-04-15T09:26:30.428439+00:00 | Centerfold | J. Geils Band | source:amperwave-api
2026-04-15T09:27:05.188763+00:00 | Take The Money And Run | Steve Miller Band | source:amperwave-api
2026-04-15T09:27:40.396567+00:00 | Take The Money And Run | Steve Miller Band | source:amperwave-api
2026-04-15T09:28:15.463540+00:00 | Take The Money And Run | Steve Miller Band | source:amperwave-api
2026-04-15T09:28:50.129000+00:00 | Take The Money And Run | Steve Miller Band | source:amperwave-api
2026-04-15T09:29:25.509436+00:00 | Take The Money And Run | Steve Miller Band | source:amperwave-api
2026-04-15T09:30:00.239659+00:00 | Comfortably Numb | Pink Floyd | source:amperwave-api
2026-04-15T09:30:35.060840+00:00 | Comfortably Numb | Pink Floyd | source:amperwave-api
2026-04-15T09:31:10.265828+00:00 | Comfortably Numb | Pink Floyd | source:amperwave-api
2026-04-15T09:31:45.893887+00:00 | Comfortably Numb | Pink Floyd | source:amperwave-api
2026-04-15T09:32:21.218285+00:00 | Comfortably Numb | Pink Floyd | source:amperwave-api
2026-04-15T09:32:56.305838+00:00 | Comfortably Numb | Pink Floyd | source:amperwave-api
2026-04-15T09:33:31.459593+00:00 | Comfortably Numb | Pink Floyd | source:amperwave-api
2026-04-15T09:34:06.013777+00:00 | Comfortably Numb | Pink Floyd | source:amperwave-api
2026-04-15T09:34:42.765667+00:00 | Comfortably Numb | Pink Floyd | source:amperwave-api
2026-04-15T09:35:32.123241+00:00 | Comfortably Numb | Pink Floyd | source:amperwave-api
2026-04-15T09:36:07.446528+00:00 | Comfortably Numb | Pink Floyd | source:amperwave-api
2026-04-15T09:36:42.558437+00:00 | You Make Lovin Fun | Fleetwood Mac | source:amperwave-api
2026-04-15T09:37:19.888212+00:00 | You Make Lovin Fun | Fleetwood Mac | source:amperwave-api
2026-04-15T09:37:54.401339+00:00 | You Make Lovin Fun | Fleetwood Mac | source:amperwave-api
2026-04-15T09:38:29.265247+00:00 | You Make Lovin Fun | Fleetwood Mac | source:amperwave-api
2026-04-15T09:39:05.212968+00:00 | You Make Lovin Fun | Fleetwood Mac | source:amperwave-api
2026-04-15T09:39:40.307163+00:00 | You Make Lovin Fun | Fleetwood Mac | source:amperwave-api
2026-04-15T09:40:35.965624+00:00 | Feels Like The First Time | Foreigner | source:amperwave-api
2026-04-15T09:41:11.357567+00:00 | Feels Like The First Time | Foreigner | source:amperwave-api
2026-04-15T09:42:09.960476+00:00 | Feels Like The First Time | Foreigner | source:amperwave-api
2026-04-15T09:42:45.609513+00:00 | Feels Like The First Time | Foreigner | source:amperwave-api
2026-04-15T09:43:21.599492+00:00 | Feels Like The First Time | Foreigner | source:amperwave-api
2026-04-15T09:44:01.649566+00:00 | Animal | Def Leppard | source:amperwave-api
2026-04-15T09:44:38.261476+00:00 | Animal | Def Leppard | source:amperwave-api
2026-04-15T09:45:15.261053+00:00 | Animal | Def Leppard | source:amperwave-api
2026-04-15T09:45:52.088579+00:00 | Animal | Def Leppard | source:amperwave-api
2026-04-15T09:46:27.951661+00:00 | Animal | Def Leppard | source:amperwave-api
