2026-04-13T00:00:33.210501+00:00 | Knockin On Heavens Door | Guns N Roses | source:amperwave-api
2026-04-13T05:02:57.401423+00:00 | Rebel Yell | Billy Idol | source:amperwave-api
2026-04-13T05:03:33.201838+00:00 | Rebel Yell | Billy Idol | source:amperwave-api
2026-04-13T05:04:09.344708+00:00 | Rebel Yell | Billy Idol | source:amperwave-api
2026-04-13T05:05:06.116157+00:00 | Rebel Yell | Billy Idol | source:amperwave-api
2026-04-13T05:05:41.624905+00:00 | Feel Like Makin Love | Bad Company | source:amperwave-api
2026-04-13T05:06:17.777522+00:00 | Feel Like Makin Love | Bad Company | source:amperwave-api
2026-04-13T05:07:16.132078+00:00 | Feel Like Makin Love | Bad Company | source:amperwave-api
2026-04-13T05:07:52.894078+00:00 | Feel Like Makin Love | Bad Company | source:amperwave-api
2026-04-13T05:08:28.285609+00:00 | Feel Like Makin Love | Bad Company | source:amperwave-api
2026-04-13T05:09:03.449337+00:00 | Feel Like Makin Love | Bad Company | source:amperwave-api
2026-04-13T05:09:38.441881+00:00 | Feel Like Makin Love | Bad Company | source:amperwave-api
2026-04-13T05:10:14.034553+00:00 | Feel Like Makin Love | Bad Company | source:amperwave-api
2026-04-13T05:10:48.587190+00:00 | Feel Like Makin Love | Bad Company | source:amperwave-api
2026-04-13T05:11:23.537301+00:00 | Bang A Gong (Get It On) | T. Rex | source:amperwave-api
2026-04-13T05:11:58.109049+00:00 | Bang A Gong (Get It On) | T. Rex | source:amperwave-api
2026-04-13T05:12:33.267137+00:00 | Bang A Gong (Get It On) | T. Rex | source:amperwave-api
2026-04-13T05:13:08.614429+00:00 | Bang A Gong (Get It On) | T. Rex | source:amperwave-api
2026-04-13T05:13:43.326070+00:00 | Bang A Gong (Get It On) | T. Rex | source:amperwave-api
2026-04-13T05:14:31.550014+00:00 | Bang A Gong (Get It On) | T. Rex | source:amperwave-api
2026-04-13T05:15:06.912158+00:00 | Bang A Gong (Get It On) | T. Rex | source:amperwave-api
2026-04-13T05:15:41.821756+00:00 | Iron Man | Black Sabbath | source:amperwave-api
2026-04-13T05:16:17.826671+00:00 | Iron Man | Black Sabbath | source:amperwave-api
2026-04-13T05:16:52.718943+00:00 | Iron Man | Black Sabbath | source:amperwave-api
2026-04-13T05:17:27.620811+00:00 | Iron Man | Black Sabbath | source:amperwave-api
2026-04-13T05:18:05.557409+00:00 | Iron Man | Black Sabbath | source:amperwave-api
2026-04-13T05:18:40.173755+00:00 | Iron Man | Black Sabbath | source:amperwave-api
2026-04-13T05:19:15.204591+00:00 | Iron Man | Black Sabbath | source:amperwave-api
2026-04-13T05:19:55.514770+00:00 | Iron Man | Black Sabbath | source:amperwave-api
2026-04-13T05:20:30.812116+00:00 | Iron Man | Black Sabbath | source:amperwave-api
2026-04-13T05:21:29.079534+00:00 | Iron Man | Black Sabbath | source:amperwave-api
2026-04-13T05:22:03.789202+00:00 | Iron Man | Black Sabbath | source:amperwave-api
2026-04-13T05:22:39.196550+00:00 | Iron Man | Black Sabbath | source:amperwave-api
2026-04-13T05:23:37.823845+00:00 | Hold On Loosely | .38 Special | source:amperwave-api
2026-04-13T05:24:12.505926+00:00 | Hold On Loosely | .38 Special | source:amperwave-api
2026-04-13T05:24:48.027848+00:00 | Hold On Loosely | .38 Special | source:amperwave-api
2026-04-13T05:25:23.297004+00:00 | Hold On Loosely | .38 Special | source:amperwave-api
2026-04-13T05:25:58.018652+00:00 | Hold On Loosely | .38 Special | source:amperwave-api
2026-04-13T05:26:32.877550+00:00 | Hold On Loosely | .38 Special | source:amperwave-api
2026-04-13T05:27:07.693660+00:00 | Hold On Loosely | .38 Special | source:amperwave-api
2026-04-13T05:27:42.525592+00:00 | Hold On Loosely | .38 Special | source:amperwave-api
2026-04-13T05:28:18.280752+00:00 | Good Times Roll | Cars | source:amperwave-api
2026-04-13T05:28:54.253692+00:00 | Good Times Roll | Cars | source:amperwave-api
2026-04-13T05:29:29.881566+00:00 | Good Times Roll | Cars | source:amperwave-api
2026-04-13T05:30:30.313032+00:00 | Good Times Roll | Cars | source:amperwave-api
2026-04-13T05:31:05.481761+00:00 | Good Times Roll | Cars | source:amperwave-api
2026-04-13T05:32:04.165572+00:00 | Burnin For You | Blue Oyster Cult | source:amperwave-api
2026-04-13T05:32:39.692688+00:00 | Burnin For You | Blue Oyster Cult | source:amperwave-api
2026-04-13T05:33:39.892255+00:00 | Burnin For You | Blue Oyster Cult | source:amperwave-api
2026-04-13T05:34:16.199761+00:00 | Burnin For You | Blue Oyster Cult | source:amperwave-api
2026-04-13T05:34:51.221541+00:00 | Burnin For You | Blue Oyster Cult | source:amperwave-api
2026-04-13T05:35:26.125024+00:00 | Burnin For You | Blue Oyster Cult | source:amperwave-api
2026-04-13T05:36:01.127023+00:00 | Burnin For You | Blue Oyster Cult | source:amperwave-api
2026-04-13T05:36:35.674625+00:00 | Burnin For You | Blue Oyster Cult | source:amperwave-api
2026-04-13T05:37:13.307317+00:00 | All She Wants To Do Is Dance | Don Henley | source:amperwave-api
2026-04-13T05:37:48.970206+00:00 | All She Wants To Do Is Dance | Don Henley | source:amperwave-api
2026-04-13T05:38:48.941297+00:00 | All She Wants To Do Is Dance | Don Henley | source:amperwave-api
2026-04-13T05:39:23.765053+00:00 | All She Wants To Do Is Dance | Don Henley | source:amperwave-api
2026-04-13T05:39:58.740246+00:00 | All She Wants To Do Is Dance | Don Henley | source:amperwave-api
2026-04-13T05:40:34.282776+00:00 | All She Wants To Do Is Dance | Don Henley | source:amperwave-api
2026-04-13T05:41:09.381790+00:00 | All She Wants To Do Is Dance | Don Henley | source:amperwave-api
2026-04-13T05:41:44.009151+00:00 | Whats Your Name | Lynyrd Skynyrd | source:amperwave-api
2026-04-13T05:42:18.677730+00:00 | Whats Your Name | Lynyrd Skynyrd | source:amperwave-api
2026-04-13T05:42:54.132857+00:00 | Whats Your Name | Lynyrd Skynyrd | source:amperwave-api
2026-04-13T05:43:28.909697+00:00 | Whats Your Name | Lynyrd Skynyrd | source:amperwave-api
2026-04-13T05:44:03.532571+00:00 | Whats Your Name | Lynyrd Skynyrd | source:amperwave-api
2026-04-13T05:44:38.796260+00:00 | Whats Your Name | Lynyrd Skynyrd | source:amperwave-api
2026-04-13T05:45:13.348751+00:00 | Edge Of Seventeen | Stevie Nicks | source:amperwave-api
2026-04-13T05:45:48.579709+00:00 | Edge Of Seventeen | Stevie Nicks | source:amperwave-api
2026-04-13T05:46:34.098344+00:00 | Edge Of Seventeen | Stevie Nicks | source:amperwave-api
2026-04-13T05:47:08.905093+00:00 | Edge Of Seventeen | Stevie Nicks | source:amperwave-api
2026-04-13T05:47:43.739582+00:00 | Edge Of Seventeen | Stevie Nicks | source:amperwave-api
2026-04-13T05:48:39.319513+00:00 | Edge Of Seventeen | Stevie Nicks | source:amperwave-api
2026-04-13T05:49:14.195988+00:00 | Edge Of Seventeen | Stevie Nicks | source:amperwave-api
2026-04-13T05:49:50.804305+00:00 | Edge Of Seventeen | Stevie Nicks | source:amperwave-api
2026-04-13T05:50:25.588813+00:00 | Hello, I Love You | Doors | source:amperwave-api
2026-04-13T05:51:00.335925+00:00 | Hello, I Love You | Doors | source:amperwave-api
2026-04-13T05:51:35.258401+00:00 | Hello, I Love You | Doors | source:amperwave-api
2026-04-13T05:52:09.979052+00:00 | Hello, I Love You | Doors | source:amperwave-api
2026-04-13T05:52:45.000425+00:00 | Hello, I Love You | Doors | source:amperwave-api
2026-04-13T05:53:38.900516+00:00 | Young Lust | Pink Floyd | source:amperwave-api
2026-04-13T05:54:13.588313+00:00 | Young Lust | Pink Floyd | source:amperwave-api
2026-04-13T05:54:53.656610+00:00 | Young Lust | Pink Floyd | source:amperwave-api
2026-04-13T05:55:29.679665+00:00 | Young Lust | Pink Floyd | source:amperwave-api
2026-04-13T05:56:04.502361+00:00 | Young Lust | Pink Floyd | source:amperwave-api
2026-04-13T05:56:39.147544+00:00 | Young Lust | Pink Floyd | source:amperwave-api
2026-04-13T05:57:14.617222+00:00 | I Want You To Want Me (Live) | Cheap Trick | source:amperwave-api
2026-04-13T05:57:49.266803+00:00 | I Want You To Want Me (Live) | Cheap Trick | source:amperwave-api
2026-04-13T05:58:24.754629+00:00 | I Want You To Want Me (Live) | Cheap Trick | source:amperwave-api
2026-04-13T05:58:59.559370+00:00 | I Want You To Want Me (Live) | Cheap Trick | source:amperwave-api
2026-04-13T05:59:34.221133+00:00 | I Want You To Want Me (Live) | Cheap Trick | source:amperwave-api
2026-04-13T06:00:09.389774+00:00 | I Want You To Want Me (Live) | Cheap Trick | source:amperwave-api
2026-04-13T06:00:44.429104+00:00 | I Want You To Want Me (Live) | Cheap Trick | source:amperwave-api
2026-04-13T06:01:19.507506+00:00 | Tom Sawyer | Rush | source:amperwave-api
2026-04-13T06:01:54.612403+00:00 | Tom Sawyer | Rush | source:amperwave-api
2026-04-13T06:02:31.229036+00:00 | Tom Sawyer | Rush | source:amperwave-api
2026-04-13T06:03:06.049083+00:00 | Tom Sawyer | Rush | source:amperwave-api
2026-04-13T06:03:40.708281+00:00 | Tom Sawyer | Rush | source:amperwave-api
2026-04-13T06:04:15.432988+00:00 | Tom Sawyer | Rush | source:amperwave-api
2026-04-13T06:04:50.414218+00:00 | Tom Sawyer | Rush | source:amperwave-api
2026-04-13T06:05:50.196986+00:00 | Tom Sawyer | Rush | source:amperwave-api
2026-04-13T06:06:26.500378+00:00 | Barracuda | Heart | source:amperwave-api
2026-04-13T06:07:02.439072+00:00 | Barracuda | Heart | source:amperwave-api
2026-04-13T06:07:56.998277+00:00 | Barracuda | Heart | source:amperwave-api
2026-04-13T06:08:31.964839+00:00 | Barracuda | Heart | source:amperwave-api
2026-04-13T06:09:07.743095+00:00 | Barracuda | Heart | source:amperwave-api
2026-04-13T06:09:42.765491+00:00 | Barracuda | Heart | source:amperwave-api
2026-04-13T06:10:42.053663+00:00 | Train Kept A Rollin | Aerosmith | source:amperwave-api
2026-04-13T06:11:17.086298+00:00 | Train Kept A Rollin | Aerosmith | source:amperwave-api
2026-04-13T06:11:52.097119+00:00 | Train Kept A Rollin | Aerosmith | source:amperwave-api
2026-04-13T06:12:27.006915+00:00 | Train Kept A Rollin | Aerosmith | source:amperwave-api
2026-04-13T06:13:02.289633+00:00 | Train Kept A Rollin | Aerosmith | source:amperwave-api
2026-04-13T06:13:36.958490+00:00 | Train Kept A Rollin | Aerosmith | source:amperwave-api
2026-04-13T06:14:12.672316+00:00 | Train Kept A Rollin | Aerosmith | source:amperwave-api
2026-04-13T06:14:47.476970+00:00 | Train Kept A Rollin | Aerosmith | source:amperwave-api
2026-04-13T06:15:22.702826+00:00 | Train Kept A Rollin | Aerosmith | source:amperwave-api
2026-04-13T06:15:58.290188+00:00 | Train Kept A Rollin | Aerosmith | source:amperwave-api
2026-04-13T06:16:33.489239+00:00 | Ramble On | Led Zeppelin | source:amperwave-api
2026-04-13T06:17:28.967131+00:00 | Ramble On | Led Zeppelin | source:amperwave-api
2026-04-13T06:18:28.853948+00:00 | Ramble On | Led Zeppelin | source:amperwave-api
2026-04-13T06:19:03.817752+00:00 | Ramble On | Led Zeppelin | source:amperwave-api
2026-04-13T06:19:38.485432+00:00 | Ramble On | Led Zeppelin | source:amperwave-api
2026-04-13T06:20:16.872138+00:00 | Ramble On | Led Zeppelin | source:amperwave-api
2026-04-13T06:20:51.888002+00:00 | Ramble On | Led Zeppelin | source:amperwave-api
2026-04-13T06:21:26.407274+00:00 | Ramble On | Led Zeppelin | source:amperwave-api
2026-04-13T06:22:26.384243+00:00 | I Drink Alone | George Thorogood The Destroyers | source:amperwave-api
2026-04-13T06:23:01.433016+00:00 | I Drink Alone | George Thorogood The Destroyers | source:amperwave-api
2026-04-13T06:23:36.254068+00:00 | I Drink Alone | George Thorogood The Destroyers | source:amperwave-api
2026-04-13T06:24:11.594961+00:00 | I Drink Alone | George Thorogood The Destroyers | source:amperwave-api
2026-04-13T06:25:08.326121+00:00 | I Drink Alone | George Thorogood The Destroyers | source:amperwave-api
2026-04-13T06:25:42.719388+00:00 | I Drink Alone | George Thorogood The Destroyers | source:amperwave-api
2026-04-13T06:26:39.950445+00:00 | I Drink Alone | George Thorogood The Destroyers | source:amperwave-api
2026-04-13T06:27:14.938131+00:00 | Rock And Roll Band (Copy) | Boston | source:amperwave-api
2026-04-13T06:27:49.098869+00:00 | Rock And Roll Band (Copy) | Boston | source:amperwave-api
2026-04-13T06:28:24.202554+00:00 | Rock And Roll Band (Copy) | Boston | source:amperwave-api
2026-04-13T06:28:59.314643+00:00 | Rock And Roll Band (Copy) | Boston | source:amperwave-api
2026-04-13T06:29:34.198829+00:00 | Rock And Roll Band (Copy) | Boston | source:amperwave-api
2026-04-13T06:30:10.966164+00:00 | Owner Of A Lonely Heart | Yes | source:amperwave-api
2026-04-13T06:30:45.599364+00:00 | Owner Of A Lonely Heart | Yes | source:amperwave-api
2026-04-13T06:31:21.042357+00:00 | Owner Of A Lonely Heart | Yes | source:amperwave-api
2026-04-13T06:31:56.186044+00:00 | Owner Of A Lonely Heart | Yes | source:amperwave-api
2026-04-13T06:32:30.948198+00:00 | Owner Of A Lonely Heart | Yes | source:amperwave-api
2026-04-13T06:33:06.280959+00:00 | Owner Of A Lonely Heart | Yes | source:amperwave-api
2026-04-13T06:33:41.604666+00:00 | Owner Of A Lonely Heart | Yes | source:amperwave-api
2026-04-13T06:34:30.687978+00:00 | Owner Of A Lonely Heart | Yes | source:amperwave-api
2026-04-13T06:35:05.544428+00:00 | I Dont Care Anymore | Phil Collins | source:amperwave-api
2026-04-13T06:35:40.050732+00:00 | I Dont Care Anymore | Phil Collins | source:amperwave-api
2026-04-13T06:36:33.742005+00:00 | I Dont Care Anymore | Phil Collins | source:amperwave-api
2026-04-13T06:37:08.427491+00:00 | I Dont Care Anymore | Phil Collins | source:amperwave-api
2026-04-13T06:37:46.109515+00:00 | I Dont Care Anymore | Phil Collins | source:amperwave-api
2026-04-13T06:38:21.413439+00:00 | I Dont Care Anymore | Phil Collins | source:amperwave-api
2026-04-13T06:39:21.073052+00:00 | I Dont Care Anymore | Phil Collins | source:amperwave-api
2026-04-13T06:39:55.643872+00:00 | I Dont Care Anymore | Phil Collins | source:amperwave-api
2026-04-13T06:40:30.695178+00:00 | Fat-Bottomed Girls | Queen | source:amperwave-api
2026-04-13T06:41:25.527798+00:00 | Fat-Bottomed Girls | Queen | source:amperwave-api
2026-04-13T06:42:00.285315+00:00 | Fat-Bottomed Girls | Queen | source:amperwave-api
2026-04-13T06:42:35.212753+00:00 | Fat-Bottomed Girls | Queen | source:amperwave-api
2026-04-13T06:43:09.585346+00:00 | Fat-Bottomed Girls | Queen | source:amperwave-api
2026-04-13T06:43:44.581776+00:00 | Fat-Bottomed Girls | Queen | source:amperwave-api
2026-04-13T06:44:19.506930+00:00 | Fat-Bottomed Girls | Queen | source:amperwave-api
2026-04-13T06:44:54.539359+00:00 | You Give Love A Bad Name | Bon Jovi | source:amperwave-api
2026-04-13T06:45:29.455842+00:00 | You Give Love A Bad Name | Bon Jovi | source:amperwave-api
2026-04-13T06:46:04.845559+00:00 | You Give Love A Bad Name | Bon Jovi | source:amperwave-api
2026-04-13T06:46:39.215101+00:00 | You Give Love A Bad Name | Bon Jovi | source:amperwave-api
2026-04-13T06:47:14.110771+00:00 | You Give Love A Bad Name | Bon Jovi | source:amperwave-api
2026-04-13T06:47:49.961249+00:00 | You Give Love A Bad Name | Bon Jovi | source:amperwave-api
2026-04-13T06:48:24.702388+00:00 | Its Only Rock And Roll (But I Like It) | Rolling Stones | source:amperwave-api
2026-04-13T06:49:10.665081+00:00 | Its Only Rock And Roll (But I Like It) | Rolling Stones | source:amperwave-api
2026-04-13T06:49:45.669052+00:00 | Its Only Rock And Roll (But I Like It) | Rolling Stones | source:amperwave-api
2026-04-13T06:50:29.507846+00:00 | Its Only Rock And Roll (But I Like It) | Rolling Stones | source:amperwave-api
2026-04-13T06:51:05.103183+00:00 | Its Only Rock And Roll (But I Like It) | Rolling Stones | source:amperwave-api
2026-04-13T06:51:40.028765+00:00 | Its Only Rock And Roll (But I Like It) | Rolling Stones | source:amperwave-api
2026-04-13T06:52:16.060073+00:00 | Its Only Rock And Roll (But I Like It) | Rolling Stones | source:amperwave-api
2026-04-13T06:52:50.743043+00:00 | Its Only Rock And Roll (But I Like It) | Rolling Stones | source:amperwave-api
2026-04-13T06:53:25.756497+00:00 | Its Only Rock And Roll (But I Like It) | Rolling Stones | source:amperwave-api
2026-04-13T06:54:06.830513+00:00 | Its Only Rock And Roll (But I Like It) | Rolling Stones | source:amperwave-api
2026-04-13T06:54:41.829126+00:00 | Its Only Rock And Roll (But I Like It) | Rolling Stones | source:amperwave-api
2026-04-13T06:55:40.634963+00:00 | Pride And Joy | Stevie Ray Vaughan Double Trouble | source:amperwave-api
2026-04-13T06:56:15.697092+00:00 | Pride And Joy | Stevie Ray Vaughan Double Trouble | source:amperwave-api
2026-04-13T06:56:50.082049+00:00 | Pride And Joy | Stevie Ray Vaughan Double Trouble | source:amperwave-api
2026-04-13T06:57:25.123921+00:00 | Pride And Joy | Stevie Ray Vaughan Double Trouble | source:amperwave-api
2026-04-13T06:58:00.562832+00:00 | Pride And Joy | Stevie Ray Vaughan Double Trouble | source:amperwave-api
2026-04-13T06:58:59.135238+00:00 | Breakdown | Tom Petty The Heartbreakers | source:amperwave-api
2026-04-13T06:59:34.041480+00:00 | Breakdown | Tom Petty The Heartbreakers | source:amperwave-api
2026-04-13T07:00:09.754648+00:00 | Breakdown | Tom Petty The Heartbreakers | source:amperwave-api
2026-04-13T07:00:44.394662+00:00 | Breakdown | Tom Petty The Heartbreakers | source:amperwave-api
2026-04-13T07:01:19.607335+00:00 | Breakdown | Tom Petty The Heartbreakers | source:amperwave-api
2026-04-13T07:01:54.038542+00:00 | Urgent | Foreigner | source:amperwave-api
2026-04-13T07:02:29.859722+00:00 | Urgent | Foreigner | source:amperwave-api
2026-04-13T07:03:05.077807+00:00 | Urgent | Foreigner | source:amperwave-api
2026-04-13T07:03:40.338254+00:00 | Urgent | Foreigner | source:amperwave-api
2026-04-13T07:04:15.629427+00:00 | Urgent | Foreigner | source:amperwave-api
2026-04-13T07:04:50.755418+00:00 | Urgent | Foreigner | source:amperwave-api
2026-04-13T07:05:25.690434+00:00 | Urgent | Foreigner | source:amperwave-api
2026-04-13T07:06:00.505232+00:00 | Show Me The Way | Peter Frampton | source:amperwave-api
2026-04-13T07:06:35.423997+00:00 | Show Me The Way | Peter Frampton | source:amperwave-api
2026-04-13T07:07:29.533082+00:00 | Show Me The Way | Peter Frampton | source:amperwave-api
2026-04-13T07:08:05.126232+00:00 | Show Me The Way | Peter Frampton | source:amperwave-api
2026-04-13T07:08:39.750331+00:00 | Show Me The Way | Peter Frampton | source:amperwave-api
2026-04-13T07:09:15.629572+00:00 | Show Me The Way | Peter Frampton | source:amperwave-api
2026-04-13T07:09:52.301346+00:00 | Show Me The Way | Peter Frampton | source:amperwave-api
2026-04-13T07:10:51.502795+00:00 | Love Stinks | J. Geils Band | source:amperwave-api
2026-04-13T07:11:27.673104+00:00 | Love Stinks | J. Geils Band | source:amperwave-api
2026-04-13T07:12:02.726088+00:00 | Love Stinks | J. Geils Band | source:amperwave-api
2026-04-13T07:12:38.982337+00:00 | Love Stinks | J. Geils Band | source:amperwave-api
2026-04-13T07:13:13.779529+00:00 | Love Stinks | J. Geils Band | source:amperwave-api
2026-04-13T07:13:48.742130+00:00 | Love Stinks | J. Geils Band | source:amperwave-api
2026-04-13T07:14:24.187499+00:00 | Love Stinks | J. Geils Band | source:amperwave-api
2026-04-13T07:15:02.136116+00:00 | Smoke On The Water | Deep Purple | source:amperwave-api
2026-04-13T07:15:37.454137+00:00 | Smoke On The Water | Deep Purple | source:amperwave-api
2026-04-13T07:16:12.662951+00:00 | Smoke On The Water | Deep Purple | source:amperwave-api
2026-04-13T07:16:48.081003+00:00 | Smoke On The Water | Deep Purple | source:amperwave-api
2026-04-13T07:17:22.747937+00:00 | Smoke On The Water | Deep Purple | source:amperwave-api
2026-04-13T07:17:58.140581+00:00 | Smoke On The Water | Deep Purple | source:amperwave-api
2026-04-13T07:18:33.402092+00:00 | Smoke On The Water | Deep Purple | source:amperwave-api
2026-04-13T07:19:08.407535+00:00 | Smoke On The Water | Deep Purple | source:amperwave-api
2026-04-13T07:19:43.298114+00:00 | Smoke On The Water | Deep Purple | source:amperwave-api
2026-04-13T07:20:18.709874+00:00 | Smoke On The Water | Deep Purple | source:amperwave-api
2026-04-13T07:20:54.062204+00:00 | Smoke On The Water | Deep Purple | source:amperwave-api
2026-04-13T07:21:29.450102+00:00 | Smoke On The Water | Deep Purple | source:amperwave-api
2026-04-13T07:22:04.407707+00:00 | Smoke On The Water | Deep Purple | source:amperwave-api
2026-04-13T07:22:39.464485+00:00 | Smoke On The Water | Deep Purple | source:amperwave-api
2026-04-13T07:23:13.932869+00:00 | Thunderstruck | Ac/Dc | source:amperwave-api
2026-04-13T07:23:49.001742+00:00 | Thunderstruck | Ac/Dc | source:amperwave-api
2026-04-13T07:24:29.957491+00:00 | Thunderstruck | Ac/Dc | source:amperwave-api
2026-04-13T07:25:04.573378+00:00 | Thunderstruck | Ac/Dc | source:amperwave-api
2026-04-13T07:25:39.632622+00:00 | Thunderstruck | Ac/Dc | source:amperwave-api
2026-04-13T07:26:14.811872+00:00 | Thunderstruck | Ac/Dc | source:amperwave-api
2026-04-13T07:26:49.335065+00:00 | Thunderstruck | Ac/Dc | source:amperwave-api
2026-04-13T07:27:41.861333+00:00 | Thunderstruck | Ac/Dc | source:amperwave-api
2026-04-13T07:28:24.468372+00:00 | Dont Bring Me Down | Electric Light Orchestra | source:amperwave-api
2026-04-13T07:28:59.014059+00:00 | Dont Bring Me Down | Electric Light Orchestra | source:amperwave-api
2026-04-13T07:29:41.258510+00:00 | Dont Bring Me Down | Electric Light Orchestra | source:amperwave-api
2026-04-13T07:30:16.325197+00:00 | Dont Bring Me Down | Electric Light Orchestra | source:amperwave-api
2026-04-13T07:30:50.996993+00:00 | Dont Bring Me Down | Electric Light Orchestra | source:amperwave-api
2026-04-13T07:31:26.800071+00:00 | Dont Bring Me Down | Electric Light Orchestra | source:amperwave-api
2026-04-13T07:32:01.864653+00:00 | Dont Bring Me Down | Electric Light Orchestra | source:amperwave-api
2026-04-13T07:32:36.782290+00:00 | Dont Bring Me Down | Electric Light Orchestra | source:amperwave-api
2026-04-13T07:33:11.790688+00:00 | Run Like Hell | Pink Floyd | source:amperwave-api
2026-04-13T07:33:46.560745+00:00 | Run Like Hell | Pink Floyd | source:amperwave-api
2026-04-13T07:34:21.484872+00:00 | Run Like Hell | Pink Floyd | source:amperwave-api
2026-04-13T07:34:56.333324+00:00 | Run Like Hell | Pink Floyd | source:amperwave-api
2026-04-13T07:35:31.561222+00:00 | Run Like Hell | Pink Floyd | source:amperwave-api
2026-04-13T07:36:06.774475+00:00 | Run Like Hell | Pink Floyd | source:amperwave-api
2026-04-13T07:36:41.821754+00:00 | Run Like Hell | Pink Floyd | source:amperwave-api
2026-04-13T07:37:16.646682+00:00 | Run Like Hell | Pink Floyd | source:amperwave-api
2026-04-13T07:37:52.766874+00:00 | In The Dark | Billy Squier | source:amperwave-api
2026-04-13T07:38:28.066037+00:00 | In The Dark | Billy Squier | source:amperwave-api
2026-04-13T07:39:02.859786+00:00 | In The Dark | Billy Squier | source:amperwave-api
2026-04-13T07:39:38.025576+00:00 | In The Dark | Billy Squier | source:amperwave-api
2026-04-13T07:40:13.302868+00:00 | In The Dark | Billy Squier | source:amperwave-api
2026-04-13T07:40:47.817507+00:00 | In The Dark | Billy Squier | source:amperwave-api
2026-04-13T07:41:28.445570+00:00 | In The Dark | Billy Squier | source:amperwave-api
2026-04-13T07:42:03.651492+00:00 | Eruption You Really Got Me | Van Halen | source:amperwave-api
2026-04-13T07:42:38.572176+00:00 | Eruption You Really Got Me | Van Halen | source:amperwave-api
2026-04-13T07:43:32.239471+00:00 | Eruption You Really Got Me | Van Halen | source:amperwave-api
2026-04-13T07:44:07.767541+00:00 | Eruption You Really Got Me | Van Halen | source:amperwave-api
2026-04-13T07:44:43.193398+00:00 | Eruption You Really Got Me | Van Halen | source:amperwave-api
2026-04-13T07:45:17.725027+00:00 | Eruption You Really Got Me | Van Halen | source:amperwave-api
2026-04-13T07:45:52.557300+00:00 | Eruption You Really Got Me | Van Halen | source:amperwave-api
2026-04-13T07:46:49.870936+00:00 | 18 And Life | Skid Row | source:amperwave-api
2026-04-13T07:47:25.604767+00:00 | 18 And Life | Skid Row | source:amperwave-api
2026-04-13T07:48:00.273322+00:00 | 18 And Life | Skid Row | source:amperwave-api
2026-04-13T07:48:35.094134+00:00 | 18 And Life | Skid Row | source:amperwave-api
2026-04-13T07:49:30.303924+00:00 | 18 And Life | Skid Row | source:amperwave-api
2026-04-13T07:50:06.114544+00:00 | 18 And Life | Skid Row | source:amperwave-api
2026-04-13T07:50:42.245977+00:00 | Whole Lotta Love | Led Zeppelin | source:amperwave-api
2026-04-13T07:51:17.353181+00:00 | Whole Lotta Love | Led Zeppelin | source:amperwave-api
2026-04-13T07:52:06.615649+00:00 | Whole Lotta Love | Led Zeppelin | source:amperwave-api
2026-04-13T07:52:55.745212+00:00 | Whole Lotta Love | Led Zeppelin | source:amperwave-api
2026-04-13T07:53:30.978682+00:00 | Whole Lotta Love | Led Zeppelin | source:amperwave-api
2026-04-13T07:54:05.604986+00:00 | Whole Lotta Love | Led Zeppelin | source:amperwave-api
2026-04-13T07:54:40.334115+00:00 | Whole Lotta Love | Led Zeppelin | source:amperwave-api
2026-04-13T07:55:19.998088+00:00 | Whole Lotta Love | Led Zeppelin | source:amperwave-api
2026-04-13T07:55:54.917514+00:00 | Whole Lotta Love | Led Zeppelin | source:amperwave-api
2026-04-13T07:56:29.562620+00:00 | Whole Lotta Love | Led Zeppelin | source:amperwave-api
2026-04-13T07:57:27.783902+00:00 | Dont Cry | Guns N Roses | source:amperwave-api
2026-04-13T07:58:03.802372+00:00 | Dont Cry | Guns N Roses | source:amperwave-api
2026-04-13T07:58:38.649666+00:00 | Dont Cry | Guns N Roses | source:amperwave-api
2026-04-13T07:59:14.140004+00:00 | Dont Cry | Guns N Roses | source:amperwave-api
2026-04-13T07:59:49.462001+00:00 | Dont Cry | Guns N Roses | source:amperwave-api
2026-04-13T08:00:42.817336+00:00 | Dont Cry | Guns N Roses | source:amperwave-api
2026-04-13T08:01:17.663485+00:00 | Dont Cry | Guns N Roses | source:amperwave-api
2026-04-13T08:02:18.257816+00:00 | Burnin Down The House | Talking Heads | source:amperwave-api
2026-04-13T08:02:55.429389+00:00 | Burnin Down The House | Talking Heads | source:amperwave-api
2026-04-13T08:03:49.758594+00:00 | Burnin Down The House | Talking Heads | source:amperwave-api
2026-04-13T08:04:24.663218+00:00 | Burnin Down The House | Talking Heads | source:amperwave-api
2026-04-13T08:05:20.356106+00:00 | Burnin Down The House | Talking Heads | source:amperwave-api
2026-04-13T08:05:55.240329+00:00 | Burnin Down The House | Talking Heads | source:amperwave-api
2026-04-13T08:06:30.303385+00:00 | Message In A Bottle | Police | source:amperwave-api
2026-04-13T08:07:05.231505+00:00 | Message In A Bottle | Police | source:amperwave-api
2026-04-13T08:07:39.984002+00:00 | Message In A Bottle | Police | source:amperwave-api
2026-04-13T08:08:15.054703+00:00 | Message In A Bottle | Police | source:amperwave-api
2026-04-13T08:08:50.230544+00:00 | Message In A Bottle | Police | source:amperwave-api
2026-04-13T08:09:24.613640+00:00 | Message In A Bottle | Police | source:amperwave-api
2026-04-13T08:09:59.287417+00:00 | Message In A Bottle | Police | source:amperwave-api
